Zone,1,Total
CO2_Price_1,50.752407559207086,0.0
AnnualSum,2.609000000000002e6,2.609000000000002e6
t1,276.30244606528436,276.30244606528436
t2,250.58937406528437,250.58937406528437
t3,237.22974737022173,237.22974737022173
t4,223.93452606528442,223.93452606528442
t5,220.86579006528436,220.86579006528436
t6,230.8467674128157,230.8467674128157
t7,254.08682476034699,254.08682476034699
t8,230.23101969569998,230.23101969569998
t9,160.10043459036922,160.10043459036922
t10,153.01565101755725,153.01565101755725
t11,186.52199572713837,186.52199572713837
t12,171.29228981090756,171.29228981090756
t13,150.8840653027426,150.8840653027426
t14,145.85774654435318,145.85774654435318
t15,177.16413347091083,177.16413347091083
t16,167.49248397858437,167.49248397858437
t17,280.16155971604195,280.16155971604195
t18,233.5869820652844,233.5869820652844
t19,298.14213676034694,298.14213676034694
t20,310.37789406528435,310.37789406528435
t21,337.8023167603469,337.8023167603469
t22,342.26452471775303,342.26452471775303
t23,308.74083006528434,308.74083006528434
t24,283.7148374128157,283.7148374128157
t25,282.0764847177531,282.0764847177531
t26,266.13140606528435,266.13140606528435
t27,291.47332741281565,291.47332741281565
t28,238.30338737022177,238.30338737022177
t29,225.81618499564107,225.81618499564107
t30,254.24220337022174,254.24220337022174
t31,233.49677141281563,233.49677141281563
t32,242.89588606528432,242.89588606528432
t33,239.597564717753,239.597564717753
t34,225.40849295304722,225.40849295304722
t35,245.50837830057836,245.50837830057836
t36,260.57449471775305,260.57449471775305
t37,216.277475675358,216.277475675358
t38,227.87781676034697,227.87781676034697
t39,242.42984941281563,242.42984941281563
t40,233.38300876034694,233.38300876034694
t41,316.31968471775303,316.31968471775303
t42,265.58285937022174,265.58285937022174
t43,356.0039247177531,356.0039247177531
t44,332.1818767603469,332.1818767603469
t45,394.05754471775305,394.05754471775305
t46,375.2160393702218,375.2160393702218
t47,318.71785276034694,318.71785276034694
t48,290.235636760347,290.235636760347
t49,226.50309937022178,226.50309937022178
t50,225.88577141281567,225.88577141281567
t51,263.02762471775304,263.02762471775304
t52,250.10632471775307,250.10632471775307
t53,216.69985537022177,216.69985537022177
t54,231.76740606528438,231.76740606528438
t55,233.5125094128157,233.5125094128157
t56,219.5507847177531,219.5507847177531
