BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t463,228.8291876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,6.2,-0.0,546.9708123961772,0.0
t464,362.2766508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-874.0,64.95,-0.0,339.7733491835039,0.0
t465,488.0895140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-763.0,92.1,-0.0,182.81048597083063,0.0
t466,512.3713772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0,68.0,-0.0,93.62862275815749,0.0
t467,497.01204045451567,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-625.0,105.89999999999999,-0.0,22.087959545484185,0.0
t468,490.79624045451567,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-604.0,136.89999999999998,-0.0,83.30375954548431,0.0
t469,495.38377724184255,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-549.0,139.79999999999998,-0.0,20.816222758157437,0.0
t470,506.86271402916935,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-537.0,108.0,-0.0,29.13728597083064,0.0
t471,479.8142508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-583.0,69.39999999999999,-0.0,140.7857491835039,0.0
t472,469.97238760382294,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,50.0,-0.0,192.557024160883,0.0
t473,403.89052439114977,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-755.0,31.700000000000014,-0.0,319.40947560885047,0.0
t474,257.2944611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-906.0,9.6,-0.0,532.1055388215235,0.0
t475,246.0929979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-990.0,149.6,-0.0,487.30700203419656,0.0
t476,267.0325347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992.0,0.3075969072906126,-0.0,617.6598683395792,0.0
t477,284.14493475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-966.0,0.0,-0.0,574.8550652468698,0.0
t478,331.0515347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-927.0,0.0,-0.0,595.94846524687,0.0
t479,319.85419796580334,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-864.0,0.0,-0.0,544.1458020341967,0.0
t480,311.52406117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.0,-0.0,520.4759388215234,0.0
t481,285.91352439114974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0,503.08647560885026,0.0
t482,291.90638760382296,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0,472.97596533735344,0.0
t483,252.91165081649615,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-717.0,0.0,-0.0,571.0883491835037,0.0
t484,229.18051402916936,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711.0,0.0,-0.0,481.8194859708306,0.0
t485,239.73225081649616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-740.0,0.0,-0.0,500.26774918350384,0.0
t486,265.53298760382296,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814.0,0.0,-0.0,548.4670123961771,0.0
t487,303.46085081649613,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-888.0,6.949999999999999,-0.0,470.58914918350376,0.0
t488,506.68731402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-842.0,42.750000000000014,-0.0,292.56268597083056,0.0
t489,561.2859772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,97.99999999999999,-0.0,72.71402275815737,0.0
t490,550.2902404545157,0.0,-1.1902404545157168,0.0,0.0,0.0,0.0,0.0,0.0,-651.0,101.89999999999999,-0.0,0.0,0.0
t491,574.5014404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-555.0,87.49855954548434,-0.0,0.0,0.0
t492,582.0680404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-503.0,27.931959545484208,-0.0,0.0,0.0
t493,501.96804045451574,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-474.0,79.03195954548428,-0.0,0.0,0.0
t494,499.9391772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-481.0,88.06082275815751,-0.0,0.0,0.0
t495,472.7819140291694,0.0,-74.3391713101902,0.0,0.0,0.0,0.0,0.0,0.0,-542.0,108.52647058823528,-0.0,35.03078669278555,0.0
t496,433.3678508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-615.0,109.89999999999999,-0.0,71.73214918350378,0.0
t497,408.79778760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-732.0,86.95,-0.0,236.2522123961772,0.0
t498,358.3303243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-898.0,23.349999999999998,-0.0,409.3196756088503,0.0
t499,343.5488611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,145.455,-0.0,390.99613882152346,0.0
t500,350.0981979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,0.0,-0.0,529.9018020341966,0.0
t501,350.9963347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-959.0,0.0,-0.0,501.0036652468699,0.0
t502,341.9525347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-920.0,0.0,-0.0,578.0474652468699,0.0
t503,314.0815979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-859.0,0.0,-0.0,544.9184020341967,0.0
t504,297.7710611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-0.0,532.2289388215235,0.0
t505,240.89718760382294,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830.0,0.0,-0.0,589.1028123961771,0.0
t506,216.66265081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-782.0,0.0,-0.0,565.3373491835039,0.0
t507,224.17091402916932,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-752.0,0.0,-0.0,634.8290859708306,0.0
t508,196.50777724184252,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-742.0,0.0,-0.0,564.3745756993338,0.0
t509,199.31484045451572,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-750.0,0.0,-0.0,550.6851595454842,0.0
t510,212.90184045451576,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-769.0,0.0,-0.0,556.0981595454842,0.0
t511,261.1347772418425,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-759.0,0.0,-0.0,390.86522275815736,0.0
t512,291.71604045451573,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-674.0,0.0,-0.0,382.2839595454843,0.0
t513,433.8396404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-557.0,38.4,-0.0,84.76035954548425,0.0
t514,576.2432404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-451.0,93.19999999999999,-0.0,0.0,218.44324045451572
t515,573.9078404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-386.0,118.79999999999998,-0.0,0.0,199.70784045451572
t516,575.8020404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.0,42.0529411764706,-0.0,0.0,165.85498163098634
t517,589.3866404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-339.0,0.0,-0.0,0.0,143.38664045451574
t518,645.1920404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-365.0,101.64705882352942,-0.0,0.0,274.8390992780452
t519,637.6222404545157,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-437.0,143.2,-0.0,0.0,268.2928286898098
t520,629.9066404545157,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-552.0,143.2,-0.0,0.0,221.1066404545157
t521,597.8198404545158,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-718.0,143.2,-0.0,0.0,23.019840454515844
t522,559.8247772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-891.0,146.6,-0.0,184.5752227581575,0.0
t523,444.1837140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-998.0,138.14999999999998,-0.0,415.6662859708308,0.0
t524,296.7346508164961,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1032.0,150.0,-0.0,478.2653491835039,0.0
t525,279.88338760382294,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1011.0,0.8999999999999999,-0.0,623.2166123961772,0.0
t526,309.4998508164961,74.89999999999998,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-950.0,0.0,-0.0,565.6001491835038,0.0
t527,311.79191402916933,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,0.0,-0.0,577.2080859708307,0.0
t528,283.45857724184253,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-876.0,0.0,-0.0,699.5414227581574,0.0
t529,257.0900404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,0.0,-0.0,661.9099595454842,0.0
t530,265.4659772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766.0,0.0,-0.0,500.5340227581575,0.0
t531,268.1203140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,0.0,-0.0,477.8796859708307,0.0
t532,273.7686508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.0,0.0,-0.0,482.23134918350394,0.0
t533,259.4137876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-808.0,0.0,-0.0,548.5862123961771,0.0
t534,282.3771243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-898.0,0.0,-0.0,508.6228756088502,0.0
t535,308.59998760382297,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952.0,78.95,-0.0,457.45001239617704,0.0
t536,333.62385081649614,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-921.0,0.0,-0.0,480.3761491835039,0.0
t537,387.7689140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-828.0,53.099999999999994,-0.0,387.1310859708308,0.0
t538,540.0293772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-756.0,137.2,-0.0,78.77062275815736,0.0
t539,542.3840404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-681.0,143.2,-0.0,102.41595954548436,0.0
t540,533.1154404545157,0.0,-16.31544045451565,0.0,0.0,0.0,0.0,0.0,0.0,-660.0,143.2,-0.0,0.0,0.0
t541,527.0344404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-623.0,0.0,-0.0,202.96555954548444,0.0
t542,534.9764404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-637.0,96.80000000000005,-0.0,112.22355954548426,0.0
t543,520.3370404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-659.0,0.0,-0.0,245.66295954548434,0.0
t544,552.1717772418425,0.0,-59.213971310190246,0.0,0.0,0.0,0.0,0.0,0.0,-744.0,143.2,-0.0,107.84219406834772,0.0
t545,537.2583140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-873.0,143.2,-0.0,192.54168597083068,0.0
t546,489.0244508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1012.0,143.2,-0.0,379.7755491835039,0.0
t547,432.411987603823,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1105.0,144.7,-0.0,420.88801239617726,0.0
t548,315.5513243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1127.0,150.0,-0.0,554.4486756088502,0.0
t549,287.6214611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1106.0,90.95,-0.0,620.4285388215235,0.0
t550,311.7619979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1035.0,0.0,-0.0,616.2380020341967,0.0
t551,310.6397347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-986.0,0.0,-0.0,675.3602652468699,0.0
t552,289.39993475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-922.0,0.0,-0.0,632.6000652468699,0.0
t553,308.36713475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,0.0,-0.0,540.6328652468699,0.0
t554,303.40193475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-799.0,0.0,-0.0,495.5980652468699,0.0
t555,297.8209347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-775.0,0.0,-0.0,584.1790652468699,0.0
t556,294.73599796580334,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-780.0,0.0,-0.0,592.2640020341967,0.0
t557,277.1692611784765,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-829.0,0.0,-0.0,589.5954447038764,0.0
t558,271.05252439114975,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-915.0,0.0,-0.0,643.9474756088503,0.0
t559,341.0485876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-962.0,0.0,-0.0,513.951412396177,0.0
t560,394.5124508164962,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-881.0,0.0,-0.0,379.48754918350386,0.0
t561,480.8317140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-765.0,51.7,-0.0,232.46828597083066,0.0
t562,566.6681772418426,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-664.0,143.64999999999998,-0.0,0.0,46.31817724184252
t563,563.3440404545157,0.0,-58.27183452286346,0.0,0.0,0.0,0.0,0.0,0.0,-531.0,146.6,-0.0,0.0,120.67220593165214
t564,599.8388404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.0,20.161159545484225,-0.0,0.0,0.0
t565,606.3160404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-504.0,4.683959545484328,-0.0,0.0,0.0
t566,600.2098404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-526.0,32.79015954548426,-0.0,0.0,0.0
t567,543.6352786364527,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-579.0,142.36472136354718,-0.0,0.0,0.0
t568,571.6575772418425,0.0,-17.257577241842483,0.0,0.0,0.0,0.0,0.0,0.0,-701.0,146.6,-0.0,0.0,0.0
t569,548.1749140291694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-827.0,146.6,-0.0,132.22508597083072,0.0
t570,499.72445081649613,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,146.6,-0.0,358.6755491835038,0.0
t571,424.4785876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1108.0,133.6,-0.0,549.9214123961771,0.0
t572,313.50112439114974,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1128.0,150.0,-0.0,557.4988756088502,0.0
t573,277.6952611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113.0,63.45,-0.0,664.8547388215235,0.0
t574,302.7573979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1047.0,0.0,-0.0,637.2426020341967,0.0
t575,340.5555347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-0.0,658.4444652468699,0.0
t576,315.29933475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-934.0,0.0,-0.0,618.7006652468699,0.0
t577,289.8601347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0,571.1398652468699,0.0
t578,257.50633475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0,552.4936652468699,0.0
t579,238.84173475313008,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-784.0,0.0,-0.0,564.0406181880463,0.0
t580,227.6931979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0,668.3068020341966,0.0
t581,219.15206117847652,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-837.0,0.0,-0.0,617.8479388215235,0.0
t582,205.5445243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924.0,0.0,-0.0,718.4554756088503,0.0
t583,235.12978760382293,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-954.0,0.0,-0.0,611.8702123961772,0.0
t584,239.37045081649615,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-848.0,0.0,-0.0,501.62954918350385,0.0
t585,354.97211402916935,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726.0,37.900000000000006,-0.0,333.1278859708307,0.0
t586,513.2677772418425,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-614.0,100.7322227581575,-0.0,0.0,0.0
t587,566.2226404545156,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-533.0,142.29999999999998,-0.0,0.0,99.99322868980971
t588,550.7374404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-483.0,65.93121263455913,-0.0,0.0,26.66865308907485
t589,578.9650404545157,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.0,1.03495954548427,-0.0,0.0,0.0
t590,569.9168404545158,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-496.0,33.083159545484236,-0.0,0.0,0.0
t591,534.1137772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-560.0,132.88622275815737,-0.0,0.0,0.0
t592,507.0115140291693,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-656.0,146.6,-0.0,2.3884859708307005,0.0
t593,566.9548508164961,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-811.0,146.6,-0.0,97.4451491835039,0.0
t594,561.1457876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992.0,145.6,-0.0,285.2542123961772,0.0
t595,508.06752439114973,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1103.0,98.69999999999999,-0.0,496.2324756088501,0.0
t596,365.06006117847653,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1123.0,51.750000000000014,-0.0,599.1899388215237,0.0
t597,315.00639796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1106.0,149.6,-0.0,534.3936020341968,0.0
t598,329.2795347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1041.0,0.0,-0.0,604.7204652468698,0.0
t599,307.0323347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-994.0,0.0,-0.0,686.9676652468697,0.0
t600,302.82453475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-931.0,0.0,-0.0,628.17546524687,0.0
t601,306.9555347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0,661.0444652468698,0.0
t602,327.0805347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0,482.91946524686983,0.0
t603,319.91033475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-785.0,0.0,-0.0,465.08966524686986,0.0
t604,286.6733347531301,0.0,-18.882352941176485,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0,521.2090181880463,0.0
t605,285.0255347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,0.0,-0.0,553.97446524687,0.0
t606,287.9777979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-922.0,0.0,-0.0,634.0222020341967,0.0
t607,269.97766117847647,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-949.0,0.0,-0.0,572.0223388215234,0.0
t608,256.4827243911497,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,0.9,-0.0,467.61727560885015,0.0
t609,325.3323876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-710.0,20.19045448368498,-0.0,364.4771579124921,0.0
t610,494.92425081649617,0.0,-10.124250816496172,0.0,0.0,0.0,0.0,0.0,0.0,-628.0,143.2,-0.0,0.0,0.0
t611,559.3151140291693,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-543.0,90.68488597083066,-0.0,0.0,0.0
t612,544.2829772418424,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-527.0,89.7170227581577,-0.0,0.0,0.0
t613,562.2886404545156,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-529.0,73.71135954548423,-0.0,0.0,0.0
t614,551.7941772418425,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.0,121.20582275815748,-0.0,0.0,0.0
t615,526.6201140291694,0.0,-65.40516094820974,0.0,0.0,0.0,0.0,0.0,0.0,-645.0,143.2,-0.0,40.58504691904037,0.0
t616,500.8578508164962,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-739.0,143.2,-0.0,94.94214918350386,0.0
t617,520.6327876038229,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-881.0,143.2,-0.0,217.1672123961772,0.0
t618,528.4777243911496,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1019.0,121.89999999999999,-0.0,368.62227560885003,0.0
t619,509.7916611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1084.0,111.39999999999999,-0.0,355.80833882152353,0.0
t620,354.6121979658033,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1110.0,95.3,-0.0,553.0878020341966,0.0
t621,288.80713475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1114.0,150.0,-0.0,568.19286524687,0.0
t622,314.92253475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1040.0,0.0,-0.0,618.0774652468699,0.0
t623,314.7571347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-996.0,0.0,-0.0,681.2428652468699,0.0
t624,308.2019347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-936.0,0.0,-0.0,627.7980652468698,0.0
t625,282.36233475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-861.0,0.0,-0.0,578.6376652468698,0.0
t626,273.12593475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810.0,0.0,-0.0,536.8740652468698,0.0
t627,268.93993475313016,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-785.0,0.0,-0.0,623.06006524687,0.0
t628,269.70853475313015,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-789.0,0.0,-0.0,626.2914652468698,0.0
t629,272.24893475313013,0.0,-37.764705882352956,0.0,0.0,0.0,0.0,0.0,0.0,-836.0,0.0,-0.0,601.5157711292228,0.0
t630,255.12054714930719,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-916.0,0.0,-0.0,660.8794528506928,0.0
t631,268.30281036198045,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-938.0,0.0,-0.0,562.6971896380196,0.0
t632,289.1392735746536,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844.0,0.0,-0.0,447.86072642534634,0.0
t633,422.8421367873268,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-744.0,0.0,-0.0,321.15786321267325,0.0
t634,545.6,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652.0,106.39999999999999,-0.0,0.0,0.0
t635,555.8458632126732,0.0,-90.44586321267329,0.0,0.0,0.0,0.0,0.0,0.0,-608.0,142.6,-0.0,0.0,0.0
t636,562.2133264253464,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-625.0,143.2,-0.0,26.58667357465349,0.0
t637,571.9527896380196,0.0,-83.15278963801964,0.0,0.0,0.0,0.0,0.0,0.0,-632.0,143.2,-0.0,0.0,0.0
t638,554.3505772418425,0.0,-8.930758914012998,0.0,0.0,0.0,0.0,0.0,0.0,-693.0,143.2,-0.0,4.380181672170409,0.0
t639,591.3679140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-742.0,61.000000000000085,-0.0,196.6320859708307,0.0
t640,590.8120508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-827.0,143.2,-0.0,199.98794918350382,0.0
t641,618.684187603823,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,143.2,-0.0,205.1158123961772,0.0
t642,588.8233243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1084.0,133.4,-0.0,361.77667560885016,0.0
t643,512.2470611784765,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1132.0,67.39999999999999,-0.0,445.35293882152354,0.0
t644,377.55779796580333,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1128.0,53.800000000000004,-0.0,589.6422020341965,0.0
t645,308.81913475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1112.0,149.6,-0.0,546.5808652468697,0.0
t646,306.89793475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1046.0,0.0,-0.0,632.1020652468699,0.0
t647,310.09213475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1003.0,0.0,-0.0,692.9078652468698,0.0
t648,287.49213475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-930.0,0.0,-0.0,642.5078652468699,0.0
t649,264.8921347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-866.0,0.0,-0.0,601.10786524687,0.0
t650,284.49213475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-812.0,0.0,-0.0,527.5078652468699,0.0
t651,278.8921347531301,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-783.0,0.0,-0.0,522.9902181880464,0.0
t652,269.5815979658033,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-776.0,0.0,-0.0,613.4184020341967,0.0
t653,236.8892611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-793.0,0.0,-0.0,556.1107388215236,0.0
t654,228.6163243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-820.0,0.0,-0.0,591.3836756088502,0.0
t655,265.0999876038229,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-795.0,0.0,-0.0,422.9000123961771,0.0
t656,300.10685081649615,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-720.0,0.5499999999999999,-0.0,419.3431491835039,0.0
