BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,VRE_Storage_Discharge,VRE_Storage_Charge,Market_Buy,Market_Sell
t1538,299.41533475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1001.0,0.0,-0.0,701.5846652468699,0.0
t1539,342.1485347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-965.0,0.0,-0.0,622.8514652468699,0.0
t1540,327.9213347531301,0.0,-85.26150615284331,0.0,0.0,0.0,0.0,0.0,0.0,-967.0,0.0,-0.0,724.3401713997131,0.0
t1541,317.76433475313013,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1024.0,0.0,-0.0,813.2356652468698,0.0
t1542,327.65353475313015,56.42228022991681,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1136.0,0.0,-0.0,751.9241850169532,0.0
t1543,375.35113475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1180.0,0.0,-0.0,804.6488652468698,0.0
t1544,410.21393475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1110.0,0.0,-0.0,592.7860652468701,0.0
t1545,488.2787347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1029.0,0.0,-0.0,540.72126524687,0.0
t1546,636.2623347531303,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-991.0,111.69999999999999,-0.0,350.03766524686995,0.0
t1547,689.9837347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-946.0,143.2,-0.0,219.81626524686982,0.0
t1548,675.7167347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1008.0,140.89999999999998,-0.0,298.3832652468698,0.0
t1549,687.0327347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-1036.0,132.3,-0.0,323.66726524687004,0.0
t1550,696.7859347531302,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1126.0,122.90000000000002,-0.0,381.84347701157566,0.0
t1551,687.4705347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1196.0,125.10000000000001,-0.0,383.4294652468698,0.0
t1552,676.3109347531303,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1274.0,130.0,-0.0,467.68906524686975,0.0
t1553,634.6143347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1392.0,140.6,-0.0,616.7856652468699,0.0
t1554,569.6003347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1533.0,134.4,-0.0,721.9996652468701,0.0
t1555,440.7189347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1492.0,146.05499999999998,-0.0,798.2260652468703,0.0
t1556,355.87413475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1422.0,41.75500000000001,-0.0,917.37086524687,0.0
t1557,323.64333475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1388.0,0.0,-0.0,957.3566652468699,0.0
t1558,283.97373475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1289.0,0.0,-0.0,1005.02626524687,0.0
t1559,285.2823347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230.0,0.0,-0.0,944.7176652468697,0.0
t1560,302.96893475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1156.0,0.0,-0.0,853.0310652468698,0.0
t1561,301.34913475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1079.0,0.0,-0.0,777.6508652468699,0.0
t1562,310.19293475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1014.0,0.0,-0.0,703.8070652468698,0.0
t1563,324.63673475313016,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-975.0,0.0,-0.0,757.3632652468699,0.0
t1564,305.2367347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-978.0,0.0,-0.0,672.7632652468699,0.0
t1565,317.68053475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1034.0,0.0,-0.0,716.3194652468699,0.0
t1566,373.76813475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1146.0,0.0,-0.0,772.2318652468698,0.0
t1567,409.0825347531301,90.94999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1189.0,0.0,-0.0,688.9674652468698,0.0
t1568,406.8491347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1134.0,0.0,-0.0,727.1508652468698,0.0
t1569,523.4863347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1006.0,0.0,-0.0,482.51366524686983,0.0
t1570,712.5011347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-903.0,113.1,-0.0,184.39886524686978,0.0
t1571,753.1297347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-849.0,143.2,-0.0,59.67026524686986,0.0
t1572,725.6295347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-822.0,143.2,-0.0,60.170465246869824,0.0
t1573,687.0913347531302,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-838.0,137.79999999999998,-0.0,120.10866524686975,0.0
t1574,704.4779347531302,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-923.0,128.2,-0.0,165.85147701157575,0.0
t1575,704.3761347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1022.0,129.0,-0.0,188.62386524686985,0.0
t1576,720.7509347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1135.0,131.0,-0.0,283.2490652468699,0.0
t1577,672.5003347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256.0,139.2,-0.0,444.29966524687,0.0
t1578,568.1565347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1403.0,140.20000000000002,-0.0,587.6434652468699,0.0
t1579,429.8745347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1384.0,136.88,-0.0,710.24546524687,0.0
t1580,301.33853475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1354.0,49.66000000000002,-0.0,896.0014652468698,0.0
t1581,318.09213475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1334.0,0.0,-0.0,908.9078652468697,0.0
t1582,332.59213475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1252.0,0.0,-0.0,919.40786524687,0.0
t1583,335.3921347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1199.0,0.0,-0.0,863.60786524687,0.0
t1584,298.79213475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1125.0,0.0,-0.0,826.2078652468698,0.0
t1585,258.79213475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1049.0,0.0,-0.0,790.2078652468699,0.0
t1586,269.6169347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988.0,0.0,-0.0,718.38306524687,0.0
t1587,281.49213475313013,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-953.0,0.0,-0.0,778.5078652468699,0.0
t1588,312.81633475313015,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-956.0,0.0,-0.0,750.18366524687,0.0
t1589,369.79933475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1014.0,0.0,-0.0,644.2006652468699,0.0
t1590,364.3155347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1131.0,0.0,-0.0,766.6844652468699,0.0
t1591,407.2777347531301,74.89999999999999,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1186.0,0.0,-0.0,703.8222652468698,0.0
t1592,453.36473475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1094.0,0.0,-0.0,533.6352652468698,0.0
t1593,521.0181979658032,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1007.0,0.0,-0.0,485.9818020341967,0.0
t1594,673.7014611784766,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-863.0,93.8,-0.0,202.49853882152343,0.0
t1595,670.7513243911496,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-770.0,94.6,-0.0,111.64867560885028,0.0
t1596,693.258987603823,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-741.0,106.30000000000001,-0.0,48.44101239617713,0.0
t1597,670.9254508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-731.0,104.60000000000001,-0.0,62.474549183503875,0.0
t1598,690.527787603823,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-762.0,121.40000000000002,-0.0,25.60162416088282,0.0
t1599,702.6211243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-839.0,125.80000000000001,-0.0,10.578875608850367,0.0
t1600,716.5310611784766,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-951.0,124.50000000000001,-0.0,109.96893882152342,0.0
t1601,614.1725979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1123.0,132.2,-0.0,376.62740203419673,0.0
t1602,490.8121347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1309.0,89.12352941176466,-0.0,729.0643358351056,0.0
t1603,422.0179347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1358.0,128.45652759786338,-0.0,700.5255376490065,0.0
t1604,347.68113475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1318.0,33.50499999999998,-0.0,829.81386524687,0.0
t1605,352.2263347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1301.0,0.0,-0.0,841.7736652468698,0.0
t1606,301.6751347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1234.0,0.0,-0.0,825.3248652468699,0.0
t1607,269.0603347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1188.0,0.0,-0.0,918.9396652468696,0.0
t1608,274.8801347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1117.0,0.0,-0.0,842.1198652468697,0.0
t1609,263.7743347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1041.0,0.0,-0.0,777.2256652468698,0.0
t1610,250.24033475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-981.0,0.0,-0.0,730.7596652468699,0.0
t1611,234.8047347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-948.0,0.0,-0.0,713.1952652468698,0.0
t1612,293.2829347531301,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-951.0,0.0,-0.0,764.7170652468699,0.0
t1613,295.57293475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1006.0,0.0,-0.0,710.4270652468699,0.0
t1614,259.6067347531301,16.121600634856577,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1118.0,0.0,-0.0,842.2716646120134,0.0
t1615,349.41193475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1168.0,0.0,-0.0,818.58806524687,0.0
t1616,421.2915347531302,74.82839936514341,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1071.0,0.0,-0.0,574.8800658817265,0.0
t1617,545.3401979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-951.0,0.0,-0.0,405.6598020341967,0.0
t1618,680.9286611784765,0.0,-78.30416298240638,0.0,0.0,0.0,0.0,0.0,0.0,-835.0,114.2,-0.0,118.17550180392979,0.0
t1619,666.0439243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-746.0,143.2,-0.0,43.75607560885034,0.0
t1620,658.5843876038231,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-688.0,136.41561239617693,-0.0,0.0,0.0
t1621,634.5133876038229,0.0,-89.11338760382297,0.0,0.0,0.0,0.0,0.0,0.0,-682.0,136.60000000000002,-0.0,0.0,0.0
t1622,700.0133243911497,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-712.0,118.98667560885039,-0.0,0.0,0.0
t1623,687.5118611784766,0.0,-15.111861178476548,0.0,0.0,0.0,0.0,0.0,0.0,-805.0,132.6,-0.0,0.0,0.0
t1624,722.4571979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-914.0,130.0,-0.0,61.5428020341966,0.0
t1625,644.5081347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1081.0,128.40000000000003,-0.0,308.09186524686965,0.0
t1626,574.89373475313,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1284.0,133.15,-0.0,468.9562652468697,0.0
t1627,456.8665347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1326.0,101.8,-0.0,660.3334652468698,0.0
t1628,352.20453475313013,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1285.0,150.0,-0.0,675.7954652468698,0.0
t1629,347.18753475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1271.0,0.0,-0.0,816.8124652468697,0.0
t1630,316.7039347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1215.0,0.0,-0.0,898.2960652468701,0.0
t1631,338.23393475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1180.0,0.0,-0.0,841.7660652468699,0.0
t1632,352.11393475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1101.0,0.0,-0.0,748.8860652468697,0.0
t1633,333.19313475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1040.0,0.0,-0.0,706.80686524687,0.0
t1634,332.46653475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-981.0,0.0,-0.0,648.5334652468698,0.0
t1635,314.1199347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-940.0,0.0,-0.0,625.8800652468697,0.0
t1636,308.04693475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-928.0,0.0,-0.0,619.9530652468698,0.0
t1637,299.92713475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-944.0,0.0,-0.0,644.0728652468698,0.0
t1638,276.89013475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-991.0,0.0,-0.0,714.10986524687,0.0
t1639,350.9460901347225,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-973.0,0.0,-0.0,622.0539098652774,0.0
t1640,377.0987533473957,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-860.0,0.0,-0.0,482.90124665260424,0.0
t1641,497.9542165600689,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-760.0,0.0,-0.0,262.04578343993114,0.0
t1642,656.9762797727421,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-686.0,85.49999999999999,-0.0,50.5237202272578,0.0
t1643,655.2415429854153,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-623.0,74.75845701458476,-0.0,0.0,0.0
t1644,589.9812061980886,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-568.0,85.0187938019114,-0.0,0.0,0.0
t1645,561.7772508164961,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-573.0,118.22274918350382,-0.0,0.0,0.0
t1646,566.0249876038229,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-631.0,118.6,-0.0,21.90442416088304,0.0
t1647,577.1033243911497,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-733.0,122.4,-0.0,33.49667560885021,0.0
t1648,557.3386611784765,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-853.0,119.7,-0.0,175.96133882152344,0.0
t1649,509.6317979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1020.0,126.20000000000002,-0.0,384.1682020341965,0.0
t1650,469.3287347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1198.0,126.35,-0.0,495.3212652468699,0.0
t1651,364.9543347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1239.0,150.0,-0.0,617.0456652468697,0.0
t1652,268.6747347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1214.0,93.3,-0.0,745.0252652468699,0.0
t1653,248.82693475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1195.0,0.0,-0.0,839.17306524687,0.0
t1654,304.49393475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1143.0,0.0,-0.0,838.5060652468701,0.0
t1655,330.5105347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1087.0,0.0,-0.0,756.4894652468698,0.0
t1656,331.88313475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1063.0,0.0,-0.0,731.1168652468698,0.0
t1657,344.92713475313013,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1005.0,0.0,-0.0,660.0728652468699,0.0
t1658,348.53213475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-948.0,0.0,-0.0,599.4678652468699,0.0
t1659,346.85193475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-908.0,0.0,-0.0,561.1480652468699,0.0
t1660,348.5379347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-895.0,0.0,-0.0,546.4620652468699,0.0
t1661,343.58333475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-904.0,0.0,-0.0,560.4166652468698,0.0
t1662,339.7547347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-936.0,0.0,-0.0,596.2452652468698,0.0
t1663,385.53259796580335,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-914.0,0.0,-0.0,528.4674020341968,0.0
t1664,416.40766117847653,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-801.0,0.0,-0.0,384.59233882152336,0.0
t1665,496.9203243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749.0,18.692107831080772,-0.0,233.38756777776948,0.0
t1666,631.4201876038229,0.0,-92.88262416088294,0.0,0.0,0.0,0.0,0.0,0.0,-658.0,93.30000000000001,-0.0,26.162436557059976,0.0
t1667,629.5304508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-599.0,76.46954918350383,-0.0,0.0,0.0
t1668,629.1843140291694,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-574.0,51.815685970830685,-0.0,0.0,0.0
t1669,633.9694508164962,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-628.0,101.03054918350381,-0.0,0.0,0.0
t1670,628.046787603823,0.0,-89.64678760382296,0.0,0.0,0.0,0.0,0.0,0.0,-653.0,114.60000000000001,-0.0,0.0,0.0
t1671,585.0723243911498,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-781.0,121.10000000000001,-0.0,74.82767560885031,0.0
t1672,586.7356611784766,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-873.0,128.39999999999998,-0.0,157.86433882152346,0.0
t1673,523.3951979658033,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050.0,130.3,-0.0,396.30480203419677,0.0
t1674,451.4969347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1218.0,130.4,-0.0,529.1030652468698,0.0
t1675,395.42613475313016,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1240.0,148.7075,-0.0,588.8663652468699,0.0
t1676,322.3379347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1227.0,78.2,-0.0,719.4620652468699,0.0
t1677,298.1611347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1199.0,0.0,-0.0,793.83886524687,0.0
t1678,301.8903347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1134.0,0.0,-0.0,832.10966524687,0.0
t1679,310.3327347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1066.0,0.0,-0.0,755.6672652468701,0.0
t1680,303.91033475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1054.0,0.0,-0.0,750.0896652468697,0.0
t1681,258.9115347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1031.0,0.0,-0.0,772.0884652468699,0.0
t1682,315.7963347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-970.0,0.0,-0.0,654.2036652468698,0.0
t1683,354.2555347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-933.0,0.0,-0.0,578.7444652468698,0.0
t1684,356.94973475313014,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-923.0,0.0,-0.0,673.0502652468698,0.0
t1685,360.68773475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-960.0,0.0,-0.0,599.31226524687,0.0
t1686,363.3257347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1054.0,0.0,-0.0,690.6742652468699,0.0
t1687,405.35753475313015,76.07197684157222,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1150.0,0.0,-0.0,668.5704884052973,0.0
t1688,489.7199347531302,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1088.0,2.3,-0.0,488.98006524686986,0.0
t1689,642.5387347530863,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-987.0,54.949999999999996,-0.0,289.5112652469138,0.0
t1690,713.6871979657595,0.0,-75.52941176470594,0.0,0.0,0.0,0.0,0.0,0.0,-920.0,79.80000000000001,-0.0,202.04221379894645,0.0
t1691,700.5268611784327,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-863.0,59.4,-0.0,210.07313882156737,0.0
t1692,685.7277243911059,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-851.0,77.7,-0.0,194.5722756088942,0.0
t1693,688.5642611784326,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-878.0,64.70000000000002,-0.0,231.73573882156737,0.0
t1694,686.9959979657594,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-945.0,53.176470588235276,-0.0,311.8275314460053,0.0
t1695,681.3287347530865,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052.0,86.27352941176471,-0.0,284.39773583514875,0.0
t1696,649.3125347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1190.0,109.4,-0.0,431.28746524686983,0.0
t1697,563.4053347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1350.0,93.75,-0.0,692.8446652468697,0.0
t1698,394.0175347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1422.0,10.700000000000001,-0.0,910.2824652468701,0.0
t1699,377.63973475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1361.0,149.6,-0.0,726.76026524687,0.0
t1700,389.20173475313015,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1349.0,20.400000000000006,-0.0,832.3982652468698,0.0
t1701,338.66373475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1328.0,0.0,-0.0,882.33626524687,0.0
t1702,321.78193475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1257.0,0.0,-0.0,935.2180652468701,0.0
t1703,335.54393475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1206.0,0.0,-0.0,870.4560652468697,0.0
t1704,316.76213475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1126.0,0.0,-0.0,809.2378652468698,0.0
t1705,312.56793475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1035.0,0.0,-0.0,722.4320652468698,0.0
t1706,323.40513475313014,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-972.0,0.0,-0.0,648.5948652468699,0.0
t1707,393.24813475313016,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-936.0,0.0,-0.0,649.7518652468698,0.0
t1708,396.6663347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926.0,0.0,-0.0,529.3336652468698,0.0
t1709,398.2283347531301,0.0,-18.882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,-961.0,0.0,-0.0,581.6540181880464,0.0
t1710,398.39033475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1051.0,0.0,-0.0,652.6096652468698,0.0
t1711,442.45853475313015,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1143.0,0.0,-0.0,700.5414652468698,0.0
t1712,509.04893475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1088.0,2.75,-0.0,469.2010652468697,0.0
t1713,627.4321347531302,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988.0,60.099999999999994,-0.0,300.4678652468701,0.0
t1714,693.1971979658034,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-889.0,97.32352941176468,-0.0,98.47927262243189,0.0
t1715,645.4360611784765,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-833.0,87.80000000000001,-0.0,206.76393882152342,0.0
t1716,598.0987243911496,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-832.0,81.49999999999999,-0.0,259.40127560885014,0.0
t1717,610.4321243911496,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-922.0,68.80000000000001,-0.0,349.7678756088502,0.0
t1718,629.0920611784765,0.0,-107.0,0.0,0.0,0.0,0.0,0.0,0.0,-998.0,71.10000000000001,-0.0,404.80793882152335,0.0
t1719,622.9581979658033,0.0,-75.52941176470591,0.0,0.0,0.0,0.0,0.0,0.0,-1071.0,84.5,-0.0,439.0712137989026,0.0
t1720,564.0381347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1193.0,101.77647058823528,-0.0,527.1853946586349,0.0
t1721,508.8801347531301,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1335.0,82.75,-0.0,743.36986524687,0.0
t1722,372.4251347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1413.0,15.150000000000002,-0.0,918.4248652468698,0.0
t1723,348.1921347531301,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1350.0,149.6,-0.0,745.2078652468699,0.0
t1724,343.29213475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1331.0,20.400000000000006,-0.0,860.3078652468697,0.0
t1725,351.29213475313014,107.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1304.0,0.0,-0.0,845.7078652468699,0.0
t1726,362.43133475313016,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1244.0,0.0,-0.0,881.5686652468698,0.0
t1727,361.52913475313017,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1198.0,0.0,-0.0,836.4708652468701,0.0
