Fuel,AnnualSum
No_fuel,0.0
AZ_coal,10990.122368377619
AZ_naturalgas,9.609781800812957e7
AZ_uranium,3.4172088926100576e8
CA_N_naturalgas,3.6254951374771886e7
CA_N_uranium,7.807544643883373e7
CA_S_naturalgas,4.0108334513331433e6
MT_WY_CO_coal,3.837694494066957e8
MT_WY_CO_naturalgas,30885.69256384292
NM_coal,1.7208638053800415e7
NM_naturalgas,3.127398785430309e6
PNW_coal,0.0
PNW_naturalgas,2.581723150591008e8
PNW_uranium,1.0098086978468342e8
UT_NV_coal,2.441266941979073e8
UT_NV_naturalgas,3.2744365894684094e8
CA_S_uranium,1.3254477122347176e9
MT_WY_CO_uranium,-1.1491618717940354e-8
NM_uranium,-4.588470434675657e-9
UT_NV_uranium,3.466454190137469e-8
None,0.0
