Resource,Zone,New_Build,Can_Retire,Existing_Cap_MW,cluster,fom_per_mwyr,fom_per_mwyr_std,num_units,region,technology,Cap_Size,Fixed_OM_Cost_per_MWyr,Num_VRE_Bins,cost_case,tech_detail,basis_year,capex_mw,Inv_Cost_per_MWyr,Max_Cap_MW,regional_cost_multiplier,area,lcoe,interconnect_annuity,interconnect_capex_mw,m_popden,plant_inv_cost_mwyr,variable_CF,LINK_STAGES
AZ_landbasedwind_class3_advanced_7,1,1,0,0.0,7,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142402.0,17607.4,1.035,11146.0,65.744,41481.18,871583.3,0.067,100921.0,0.2644191384315491,1
AZ_landbasedwind_class3_advanced_8,1,1,0,0.0,8,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142641.0,15805.1,1.035,10149.5,74.149,41720.641,876614.56,0.102,100921.0,0.2362354546785354,1
AZ_landbasedwind_class3_advanced_9,1,1,0,0.0,9,0.0,0.0,0.0,AZ,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,122468.0,16475.6,1.035,11293.75,80.057,21547.277,452738.28,0.203,100921.0,0.1838991791009903,1
AZ_utilitypv_class1_advanced_1,1,1,0,0.0,1,0.0,0.0,0.0,AZ,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,62931.0,200666.2,1.025,24852.577,25.814,7056.733,148270.94,1.132,55875.0,0.2721471488475799,1
AZ_utilitypv_class1_advanced_2,1,1,0,0.0,2,0.0,0.0,0.0,AZ,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,71520.0,200575.1,1.025,22824.139,28.669,15645.933,328740.97,0.388,55875.0,0.2965878248214721,1
AZ_utilitypv_class1_advanced_3,1,1,0,0.0,3,0.0,0.0,0.0,AZ,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,80078.0,200596.8,1.025,22841.356,31.645,24203.178,508539.6,0.329,55875.0,0.2942974865436554,1
AZ_utilitypv_class1_advanced_4,1,1,0,0.0,4,0.0,0.0,0.0,AZ,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,92064.0,200547.0,1.025,22624.216,36.203,36189.574,760397.4,0.255,55875.0,0.2754674851894378,1
AZ_utilitypv_class1_advanced_5,1,1,0,0.0,5,0.0,0.0,0.0,AZ,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,100333.0,200595.1,1.025,22381.135,39.915,44458.391,934140.75,0.118,55875.0,0.2673876881599426,1
CA_N_landbasedwind_class3_advanced_0,2,1,0,0.0,0,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,146894.0,6677.5,1.17,4753.75,55.809,32809.062,689366.94,0.178,114085.0,0.4051924049854278,1
CA_N_landbasedwind_class3_advanced_1,2,1,0,0.0,1,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,155849.0,6076.5,1.17,4093.0,60.676,41764.539,877535.8,0.097,114085.0,0.3075737953186035,1
CA_N_landbasedwind_class3_advanced_2,2,1,0,0.0,2,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142405.0,7226.4,1.17,6575.25,69.972,28320.104,595046.5,0.52,114085.0,0.3277007043361664,1
CA_N_landbasedwind_class3_advanced_3,2,1,0,0.0,3,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,159456.0,5445.2,1.17,3505.5,71.766,45371.348,953317.56,0.091,114085.0,0.2488848567008972,1
CA_N_landbasedwind_class3_advanced_4,2,1,0,0.0,4,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,142034.0,5221.8,1.17,4623.5,79.163,27949.02,587248.4,0.487,114085.0,0.3067504465579986,1
CA_N_landbasedwind_class3_advanced_5,2,1,0,0.0,5,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,159259.0,7383.5,1.17,4793.5,78.918,45174.062,949173.75,0.123,114085.0,0.2303597331047058,1
CA_N_landbasedwind_class3_advanced_6,2,1,0,0.0,6,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,139528.0,6448.7,1.17,5379.0,86.339,25443.715,534608.5,0.481,114085.0,0.2825749814510345,1
CA_N_landbasedwind_class3_advanced_7,2,1,0,0.0,7,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,157828.0,6242.6,1.17,3944.25,86.636,43743.457,919114.25,0.104,114085.0,0.2052260041236877,1
CA_N_landbasedwind_class3_advanced_8,2,1,0,0.0,8,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,143206.0,6305.7,1.17,5314.75,94.882,29121.736,611891.2,0.403,114085.0,0.2607485055923462,1
CA_N_landbasedwind_class3_advanced_9,2,1,0,0.0,9,0.0,0.0,0.0,CA_N,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,157906.0,6328.5,1.17,4132.0,95.472,43821.48,920754.44,0.129,114085.0,0.1891466826200485,1
CA_N_utilitypv_class1_advanced_1,2,1,0,0.0,1,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,73775.0,155754.9,1.105,23523.547,30.664,13539.28,284477.75,3.186,60236.0,0.303794652223587,1
CA_N_utilitypv_class1_advanced_2,2,1,0,0.0,2,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,89930.0,155755.9,1.105,20085.894,35.643,29694.148,623921.7,1.641,60236.0,0.2920812964439392,1
CA_N_utilitypv_class1_advanced_3,2,1,0,0.0,3,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,97023.0,155826.7,1.105,19186.336,37.786,36787.742,772969.4,1.134,60236.0,0.2869775295257568,1
CA_N_utilitypv_class1_advanced_4,2,1,0,0.0,4,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,102397.0,155702.5,1.105,18393.894,39.765,42161.211,885871.75,0.764,60236.0,0.2904879152774811,1
CA_N_utilitypv_class1_advanced_5,2,1,0,0.0,5,0.0,0.0,0.0,CA_N,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,111530.0,155634.2,1.105,17643.733,43.827,51294.801,1077779.8,0.253,60236.0,0.2783423364162445,1
CA_S_landbasedwind_class3_advanced_0,3,1,0,0.0,0,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,126151.0,986.9,1.165,929.0,47.37,12554.01,263775.72,0.561,113597.0,0.4145877957344055,1
CA_S_landbasedwind_class3_advanced_1,3,1,0,0.0,1,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,127219.0,228.9,1.165,222.0,36.72,13622.444,286224.9,0.672,113597.0,0.541554868221283,1
CA_S_landbasedwind_class3_advanced_2,3,1,0,0.0,2,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,128754.0,714.1,1.165,641.0,58.647,15157.726,318483.12,0.634,113597.0,0.3328186869621277,1
CA_S_landbasedwind_class3_advanced_3,3,1,0,0.0,3,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,127979.0,486.0,1.165,314.0,53.285,14382.568,302196.06,0.305,113597.0,0.3650856018066406,1
CA_S_landbasedwind_class3_advanced_4,3,1,0,0.0,4,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,137412.0,700.2,1.165,660.5,66.07,23815.164,500390.25,0.601,113597.0,0.3186315894126892,1
CA_S_landbasedwind_class3_advanced_5,3,1,0,0.0,5,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,128846.0,477.9,1.165,522.25,69.553,15249.04,320401.72,0.746,113597.0,0.284841239452362,1
CA_S_landbasedwind_class3_advanced_6,3,1,0,0.0,6,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,150440.0,479.9,1.165,296.25,79.29,36843.578,774143.0,0.052,113597.0,0.2967345714569092,1
CA_S_landbasedwind_class3_advanced_7,3,1,0,0.0,7,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,134265.0,715.8,1.165,952.0,80.052,20668.58,434276.06,1.104,113597.0,0.2542509138584137,1
CA_S_landbasedwind_class3_advanced_8,3,1,0,0.0,8,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,134691.0,624.3,1.165,653.0,94.701,21094.139,443219.0,0.765,113597.0,0.2150078862905502,1
CA_S_landbasedwind_class3_advanced_9,3,1,0,0.0,9,0.0,0.0,0.0,CA_S,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,139879.0,568.3,1.165,547.25,89.952,26282.752,552240.2,0.566,113597.0,0.2488637715578079,1
CA_S_utilitypv_class1_advanced_1,3,1,0,0.0,1,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,67336.0,24314.0,1.095,4245.942,26.832,7645.133,160633.97,4.385,59691.0,0.2578808963298797,1
CA_S_utilitypv_class1_advanced_2,3,1,0,0.0,2,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,74421.0,24340.6,1.095,3465.958,29.21,14730.012,309496.28,2.575,59691.0,0.2618286311626434,1
CA_S_utilitypv_class1_advanced_3,3,1,0,0.0,3,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,82800.0,24203.0,1.095,3085.665,32.81,23109.775,485567.56,1.689,59691.0,0.2887097001075744,1
CA_S_utilitypv_class1_advanced_4,3,1,0,0.0,4,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,92325.0,24299.4,1.095,3069.432,36.619,32634.59,685702.1,1.741,59691.0,0.2967777252197265,1
CA_S_utilitypv_class1_advanced_5,3,1,0,0.0,5,0.0,0.0,0.0,CA_S,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,104666.0,24254.8,1.095,2937.416,40.485,44975.551,945006.56,1.295,59691.0,0.2936343848705292,1
MT_WY_CO_landbasedwind_class3_advanced_0,4,1,0,0.0,0,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,127007.0,64859.3,0.985,40631.25,30.182,30962.188,650562.0,0.088,96045.0,0.5476354956626892,1
MT_WY_CO_landbasedwind_class3_advanced_1,4,1,0,0.0,1,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,119308.0,89370.9,0.985,57607.75,31.829,23263.406,488797.12,0.178,96045.0,0.4832274615764618,1
MT_WY_CO_landbasedwind_class3_advanced_2,4,1,0,0.0,2,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,135600.0,129207.0,0.985,81251.0,35.397,39555.219,831115.7,0.106,96045.0,0.4919135868549347,1
MT_WY_CO_landbasedwind_class3_advanced_3,4,1,0,0.0,3,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,113709.0,25098.5,0.985,16418.75,35.902,17664.254,371149.06,0.191,96045.0,0.4073384702205658,1
MT_WY_CO_landbasedwind_class3_advanced_4,4,1,0,0.0,4,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,131996.0,105385.9,0.985,68155.0,40.391,35951.703,755398.94,0.141,96045.0,0.4184205830097198,1
MT_WY_CO_landbasedwind_class3_advanced_5,4,1,0,0.0,5,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,148178.0,48792.6,0.985,30376.0,40.26,52133.52,1095395.1,0.102,96045.0,0.5019200444221497,1
MT_WY_CO_landbasedwind_class3_advanced_6,4,1,0,0.0,6,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,134661.0,70415.4,0.985,45677.25,47.053,38616.32,811383.4,0.165,96045.0,0.3729942739009857,1
MT_WY_CO_landbasedwind_class3_advanced_7,4,1,0,0.0,7,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,150159.0,83836.4,0.985,52688.5,46.794,54114.758,1137025.9,0.13,96045.0,0.4627903699874878,1
MT_WY_CO_landbasedwind_class3_advanced_8,4,1,0,0.0,8,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,143565.0,114668.6,0.985,75421.5,58.184,47520.82,998476.44,0.214,96045.0,0.3460460901260376,1
MT_WY_CO_landbasedwind_class3_advanced_9,4,1,0,0.0,9,0.0,0.0,0.0,MT_WY_CO,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,136523.0,39481.2,0.985,29751.0,78.71,40478.711,850481.44,0.385,96045.0,0.227392315864563,1
MT_WY_CO_utilitypv_class1_advanced_1,4,1,0,0.0,1,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,73458.0,1059080.5,0.994,122480.947,31.872,19273.279,404956.88,0.594,54185.0,0.2681390345096588,1
MT_WY_CO_utilitypv_class1_advanced_2,4,1,0,0.0,2,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,88535.0,1058915.6,0.994,118732.484,37.868,34350.152,721738.6,0.255,54185.0,0.2626700401306152,1
MT_WY_CO_utilitypv_class1_advanced_3,4,1,0,0.0,3,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,94822.0,1058911.2,0.994,118525.553,41.021,40637.387,853849.8,0.187,54185.0,0.2704725861549377,1
MT_WY_CO_utilitypv_class1_advanced_4,4,1,0,0.0,4,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,101017.0,1058988.0,0.994,118579.176,45.241,46832.75,984022.75,0.215,54185.0,0.2705455124378204,1
MT_WY_CO_utilitypv_class1_advanced_5,4,1,0,0.0,5,0.0,0.0,0.0,MT_WY_CO,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,109602.0,1058947.6,0.994,119108.417,51.262,55417.449,1164395.0,0.304,54185.0,0.2629492580890655,1
NM_landbasedwind_class3_advanced_0,5,1,0,0.0,0,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,120956.0,33682.5,1.02,22212.0,28.432,21498.615,451713.22,0.21,99458.0,0.5332951545715332,1
NM_landbasedwind_class3_advanced_1,5,1,0,0.0,1,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,118017.0,27364.9,1.02,17721.25,30.26,18559.352,389955.6,0.144,99458.0,0.4880831241607666,1
NM_landbasedwind_class3_advanced_2,5,1,0,0.0,2,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,117846.0,34301.0,1.02,22570.5,37.66,18388.566,386367.3,0.106,99458.0,0.3895332515239715,1
NM_landbasedwind_class3_advanced_3,5,1,0,0.0,3,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,123751.0,26727.6,1.02,17090.75,34.049,24293.031,510426.88,0.078,99458.0,0.4535533189773559,1
NM_landbasedwind_class3_advanced_4,5,1,0,0.0,4,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,120814.0,42577.1,1.02,28064.75,45.397,21356.311,448727.28,0.124,99458.0,0.3293543457984924,1
NM_landbasedwind_class3_advanced_5,5,1,0,0.0,5,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,133058.0,18422.7,1.02,11789.25,43.502,33600.148,705985.2,0.077,99458.0,0.3785620033740997,1
NM_landbasedwind_class3_advanced_6,5,1,0,0.0,6,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,123663.0,39178.4,1.02,26153.0,53.529,24205.527,508590.72,0.155,99458.0,0.2849259376525879,1
NM_landbasedwind_class3_advanced_7,5,1,0,0.0,7,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,139983.0,21862.8,1.02,13923.0,51.932,40525.141,851490.8,0.111,99458.0,0.3323337435722351,1
NM_landbasedwind_class3_advanced_8,5,1,0,0.0,8,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,133872.0,30118.1,1.02,20977.75,75.536,34414.691,723100.5,0.216,99458.0,0.2198082953691482,1
NM_landbasedwind_class3_advanced_9,5,1,0,0.0,9,0.0,0.0,0.0,NM,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,139255.0,30842.3,1.02,20583.25,62.544,39797.969,836212.44,0.158,99458.0,0.2744523584842682,1
NM_utilitypv_class1_advanced_1,5,1,0,0.0,1,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,67381.0,395539.7,1.01,45476.205,27.005,12323.608,258934.67,0.426,55058.0,0.2756324410438537,1
NM_utilitypv_class1_advanced_2,5,1,0,0.0,2,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,75803.0,395430.9,1.01,44215.115,30.244,20745.295,435885.03,0.172,55058.0,0.2862052917480469,1
NM_utilitypv_class1_advanced_3,5,1,0,0.0,3,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,79854.0,395398.8,1.01,44591.02,31.855,24796.592,521010.56,0.305,55058.0,0.281238317489624,1
NM_utilitypv_class1_advanced_4,5,1,0,0.0,4,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,85759.0,395432.8,1.01,44928.935,34.197,30701.041,645067.3,0.41,55058.0,0.279797226190567,1
NM_utilitypv_class1_advanced_5,5,1,0,0.0,5,0.0,0.0,0.0,NM,UtilityPV_Class1_Advanced_,1.0,13867.0,1,Advanced,Class1,2038.0,695856.452,98419.0,395302.2,1.01,44854.046,39.118,43361.25,911082.4,0.359,55058.0,0.2886715233325958,1
PNW_landbasedwind_class3_advanced_0,6,1,0,0.0,0,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,131269.0,22753.5,1.071,15447.0,41.142,26838.25,563909.44,0.243,104431.0,0.4394835233688354,1
PNW_landbasedwind_class3_advanced_1,6,1,0,0.0,1,0.0,0.0,0.0,PNW,LandbasedWind_Class3_Advanced_,1.0,23952.0,1,Advanced,Class3,2038.0,1182361.055,128572.0,18524.7,1.071,15065.0,46.655,24141.18,507241.97,0.39,104431.0,0.3744268715381622,1
