Sum Range ID,Index 1,MODEL_YEARS,Multiplier
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Flow_Battery_48,2035,1.0
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Flow_Battery_55,2035,1.0
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Flow_Battery_62,2035,1.0
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Flow_Battery_77,2035,1.0
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Flow_Battery_90,2035,1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_4hr_48,2035,1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_4hr_55,2035,1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_4hr_62,2035,1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_4hr_77,2035,1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_4hr_90,2035,1.0
CAISO_Li_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_8hr_48,2035,1.0
CAISO_Li_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_8hr_55,2035,1.0
CAISO_Li_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_8hr_62,2035,1.0
CAISO_Li_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_8hr_77,2035,1.0
CAISO_Li_Battery_8hr_Dispatch_DispatchAssignmentOperational,Arizona_Li_Battery_8hr_90,2035,1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar,2035,-1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar_48,2035,1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar_55,2035,1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar_62,2035,1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar_77,2035,1.0
Arizona_Solar_DispatchAssignmentOperational,Arizona_Solar_90,2035,1.0
Baja_California_Wind_DispatchAssignmentOperational,Baja_California_Wind,2035,-1.0
Baja_California_Wind_DispatchAssignmentOperational,Baja_California_Wind_133,2035,1.0
CAISO_Adiabatic_CAES_24hr_DispatchAssignmentOperational,CAISO_Adiabatic_CAES_24hr,2035,-1.0
CAISO_Flow_Battery_8hr_Dispatch_DispatchAssignmentOperational,CAISO_Flow_Battery_8hr_Dispatch,2035,-1.0
CAISO_Li_Battery_4hr_Dispatch_DispatchAssignmentOperational,CAISO_Li_Battery_4hr_Dispatch,2035,-1.0
