Time_Index,BANC_Hydro,CAISO_Hydro,LDWP_Hydro,NW_Hydro,NW_Hydro_for_CAISO,SW_Hydro
1,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
2,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
3,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
4,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
5,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
6,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
7,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
8,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
9,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
10,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
11,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
12,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
13,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
14,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
15,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
16,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
17,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
18,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
19,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
20,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
21,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
22,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
23,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
24,0.28201950000000003,0.2900055,0.15200249999999998,0.523302,0.523302,0.199866
25,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
26,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
27,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
28,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
29,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
30,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
31,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
32,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
33,0.2059065,0.20687850000000002,0.0355875,0.3275685,0.3275685,0.20485725000000002
