Time_Index,DaggettSolarPower3,Scarlet,Hybrid_Solar_Test
175,0.0,0.0,0.015
176,0.213,0.157,0.472
177,0.877,0.762,0.756
178,0.912,0.844,0.944
179,0.843,0.83,1.0
180,0.82,0.781,1.0
181,0.82,0.766,1.0
182,0.831,0.793,1.0
183,0.872,0.83,0.96
184,0.797,0.777,0.807
185,0.176,0.451,0.108
186,0.0,0.006,0.001
187,0.0,0.0,0.0
188,0.0,0.0,0.0
189,0.0,0.0,0.0
190,0.0,0.0,0.0
191,0.0,0.0,0.0
192,0.0,0.0,0.0
193,0.0,0.0,0.0
194,0.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,0.0
199,0.0,0.0,0.017
200,0.272,0.138,0.491
201,0.472,0.677,0.79
202,0.643,0.812,0.941
203,0.186,0.813,1.0
204,0.263,0.776,1.0
205,0.694,0.759,1.0
206,0.907,0.786,0.997
207,0.872,0.821,0.887
208,0.859,0.806,0.778
209,0.308,0.477,0.171
210,0.0,0.014,0.003
211,0.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,0.0,0.0
215,0.0,0.0,0.0
216,0.0,0.0,0.0
217,0.0,0.0,0.0
218,0.0,0.0,0.0
219,0.0,0.0,0.0
220,0.0,0.0,0.0
221,0.0,0.0,0.0
222,0.0,0.0,0.0
223,0.0,0.0,0.018
224,0.031,0.095,0.479
225,0.103,0.411,0.755
226,0.766,0.836,0.927
227,0.805,0.814,1.0
228,0.697,0.783,1.0
229,0.756,0.549,1.0
230,0.638,0.327,1.0
231,0.582,0.468,0.946
232,0.064,0.157,0.784
233,0.026,0.038,0.09
234,0.0,0.0,0.001
235,0.0,0.0,0.0
236,0.0,0.0,0.0
237,0.0,0.0,0.0
238,0.0,0.0,0.0
239,0.0,0.0,0.0
240,0.0,0.0,0.0
241,0.0,0.0,0.0
242,0.0,0.0,0.0
243,0.0,0.0,0.0
244,0.0,0.0,0.0
245,0.0,0.0,0.0
246,0.0,0.0,0.0
247,0.0,0.0,0.02
248,0.335,0.098,0.489
249,0.848,0.556,0.747
250,0.794,0.419,0.935
251,0.89,0.321,1.0
252,0.795,0.594,1.0
253,0.531,0.279,1.0
254,0.397,0.519,0.98
255,0.415,0.599,0.927
256,0.688,0.207,0.768
257,0.354,0.057,0.272
258,0.0,0.0,0.006
259,0.0,0.0,0.0
260,0.0,0.0,0.0
261,0.0,0.0,0.0
262,0.0,0.0,0.0
263,0.0,0.0,0.0
264,0.0,0.0,0.0
265,0.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,0.0
270,0.0,0.0,0.0
271,0.0,0.0,0.02
272,0.272,0.149,0.461
273,0.841,0.711,0.74
274,0.811,0.661,0.881
275,0.807,0.538,0.87
276,0.87,0.586,0.95
277,0.856,0.715,0.946
278,0.881,0.742,0.907
279,0.877,0.779,0.777
280,0.884,0.552,0.664
281,0.285,0.276,0.268
282,0.0,0.016,0.006
283,0.0,0.0,0.0
284,0.0,0.0,0.0
285,0.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,0.0,0.0,0.0
290,0.0,0.0,0.0
291,0.0,0.0,0.0
292,0.0,0.0,0.0
293,0.0,0.0,0.0
294,0.0,0.0,0.0
295,0.0,0.0,0.006
296,0.227,0.019,0.208
297,0.935,0.051,0.452
298,0.987,0.114,0.688
299,0.922,0.141,0.878
300,0.842,0.153,0.895
301,0.886,0.178,0.944
302,0.936,0.153,0.843
303,0.973,0.094,0.752
304,0.962,0.075,0.6
305,0.376,0.033,0.214
306,0.0,0.0,0.006
307,0.0,0.0,0.0
308,0.0,0.0,0.0
309,0.0,0.0,0.0
310,0.0,0.0,0.0
311,0.0,0.0,0.0
312,0.0,0.0,0.0
313,0.0,0.0,0.0
314,0.0,0.0,0.0
315,0.0,0.0,0.0
316,0.0,0.0,0.0
317,0.0,0.0,0.0
318,0.0,0.0,0.0
319,0.0,0.0,0.007
320,0.273,0.062,0.24
321,0.71,0.184,0.61
322,0.8,0.38,0.801
323,0.81,0.242,0.945
324,0.873,0.342,0.917
325,0.855,0.544,0.946
326,0.893,0.279,0.753
327,0.891,0.358,0.65
328,0.845,0.1,0.577
329,0.279,0.038,0.241
330,0.0,0.0,0.007
331,0.0,0.0,0.0
332,0.0,0.0,0.0
333,0.0,0.0,0.0
334,0.0,0.0,0.0
335,0.0,0.0,0.0
336,0.0,0.0,0.0
337,0.0,0.0,0.0
338,0.0,0.0,0.0
339,0.0,0.0,0.0
340,0.0,0.0,0.0
341,0.0,0.0,0.0
342,0.0,0.0,0.0
343,0.041,0.013,0.225
344,0.449,0.473,0.675
345,0.725,0.964,0.898
346,0.999,0.964,1.0
347,0.982,0.964,1.0
348,0.924,0.944,1.0
349,0.989,0.947,1.0
350,0.98,0.962,1.0
351,0.984,0.964,1.0
352,0.989,0.964,0.889
353,0.641,0.901,0.502
354,0.045,0.172,0.091
355,0.0,0.0,0.0
356,0.0,0.0,0.0
357,0.0,0.0,0.0
358,0.0,0.0,0.0
359,0.0,0.0,0.0
360,0.0,0.0,0.0
361,0.0,0.0,0.0
362,0.0,0.0,0.0
363,0.0,0.0,0.0
364,0.0,0.0,0.0
365,0.0,0.0,0.0
366,0.0,0.0,0.0
367,0.006,0.016,0.179
368,0.329,0.537,0.623
369,0.889,0.962,0.856
370,0.99,0.964,0.959
371,0.955,0.964,1.0
372,0.972,0.939,1.0
373,0.954,0.928,1.0
374,0.897,0.931,1.0
375,0.946,0.933,1.0
376,0.956,0.894,0.856
377,0.644,0.691,0.572
378,0.054,0.092,0.125
379,0.0,0.0,0.0
380,0.0,0.0,0.0
381,0.0,0.0,0.0
382,0.0,0.0,0.0
383,0.0,0.0,0.0
384,0.0,0.0,0.0
385,0.0,0.0,0.0
386,0.0,0.0,0.0
387,0.0,0.0,0.0
388,0.0,0.0,0.0
389,0.0,0.0,0.0
390,0.0,0.0,0.0
391,0.012,0.002,0.2
392,0.128,0.327,0.619
393,0.786,0.755,0.788
394,1.001,0.879,0.872
395,0.859,0.935,0.981
396,0.721,0.904,1.0
397,0.671,0.853,1.0
398,0.801,0.78,0.964
399,0.836,0.578,0.938
400,0.734,0.265,0.766
401,0.218,0.082,0.524
402,0.015,0.007,0.11
403,0.0,0.0,0.0
404,0.0,0.0,0.0
405,0.0,0.0,0.0
406,0.0,0.0,0.0
407,0.0,0.0,0.0
408,0.0,0.0,0.0
409,0.0,0.0,0.0
410,0.0,0.0,0.0
411,0.0,0.0,0.0
412,0.0,0.0,0.0
413,0.0,0.0,0.0
414,0.0,0.0,0.0
415,0.071,0.025,0.137
416,0.762,0.593,0.532
417,1.018,0.845,0.796
418,1.018,0.964,0.839
419,0.984,0.964,0.912
420,0.871,0.694,0.979
421,0.863,0.665,1.0
422,0.581,0.706,0.927
423,0.601,0.925,0.71
424,0.773,0.964,0.698
425,0.504,0.86,0.402
426,0.05,0.189,0.078
427,0.0,0.0,0.0
428,0.0,0.0,0.0
429,0.0,0.0,0.0
430,0.0,0.0,0.0
431,0.0,0.0,0.0
432,0.0,0.0,0.0
433,0.0,0.0,0.0
434,0.0,0.0,0.0
435,0.0,0.0,0.0
436,0.0,0.0,0.0
437,0.0,0.0,0.0
438,0.0,0.0,0.0
439,0.028,0.017,0.101
440,0.657,0.529,0.541
441,0.973,0.824,0.776
442,0.661,0.96,0.899
443,0.578,0.757,1.0
444,0.31,0.909,1.0
445,0.417,0.917,0.962
446,0.158,0.896,0.956
447,0.555,0.86,0.858
448,0.473,0.588,0.82
449,0.348,0.248,0.532
450,0.055,0.044,0.135
451,0.0,0.0,0.0
452,0.0,0.0,0.0
453,0.0,0.0,0.0
454,0.0,0.0,0.0
455,0.0,0.0,0.0
456,0.0,0.0,0.0
457,0.0,0.0,0.0
458,0.0,0.0,0.0
459,0.0,0.0,0.0
460,0.0,0.0,0.0
461,0.0,0.0,0.0
462,0.0,0.0,0.0
463,0.107,0.008,0.012
464,0.797,0.249,0.255
465,0.894,0.76,0.755
466,0.442,0.839,0.856
467,0.624,0.964,0.876
468,0.932,0.964,0.982
469,1.018,0.947,1.0
470,1.018,0.789,0.971
471,1.018,0.596,0.781
472,1.018,0.22,0.646
473,0.713,0.116,0.392
474,0.088,0.052,0.086
475,0.0,0.0,0.0
476,0.0,0.0,0.0
477,0.0,0.0,0.0
478,0.0,0.0,0.0
479,0.0,0.0,0.0
480,0.0,0.0,0.0
481,0.0,0.0,0.0
482,0.0,0.0,0.0
483,0.0,0.0,0.0
484,0.0,0.0,0.0
485,0.0,0.0,0.0
486,0.0,0.0,0.0
487,0.065,0.037,0.056
488,0.131,0.68,0.393
489,0.096,0.964,0.518
490,0.173,0.964,0.527
491,0.232,0.964,0.315
492,0.291,0.964,0.374
493,0.359,0.964,0.238
494,0.262,0.964,0.298
495,0.332,0.964,0.328
496,0.333,0.964,0.252
497,0.269,0.866,0.157
498,0.049,0.209,0.028
499,0.0,0.0,0.0
500,0.0,0.0,0.0
501,0.0,0.0,0.0
502,0.0,0.0,0.0
503,0.0,0.0,0.0
504,0.0,0.0,0.0
505,0.0,0.0,0.0
506,0.0,0.0,0.0
507,0.0,0.0,0.0
508,0.0,0.0,0.0
509,0.0,0.0,0.0
510,0.0,0.0,0.018
511,0.0,0.0,0.393
512,0.0,0.0,0.715
513,0.098,0.335,0.869
514,0.351,0.964,0.961
515,0.752,0.964,1.0
516,0.94,0.964,1.0
517,1.018,0.964,0.953
518,1.018,0.964,0.976
519,1.018,0.964,0.963
520,1.018,0.964,0.885
521,1.018,0.964,0.623
522,1.018,0.964,0.298
523,0.827,0.964,0.0
524,0.119,0.529,0.0
525,0.0,0.009,0.0
526,0.0,0.0,0.0
527,0.0,0.0,0.0
528,0.0,0.0,0.0
529,0.0,0.0,0.0
530,0.0,0.0,0.0
531,0.0,0.0,0.0
532,0.0,0.0,0.0
533,0.0,0.0,0.0
534,0.0,0.0,0.01
535,0.0,0.0,0.315
536,0.0,0.0,0.637
537,0.195,0.432,0.751
538,0.935,0.964,0.904
539,1.018,0.964,1.0
540,1.018,0.964,0.938
541,1.018,0.964,0.9
542,1.018,0.964,0.833
543,1.018,0.964,0.616
544,1.018,0.964,0.503
545,1.018,0.964,0.275
546,1.018,0.964,0.101
547,0.957,0.964,0.0
548,0.218,0.583,0.0
549,0.0,0.016,0.0
550,0.0,0.0,0.0
551,0.0,0.0,0.0
552,0.0,0.0,0.0
553,0.0,0.0,0.0
554,0.0,0.0,0.0
555,0.0,0.0,0.0
556,0.0,0.0,0.0
557,0.0,0.0,0.0
558,0.0,0.0,0.011
559,0.0,0.0,0.401
560,0.0,0.0,0.694
561,0.351,0.34,0.885
562,0.94,0.962,0.951
563,1.018,0.964,1.0
564,1.018,0.964,0.974
565,1.018,0.964,0.936
566,1.018,0.964,0.984
567,1.018,0.964,0.925
568,1.018,0.964,0.761
569,1.018,0.964,0.604
570,1.018,0.964,0.311
571,0.886,0.889,0.0
572,0.178,0.344,0.0
573,0.0,0.0,0.0
574,0.0,0.0,0.0
575,0.0,0.0,0.0
576,0.0,0.0,0.0
577,0.0,0.0,0.0
578,0.0,0.0,0.0
579,0.0,0.0,0.0
580,0.0,0.0,0.0
581,0.0,0.0,0.0
582,0.0,0.0,0.001
583,0.0,0.0,0.135
584,0.0,0.0,0.266
585,0.309,0.224,0.546
586,0.602,0.83,0.829
587,0.986,0.964,0.988
588,1.018,0.964,0.983
589,1.018,0.964,0.88
590,1.018,0.964,0.661
591,1.018,0.964,0.315
592,1.018,0.964,0.056
593,1.018,0.964,0.201
594,0.975,0.964,0.062
595,0.34,0.815,0.0
596,0.108,0.259,0.0
597,0.0,0.0,0.0
598,0.0,0.0,0.0
599,0.0,0.0,0.0
600,0.0,0.0,0.0
601,0.0,0.0,0.0
602,0.0,0.0,0.0
603,0.0,0.0,0.0
604,0.0,0.0,0.0
605,0.0,0.0,0.0
606,0.0,0.0,0.0
607,0.0,0.0,0.009
608,0.01,0.004,0.034
609,0.498,0.551,0.2
610,1.018,0.964,0.591
611,1.018,0.964,0.888
612,1.018,0.964,0.88
613,1.018,0.964,0.899
614,1.018,0.964,0.723
615,1.018,0.964,0.583
616,1.018,0.964,0.373
617,1.018,0.964,0.239
618,0.783,0.964,0.091
619,0.294,0.964,0.0
620,0.065,0.687,0.0
621,0.0,0.032,0.0
622,0.0,0.0,0.0
623,0.0,0.0,0.0
624,0.0,0.0,0.0
625,0.0,0.0,0.0
626,0.0,0.0,0.0
627,0.0,0.0,0.0
628,0.0,0.0,0.0
629,0.0,0.0,0.0
630,0.0,0.0,0.002
631,0.0,0.0,0.219
632,0.011,0.0,0.376
633,0.451,0.401,0.7
634,0.655,0.951,0.784
635,0.989,0.964,0.896
636,1.018,0.964,0.853
637,1.018,0.964,0.974
638,1.018,0.964,0.956
639,1.018,0.964,0.897
640,1.018,0.964,0.736
641,1.018,0.964,0.539
642,1.018,0.915,0.262
643,0.967,0.6,0.0
644,0.221,0.223,0.0
645,0.0,0.0,0.0
646,0.0,0.0,0.0
647,0.0,0.0,0.0
648,0.0,0.0,0.0
649,0.0,0.0,0.0
650,0.0,0.0,0.0
651,0.0,0.0,0.0
652,0.0,0.0,0.0
653,0.0,0.0,0.0
654,0.0,0.0,0.005
655,0.0,0.0,0.389
656,0.011,0.0,0.675
657,0.091,0.125,0.9
658,0.829,0.34,0.993
659,1.018,0.777,1.0
660,1.018,0.93,0.985
661,0.904,0.806,0.986
662,1.018,0.183,0.84
663,1.018,0.185,0.609
664,1.018,0.165,0.485
665,1.018,0.133,0.281
666,0.81,0.141,0.089
667,0.389,0.557,0.0
668,0.099,0.04,0.0
669,0.0,0.0,0.0
670,0.0,0.0,0.0
671,0.0,0.0,0.0
672,0.0,0.0,0.0
673,0.0,0.0,0.0
674,0.0,0.0,0.0
675,0.0,0.0,0.0
676,0.0,0.0,0.0
677,0.0,0.0,0.0
678,0.0,0.0,0.125
679,0.0,0.0,0.29
680,0.158,0.01,0.379
681,0.846,0.077,0.251
682,1.018,0.351,0.44
683,1.018,0.61,0.694
684,1.018,0.964,0.499
685,1.018,0.758,0.441
686,1.018,0.779,0.624
687,1.018,0.684,0.717
688,1.018,0.668,0.686
689,1.018,0.82,0.618
690,1.018,0.74,0.232
691,0.998,0.722,0.01
692,0.465,0.701,0.0
693,0.017,0.052,0.0
694,0.0,0.0,0.0
695,0.0,0.0,0.0
696,0.0,0.0,0.0
697,0.0,0.0,0.0
698,0.0,0.0,0.0
699,0.0,0.0,0.0
700,0.0,0.0,0.0
701,0.0,0.0,0.0
702,0.0,0.0,0.218
703,0.0,0.0,0.566
704,0.141,0.012,0.823
705,0.852,0.26,0.95
706,1.018,0.871,1.0
707,1.018,0.964,1.0
708,1.018,0.964,0.998
709,1.018,0.964,0.987
710,1.018,0.964,0.969
711,1.018,0.964,0.899
712,1.018,0.964,0.658
713,1.018,0.964,0.567
714,1.018,0.964,0.334
715,1.018,0.964,0.018
716,0.448,0.658,0.0
717,0.018,0.049,0.0
718,0.0,0.0,0.0
719,0.0,0.0,0.0
720,0.0,0.0,0.0
721,0.0,0.0,0.0
722,0.0,0.0,0.0
723,0.0,0.0,0.0
724,0.0,0.0,0.0
725,0.0,0.0,0.0
726,0.0,0.0,0.235
727,0.0,0.0,0.599
728,0.19,0.08,0.849
729,0.928,0.726,0.974
730,1.018,0.964,1.0
731,1.018,0.964,1.0
732,1.018,0.964,1.0
733,1.018,0.964,1.0
734,1.018,0.964,0.99
735,1.018,0.964,0.936
736,1.018,0.964,0.881
737,1.018,0.964,0.703
738,1.018,0.964,0.258
739,1.018,0.964,0.011
740,0.504,0.706,0.0
741,0.019,0.06,0.0
742,0.0,0.0,0.0
743,0.0,0.0,0.0
744,0.0,0.0,0.0
745,0.0,0.0,0.0
746,0.0,0.0,0.0
747,0.0,0.0,0.0
748,0.0,0.0,0.0
749,0.0,0.0,0.0
750,0.0,0.0,0.187
751,0.0,0.0,0.538
752,0.161,0.091,0.633
753,0.787,0.756,0.787
754,0.988,0.964,0.586
755,1.018,0.964,0.935
756,1.018,0.964,0.963
757,1.018,0.964,0.642
758,1.018,0.964,0.776
759,1.018,0.964,0.547
760,1.018,0.964,0.322
761,1.018,0.964,0.243
762,1.018,0.964,0.22
763,1.018,0.964,0.007
764,0.491,0.709,0.0
765,0.017,0.068,0.0
766,0.0,0.0,0.0
767,0.0,0.0,0.0
768,0.0,0.0,0.0
769,0.0,0.0,0.0
770,0.0,0.0,0.0
771,0.0,0.0,0.0
772,0.0,0.0,0.0
773,0.0,0.0,0.001
774,0.0,0.0,0.264
775,0.0,0.0,0.629
776,0.16,0.0,0.845
777,0.902,0.031,0.984
778,1.018,0.081,1.0
779,1.018,0.124,1.0
780,1.018,0.166,1.0
781,1.018,0.201,1.0
782,1.018,0.222,0.904
783,1.018,0.222,0.805
784,1.018,0.328,0.871
785,1.018,0.892,0.483
786,1.018,0.795,0.221
787,1.011,0.239,0.01
788,0.487,0.157,0.0
789,0.018,0.0,0.0
790,0.0,0.0,0.0
791,0.0,0.0,0.0
792,0.0,0.0,0.0
793,0.0,0.0,0.0
794,0.0,0.0,0.0
795,0.0,0.0,0.0
796,0.0,0.0,0.0
797,0.0,0.0,0.001
798,0.0,0.0,0.258
799,0.0,0.0,0.607
800,0.176,0.04,0.825
801,0.932,0.621,0.981
802,1.018,0.897,1.0
803,1.018,0.495,1.0
804,1.018,0.783,1.0
805,1.018,0.963,1.0
806,1.018,0.49,0.999
807,1.018,0.796,0.924
808,1.018,0.927,0.832
809,1.018,0.719,0.677
810,1.018,0.722,0.392
811,1.014,0.779,0.03
812,0.471,0.47,0.0
813,0.018,0.019,0.0
814,0.0,0.0,0.0
815,0.0,0.0,0.0
816,0.0,0.0,0.0
817,0.0,0.0,0.0
818,0.0,0.0,0.0
819,0.0,0.0,0.0
820,0.0,0.0,0.0
821,0.0,0.0,0.001
822,0.0,0.0,0.281
823,0.0,0.0,0.62
824,0.192,0.06,0.827
825,0.878,0.625,0.944
826,1.018,0.962,0.962
827,1.018,0.964,1.0
828,1.018,0.964,1.0
829,1.018,0.964,1.0
830,1.018,0.964,0.983
831,1.018,0.964,0.931
832,1.018,0.964,0.874
833,1.018,0.905,0.707
834,1.018,0.893,0.408
835,1.017,0.838,0.036
836,0.489,0.602,0.0
837,0.026,0.06,0.0
838,0.0,0.0,0.0
839,0.0,0.0,0.0
840,0.0,0.0,0.0
841,0.0,0.0,0.0
842,0.0,0.0,0.0
843,0.0,0.0,0.0
844,0.0,0.0,0.0
845,0.0,0.0,0.011
846,0.0,0.0,0.279
847,0.0,0.0,0.607
848,0.292,0.196,0.81
849,0.897,0.818,0.9
850,1.018,0.964,0.92
851,1.018,0.964,0.909
852,1.018,0.964,0.806
853,1.018,0.964,0.835
854,1.018,0.964,0.884
855,1.018,0.964,0.78
856,1.018,0.964,0.575
857,1.018,0.964,0.241
858,1.018,0.467,0.108
859,0.993,0.231,0.008
860,0.611,0.614,0.0
861,0.091,0.179,0.0
862,0.0,0.0,0.0
863,0.0,0.0,0.0
864,0.0,0.0,0.0
865,0.0,0.0,0.0
866,0.0,0.0,0.0
867,0.0,0.0,0.0
868,0.0,0.0,0.0
869,0.0,0.0,0.007
870,0.0,0.0,0.162
871,0.0,0.0,0.366
872,0.3,0.077,0.352
873,0.927,0.436,0.462
874,1.018,0.537,0.601
875,1.018,0.948,0.618
876,1.018,0.964,0.759
877,1.018,0.964,0.83
878,1.018,0.964,0.651
879,1.018,0.964,0.652
880,1.018,0.964,0.749
881,1.018,0.964,0.658
882,1.018,0.964,0.407
883,0.973,0.964,0.102
884,0.649,0.794,0.0
885,0.087,0.237,0.0
886,0.0,0.0,0.0
887,0.0,0.0,0.0
888,0.0,0.0,0.0
889,0.0,0.0,0.0
890,0.0,0.0,0.0
891,0.0,0.0,0.0
892,0.0,0.0,0.0
893,0.0,0.0,0.016
894,0.0,0.0,0.33
895,0.0,0.0,0.645
896,0.284,0.27,0.83
897,0.884,0.927,0.938
898,1.018,0.964,0.985
899,1.018,0.964,0.981
900,1.018,0.964,0.921
901,1.018,0.964,0.891
902,1.018,0.964,0.927
903,1.018,0.964,0.905
904,1.018,0.964,0.862
905,1.018,0.964,0.725
906,1.018,0.964,0.483
907,0.974,0.964,0.149
908,0.609,0.851,0.0
909,0.101,0.264,0.0
910,0.0,0.0,0.0
911,0.0,0.0,0.0
912,0.0,0.0,0.0
913,0.0,0.0,0.0
914,0.0,0.0,0.0
915,0.0,0.0,0.0
916,0.0,0.0,0.0
917,0.0,0.0,0.012
918,0.0,0.0,0.27
919,0.0,0.0,0.56
920,0.268,0.19,0.734
921,0.859,0.863,0.795
922,1.018,0.964,0.859
923,1.018,0.964,0.86
924,1.018,0.964,0.841
925,1.018,0.964,0.896
926,1.018,0.964,0.891
927,1.018,0.964,0.888
928,1.018,0.964,0.848
929,1.018,0.964,0.728
930,1.018,0.964,0.45
931,1.0,0.964,0.133
932,0.592,0.911,0.0
933,0.101,0.326,0.0
934,0.0,0.0,0.0
935,0.0,0.0,0.0
936,0.0,0.0,0.0
937,0.0,0.0,0.0
938,0.0,0.0,0.0
939,0.0,0.0,0.0
940,0.0,0.0,0.0
941,0.0,0.0,0.013
942,0.0,0.0,0.298
943,0.0,0.0,0.596
944,0.328,0.264,0.778
945,0.933,0.917,0.864
946,1.018,0.964,0.922
947,1.018,0.964,0.81
948,1.018,0.964,0.811
949,1.018,0.964,0.824
950,1.018,0.964,0.779
951,1.018,0.964,0.691
952,1.018,0.964,0.457
953,1.018,0.964,0.321
954,1.018,0.964,0.217
955,0.983,0.964,0.05
956,0.598,0.867,0.0
957,0.089,0.296,0.0
958,0.0,0.0,0.0
959,0.0,0.0,0.0
960,0.0,0.0,0.0
961,0.0,0.0,0.0
962,0.0,0.0,0.0
963,0.0,0.0,0.0
964,0.0,0.0,0.0
965,0.0,0.0,0.006
966,0.0,0.0,0.163
967,0.0,0.0,0.439
968,0.373,0.269,0.688
969,0.967,0.909,0.894
970,1.018,0.964,0.961
971,1.018,0.964,0.999
972,1.018,0.964,0.964
973,1.018,0.964,0.937
974,1.018,0.964,0.995
975,1.018,0.964,0.965
976,1.018,0.964,0.913
977,1.018,0.964,0.767
978,1.018,0.964,0.49
979,0.97,0.964,0.151
980,0.582,0.873,0.0
981,0.056,0.315,0.0
982,0.0,0.0,0.0
983,0.0,0.0,0.0
984,0.0,0.0,0.0
985,0.0,0.0,0.0
986,0.0,0.0,0.0
987,0.0,0.0,0.0
988,0.0,0.0,0.0
989,0.0,0.0,0.019
990,0.0,0.0,0.366
991,0.0,0.0,0.682
992,0.159,0.28,0.877
993,0.81,0.908,0.989
994,1.018,0.964,1.0
