ELCC_Surface,Facet,Axis_0,Axis_1,Axis_2
In-State_Wind,1,0.0,0.136,0.0
In-State_Wind,2,170.0,0.108,0.0
In-State_Wind,3,110.0,0.114,0.0
Offshore_Wind,1,0.0,0.5,0.0
Offshore_Wind,2,220.0,0.4266666667,0.0
Out-of-State_Wind,1,190.0,0.1933333333,0.0
Out-of-State_Wind,2,0.0,0.2333333333,0.0
Out-of-State_Wind,3,50.0,0.2166666667,0.0
Solar_Storage,1,19543.8779514999,0.0094897919,0.3571428571
Solar_Storage,10,0.0,0.2583225108,0.92
Solar_Storage,11,0.0,0.2706773308,0.8705807203
Solar_Storage,12,7231.714354905,0.2478321204,0.3251756155
Solar_Storage,13,5989.0396471088,0.015,0.9482254706
Solar_Storage,14,12734.9024783113,0.0419134846,0.5192613208
Solar_Storage,15,12724.7972751336,0.0421300247,0.5190808707
Solar_Storage,16,12323.0572709072,0.0593474535,0.4903851561
Solar_Storage,17,5376.5805503809,0.0324372141,0.8968044564
Solar_Storage,18,5264.397033337,0.0436555658,0.8687585771
Solar_Storage,19,2756.5987548573,0.132847393,0.8705807203
Solar_Storage,2,12993.3333333333,0.3969751652,0.0753333333
Solar_Storage,20,4419.2843286623,0.132847393,0.7043121629
Solar_Storage,21,3361.433152782,0.0925250998,0.9109030135
Solar_Storage,22,18823.1408752531,0.1406666667,0.1092038492
Solar_Storage,23,18683.3333333333,0.0365354799,0.3202623735
Solar_Storage,24,18683.3333333333,0.1364724404,0.1203884525
Solar_Storage,25,5234.4058973021,0.030092675,0.9167098642
Solar_Storage,26,5216.9538387481,0.0306744103,0.9159826951
Solar_Storage,27,5320.1708283377,0.0306744103,0.9073812793
Solar_Storage,28,5286.2006086034,0.0290567808,0.9162782416
Solar_Storage,29,7730.6775841899,0.0421300247,0.7460863112
Solar_Storage,3,7813.3333333333,0.3969751652,0.2233333333
Solar_Storage,30,5904.0227721992,0.0436555658,0.8332238138
Solar_Storage,31,7720.9332811258,0.0419134846,0.7471690116
Solar_Storage,32,7644.5904404271,0.0593474535,0.7030427393
Solar_Storage,33,5192.9711462214,0.0472268602,0.8628064198
Solar_Storage,34,4720.3803425273,0.0472268602,0.9021889868
Solar_Storage,35,4264.3227478165,0.06242878,0.8958548536
Solar_Storage,36,7502.0327114066,0.1169729897,0.5733779591
Solar_Storage,37,4987.4108677685,0.1356169461,0.6618211385
Solar_Storage,38,4562.5006240492,0.1271187412,0.7043121629
Solar_Storage,39,5733.1691232061,0.1169729897,0.6618211385
Solar_Storage,4,0.0,0.3122176909,0.7875
Solar_Storage,40,17277.5853196975,0.179,0.0876482936
Solar_Storage,41,17637.5853196975,0.173,0.0876482936
Solar_Storage,42,6165.8365098065,0.037788102,0.8366069679
Solar_Storage,43,6625.9454674533,0.0391413636,0.8095417351
Solar_Storage,44,6152.3038934051,0.0391413636,0.8332238138
Solar_Storage,45,5114.1370235738,0.0629936847,0.8233893585
Solar_Storage,46,5593.2962585777,0.0889984168,0.7317575708
Solar_Storage,47,16928.7338673572,0.0616011866,0.3202623735
Solar_Storage,48,15861.5454335583,0.0853164851,0.3033228746
Solar_Storage,49,12323.0572709072,0.0616011866,0.4847508234
Solar_Storage,5,2864.2705634289,0.2883487695,0.5488107864
Solar_Storage,50,11946.7200730365,0.0821286701,0.4505383508
Solar_Storage,51,11962.6591480797,0.0853164851,0.4425688133
Solar_Storage,52,15739.3267253979,0.1364724404,0.204502927
Solar_Storage,53,15559.1466457887,0.1004364245,0.2817229611
Solar_Storage,54,13939.5613847796,0.1878943073,0.1677730221
Solar_Storage,55,9818.7411250276,0.2090267189,0.2734350801
Solar_Storage,56,9947.001738541,0.1577224735,0.3696305402
Solar_Storage,57,11761.0599562333,0.1004364245,0.4173689143
Solar_Storage,58,4668.8837082263,0.1100974477,0.7362270882
Solar_Storage,59,4879.8740179153,0.0889984168,0.7713921398
Solar_Storage,6,5205.0,0.3117560639,0.35375
Solar_Storage,60,4800.0763304315,0.0838589233,0.788704137
Solar_Storage,61,4801.9700302126,0.0838048176,0.788704137
Solar_Storage,62,5683.7300035513,0.086988778,0.7317575708
Solar_Storage,63,7595.1170473138,0.0602469697,0.7030427393
Solar_Storage,64,5821.0657526862,0.0602469697,0.7917453041
Solar_Storage,65,5683.7300035514,0.0629936847,0.7917453041
Solar_Storage,66,7595.1170473138,0.0821286701,0.6483384884
Solar_Storage,67,7352.1116528922,0.086988778,0.6483384884
Solar_Storage,7,5470.1241825222,0.3091048221,0.3404937909
Solar_Storage,8,16536.3930460408,0.1878943073,0.0935778318
Solar_Storage,9,3224.9783549784,0.0970735931,0.92
