Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1
,,,,,,,,1108,1194
,,,,,,,,1109,1244
,,,,,,,,1110,1304
,,,,,,,,1111,1301
,,,,,,,,1112,1268
,,,,,,,,1113,1220
,,,,,,,,1114,1156
,,,,,,,,1115,1133
,,,,,,,,1116,1145
,,,,,,,,1117,1215
,,,,,,,,1118,1294
,,,,,,,,1119,1394
,,,,,,,,1120,1488
,,,,,,,,1121,1626
,,,,,,,,1122,1762
,,,,,,,,1123,1818
,,,,,,,,1124,1795
,,,,,,,,1125,1737
,,,,,,,,1126,1577
,,,,,,,,1127,1501
,,,,,,,,1128,1406
,,,,,,,,1129,1298
,,,,,,,,1130,1215
,,,,,,,,1131,1168
,,,,,,,,1132,1161
,,,,,,,,1133,1208
,,,,,,,,1134,1271
,,,,,,,,1135,1282
,,,,,,,,1136,1236
,,,,,,,,1137,1150
,,,,,,,,1138,1117
,,,,,,,,1139,1015
,,,,,,,,1140,1015
,,,,,,,,1141,1068
,,,,,,,,1142,1157
,,,,,,,,1143,1259
,,,,,,,,1144,1374
,,,,,,,,1145,1541
,,,,,,,,1146,1686
,,,,,,,,1147,1750
,,,,,,,,1148,1737
,,,,,,,,1149,1700
,,,,,,,,1150,1579
,,,,,,,,1151,1506
,,,,,,,,1152,1386
,,,,,,,,1153,1296
,,,,,,,,1154,1212
,,,,,,,,1155,1156
,,,,,,,,1156,1134
,,,,,,,,1157,1140
,,,,,,,,1158,1135
,,,,,,,,1159,1070
,,,,,,,,1160,996
,,,,,,,,1161,941
,,,,,,,,1162,897
,,,,,,,,1163,873
,,,,,,,,1164,844
,,,,,,,,1165,893
,,,,,,,,1166,948
,,,,,,,,1167,1071
,,,,,,,,1168,1185
,,,,,,,,1169,1345
,,,,,,,,1170,1522
,,,,,,,,1171,1614
,,,,,,,,1172,1631
,,,,,,,,1173,1589
,,,,,,,,1174,1490
,,,,,,,,1175,1378
,,,,,,,,1176,1344
,,,,,,,,1177,1370
,,,,,,,,1178,1283
,,,,,,,,1179,1220
,,,,,,,,1180,1223
,,,,,,,,1181,1288
,,,,,,,,1182,1380
,,,,,,,,1183,1413
,,,,,,,,1184,1436
,,,,,,,,1185,1362
,,,,,,,,1186,1298
,,,,,,,,1187,1260
,,,,,,,,1188,1281
,,,,,,,,1189,1354
,,,,,,,,1190,1475
,,,,,,,,1191,1612
,,,,,,,,1192,1696
,,,,,,,,1193,1828
,,,,,,,,1194,1914
,,,,,,,,1195,1962
,,,,,,,,1196,1939
,,,,,,,,1197,1859
,,,,,,,,1198,1697
,,,,,,,,1199,1579
,,,,,,,,1200,1474
,,,,,,,,1201,1372
,,,,,,,,1202,1277
,,,,,,,,1203,1228
,,,,,,,,1204,1228
,,,,,,,,1205,1293
,,,,,,,,1206,1386
,,,,,,,,1207,1440
,,,,,,,,1208,1429
,,,,,,,,1209,1354
,,,,,,,,1210,1242
,,,,,,,,1211,1226
,,,,,,,,1212,1247
,,,,,,,,1213,1316
,,,,,,,,1214,1384
,,,,,,,,1215,1521
,,,,,,,,1216,1623
,,,,,,,,1217,1764
,,,,,,,,1218,1881
,,,,,,,,1219,1940
,,,,,,,,1220,1898
,,,,,,,,1221,1819
,,,,,,,,1222,1668
,,,,,,,,1223,1566
,,,,,,,,1224,1459
,,,,,,,,1225,1349
,,,,,,,,1226,1255
,,,,,,,,1227,1212
,,,,,,,,1228,1210
,,,,,,,,1229,1270
,,,,,,,,1230,1354
,,,,,,,,1231,1396
,,,,,,,,1232,1375
,,,,,,,,1233,1375
,,,,,,,,1234,1336
,,,,,,,,1235,1318
,,,,,,,,1236,1308
,,,,,,,,1237,1407
,,,,,,,,1238,1515
,,,,,,,,1239,1609
,,,,,,,,1240,1718
,,,,,,,,1241,1803
,,,,,,,,1242,1886
,,,,,,,,1243,1922
,,,,,,,,1244,1904
,,,,,,,,1245,1839
,,,,,,,,1246,1700
,,,,,,,,1247,1598
,,,,,,,,1248,1478
,,,,,,,,1249,1384
,,,,,,,,1250,1288
,,,,,,,,1251,1208
,,,,,,,,1252,1195
,,,,,,,,1253,1205
,,,,,,,,1254,1218
,,,,,,,,1255,1184
,,,,,,,,1256,1154
,,,,,,,,1257,1115
,,,,,,,,1258,1132
,,,,,,,,1259,1102
,,,,,,,,1260,1155
,,,,,,,,1261,1222
,,,,,,,,1262,1335
,,,,,,,,1263,1452
,,,,,,,,1264,1620
,,,,,,,,1265,1680
,,,,,,,,1266,1783
,,,,,,,,1267,1854
,,,,,,,,1268,1847
,,,,,,,,1269,1771
,,,,,,,,1270,1652
,,,,,,,,1271,1517
,,,,,,,,1272,1450
,,,,,,,,1273,1358
,,,,,,,,1274,1263
,,,,,,,,1275,1202
,,,,,,,,1276,1163
,,,,,,,,1277,1164
,,,,,,,,1278,1155
,,,,,,,,1279,1093
,,,,,,,,1280,1033
,,,,,,,,1281,999
,,,,,,,,1282,977
,,,,,,,,1283,1006
,,,,,,,,1284,1062
,,,,,,,,1285,1124
,,,,,,,,1286,1236
,,,,,,,,1287,1376
,,,,,,,,1288,1518
,,,,,,,,1289,1659
,,,,,,,,1290,1795
,,,,,,,,1291,1867
,,,,,,,,1292,1855
,,,,,,,,1293,1763
,,,,,,,,1294,1614
,,,,,,,,1295,1476
,,,,,,,,1296,1428
,,,,,,,,1297,1316
,,,,,,,,1298,1218
,,,,,,,,1299,1173
,,,,,,,,1300,1176
,,,,,,,,1301,1240
,,,,,,,,1302,1335
,,,,,,,,1303,1373
,,,,,,,,1304,1335
,,,,,,,,1305,1277
,,,,,,,,1306,1220
,,,,,,,,1307,1215
,,,,,,,,1308,1285
,,,,,,,,1309,1288
,,,,,,,,1310,1367
,,,,,,,,1311,1440
,,,,,,,,1312,1544
,,,,,,,,1313,1655
,,,,,,,,1314,1774
,,,,,,,,1315,1822
,,,,,,,,1316,1809
,,,,,,,,1317,1749
,,,,,,,,1318,1609
,,,,,,,,1319,1505
,,,,,,,,1320,1395
,,,,,,,,1321,1292
,,,,,,,,1322,1210
,,,,,,,,1323,1162
,,,,,,,,1324,1166
,,,,,,,,1325,1230
,,,,,,,,1326,1331
,,,,,,,,1327,1366
,,,,,,,,1328,1325
,,,,,,,,1329,1249
,,,,,,,,1330,1185
,,,,,,,,1331,1086
,,,,,,,,1332,1082
,,,,,,,,1333,1143
,,,,,,,,1334,1214
,,,,,,,,1335,1313
,,,,,,,,1336,1426
,,,,,,,,1337,1582
,,,,,,,,1338,1744
,,,,,,,,1339,1781
,,,,,,,,1340,1769
,,,,,,,,1341,1717
,,,,,,,,1342,1576
,,,,,,,,1343,1486
,,,,,,,,1344,1394
,,,,,,,,1345,1354
,,,,,,,,1346,1258
,,,,,,,,1347,1202
,,,,,,,,1348,1182
,,,,,,,,1349,1175
,,,,,,,,1350,1195
,,,,,,,,1351,1198
,,,,,,,,1352,1180
,,,,,,,,1353,1125
,,,,,,,,1354,1060
,,,,,,,,1355,1079
,,,,,,,,1356,1128
,,,,,,,,1357,1203
,,,,,,,,1358,1347
,,,,,,,,1359,1496
,,,,,,,,1360,1667
,,,,,,,,1361,1804
,,,,,,,,1362,1856
,,,,,,,,1363,1881
,,,,,,,,1364,1784
,,,,,,,,1365,1695
,,,,,,,,1366,1579
,,,,,,,,1367,1460
,,,,,,,,1368,1421
,,,,,,,,1369,1320
,,,,,,,,1370,1235
,,,,,,,,1371,1180
,,,,,,,,1372,1156
,,,,,,,,1373,1147
,,,,,,,,1374,1149
,,,,,,,,1375,1128
,,,,,,,,1376,1110
,,,,,,,,1377,1081
,,,,,,,,1378,1096
,,,,,,,,1379,1171
,,,,,,,,1380,1254
,,,,,,,,1381,1410
,,,,,,,,1382,1550
,,,,,,,,1383,1747
,,,,,,,,1384,1830
,,,,,,,,1385,1965
,,,,,,,,1386,2018
,,,,,,,,1387,2017
,,,,,,,,1388,1923
,,,,,,,,1389,1808
,,,,,,,,1390,1650
,,,,,,,,1391,1510
,,,,,,,,1392,1470
,,,,,,,,1393,1376
,,,,,,,,1394,1283
,,,,,,,,1395,1225
,,,,,,,,1396,1211
,,,,,,,,1397,1245
,,,,,,,,1398,1308
,,,,,,,,1399,1334
,,,,,,,,1400,1323
,,,,,,,,1401,1304
,,,,,,,,1402,1348
,,,,,,,,1403,1393
,,,,,,,,1404,1484
,,,,,,,,1405,1601
,,,,,,,,1406,1759
,,,,,,,,1407,1898
,,,,,,,,1408,2019
,,,,,,,,1409,2147
,,,,,,,,1410,2148
,,,,,,,,1411,2125
,,,,,,,,1412,2003
,,,,,,,,1413,1895
,,,,,,,,1414,1722
,,,,,,,,1415,1606
,,,,,,,,1416,1495
,,,,,,,,1417,1405
,,,,,,,,1418,1314
,,,,,,,,1419,1257
,,,,,,,,1420,1247
,,,,,,,,1421,1293
,,,,,,,,1422,1395
,,,,,,,,1423,1461
,,,,,,,,1424,1478
,,,,,,,,1425,1404
,,,,,,,,1426,1384
,,,,,,,,1427,1403
,,,,,,,,1428,1443
,,,,,,,,1429,1556
,,,,,,,,1430,1678
,,,,,,,,1431,1832
,,,,,,,,1432,1931
,,,,,,,,1433,2024
,,,,,,,,1434,2052
,,,,,,,,1435,2076
,,,,,,,,1436,1962
,,,,,,,,1437,1847
,,,,,,,,1438,1685
,,,,,,,,1439,1583
,,,,,,,,1440,1471
,,,,,,,,1441,1352
,,,,,,,,1442,1258
,,,,,,,,1443,1214
,,,,,,,,1444,1208
,,,,,,,,1445,1249
,,,,,,,,1446,1342
,,,,,,,,1447,1379
,,,,,,,,1448,1419
,,,,,,,,1449,1351
,,,,,,,,1450,1314
,,,,,,,,1451,1255
,,,,,,,,1452,1301
,,,,,,,,1453,1390
,,,,,,,,1454,1504
,,,,,,,,1455,1614
,,,,,,,,1456,1720
,,,,,,,,1457,1834
,,,,,,,,1458,1885
,,,,,,,,1459,1898
,,,,,,,,1460,1822
,,,,,,,,1461,1730
,,,,,,,,1462,1596
,,,,,,,,1463,1500
,,,,,,,,1464,1399
,,,,,,,,1465,1272
,,,,,,,,1466,1194
,,,,,,,,1467,1154
,,,,,,,,1468,1152
,,,,,,,,1469,1203
,,,,,,,,1470,1299
,,,,,,,,1471,1340
,,,,,,,,1472,1326
,,,,,,,,1473,1246
,,,,,,,,1474,1178
,,,,,,,,1475,1130
,,,,,,,,1476,1155
,,,,,,,,1477,1228
,,,,,,,,1478,1322
,,,,,,,,1479,1468
,,,,,,,,1480,1574
,,,,,,,,1481,1719
,,,,,,,,1482,1795
,,,,,,,,1483,1827
,,,,,,,,1484,1753
,,,,,,,,1485,1684
,,,,,,,,1486,1552
,,,,,,,,1487,1466
,,,,,,,,1488,1371
,,,,,,,,1489,1266
,,,,,,,,1490,1174
,,,,,,,,1491,1130
,,,,,,,,1492,1126
,,,,,,,,1493,1180
,,,,,,,,1494,1278
,,,,,,,,1495,1319
,,,,,,,,1496,1278
,,,,,,,,1497,1182
,,,,,,,,1498,1150
,,,,,,,,1499,1126
,,,,,,,,1500,1143
,,,,,,,,1501,1166
,,,,,,,,1502,1261
,,,,,,,,1503,1373
,,,,,,,,1504,1475
,,,,,,,,1505,1638
,,,,,,,,1506,1730
,,,,,,,,1507,1759
,,,,,,,,1508,1699
,,,,,,,,1509,1633
,,,,,,,,1510,1510
,,,,,,,,1511,1443
,,,,,,,,1512,1340
,,,,,,,,1513,995
,,,,,,,,1514,940
,,,,,,,,1515,912
,,,,,,,,1516,924
,,,,,,,,1517,987
,,,,,,,,1518,1102
,,,,,,,,1519,1138
,,,,,,,,1520,1056
,,,,,,,,1521,970
,,,,,,,,1522,894
,,,,,,,,1523,853
,,,,,,,,1524,843
,,,,,,,,1525,902
,,,,,,,,1526,1002
,,,,,,,,1527,1110
,,,,,,,,1528,1244
,,,,,,,,1529,1408
,,,,,,,,1530,1575
,,,,,,,,1531,1519
,,,,,,,,1532,1440
,,,,,,,,1533,1386
,,,,,,,,1534,1280
,,,,,,,,1535,1219
,,,,,,,,1536,1146
,,,,,,,,1537,1066
,,,,,,,,1538,1001
,,,,,,,,1539,965
,,,,,,,,1540,967
,,,,,,,,1541,1024
,,,,,,,,1542,1136
,,,,,,,,1543,1180
,,,,,,,,1544,1110
,,,,,,,,1545,1029
,,,,,,,,1546,991
,,,,,,,,1547,946
,,,,,,,,1548,1008
,,,,,,,,1549,1036
,,,,,,,,1550,1126
,,,,,,,,1551,1196
,,,,,,,,1552,1274
,,,,,,,,1553,1392
,,,,,,,,1554,1533
,,,,,,,,1555,1492
,,,,,,,,1556,1422
,,,,,,,,1557,1388
,,,,,,,,1558,1289
,,,,,,,,1559,1230
,,,,,,,,1560,1156
,,,,,,,,1561,1079
,,,,,,,,1562,1014
,,,,,,,,1563,975
,,,,,,,,1564,978
,,,,,,,,1565,1034
,,,,,,,,1566,1146
,,,,,,,,1567,1189
,,,,,,,,1568,1134
,,,,,,,,1569,1006
,,,,,,,,1570,903
,,,,,,,,1571,849
,,,,,,,,1572,822
,,,,,,,,1573,838
,,,,,,,,1574,923
,,,,,,,,1575,1022
,,,,,,,,1576,1135
,,,,,,,,1577,1256
,,,,,,,,1578,1403
,,,,,,,,1579,1384
,,,,,,,,1580,1354
,,,,,,,,1581,1334
,,,,,,,,1582,1252
,,,,,,,,1583,1199
,,,,,,,,1584,1125
,,,,,,,,1585,1049
,,,,,,,,1586,988
,,,,,,,,1587,953
,,,,,,,,1588,956
,,,,,,,,1589,1014
,,,,,,,,1590,1131
,,,,,,,,1591,1186
,,,,,,,,1592,1094
,,,,,,,,1593,1007
,,,,,,,,1594,863
,,,,,,,,1595,770
,,,,,,,,1596,741
,,,,,,,,1597,731
,,,,,,,,1598,762
,,,,,,,,1599,839
,,,,,,,,1600,951
,,,,,,,,1601,1123
,,,,,,,,1602,1309
,,,,,,,,1603,1358
,,,,,,,,1604,1318
,,,,,,,,1605,1301
,,,,,,,,1606,1234
,,,,,,,,1607,1188
,,,,,,,,1608,1117
,,,,,,,,1609,1041
,,,,,,,,1610,981
,,,,,,,,1611,948
,,,,,,,,1612,951
,,,,,,,,1613,1006
,,,,,,,,1614,1118
,,,,,,,,1615,1168
,,,,,,,,1616,1071
,,,,,,,,1617,951
,,,,,,,,1618,835
,,,,,,,,1619,746
,,,,,,,,1620,688
,,,,,,,,1621,682
,,,,,,,,1622,712
,,,,,,,,1623,805
,,,,,,,,1624,914
,,,,,,,,1625,1081
,,,,,,,,1626,1284
,,,,,,,,1627,1326
,,,,,,,,1628,1285
,,,,,,,,1629,1271
,,,,,,,,1630,1215
,,,,,,,,1631,1180
,,,,,,,,1632,1101
,,,,,,,,1633,1040
,,,,,,,,1634,981
,,,,,,,,1635,940
,,,,,,,,1636,928
,,,,,,,,1637,944
,,,,,,,,1638,991
,,,,,,,,1639,973
,,,,,,,,1640,860
,,,,,,,,1641,760
,,,,,,,,1642,686
,,,,,,,,1643,623
,,,,,,,,1644,568
,,,,,,,,1645,573
,,,,,,,,1646,631
,,,,,,,,1647,733
,,,,,,,,1648,853
,,,,,,,,1649,1020
,,,,,,,,1650,1198
,,,,,,,,1651,1239
,,,,,,,,1652,1214
,,,,,,,,1653,1195
,,,,,,,,1654,1143
,,,,,,,,1655,1087
,,,,,,,,1656,1063
,,,,,,,,1657,1005
,,,,,,,,1658,948
,,,,,,,,1659,908
,,,,,,,,1660,895
,,,,,,,,1661,904
,,,,,,,,1662,936
,,,,,,,,1663,914
,,,,,,,,1664,801
,,,,,,,,1665,749
,,,,,,,,1666,658
,,,,,,,,1667,599
,,,,,,,,1668,574
,,,,,,,,1669,628
,,,,,,,,1670,653
,,,,,,,,1671,781
,,,,,,,,1672,873
,,,,,,,,1673,1050
,,,,,,,,1674,1218
,,,,,,,,1675,1240
,,,,,,,,1676,1227
,,,,,,,,1677,1199
,,,,,,,,1678,1134
,,,,,,,,1679,1066
,,,,,,,,1680,1054
,,,,,,,,1681,1031
,,,,,,,,1682,970
,,,,,,,,1683,933
,,,,,,,,1684,923
,,,,,,,,1685,960
,,,,,,,,1686,1054
,,,,,,,,1687,1150
,,,,,,,,1688,1088
,,,,,,,,1689,987
,,,,,,,,1690,920
,,,,,,,,1691,863
,,,,,,,,1692,851
,,,,,,,,1693,878
,,,,,,,,1694,945
,,,,,,,,1695,1052
,,,,,,,,1696,1190
,,,,,,,,1697,1350
,,,,,,,,1698,1422
,,,,,,,,1699,1361
,,,,,,,,1700,1349
,,,,,,,,1701,1328
,,,,,,,,1702,1257
,,,,,,,,1703,1206
,,,,,,,,1704,1126
,,,,,,,,1705,1035
,,,,,,,,1706,972
,,,,,,,,1707,936
,,,,,,,,1708,926
,,,,,,,,1709,961
,,,,,,,,1710,1051
,,,,,,,,1711,1143
,,,,,,,,1712,1088
,,,,,,,,1713,988
,,,,,,,,1714,889
,,,,,,,,1715,833
,,,,,,,,1716,832
,,,,,,,,1717,922
,,,,,,,,1718,998
,,,,,,,,1719,1071
,,,,,,,,1720,1193
,,,,,,,,1721,1335
,,,,,,,,1722,1413
,,,,,,,,1723,1350
,,,,,,,,1724,1331
,,,,,,,,1725,1304
,,,,,,,,1726,1244
,,,,,,,,1727,1198
,,,,,,,,1728,1115
,,,,,,,,1729,1038
,,,,,,,,1730,974
,,,,,,,,1731,931
,,,,,,,,1732,907
,,,,,,,,1733,906
,,,,,,,,1734,934
,,,,,,,,1735,972
,,,,,,,,1736,906
,,,,,,,,1737,798
,,,,,,,,1738,740
,,,,,,,,1739,696
,,,,,,,,1740,686
,,,,,,,,1741,718
,,,,,,,,1742,824
,,,,,,,,1743,933
,,,,,,,,1744,1057
,,,,,,,,1745,1222
,,,,,,,,1746,1296
,,,,,,,,1747,1257
,,,,,,,,1748,1246
,,,,,,,,1749,1214
,,,,,,,,1750,1164
,,,,,,,,1751,1102
,,,,,,,,1752,1075
,,,,,,,,1753,1006
,,,,,,,,1754,971
,,,,,,,,1755,921
,,,,,,,,1756,889
,,,,,,,,1757,877
,,,,,,,,1758,888
,,,,,,,,1759,910
,,,,,,,,1760,845
,,,,,,,,1761,735
,,,,,,,,1762,700
,,,,,,,,1763,608
,,,,,,,,1764,621
,,,,,,,,1765,676
,,,,,,,,1766,710
,,,,,,,,1767,839
,,,,,,,,1768,952
,,,,,,,,1769,1117
,,,,,,,,1770,1228
,,,,,,,,1771,1248
,,,,,,,,1772,1228
,,,,,,,,1773,1189
,,,,,,,,1774,1142
,,,,,,,,1775,1067
,,,,,,,,1776,1013
,,,,,,,,1777,1008
,,,,,,,,1778,953
,,,,,,,,1779,913
,,,,,,,,1780,904
,,,,,,,,1781,935
,,,,,,,,1782,1022
,,,,,,,,1783,1123
,,,,,,,,1784,1144
,,,,,,,,1785,1097
,,,,,,,,1786,1003
,,,,,,,,1787,899
,,,,,,,,1788,860
,,,,,,,,1789,889
,,,,,,,,1790,928
,,,,,,,,1791,992
,,,,,,,,1792,1120
,,,,,,,,1793,1237
,,,,,,,,1794,1367
,,,,,,,,1795,1380
,,,,,,,,1796,1343
,,,,,,,,1797,1285
,,,,,,,,1798,1235
,,,,,,,,1799,1149
,,,,,,,,1800,1115
,,,,,,,,1801,1054
,,,,,,,,1802,992
,,,,,,,,1803,948
,,,,,,,,1804,932
,,,,,,,,1805,962
,,,,,,,,1806,1048
,,,,,,,,1807,1144
,,,,,,,,1808,1144
,,,,,,,,1809,1036
,,,,,,,,1810,942
,,,,,,,,1811,873
,,,,,,,,1812,842
,,,,,,,,1813,954
,,,,,,,,1814,969
,,,,,,,,1815,1026
,,,,,,,,1816,1098
,,,,,,,,1817,1229
,,,,,,,,1818,1366
,,,,,,,,1819,1376
,,,,,,,,1820,1338
,,,,,,,,1821,1283
,,,,,,,,1822,1236
,,,,,,,,1823,1153
,,,,,,,,1824,1119
,,,,,,,,1825,1059
,,,,,,,,1826,997
,,,,,,,,1827,953
,,,,,,,,1828,936
,,,,,,,,1829,965
,,,,,,,,1830,1051
,,,,,,,,1831,1147
,,,,,,,,1832,1151
,,,,,,,,1833,1091
,,,,,,,,1834,1007
,,,,,,,,1835,886
,,,,,,,,1836,816
,,,,,,,,1837,824
,,,,,,,,1838,872
,,,,,,,,1839,949
,,,,,,,,1840,1068
,,,,,,,,1841,1208
,,,,,,,,1842,1361
,,,,,,,,1843,1378
,,,,,,,,1844,1340
,,,,,,,,1845,1291
,,,,,,,,1846,1249
,,,,,,,,1847,1166
,,,,,,,,1848,1128
,,,,,,,,1849,1085
,,,,,,,,1850,1029
,,,,,,,,1851,975
,,,,,,,,1852,942
,,,,,,,,1853,932
,,,,,,,,1854,951
,,,,,,,,1855,1011
,,,,,,,,1856,1025
,,,,,,,,1857,953
,,,,,,,,1858,864
,,,,,,,,1859,723
,,,,,,,,1860,660
,,,,,,,,1861,680
,,,,,,,,1862,772
,,,,,,,,1863,858
,,,,,,,,1864,993
,,,,,,,,1865,1134
,,,,,,,,1866,1264
,,,,,,,,1867,1278
,,,,,,,,1868,1257
,,,,,,,,1869,1236
,,,,,,,,1870,1219
,,,,,,,,1871,1162
,,,,,,,,1872,1089
,,,,,,,,1873,1067
,,,,,,,,1874,1008
,,,,,,,,1875,954
,,,,,,,,1876,915
,,,,,,,,1877,896
,,,,,,,,1878,898
,,,,,,,,1879,942
,,,,,,,,1880,958
,,,,,,,,1881,932
,,,,,,,,1882,822
,,,,,,,,1883,737
,,,,,,,,1884,636
,,,,,,,,1885,628
,,,,,,,,1886,670
,,,,,,,,1887,766
,,,,,,,,1888,921
,,,,,,,,1889,1118
,,,,,,,,1890,1266
,,,,,,,,1891,1292
,,,,,,,,1892,1282
,,,,,,,,1893,1255
,,,,,,,,1894,1229
,,,,,,,,1895,1153
,,,,,,,,1896,1080
,,,,,,,,1897,1067
,,,,,,,,1898,1002
,,,,,,,,1899,956
,,,,,,,,1900,939
,,,,,,,,1901,963
,,,,,,,,1902,1042
,,,,,,,,1903,1165
,,,,,,,,1904,1200
,,,,,,,,1905,1191
,,,,,,,,1906,1051
,,,,,,,,1907,892
,,,,,,,,1908,819
,,,,,,,,1909,807
,,,,,,,,1910,845
,,,,,,,,1911,917
,,,,,,,,1912,1066
,,,,,,,,1913,1258
,,,,,,,,1914,1407
,,,,,,,,1915,1432
,,,,,,,,1916,1408
,,,,,,,,1917,1366
,,,,,,,,1918,1340
,,,,,,,,1919,1254
,,,,,,,,1920,1199
,,,,,,,,1921,1130
,,,,,,,,1922,1053
,,,,,,,,1923,1003
,,,,,,,,1924,979
,,,,,,,,1925,996
,,,,,,,,1926,1072
,,,,,,,,1927,1194
,,,,,,,,1928,1239
,,,,,,,,1929,1200
,,,,,,,,1930,1046
,,,,,,,,1931,896
,,,,,,,,1932,824
,,,,,,,,1933,795
,,,,,,,,1934,882
,,,,,,,,1935,943
,,,,,,,,1936,1082
,,,,,,,,1937,1263
,,,,,,,,1938,1406
,,,,,,,,1939,1428
,,,,,,,,1940,1396
,,,,,,,,1941,1357
,,,,,,,,1942,1328
,,,,,,,,1943,1239
,,,,,,,,1944,1191
,,,,,,,,1945,1123
,,,,,,,,1946,1049
,,,,,,,,1947,998
,,,,,,,,1948,973
,,,,,,,,1949,994
,,,,,,,,1950,1070
,,,,,,,,1951,1188
,,,,,,,,1952,1237
,,,,,,,,1953,1224
,,,,,,,,1954,1166
,,,,,,,,1955,1054
,,,,,,,,1956,1004
,,,,,,,,1957,939
,,,,,,,,1958,936
,,,,,,,,1959,996
,,,,,,,,1960,1125
,,,,,,,,1961,1267
,,,,,,,,1962,1410
,,,,,,,,1963,1439
,,,,,,,,1964,1415
,,,,,,,,1965,1387
,,,,,,,,1966,1359
,,,,,,,,1967,1270
,,,,,,,,1968,1218
,,,,,,,,1969,1148
,,,,,,,,1970,1074
,,,,,,,,1971,1018
,,,,,,,,1972,994
,,,,,,,,1973,1007
,,,,,,,,1974,1076
,,,,,,,,1975,1197
,,,,,,,,1976,1232
,,,,,,,,1977,1247
,,,,,,,,1978,1129
,,,,,,,,1979,1092
,,,,,,,,1980,1015
,,,,,,,,1981,1010
,,,,,,,,1982,1029
,,,,,,,,1983,1088
,,,,,,,,1984,1171
,,,,,,,,1985,1304
,,,,,,,,1986,1435
,,,,,,,,1987,1466
,,,,,,,,1988,1440
,,,,,,,,1989,1409
,,,,,,,,1990,1378
,,,,,,,,1991,1286
,,,,,,,,1992,1229
,,,,,,,,1993,1147
,,,,,,,,1994,1069
,,,,,,,,1995,1016
,,,,,,,,1996,987
,,,,,,,,1997,1000
,,,,,,,,1998,1067
,,,,,,,,1999,1186
,,,,,,,,2000,1259
,,,,,,,,2001,1319
,,,,,,,,2002,1300
,,,,,,,,2003,1212
,,,,,,,,2004,1261
,,,,,,,,2005,1201
,,,,,,,,2006,1163
,,,,,,,,2007,1146
,,,,,,,,2008,1223
,,,,,,,,2009,1296
,,,,,,,,2010,1430
,,,,,,,,2011,1467
,,,,,,,,2012,1452
,,,,,,,,2013,1438
,,,,,,,,2014,1427
,,,,,,,,2015,1347
,,,,,,,,2016,1276
