BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.7599652633501e8,7.404430036887244e6,-8.730506936992886e6,0.0,0.0,4264.47608529388,0.0,8.824144903432988e6,-4.538744671565501e6,-1.789601141428571e8,1.486737846759096e8,1.0890911312438743e7,-1.327436440733342e7,0.0,0.0,11709.199448064337,0.0,4.517568153758097e7,-3.741485032329664e6,-1.8773623728571424e8,8.54272221565337e7,9.818590698716722e6,-1.190641957984852e7,0.0,0.0,12902.361101106128,0.0,2.2400477741670436e8,-1.069237033892182e7,-2.966647027142858e8,2.2695961260060447e8,1.5984388906371712e6,-1.9625292375369265e6,0.0,0.0,8022.294472358288,0.0,-6.6184773404748335e7,-3.991915143428801e6,-1.5642685599999997e8,8.292837141414757e7,358113.4407217615,-421309.93001347943,0.0,0.0,1146.755,0.0,-3.395527635135688e7,-2.049519899927532e6,-4.6861525428571425e7,3.4632857204375404e8,484682.91229862545,-601831.3986984534,0.0,0.0,19293.4288268031,0.0,-4.501936055379486e7,-7.346090718100466e6,-2.938652657142858e8,2.8147425959435725e8,1.1554992988465426e6,-1.3594109390211415e6,0.0,0.0,4746.3853041392,0.0,-1.3284519354781835e8,-9.544026791668462e6,-1.388858740000001e8
t1,16951.403590943155,1167.2321916920982,-0.0,0.0,0.0,0.0,0.0,1686.1869058447483,-862.8226884799988,-18942.0,4236.867717089808,3391.757696108434,-0.0,0.0,0.0,0.0,0.0,12284.550366018273,-596.1757792165148,-19317.0,2266.715367796606,0.0,-0.0,0.0,0.0,0.0,0.0,32874.53016414537,-1610.2455319419769,-33531.0,29464.347973641277,0.0,-951.7455096111654,0.0,0.0,0.0,0.0,-10380.007620820494,-624.5948432096158,-17508.0,11530.004304239123,0.0,-0.0,0.0,0.0,0.0,0.0,-5994.654879179506,-274.3494250596157,-5261.0,42472.21369289999,64.6,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-32299.0,38078.91382641294,0.0,-0.0,0.0,0.0,0.0,0.0,-21542.868936008388,-1471.0448904045368,-15065.0
t2,16688.57325842167,1074.8433480580761,-0.0,0.0,0.0,0.0,0.0,2192.3261332314187,-839.7427397111666,-19116.0,4211.807219505604,3390.8506972329565,-0.0,0.0,0.0,0.0,0.0,13357.62688742323,-632.2848041617917,-20328.0,2486.960192764683,0.0,-0.0,0.0,0.0,0.0,0.0,31295.314415353736,-1623.2746081184216,-32159.0,29480.812874833806,0.0,-951.7455096111654,0.0,0.0,0.0,0.0,-9878.061023309694,-634.0063419129433,-18017.0,12260.66240045325,0.0,-196.3,0.0,0.0,0.0,0.0,-6496.601476690306,-283.7609237629432,-5284.0,45082.8136929,0.0,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34845.0,37892.91382641293,0.0,-0.0,0.0,0.0,0.0,0.0,-21542.868936008388,-1471.0448904045368,-14879.0
t3,16349.986992625172,1236.6720395246143,-0.0,0.0,0.0,0.0,0.0,1885.0935149547931,-853.7525471045807,-18618.0,4204.680164554747,2003.0882639800934,-0.0,0.0,0.0,0.0,0.0,15113.605040477218,-691.3734690120584,-20630.0,2471.804199785724,0.0,-0.0,0.0,0.0,0.0,0.0,29846.568880576375,-1696.3730803621024,-30622.0,29451.115426739198,0.0,-951.7455096111654,0.0,0.0,0.0,0.0,-9709.197381939393,-637.1725351886364,-18153.0,12384.491177713913,0.0,-149.0989426146674,0.0,0.0,0.0,0.0,-6665.465118060607,-286.92711703863637,-5283.0,45790.391699524786,64.6,-0.0,0.0,0.0,0.0,0.0,-8809.793677736972,-1318.1980217878092,-35727.0,37489.97647756377,0.0,-0.0,0.0,0.0,0.0,0.0,-21660.811258271413,-1479.1652192923461,-14350.0
t4,16532.222637486633,1255.8397380460142,-0.0,0.0,0.0,0.0,0.0,1531.8003403346129,-869.8627158672609,-18450.0,4209.040018157737,4136.34301468119,-0.0,0.0,0.0,0.0,0.0,13454.149766193485,-635.5327990324107,-21164.0,2313.325249664843,0.0,-0.0,0.0,0.0,0.0,0.0,31859.317329480287,-1656.642579145135,-32516.0,29157.943210155277,0.0,-628.3586776015861,0.0,0.0,0.0,0.0,-9682.919283010131,-637.6652495435601,-18209.0,12296.163048383429,0.0,-0.0,0.0,0.0,0.0,0.0,-6691.743216989868,-287.41983139356,-5317.0,45179.02651932057,64.6,-0.0,0.0,0.0,0.0,0.0,-8811.549377458594,-1318.0771418619756,-35114.0,37431.09989791631,0.0,-0.0,0.0,0.0,0.0,0.0,-21659.055558549793,-1479.0443393665125,-14293.0
t5,16566.382139138714,1218.5242708591234,-0.0,0.0,0.0,0.0,0.0,1603.678654732861,-866.5850647307008,-18522.0,4245.059066906939,5256.717528073861,-0.0,0.0,0.0,0.0,0.0,13244.708505633775,-628.4851006145765,-22118.0,2278.641953885363,447.79500006362383,-0.0,0.0,0.0,0.0,0.0,31996.88027564175,-1646.3172295907405,-33077.0,29273.71276821776,0.0,-804.5,0.0,0.0,0.0,0.0,-9589.801561393899,-639.4112068238644,-18240.0,12417.026727279967,0.0,-0.0,0.0,0.0,0.0,0.0,-6784.860938606101,-289.1657886738644,-5343.0,45010.813692899996,0.0,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34773.0,37202.91382641292,0.0,-0.0,0.0,0.0,0.0,0.0,-21542.868936008388,-1471.0448904045368,-14189.0
t6,17375.766018160237,1003.2343412312077,-0.0,0.0,0.0,0.0,0.0,1178.9522302936875,-885.9525896851271,-18672.0,6777.760891897491,1207.8914735266633,-0.0,0.0,0.0,0.0,0.0,15715.991404745531,-711.6437701696871,-22990.0,3981.519623131109,0.0,-0.0,0.0,0.0,0.0,0.0,29950.323800969167,-1748.8434241002774,-32183.0,28839.269454388377,0.0,-725.7455096111654,0.0,0.0,0.0,0.0,-9472.921231772953,-641.6027130042571,-17999.0,12682.398563081304,0.0,-196.3,0.0,0.0,0.0,0.0,-6901.741268227048,-291.35729485425713,-5293.0,44758.52746166896,0.0,-0.0,0.0,0.0,0.0,0.0,-8876.953385779896,-1313.574075889054,-34568.0,37062.192823622085,0.0,-0.0,0.0,0.0,0.0,0.0,-21593.651550228496,-1474.541273393591,-13994.0
t7,16819.88781696689,0.0,-0.0,0.0,0.0,0.0,0.0,2821.179221900946,-811.0670388678361,-18830.0,5156.9488017250005,0.0,-0.0,0.0,0.0,0.0,0.0,19019.870499999997,-822.819301725,-23354.0,6788.915690730857,0.0,-0.0,0.0,0.0,0.0,0.0,25004.217714107443,-1785.1334048382992,-30008.0,27403.164371507275,0.0,-653.0732949326219,0.0,0.0,0.0,0.0,-8660.250792840412,-656.8402837342423,-17433.0,13413.306572743832,0.0,-196.3,0.0,0.0,0.0,0.0,-7714.411707159588,-306.59486558424226,-5196.0,44709.413692899994,0.0,-378.6,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34093.0,36985.91382641293,0.0,-0.0,0.0,0.0,0.0,0.0,-21542.868936008388,-1471.0448904045368,-13972.0
t8,11214.88298754967,0.0,-1168.4224716535239,0.0,0.0,0.0,0.0,9354.678936008388,-513.1394519045368,-18888.0,14007.355294187479,0.0,-2246.9,0.0,0.0,0.0,0.0,11953.583448245998,-585.0387424334778,-23129.0,14108.111357656071,0.0,-5071.135080540608,0.0,0.0,0.0,0.0,22253.621810472257,-1106.5980875877217,-30184.0,28830.318134598125,0.0,-578.5,0.0,0.0,0.0,0.0,-10544.038999456474,-614.7791351416507,-17093.0,11076.096629674857,0.0,-44.31663532905259,0.0,0.0,0.0,0.0,-5617.374424989355,-278.40556935644963,-5136.0,43805.19091608937,0.0,-0.0,0.0,0.0,0.0,0.0,-9140.98507555417,-1296.205840535201,-33368.0,33470.70341413542,0.0,-0.0,0.0,0.0,0.0,0.0,-18259.485694726645,-1328.2177194087808,-13883.0
