Sum Range ID,Index 1,Index 2,MODEL_YEARS,Multiplier
Northern_California_Flow_Battery_82_FCDS_constraint,System RA,Northern_California_Flow_Battery_82,2035,-1.0
Northern_California_Flow_Battery_83_FCDS_constraint,System RA,Northern_California_Flow_Battery_83,2035,-1.0
Northern_California_Flow_Battery_84_FCDS_constraint,System RA,Northern_California_Flow_Battery_84,2035,-1.0
Northern_California_Flow_Battery_85_FCDS_constraint,System RA,Northern_California_Flow_Battery_85,2035,-1.0
Northern_California_Flow_Battery_92_FCDS_constraint,System RA,Northern_California_Flow_Battery_92,2035,-1.0
Northern_California_Flow_Battery_94_FCDS_constraint,System RA,Northern_California_Flow_Battery_94,2035,-1.0
Northern_California_Flow_Battery_96_FCDS_constraint,System RA,Northern_California_Flow_Battery_96,2035,-1.0
Northern_California_Geothermal_100_FCDS_constraint,System RA,Northern_California_Geothermal_100,2035,-1.0
Northern_California_Geothermal_35_FCDS_constraint,System RA,Northern_California_Geothermal_35,2035,-1.0
Northern_California_Geothermal_5_FCDS_constraint,System RA,Northern_California_Geothermal_5,2035,-1.0
Northern_California_Geothermal_70_FCDS_constraint,System RA,Northern_California_Geothermal_70,2035,-1.0
Northern_California_Li_Battery_4hr_100_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_100,2035,-1.0
Northern_California_Li_Battery_4hr_112_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_112,2035,-1.0
Northern_California_Li_Battery_4hr_113_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_113,2035,-1.0
Northern_California_Li_Battery_4hr_114_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_114,2035,-1.0
Northern_California_Li_Battery_4hr_116_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_116,2035,-1.0
Northern_California_Li_Battery_4hr_121_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_121,2035,-1.0
Northern_California_Li_Battery_4hr_122_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_122,2035,-1.0
Northern_California_Li_Battery_4hr_126_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_126,2035,-1.0
Northern_California_Li_Battery_4hr_127_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_127,2035,-1.0
Northern_California_Li_Battery_4hr_130_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_130,2035,-1.0
Northern_California_Li_Battery_4hr_132_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_132,2035,-1.0
Northern_California_Li_Battery_4hr_135_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_135,2035,-1.0
Northern_California_Li_Battery_4hr_138_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_138,2035,-1.0
Northern_California_Li_Battery_4hr_141_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_141,2035,-1.0
Northern_California_Li_Battery_4hr_144_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_144,2035,-1.0
Northern_California_Li_Battery_4hr_149_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_149,2035,-1.0
Northern_California_Li_Battery_4hr_150_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_150,2035,-1.0
Northern_California_Li_Battery_4hr_155_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_155,2035,-1.0
Northern_California_Li_Battery_4hr_157_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_157,2035,-1.0
Northern_California_Li_Battery_4hr_158_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_158,2035,-1.0
Northern_California_Li_Battery_4hr_159_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_159,2035,-1.0
Northern_California_Li_Battery_4hr_166_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_166,2035,-1.0
Northern_California_Li_Battery_4hr_172_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_172,2035,-1.0
Northern_California_Li_Battery_4hr_178_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_178,2035,-1.0
Northern_California_Li_Battery_4hr_179_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_179,2035,-1.0
Northern_California_Li_Battery_4hr_180_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_180,2035,-1.0
Northern_California_Li_Battery_4hr_25_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_25,2035,-1.0
Northern_California_Li_Battery_4hr_26_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_26,2035,-1.0
Northern_California_Li_Battery_4hr_29_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_29,2035,-1.0
Northern_California_Li_Battery_4hr_31_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_31,2035,-1.0
Northern_California_Li_Battery_4hr_35_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_35,2035,-1.0
Northern_California_Li_Battery_4hr_38_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_38,2035,-1.0
Northern_California_Li_Battery_4hr_41_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_41,2035,-1.0
Northern_California_Li_Battery_4hr_44_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_44,2035,-1.0
Northern_California_Li_Battery_4hr_5_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_5,2035,-1.0
Northern_California_Li_Battery_4hr_51_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_51,2035,-1.0
Northern_California_Li_Battery_4hr_57_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_57,2035,-1.0
Northern_California_Li_Battery_4hr_68_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_68,2035,-1.0
Northern_California_Li_Battery_4hr_70_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_70,2035,-1.0
Northern_California_Li_Battery_4hr_73_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_73,2035,-1.0
Northern_California_Li_Battery_4hr_76_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_76,2035,-1.0
Northern_California_Li_Battery_4hr_80_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_80,2035,-1.0
Northern_California_Li_Battery_4hr_82_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_82,2035,-1.0
Northern_California_Li_Battery_4hr_83_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_83,2035,-1.0
Northern_California_Li_Battery_4hr_84_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_84,2035,-1.0
Northern_California_Li_Battery_4hr_85_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_85,2035,-1.0
Northern_California_Li_Battery_4hr_92_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_92,2035,-1.0
Northern_California_Li_Battery_4hr_94_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_94,2035,-1.0
Northern_California_Li_Battery_4hr_96_FCDS_constraint,System RA,Northern_California_Li_Battery_4hr_96,2035,-1.0
Northern_California_Li_Battery_8hr_100_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_100,2035,-1.0
Northern_California_Li_Battery_8hr_112_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_112,2035,-1.0
Northern_California_Li_Battery_8hr_113_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_113,2035,-1.0
Northern_California_Li_Battery_8hr_114_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_114,2035,-1.0
Northern_California_Li_Battery_8hr_116_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_116,2035,-1.0
Northern_California_Li_Battery_8hr_121_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_121,2035,-1.0
Northern_California_Li_Battery_8hr_122_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_122,2035,-1.0
Northern_California_Li_Battery_8hr_126_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_126,2035,-1.0
Northern_California_Li_Battery_8hr_127_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_127,2035,-1.0
Northern_California_Li_Battery_8hr_130_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_130,2035,-1.0
Northern_California_Li_Battery_8hr_132_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_132,2035,-1.0
Northern_California_Li_Battery_8hr_135_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_135,2035,-1.0
Northern_California_Li_Battery_8hr_138_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_138,2035,-1.0
Northern_California_Li_Battery_8hr_141_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_141,2035,-1.0
Northern_California_Li_Battery_8hr_144_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_144,2035,-1.0
Northern_California_Li_Battery_8hr_149_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_149,2035,-1.0
Northern_California_Li_Battery_8hr_150_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_150,2035,-1.0
Northern_California_Li_Battery_8hr_155_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_155,2035,-1.0
Northern_California_Li_Battery_8hr_157_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_157,2035,-1.0
Northern_California_Li_Battery_8hr_158_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_158,2035,-1.0
Northern_California_Li_Battery_8hr_159_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_159,2035,-1.0
Northern_California_Li_Battery_8hr_166_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_166,2035,-1.0
Northern_California_Li_Battery_8hr_172_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_172,2035,-1.0
Northern_California_Li_Battery_8hr_178_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_178,2035,-1.0
Northern_California_Li_Battery_8hr_179_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_179,2035,-1.0
Northern_California_Li_Battery_8hr_180_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_180,2035,-1.0
Northern_California_Li_Battery_8hr_25_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_25,2035,-1.0
Northern_California_Li_Battery_8hr_26_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_26,2035,-1.0
Northern_California_Li_Battery_8hr_29_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_29,2035,-1.0
Northern_California_Li_Battery_8hr_31_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_31,2035,-1.0
Northern_California_Li_Battery_8hr_35_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_35,2035,-1.0
Northern_California_Li_Battery_8hr_38_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_38,2035,-1.0
Northern_California_Li_Battery_8hr_41_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_41,2035,-1.0
Northern_California_Li_Battery_8hr_44_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_44,2035,-1.0
Northern_California_Li_Battery_8hr_5_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_5,2035,-1.0
Northern_California_Li_Battery_8hr_51_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_51,2035,-1.0
Northern_California_Li_Battery_8hr_57_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_57,2035,-1.0
Northern_California_Li_Battery_8hr_68_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_68,2035,-1.0
Northern_California_Li_Battery_8hr_70_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_70,2035,-1.0
Northern_California_Li_Battery_8hr_73_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_73,2035,-1.0
Northern_California_Li_Battery_8hr_76_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_76,2035,-1.0
Northern_California_Li_Battery_8hr_80_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_80,2035,-1.0
Northern_California_Li_Battery_8hr_82_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_82,2035,-1.0
Northern_California_Li_Battery_8hr_83_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_83,2035,-1.0
Northern_California_Li_Battery_8hr_84_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_84,2035,-1.0
Northern_California_Li_Battery_8hr_85_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_85,2035,-1.0
Northern_California_Li_Battery_8hr_92_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_92,2035,-1.0
Northern_California_Li_Battery_8hr_94_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_94,2035,-1.0
Northern_California_Li_Battery_8hr_96_FCDS_constraint,System RA,Northern_California_Li_Battery_8hr_96,2035,-1.0
Northern_California_Pumped_Storage_5_FCDS_constraint,System RA,Northern_California_Pumped_Storage_5,2035,-1.0
Northern_Nevada_Geothermal_19_FCDS_constraint,System RA,Northern_Nevada_Geothermal_19,2035,-1.0
Pacific_Northwest_Geothermal_5_FCDS_constraint,System RA,Pacific_Northwest_Geothermal_5,2035,-1.0
Riverside_East_Pumped_Storage_59_FCDS_constraint,System RA,Riverside_East_Pumped_Storage_59,2035,-1.0
Riverside_Flow_Battery_129_FCDS_constraint,System RA,Riverside_Flow_Battery_129,2035,-1.0
Riverside_Flow_Battery_59_FCDS_constraint,System RA,Riverside_Flow_Battery_59,2035,-1.0
Riverside_Flow_Battery_60_FCDS_constraint,System RA,Riverside_Flow_Battery_60,2035,-1.0
Riverside_Flow_Battery_9_FCDS_constraint,System RA,Riverside_Flow_Battery_9,2035,-1.0
Riverside_Li_Battery_4hr_129_FCDS_constraint,System RA,Riverside_Li_Battery_4hr_129,2035,-1.0
Riverside_Li_Battery_4hr_59_FCDS_constraint,System RA,Riverside_Li_Battery_4hr_59,2035,-1.0
Riverside_Li_Battery_4hr_60_FCDS_constraint,System RA,Riverside_Li_Battery_4hr_60,2035,-1.0
Riverside_Li_Battery_4hr_9_FCDS_constraint,System RA,Riverside_Li_Battery_4hr_9,2035,-1.0
Riverside_Li_Battery_8hr_129_FCDS_constraint,System RA,Riverside_Li_Battery_8hr_129,2035,-1.0
Riverside_Li_Battery_8hr_59_FCDS_constraint,System RA,Riverside_Li_Battery_8hr_59,2035,-1.0
Riverside_Li_Battery_8hr_60_FCDS_constraint,System RA,Riverside_Li_Battery_8hr_60,2035,-1.0
Riverside_Li_Battery_8hr_9_FCDS_constraint,System RA,Riverside_Li_Battery_8hr_9,2035,-1.0
Riverside_West_Pumped_Storage_9_FCDS_constraint,System RA,Riverside_West_Pumped_Storage_9,2035,-1.0
San_Diego_Pumped_Storage_119_FCDS_constraint,System RA,San_Diego_Pumped_Storage_119,2035,-1.0
Southern_NV_Eldorado_Flow_Battery_15_FCDS_constraint,System RA,Southern_NV_Eldorado_Flow_Battery_15,2035,-1.0
Southern_NV_Eldorado_Flow_Battery_16_FCDS_constraint,System RA,Southern_NV_Eldorado_Flow_Battery_16,2035,-1.0
Southern_NV_Eldorado_Flow_Battery_19_FCDS_constraint,System RA,Southern_NV_Eldorado_Flow_Battery_19,2035,-1.0
