Time_Index,BANC_Hydro,CAISO_Hydro,LDWP_Hydro,NW_Hydro,NW_Hydro_for_CAISO,SW_Hydro
1,1630.24,4964.12,88.0,18088.052499999998,1833.3275,274.75
2,1630.24,4964.12,706.87375,19637.521249999998,1833.3275,1908.23625
3,1630.24,4964.12,706.87375,17928.57375,1833.3275,1072.6287499999999
4,1165.7175,3983.98625,88.0,19637.521249999998,1833.3275,1908.23625
5,1630.24,3830.7625000000003,88.0,20223.31125,1833.3275,274.75
6,587.01,3642.56375,88.0,20223.31125,1833.3275,1908.23625
7,587.01,3168.73625,88.0,20138.835,1686.77875,554.05375
8,587.01,2188.6025,88.0,20223.31125,1531.855,274.75
9,587.01,2035.37875,88.0,19178.463750000003,1403.45125,274.75
10,587.01,2035.37875,88.0,17469.51625,1346.59875,274.75
11,587.01,2035.37875,88.0,15852.945,1346.59875,274.75
12,587.01,2035.37875,88.0,17561.892499999998,1346.59875,274.75
13,587.01,2035.37875,88.0,15852.945,1346.59875,274.75
14,587.01,2035.37875,88.0,17561.892499999998,1346.59875,274.75
15,587.01,2035.37875,88.0,16563.1875,1346.59875,274.75
16,587.01,2035.37875,88.0,14854.24,1346.59875,274.75
17,587.01,2035.37875,88.0,16563.1875,1430.1425,274.75
18,587.01,2331.8225,88.0,14854.24,1576.69125,274.75
19,587.01,3358.58875,88.0,16563.1875,1731.6149999999998,274.75
20,1630.24,3677.5387499999997,376.03375,18179.760000000002,1833.3275,1908.23625
21,587.01,3830.7625000000003,706.87375,16470.8125,1833.3275,1908.23625
22,1630.24,4127.20625,706.87375,18179.760000000002,1833.3275,1908.23625
23,1630.24,4964.12,706.87375,18088.052499999998,1833.3275,1908.23625
24,1630.24,4964.12,706.87375,19796.99875,1833.3275,1908.23625
25,391.37375,3162.82375,5.5,12092.619999999999,1316.7775000000001,1932.75
26,1088.47875,4039.46375,5.5,10441.913750000002,1316.7775000000001,286.8775
27,391.37375,3925.445,5.5,10476.255000000001,1316.7775000000001,1932.75
28,391.37375,2898.67875,5.5,9625.147500000001,1316.7775000000001,286.8775
29,391.37375,2745.455,5.5,9602.90875,1225.7075,286.8775
30,1326.5100000000002,2557.25625,23.505,10693.074999999999,1113.2075,286.8775
31,1326.5100000000002,2130.0612499999997,5.5,12402.02125,966.65875,1932.75
32,1284.72625,1103.295,5.5,13223.31625,811.735,286.8775
33,391.37375,1103.295,5.5,12165.943749999999,693.47875,286.8775
34,391.37375,1103.295,5.5,10614.146249999998,693.47875,286.8775
35,391.37375,1103.295,5.5,9706.3625,693.47875,286.8775
36,391.37375,1103.295,5.5,8999.085,693.47875,286.8775
37,391.37375,1103.295,5.5,9315.16125,693.47875,286.8775
38,391.37375,1103.295,5.5,9686.5475,693.47875,286.8775
39,391.37375,1103.295,5.5,10460.05625,693.47875,286.8775
40,391.37375,1103.295,5.5,10368.95375,693.47875,286.8775
41,391.37375,1103.295,5.5,9450.23,840.0275,286.8775
42,391.37375,2130.0612499999997,5.5,10544.20875,994.9512500000001,286.8775
43,1180.10125,2557.25625,356.24625000000003,12253.15625,1123.3562499999998,1932.75
44,1326.5100000000002,2745.455,356.24625000000003,13869.727499999999,1225.7075,1932.75
45,1202.07,2898.67875,356.24625000000003,14525.28125,1316.7775000000001,1491.8212500000002
46,1326.5100000000002,3925.445,234.52750000000003,14251.2075,1316.7775000000001,1932.75
47,391.37375,4189.59,5.5,12956.63875,1316.7775000000001,1932.75
48,869.9424999999999,4189.59,5.5,11247.69125,1316.7775000000001,1932.75
49,415.1675,4286.27125,27.75,17210.39875,1829.69875,334.64125
50,438.73875,4286.27125,27.75,17086.302499999998,1829.69875,2041.86625
51,663.8262500000001,3673.875,27.75,18795.25,1829.69875,2041.86625
52,955.595,3246.6800000000003,27.75,17086.302499999998,1829.69875,2041.86625
53,1109.6325,3058.48125,27.75,17059.105,1829.69875,2041.86625
54,1109.6325,2905.2575,27.75,18768.05125,1829.69875,334.64125
55,1109.6325,1878.4912499999998,486.88,20183.28125,1674.77625,2041.86625
56,1109.6325,1451.29625,27.75,18566.71,1528.22625,334.64125
57,251.63375,1263.0974999999999,27.75,16857.762499999997,1399.8225,334.64125
58,251.63375,1109.87375,27.75,18566.71,1342.5749999999998,334.64125
59,251.63375,1109.87375,27.75,16857.762499999997,1342.5749999999998,334.64125
60,251.63375,1109.87375,27.75,17299.181249999998,1342.5749999999998,334.64125
61,251.63375,1109.87375,27.75,15590.235,1342.5749999999998,334.64125
62,251.63375,1109.87375,27.75,17299.181249999998,1342.5749999999998,334.64125
63,251.63375,1109.87375,486.88,16870.7775,1342.5749999999998,334.64125
64,251.63375,1109.87375,27.75,16961.768750000003,1342.5749999999998,334.64125
65,251.63375,1263.0974999999999,27.75,18051.1175,1423.39875,334.64125
66,251.63375,1451.29625,27.75,17692.77,1578.32125,334.64125
67,251.63375,2332.46625,466.74625,19401.716249999998,1724.87125,334.64125
68,251.63375,2905.2575,486.88,20040.32125,1829.69875,334.64125
69,783.3612499999999,3058.48125,27.75,18331.37375,1829.69875,2041.86625
70,601.02625,3246.6800000000003,27.75,19223.228750000002,1829.69875,2041.86625
71,575.4449999999999,4127.85125,486.88,17514.28125,1829.69875,1943.905
72,474.53000000000003,4286.27125,486.88,17283.5825,1829.69875,2041.86625
73,141.5,2348.7112500000003,4.125,10849.248749999999,1396.98,163.00875000000002
74,141.5,2195.4875,4.125,10849.248749999999,1543.5287500000002,163.00875000000002
75,938.63,2007.28875,4.125,10849.248749999999,1415.12375,1235.6
76,141.5,1160.4325,4.125,11807.848750000001,1268.575,163.00875000000002
77,141.5,553.3275,4.125,13224.27375,1113.6512500000001,1658.1299999999999
78,141.5,1580.09375,4.125,14840.845,1268.575,163.00875000000002
79,938.63,2007.28875,4.125,16549.7925,1413.40625,1658.1299999999999
80,141.5,2000.9875,4.125,17026.605,1285.0025,1658.1299999999999
81,141.5,1573.7925,362.87,16515.42,1138.4524999999999,163.00875000000002
82,141.5,547.02625,4.125,14806.473750000001,983.53,163.00875000000002
83,141.5,547.02625,4.125,13189.90125,983.53,163.00875000000002
84,141.5,547.02625,4.125,11773.477499999999,983.53,163.00875000000002
85,141.5,547.02625,4.125,10849.248749999999,983.53,163.00875000000002
86,141.5,547.02625,4.125,11122.82375,983.53,163.00875000000002
87,141.5,547.02625,4.125,12251.857500000002,983.53,163.00875000000002
88,141.5,547.02625,4.125,13868.428750000001,983.53,163.00875000000002
89,141.5,1573.7925,4.125,15577.37625,1138.4524999999999,163.00875000000002
90,938.63,2000.9875,362.87,16993.80125,1285.0025,1658.1299999999999
91,938.63,2189.1862499999997,362.87,17026.605,1413.40625,163.00875000000002
92,141.5,2342.4100000000003,278.26,16894.15125,1515.75875,1658.1299999999999
93,938.63,3369.17625,4.125,15185.20375,1543.5325,163.00875000000002
94,938.63,3760.98,4.125,13568.632500000002,1543.5287500000002,1658.1299999999999
95,547.3774999999999,3760.98,4.125,12152.2075,1396.98,1658.1299999999999
96,141.5,2734.2124999999996,4.125,11023.173750000002,1242.05625,163.00875000000002
97,175.49125,3061.47875,20.125,16101.0825,1732.535,2057.3650000000002
98,175.49125,4088.24625,20.125,17717.653749999998,1732.535,342.00249999999994
99,991.49125,3712.7637499999996,420.74625,19111.46875,1732.535,2057.3650000000002
100,175.49125,2685.9974999999995,20.125,18659.33375,1732.535,2057.3650000000002
101,175.49125,2532.7737500000003,20.125,19111.46875,1577.61125,342.00249999999994
102,529.6675,2344.5750000000003,420.74625,19111.46875,1431.0625,2057.3650000000002
103,175.49125,1917.38,20.125,18176.423749999998,1372.815,342.00249999999994
104,343.59499999999997,890.61375,20.125,16675.97,1217.89125,342.00249999999994
105,175.49125,890.61375,20.125,14967.022500000001,1217.89125,342.00249999999994
106,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
107,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
108,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
109,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
110,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
111,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
112,175.49125,890.61375,20.125,13434.480000000001,1217.89125,342.00249999999994
113,175.49125,890.61375,20.125,15143.4275,1217.89125,1265.0425
114,991.49125,1917.38,20.125,16759.99875,1372.815,342.00249999999994
115,175.49125,2344.5750000000003,420.74625,18176.423749999998,1519.36375,2057.3650000000002
116,991.49125,2532.7737500000003,20.125,19111.46875,1647.76875,2057.3650000000002
117,991.49125,2685.9974999999995,420.74625,17692.13,1732.535,342.00249999999994
118,175.49125,3543.2850000000003,20.125,16078.4725,1732.535,2057.3650000000002
119,991.49125,3061.47875,310.325,14369.526249999999,1709.73875,2057.3650000000002
120,991.49125,4088.24625,20.125,14392.135,1732.535,342.00249999999994
121,653.3862499999999,5040.2325,19.875,19072.46375,1958.4524999999999,423.8925
122,811.91125,5040.2325,19.875,17858.22625,1958.4524999999999,2084.1175000000003
