Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-4600.0,0.0,-367.314,-20641.6005,1838.231,0.0,-6945.472263232049,1027.161186978459,10521.673999999999,5199.65457687577,776.9365763314539,-7153.938,-4774.3150000000005,-1314.1785,0.0
t2,-4600.0,0.0,-367.314,-20641.6005,1838.231,0.0,-5293.847341804062,87.09827566044657,10521.673999999999,4990.967311469774,1377.8034932148225,-7153.938,-4774.3150000000005,-1314.1785,0.0
t3,-4600.0,-573.0869701059765,-367.314,-20641.6005,1838.231,0.0,-6727.59292069088,1127.7375875700973,10521.673999999999,2740.2865487956456,1482.5941860979358,-7153.938,-4774.3150000000005,-1314.1785,0.0
t4,-4600.0,-142.6983094204497,-367.314,-20641.6005,1838.231,0.0,-5632.476927512157,39.24728134945326,10521.673999999999,5560.0,1352.5126822354534,-7153.938,-4774.3150000000005,-1314.1785,0.0
t5,-4600.0,-394.96852370333795,-367.314,-20641.6005,1838.231,266.0570174805409,-6529.839042739514,796.8979370394654,10521.673999999999,5560.0,1415.0455355326858,-7153.938,-4774.3150000000005,-1314.1785,0.0
t6,-4600.0,-4428.870453965755,-367.314,-20641.6005,1838.231,1150.8700855405382,-8366.766997796885,1879.555628807634,10521.673999999999,5560.0,1628.2749146371489,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t7,-4600.0,-7730.8825,-367.314,-20641.6005,1838.231,1687.1795,-8423.099240833075,2400.0,10521.673999999999,5560.0,1834.3036605371485,-7153.938,-4774.3150000000005,-1314.1785,-500.0
t8,-4600.0,0.0,0.0,-13274.637193390025,1838.231,0.0,-343.9978248337516,0.0,10355.871680607312,4854.4702616728255,-113.73648316110503,-7153.938,-4774.3150000000005,-1314.1785,0.0
t9,-4600.0,1987.868411045309,0.0,-11478.56770212564,1838.231,0.0,0.0,2400.0,0.0,4860.265160876441,-1220.9307051458652,-1253.500048976527,-4774.3150000000005,-1314.1785,0.0
t10,-4600.0,5311.459764867699,0.0,-8997.06889999279,1793.7240329642116,0.0,0.0,2400.0,0.0,3344.7767268687317,-126.91589520159907,0.0,-4774.3150000000005,0.0,0.0
t11,-4600.0,6978.335380908051,0.0,-8794.66263202735,1180.4137455509854,0.0,796.5866081561167,2400.0,0.0,2916.0810769396617,-349.77009405777943,0.0,-4774.3150000000005,0.0,0.0
t12,-4600.0,6648.184136856086,0.0,-8629.057157057621,0.0,0.0,1399.4193491545084,2400.0,0.0,5560.0,-919.9033133387347,0.0,-4704.4943244606075,0.0,0.0
t13,-4600.0,7730.8825,0.0,-7334.285015472969,0.0,0.0,0.0,2400.0,0.0,5560.0,-1160.6451436080233,0.0,-3055.1723581433325,0.0,0.0
t14,-3432.3909520412694,6697.504809897751,0.0,-11995.160032108677,0.0,0.0,0.0,0.0,92.19655416181982,5560.0,-91.67846120086,0.0,-3395.1910911658592,0.0,0.0
t15,-4060.368308778696,7597.523174213782,0.0,-14774.396823082478,0.0,0.0,0.0,0.0,3472.7207406649063,5560.0,-969.6198587138607,0.0,-1302.0068940957801,0.0,0.0
t16,0.0,7408.9749216968885,0.0,-15075.314611254413,0.0,0.0,-4107.6088498436575,0.0,5829.255689296486,5560.0,1284.518112541281,0.0,-1773.5156533812096,-1314.1785,0.0
t17,0.0,1633.0566434493771,0.0,-20641.6005,654.4814581947078,1687.1795,-3965.2773697379625,0.0,868.0535597971975,5560.0,2499.5352012140693,2624.5519048964734,-4774.3150000000005,0.0,-500.0
t18,-3181.0989406670033,0.0,0.0,-20641.6005,447.63570529197045,1687.1795,-6535.873148561897,0.0,8949.591132820791,5560.0,0.0,1630.140004871501,-4774.3150000000005,-608.7196242507988,-500.0
t19,-4276.446467508615,0.0,0.0,-20641.6005,487.7342986639611,1687.1795,-8123.316323346056,0.0,10521.673999999999,5560.0,0.0,4237.309101335396,-4774.3150000000005,-312.40466700322884,-500.0
t20,-4278.853047971867,0.0,0.0,-20641.6005,0.0,1687.1795,-8295.68231838846,0.0,10521.673999999999,5560.0,0.0,5473.065107370929,-4774.3150000000005,-614.2701515227681,-500.0
t21,-3179.170120635896,0.0,0.0,-20641.6005,0.0,1687.1795,-6130.891043266495,0.0,10521.673999999999,5560.0,0.0,6197.991437041483,-4110.815424963153,-1314.1785,-500.0
t22,-2649.0973854329927,0.0,0.0,-20641.6005,0.0,1687.1795,-5922.8284433142,0.0,10521.673999999999,5560.0,269.7616901232359,7153.938,-3914.9450243695096,-1314.1785,-500.0
t23,-2085.3276752108545,0.0,0.0,-20641.6005,0.0,1687.1795,-5453.491728788819,0.0,10521.673999999999,5560.0,425.4106352728818,7153.938,-3346.9273908997643,-1314.1785,-500.0
t24,-2642.2870988981144,0.0,0.0,-20641.6005,0.0,1687.1795,-6052.59034536095,0.0,10521.673999999999,5560.0,0.0,7153.938,-3126.988833792576,-1314.1785,-500.0
t25,-4600.0,0.0,-367.314,-20641.6005,1838.231,-505.781839042254,-8244.23580408872,2400.0,10521.673999999999,3708.237315136271,2479.6263265307416,-7153.938,-4774.3150000000005,-1314.1785,0.0
t26,-4600.0,0.0,-367.314,-20641.6005,1838.231,-1014.819859445208,-8554.991886077067,2400.0,10521.673999999999,1740.7918125175727,2367.8947948689447,-7153.938,-4774.3150000000005,-1314.1785,0.0
t27,-4600.0,0.0,-367.314,-20641.6005,1838.231,-1687.1795,-8191.862572983278,2400.0,10521.673999999999,1465.3270221631178,1902.716893437489,-7153.938,-4774.3150000000005,-1314.1785,74.21052770634526
