Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_conservative_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_conservative_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_conservative_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_conservative_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_conservative_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_conservative_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_conservative_0,CA_S_nuclear_1,NM_nuclear_1
t1,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667556,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,1297.226795091448,0.0,0.0,0.0,0.0,12124.821837572503,0.0,12039.46000000002,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,-3.342393029015511e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t2,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667556,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,407.9387814543699,0.0,0.0,0.0,0.0,12124.821837572503,0.0,12039.459999999983,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t3,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667556,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,269.42592747371805,0.0,0.0,0.0,0.0,12124.821837572503,0.0,12039.459999999983,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.684786058031023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t4,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667556,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,332.9944827636135,0.0,0.0,0.0,0.0,12124.821837572503,2.042725100181997e-11,12039.459999999955,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,3.536115400493145e-11,0.0,11287.386000000002,10706.856000000002
t5,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667556,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,141.36926243247515,0.0,0.0,0.0,0.0,12124.821837572503,-1.0610771520684164e-11,12039.460000000001,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,-7.639755494892597e-11,0.0,3.283275873400271e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.2137177037,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,40969.9,69787.08996460371,0.0,0.0,19185.732000000004,0.0,18678.704462667563,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,12124.821837572541,0.0,12039.460000000015,0.0,35341.698,58097.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3130829756846651e-11,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t7,40969.9,69538.17706736679,0.0,0.0,19185.732000000004,0.0,4012.798163468703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29045.626800000002,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,6062.4109187862505,0.0,12039.46,0.0,35341.698,56147.17820730755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96856.21371770371,0.0,0.0,0.0,94621.32488949214,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t8,16387.96,2166.2400324691994,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72464.0276668946,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6062.410918786251,0.0,12039.46,0.0,35341.698,29048.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48617.83025408491,0.0,0.0,0.0,47310.66244474606,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,16387.96,2166.2400324691994,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6062.410918786251,0.0,12039.46,0.0,35341.698,29048.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.102052445086883e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48428.106858851854,0.0,0.0,0.0,47310.66244474606,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,16387.96,2166.2400324691994,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6062.410918786251,0.0,12039.46000000001,0.0,35341.698,29048.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7536194718559273e-12,0.0,0.0,0.0,-2.455067260598298e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48428.106858851854,0.0,0.0,-8.809593055048026e-10,47310.66244474607,0.0,0.0,-1.9099388737231493e-11,11287.386000000002,10706.856000000002
