Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.588963240000025e8
AZ_naturalgas,4.4780620827699536e8
AZ_uranium,3.579055159679859e8
CA_N_naturalgas,8.022778356740956e7
CA_N_uranium,-6.588236622917521e-9
CA_S_naturalgas,7.054492657205375e7
MT_WY_CO_coal,5.400563277994468e8
MT_WY_CO_naturalgas,2.093491578324937e6
NM_coal,2.468004515890679e7
NM_naturalgas,111021.60473298223
PNW_coal,0.0
PNW_naturalgas,3.9476019231564635e8
PNW_uranium,1.0546566959999958e8
UT_NV_coal,2.884255567549883e8
UT_NV_naturalgas,2.5251399833131903e8
CA_S_uranium,8.429839009694754e8
MT_WY_CO_uranium,-2.099715596391099e-8
NM_uranium,1.6774817063077861e-9
UT_NV_uranium,5.783924432890707e-8
None,0.0
