Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Total
AnnualSum,649696.9508419093,2.2075519042661246e6,265004.9676639678,6.400047915258108e6,579542.101680005,1.0223088058397043e6,1.5556468282780137e6,663468.8511415012,3.046309688185536e6,2.0056851804790827e6,353480.24013712263,4.759630567895683e6,1.3315511196577996e6,299309.0712134327,264632.72372634854,2.5403866916264337e7
t1,97.16202274395236,106.19626634687317,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,53.13601875,619.2374423346998,227.749851,64.0091859,68.85,3581.176496325525
t2,104.42,195.8278461201354,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,35.55548695843271,697.6934845429405,227.749851,64.0091859,68.85,3738.9415637715083
t3,104.42,244.10962158758022,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,30.457409876823277,723.4412299180381,227.749851,64.0091859,68.85,3807.8730075324415
t4,104.42,127.65534813792469,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,27.735438668094762,802.8570368699354,227.749851,64.0091859,68.85,3768.1125698259552
t5,104.42,87.60106474569234,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,21.144177338136394,891.4160430926088,227.749851,64.0091859,68.85,3810.0260313264375
t6,104.42,155.09106865001215,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,6.608557502225232,797.9138405850889,227.749851,64.0091859,68.85,3769.478212887326
t7,104.42,269.2997361161406,45.10615920000001,897.8922435,87.6946374,232.32461714999997,237.12,0.0,515.546052,329.152,0.0,805.2106869254194,227.749851,64.0091859,68.85,3884.37516919156
t8,104.42,322.108854826099,45.10615920000001,736.4447016305314,87.6946374,22.1616218517454,237.12,0.0,515.546052,329.152,0.0,518.0126796845504,227.749851,64.0091859,0.0,3209.5257434929263
t9,104.42,15.046269185255262,0.0,557.8386413932506,87.6946374,0.0,0.0,0.0,0.0,329.152,4.5904205836732626,18.55432293439138,227.749851,64.0091859,0.0,1409.0553283965703
t10,104.42,203.76401181056977,0.0,367.78386798968353,87.6946374,0.0,0.0,0.0,51.09613376695829,329.152,0.0,0.0,227.749851,64.0091859,0.0,1435.6696878672115
