Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,1,8760,8760,1,87,0
,,,,,,,,2,81,0
,,,,,,,,3,77,0
,,,,,,,,4,74,0
,,,,,,,,5,74,0
,,,,,,,,6,78,0
,,,,,,,,7,86,0
,,,,,,,,8,93,0
,,,,,,,,9,100,0
,,,,,,,,10,105,0
,,,,,,,,11,109,0
,,,,,,,,12,108,0
,,,,,,,,13,107,0
,,,,,,,,14,105,0
,,,,,,,,15,101,0
,,,,,,,,16,99,0
,,,,,,,,17,97,0
,,,,,,,,18,106,0
,,,,,,,,19,111,0
,,,,,,,,20,110,0
,,,,,,,,21,108,0
,,,,,,,,22,106,0
,,,,,,,,23,98,0
,,,,,,,,24,94,0
,,,,,,,,25,91,0
,,,,,,,,26,85,0
,,,,,,,,27,80,0
,,,,,,,,28,77,0
,,,,,,,,29,78,0
,,,,,,,,30,84,0
,,,,,,,,31,95,0
,,,,,,,,32,102,0
,,,,,,,,33,109,0
,,,,,,,,34,113,0
,,,,,,,,35,114,0
,,,,,,,,36,114,0
,,,,,,,,37,112,0
,,,,,,,,38,110,0
,,,,,,,,39,107,0
,,,,,,,,40,104,0
,,,,,,,,41,101,0
,,,,,,,,42,111,0
,,,,,,,,43,115,0
,,,,,,,,44,114,0
,,,,,,,,45,111,0
,,,,,,,,46,108,0
,,,,,,,,47,100,0
,,,,,,,,48,95,0
,,,,,,,,49,90,0
,,,,,,,,50,84,0
,,,,,,,,51,79,0
,,,,,,,,52,77,0
,,,,,,,,53,78,0
,,,,,,,,54,84,0
,,,,,,,,55,94,0
,,,,,,,,56,102,0
,,,,,,,,57,109,0
,,,,,,,,58,112,0
,,,,,,,,59,113,0
,,,,,,,,60,113,0
,,,,,,,,61,112,0
,,,,,,,,62,110,0
,,,,,,,,63,107,0
,,,,,,,,64,104,0
,,,,,,,,65,101,0
,,,,,,,,66,110,0
,,,,,,,,67,115,0
,,,,,,,,68,114,0
,,,,,,,,69,112,0
,,,,,,,,70,110,0
,,,,,,,,71,102,0
,,,,,,,,72,97,0
,,,,,,,,73,92,0
,,,,,,,,74,86,0
,,,,,,,,75,81,0
,,,,,,,,76,79,0
,,,,,,,,77,81,0
,,,,,,,,78,87,0
,,,,,,,,79,98,0
,,,,,,,,80,105,0
,,,,,,,,81,112,0
,,,,,,,,82,116,0
,,,,,,,,83,117,0
,,,,,,,,84,116,0
,,,,,,,,85,114,0
,,,,,,,,86,111,0
,,,,,,,,87,107,0
,,,,,,,,88,105,0
,,,,,,,,89,102,0
,,,,,,,,90,111,0
,,,,,,,,91,117,0
,,,,,,,,92,116,0
,,,,,,,,93,115,0
,,,,,,,,94,113,0
,,,,,,,,95,105,0
,,,,,,,,96,100,0
,,,,,,,,97,94,0
,,,,,,,,98,88,0
,,,,,,,,99,83,0
,,,,,,,,100,80,0
,,,,,,,,101,81,0
,,,,,,,,102,87,0
,,,,,,,,103,98,0
,,,,,,,,104,105,0
,,,,,,,,105,112,0
,,,,,,,,106,114,0
,,,,,,,,107,115,0
,,,,,,,,108,114,0
,,,,,,,,109,112,0
,,,,,,,,110,110,0
,,,,,,,,111,106,0
,,,,,,,,112,103,0
,,,,,,,,113,100,0
,,,,,,,,114,109,0
,,,,,,,,115,113,0
,,,,,,,,116,112,0
,,,,,,,,117,110,0
,,,,,,,,118,109,0
,,,,,,,,119,103,0
,,,,,,,,120,97,0
,,,,,,,,121,91,0
,,,,,,,,122,86,0
,,,,,,,,123,81,0
,,,,,,,,124,77,0
,,,,,,,,125,76,0
,,,,,,,,126,77,0
,,,,,,,,127,83,0
,,,,,,,,128,88,0
,,,,,,,,129,94,0
,,,,,,,,130,98,0
,,,,,,,,131,100,0
,,,,,,,,132,100,0
,,,,,,,,133,98,0
,,,,,,,,134,97,0
,,,,,,,,135,94,0
,,,,,,,,136,92,0
,,,,,,,,137,90,0
,,,,,,,,138,99,0
,,,,,,,,139,103,0
,,,,,,,,140,102,0
,,,,,,,,141,101,0
,,,,,,,,142,100,0
,,,,,,,,143,94,0
,,,,,,,,144,88,0
,,,,,,,,145,87,0
,,,,,,,,146,82,0
,,,,,,,,147,77,0
,,,,,,,,148,74,0
,,,,,,,,149,72,0
,,,,,,,,150,72,0
,,,,,,,,151,77,0
,,,,,,,,152,81,0
,,,,,,,,153,87,0
,,,,,,,,154,91,0
,,,,,,,,155,94,0
,,,,,,,,156,95,0
,,,,,,,,157,95,0
,,,,,,,,158,93,0
,,,,,,,,159,91,0
,,,,,,,,160,89,0
,,,,,,,,161,89,0
,,,,,,,,162,98,0
,,,,,,,,163,102,0
,,,,,,,,164,102,0
,,,,,,,,165,100,0
,,,,,,,,166,98,0
,,,,,,,,167,91,0
,,,,,,,,168,85,0
,,,,,,,,169,86,0
,,,,,,,,170,80,0
,,,,,,,,171,76,0
,,,,,,,,172,74,0
,,,,,,,,173,76,0
,,,,,,,,174,82,0
,,,,,,,,175,93,0
,,,,,,,,176,101,0
,,,,,,,,177,107,0
,,,,,,,,178,112,0
,,,,,,,,179,114,0
,,,,,,,,180,113,0
,,,,,,,,181,111,0
,,,,,,,,182,109,0
,,,,,,,,183,106,0
,,,,,,,,184,103,0
,,,,,,,,185,101,0
,,,,,,,,186,110,0
,,,,,,,,187,114,0
,,,,,,,,188,112,0
,,,,,,,,189,109,0
,,,,,,,,190,107,0
,,,,,,,,191,99,0
,,,,,,,,192,94,0
,,,,,,,,193,89,0
,,,,,,,,194,83,0
,,,,,,,,195,79,0
,,,,,,,,196,76,0
,,,,,,,,197,78,0
,,,,,,,,198,84,0
,,,,,,,,199,94,0
,,,,,,,,200,102,0
,,,,,,,,201,108,0
,,,,,,,,202,112,0
,,,,,,,,203,113,0
,,,,,,,,204,112,0
,,,,,,,,205,110,0
,,,,,,,,206,108,0
,,,,,,,,207,105,0
,,,,,,,,208,102,0
,,,,,,,,209,100,0
,,,,,,,,210,108,0
,,,,,,,,211,112,0
,,,,,,,,212,110,0
,,,,,,,,213,107,0
,,,,,,,,214,105,0
,,,,,,,,215,97,0
,,,,,,,,216,93,0
,,,,,,,,217,89,0
,,,,,,,,218,83,0
,,,,,,,,219,79,0
,,,,,,,,220,77,0
,,,,,,,,221,79,0
,,,,,,,,222,85,0
,,,,,,,,223,96,0
,,,,,,,,224,103,0
,,,,,,,,225,109,0
,,,,,,,,226,112,0
,,,,,,,,227,112,0
,,,,,,,,228,112,0
,,,,,,,,229,110,0
,,,,,,,,230,109,0
,,,,,,,,231,106,0
,,,,,,,,232,103,0
,,,,,,,,233,100,0
,,,,,,,,234,107,0
,,,,,,,,235,110,0
,,,,,,,,236,109,0
,,,,,,,,237,107,0
,,,,,,,,238,104,0
,,,,,,,,239,97,0
,,,,,,,,240,94,0
,,,,,,,,241,89,0
,,,,,,,,242,84,0
,,,,,,,,243,79,0
,,,,,,,,244,77,0
,,,,,,,,245,79,0
