Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.23425464486977e8
AZ_naturalgas,2.4651646070221916e8
AZ_uranium,3.3878649637642163e8
CA_N_naturalgas,2.446834359758762e7
CA_N_uranium,-3.8493613478571835e-8
CA_S_naturalgas,2.748729423429879e6
MT_WY_CO_coal,4.2052726543421686e8
MT_WY_CO_naturalgas,-3.740371921285526e-10
NM_coal,1.8865743129594956e7
NM_naturalgas,1.247685780151886e6
PNW_coal,0.0
PNW_naturalgas,3.185184552497222e8
PNW_uranium,1.0002168992401187e8
UT_NV_coal,2.7897330526975834e8
UT_NV_naturalgas,3.576428453103504e8
CA_S_uranium,-1.0176606860080281e-8
MT_WY_CO_uranium,1.082979447997096e-7
NM_uranium,-3.109652511490424e-8
UT_NV_uranium,-8.190008628480986e-8
None,0.0
