BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.7673369405571374e8,7.117380265166707e6,-8.392635954283133e6,0.0,0.0,10046.354196741038,0.0,-1.0544773865830323e7,-3.4649922835351354e6,-1.6145871857142845e8,1.640414502767635e8,1.1761867103934206e7,-1.432110922888295e7,0.0,0.0,15260.96246684069,0.0,3.049323410586744e7,-4.231330220149095e6,-1.877593729999999e8,8.181928535673936e7,9.871225446956774e6,-1.1972143776397333e7,0.0,0.0,20665.263523537924,0.0,2.2781507719324532e8,-1.0861770626924781e7,-2.966923388571429e8,2.5179965615882206e8,1.9076098387690436e6,-2.3438405014495985e6,0.0,0.0,12258.578600520521,0.0,-8.987702700523683e7,-5.014030498076682e6,-1.5648462657142854e8,8.019866410111032e7,645280.8039886861,-759153.8865996964,0.0,0.0,2676.2547068327876,0.0,-3.130223865641676e7,-1.9258670453608325e6,-4.685936157142856e7,3.399006698883365e8,907739.9455925074,-1.1277849064196735e6,0.0,0.0,21984.30537621173,0.0,-3.8023295250340484e7,-7.692513125402058e6,-2.93986800857143e8,2.3732105861467254e8,1.273566665589506e6,-1.4983137233430569e6,0.0,0.0,9108.757047321813,0.0,-8.856097652128829e7,-9.675399792677864e6,-1.3886904400000006e8
t1,19381.340699874196,1160.097085618243,-0.0,0.0,0.0,0.0,0.0,-2896.7461605704275,-550.6916249220116,-17094.0,4270.126413243668,4320.560692356332,-0.0,0.0,0.0,0.0,0.0,11288.988,-562.6751055999999,-19317.0,2382.918429786337,0.0,-0.0,0.0,0.0,0.0,0.0,32672.364597125834,-1524.2830269121719,-33531.0,31824.081049950066,0.0,-373.40627567245747,0.0,0.0,0.0,0.0,-13150.339962473992,-792.3348118036128,-17508.0,12075.715731179622,0.0,-0.0,0.0,0.0,0.0,0.0,-6530.322537526008,-284.3931936536127,-5261.0,44691.24689989652,183.33360157847108,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-32299.0,26590.514363792765,173.91280007779824,-0.0,0.0,0.0,0.0,0.0,-10269.028436555407,-1430.3987273151602,-15065.0
t2,19044.41973244772,1161.8506058523399,-0.0,0.0,0.0,0.0,0.0,-2425.086398527218,-529.1839397728412,-17252.0,5017.082850373329,3822.5608709474527,-0.0,0.0,0.0,0.0,0.0,12077.567069984187,-589.2107913049679,-20328.0,2370.7571307749463,0.0,-0.0,0.0,0.0,0.0,0.0,31313.25292829194,-1525.0100590668865,-32159.0,31815.442300278995,0.0,-440.9442746099765,0.0,0.0,0.0,0.0,-12553.981492554412,-803.5165331146048,-18017.0,12637.986630237887,68.2692921723069,-0.0,0.0,0.0,0.0,0.0,-7126.681007445588,-295.5749149646048,-5284.0,47041.98050147501,378.6,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-34845.0,26475.253358662983,0.0,-0.0,0.0,0.0,0.0,0.0,-10170.155599748905,-1426.0977589140773,-14879.0
t3,18903.259948263287,1288.3896150107294,-0.0,0.0,0.0,0.0,0.0,-2841.4781592138643,-548.1714040601522,-16802.0,5783.76823896191,1228.0252664147156,-0.0,0.0,0.0,0.0,0.0,14281.582401845473,-663.3759072221002,-20630.0,2652.2031791224763,0.0,-0.0,0.0,0.0,0.0,0.0,29590.7941276678,-1620.9973067902768,-30622.0,31551.534339864906,0.0,-144.09328171155335,0.0,0.0,0.0,0.0,-12448.955283621255,-805.4857745321016,-18153.0,12761.29275334601,50.95861941483805,-0.0,0.0,0.0,0.0,0.0,-7231.707216378745,-297.5441563821015,-5283.0,47923.980501475,378.6,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-35727.0,26014.25279673243,0.0,-0.0,0.0,0.0,0.0,0.0,-10235.32037029941,-1428.9324264330241,-14350.0
t4,19953.724535377944,1199.6653919273058,-0.0,0.0,0.0,0.0,0.0,-3905.690443099891,-596.699484205355,-16651.0,4225.082697399995,4582.597391528161,-0.0,0.0,0.0,0.0,0.0,12975.754716688407,-619.434805616565,-21164.0,2313.3252496648433,0.0,-0.0,0.0,0.0,0.0,0.0,31822.22974642778,-1619.554996092629,-32516.0,32537.77097612412,0.0,-951.9062756724575,0.0,0.0,0.0,0.0,-12573.718231186407,-803.146469265255,-18209.0,12661.161753112392,57.9873668164564,-0.0,0.0,0.0,0.0,0.0,-7106.944268813593,-295.2048511152549,-5317.0,47554.73213176259,134.84836971241262,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-35114.0,25812.619157212008,0.0,-0.0,0.0,0.0,0.0,0.0,-10096.716020016298,-1422.9031371957087,-14293.0
t5,18697.303148737632,1318.5172578340507,-0.0,0.0,0.0,0.0,0.0,-2756.522959613316,-544.2974469583672,-16715.0,5034.280276923191,5620.103678127529,-0.0,0.0,0.0,0.0,0.0,12051.965337972037,-588.349293022759,-22118.0,2278.641953885357,0.0,-0.0,0.0,0.0,0.0,0.0,32367.969101886432,-1569.6110557717907,-33077.0,32143.86363785264,0.0,-590.4518601466607,0.0,0.0,0.0,0.0,-12509.05283220992,-804.358945496064,-18240.0,12787.783348293218,23.243646842927102,-0.0,0.0,0.0,0.0,0.0,-7171.609667790082,-296.41732734606404,-5343.0,47348.58050147501,0.0,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-34773.0,25473.0580914836,1040.2221354772207,-0.0,0.0,0.0,0.0,0.0,-10867.833480245157,-1456.4467467156642,-14189.0
t6,19924.455028519962,971.3237975986785,-0.0,0.0,0.0,0.0,0.0,-3452.4066478510676,-592.3721782675717,-16851.0,7560.194572166931,571.1,-0.0,0.0,0.0,0.0,0.0,15565.277681205638,-706.5722533725698,-22990.0,3801.1206437943533,0.0,-0.0,0.0,0.0,0.0,0.0,30126.82727618524,-1744.9479199795937,-32183.0,31985.616623799273,0.0,-884.1790679095591,0.0,0.0,0.0,0.0,-12294.047255836653,-808.3903000530628,-17999.0,13028.232602443974,0.0,-48.16867637756347,0.0,0.0,0.0,0.0,-7386.615244163348,-300.4486819030628,-5293.0,47143.58050147501,0.0,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-34568.0,25292.392284425354,1630.3,-0.0,0.0,0.0,0.0,0.0,-11444.120309539809,-1484.5719748855477,-13994.0
t7,20984.045200122506,387.2036806361184,-0.0,0.0,0.0,0.0,0.0,-3782.732055516367,-595.5168252422575,-16993.0,5156.9488017250005,0.0,-0.0,0.0,0.0,0.0,0.0,19019.870499999997,-822.819301725,-23354.0,6650.481902423915,0.0,-1665.0,0.0,0.0,0.0,0.0,26893.817240833076,-1871.2991432569881,-30008.0,32439.133989382473,0.0,-725.9062756724575,0.0,0.0,0.0,0.0,-13494.342958073903,-785.8847556361144,-17433.0,11969.63628107434,0.0,-309.37360166212704,0.0,0.0,0.0,0.0,-6186.319541926097,-277.9431374861143,-5196.0,46668.58050147501,0.0,-0.0,0.0,0.0,0.0,0.0,-11114.915499999997,-1460.6650014749998,-34093.0,26180.20909443179,604.7810378201806,-0.0,0.0,0.0,0.0,0.0,-11335.377685316707,-1477.6124469352692,-13972.0
t8,15594.678368102108,0.0,-97.3,0.0,0.0,0.0,0.0,1880.472103957432,-332.8504720595411,-17045.0,15723.902273141503,0.0,-2246.9,0.0,0.0,0.0,0.0,10149.314118673501,-497.31639181500157,-23129.0,14256.412378319317,0.0,-1665.0,0.0,0.0,0.0,0.0,18475.491561340685,-882.9039396600003,-30184.0,31938.54620222318,0.0,-385.6666666662205,0.0,0.0,0.0,0.0,-13691.408805814548,-768.4707297424122,-17093.0,11292.11980033983,0.0,-126.51916270899795,0.0,0.0,0.0,0.0,-5753.752150630147,-275.8484870006847,-5136.0,42819.52393859685,0.0,-314.0,0.0,0.0,0.0,0.0,-7912.982640572196,-1224.5412980246576,-33368.0,17891.26597698726,0.0,-0.0,0.0,0.0,0.0,0.0,-3147.134186954725,-861.1317900325305,-13883.0
