Line,New_Trans_Capacity,Cost_Trans_Capacity
1,2300.0,1.37979621832075e9
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,1599.939541913082,1.10778656019448e9
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,1417.0,5.668118054455383e8
12,0.0,0.0
13,0.0,0.0
14,586.9806445231275,6.201886684392047e8
15,0.0,0.0
