Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.436729446044196e8
AZ_naturalgas,2.4701599457801604e8
AZ_uranium,3.560171868109342e8
CA_N_naturalgas,1.1138443768765928e7
CA_N_uranium,7.983085543332592e8
CA_S_naturalgas,2.264522532775864e6
MT_WY_CO_coal,5.212490691458479e8
MT_WY_CO_naturalgas,259576.07199595976
NM_coal,2.11303456922285e7
NM_naturalgas,1.118238023851242e6
PNW_coal,0.0
PNW_naturalgas,3.584331692437752e8
PNW_uranium,1.0546566959999962e8
UT_NV_coal,2.8565013834651536e8
UT_NV_naturalgas,3.079957876056107e8
CA_S_uranium,1.3866317145664954e9
MT_WY_CO_uranium,2.3358708964416057e-8
NM_uranium,-1.6174375404671444e-11
UT_NV_uranium,-4.616698881129616e-8
None,0.0
