Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.628803720000003e8
AZ_naturalgas,3.65539985532141e8
AZ_uranium,3.5754976951639295e8
CA_N_naturalgas,4.995517298801275e7
CA_N_uranium,-6.173257136427422e-10
CA_S_naturalgas,1.0355776914103033e7
MT_WY_CO_coal,3.4419437368262255e8
MT_WY_CO_naturalgas,-9.743273238196565e-10
NM_coal,2.1027800776003804e7
NM_naturalgas,1.973486708094666e6
PNW_coal,0.0
PNW_naturalgas,4.6272596567774284e8
PNW_uranium,1.0546566959999862e8
UT_NV_coal,2.9680570615905684e8
UT_NV_naturalgas,6.488035022479302e8
CA_S_uranium,-3.734735262383993e-8
MT_WY_CO_uranium,-9.634747579220783e-9
NM_uranium,1.5902696702645498e-9
UT_NV_uranium,3.982475435963711e-9
None,0.0
