Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,1.0884462687732048e8
AZ_uranium,3.5309116615859157e8
CA_N_naturalgas,21877.761348566448
CA_N_uranium,6.435419502057949e8
CA_S_naturalgas,11767.801525454419
MT_WY_CO_coal,4.013393951036241e8
MT_WY_CO_naturalgas,637034.335431309
NM_coal,1.789314764375638e7
NM_naturalgas,290027.98350599164
PNW_coal,0.0
PNW_naturalgas,2.928827110429271e8
PNW_uranium,1.0338989470371403e8
UT_NV_coal,2.0552664905009377e8
UT_NV_naturalgas,1.926338295869199e8
CA_S_uranium,1.6867406157759418e9
MT_WY_CO_uranium,-7.2042745422606916e-9
NM_uranium,-5.398064217843059e-9
UT_NV_uranium,-1.748889459272095e-7
None,0.0
