Time_Index,BANC_Hydro,CAISO_Hydro,LDWP_Hydro,NW_Hydro,NW_Hydro_for_CAISO,SW_Hydro
1,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
2,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
3,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
4,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
5,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
6,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
7,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
8,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
9,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
10,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
11,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
12,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
13,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
14,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
15,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
16,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
17,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
18,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
19,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
20,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
21,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
22,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
23,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
24,0.376026,0.386674,0.20267,0.697736,0.697736,0.266488
25,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
26,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
27,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
28,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
29,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
30,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
31,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
32,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
33,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
34,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
35,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
36,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
37,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
38,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
39,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
40,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
41,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
42,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
43,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
44,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
45,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
46,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
47,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
48,0.274542,0.275838,0.04745,0.436758,0.436758,0.273143
