Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.234188250880445e8
AZ_naturalgas,2.5736032898737976e8
AZ_uranium,3.37474264659781e8
CA_N_naturalgas,2.9579451921535052e7
CA_N_uranium,1.003384144080393e8
CA_S_naturalgas,2.7230376952835387e6
MT_WY_CO_coal,3.845680479346382e8
MT_WY_CO_naturalgas,31524.270377140412
NM_coal,1.8828073374375045e7
NM_naturalgas,1.1625904748220893e6
PNW_coal,0.0
PNW_naturalgas,2.6214823731452075e8
PNW_uranium,1.0091023925075844e8
UT_NV_coal,2.729120542419771e8
UT_NV_naturalgas,2.561548950068574e8
CA_S_uranium,8.291074002332482e8
MT_WY_CO_uranium,1.1794680682797323e-8
NM_uranium,2.8329144836636292e-9
UT_NV_uranium,-1.1291861021889285e-8
None,0.0
