BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.7398546656896716e8,7.047901668502242e6,-8.310029722953036e6,0.0,0.0,10168.128312999837,0.0,9.82972066040611e6,-3.652973874664052e6,-1.7891025342857143e8,1.6638088767939952e8,1.1538656363030436e7,-1.4051265053627508e7,0.0,0.0,13954.039907306242,0.0,2.80493675274708e7,-4.1722275561805437e6,-1.877593729999999e8,1.6361731556206414e8,9.745339963456098e6,-1.1814755875223316e7,0.0,0.0,19957.559373202243,0.0,1.4243542258442461e8,-7.310940936951803e6,-2.966923388571429e8,2.2058331705216783e8,2.200299237163018e6,-2.7004490811551088e6,0.0,0.0,12469.496392595707,0.0,-5.996706256802493e7,-3.6439475651149442e6,-1.5648462657142854e8,8.355015259912542e7,465165.52592507127,-547253.5595904716,0.0,0.0,2671.039570892958,0.0,-3.454651818519405e7,-2.064855848408253e6,-4.685936157142856e7,3.3116786233701414e8,994664.6156760824,-1.2359978654767356e6,0.0,0.0,22874.80868265242,0.0,-2.9924730532607984e7,-7.037872506145315e6,-2.93986800857143e8,2.0081771089504784e8,1.4333828013837505e6,-1.686332706519987e6,0.0,0.0,8813.782074188992,0.0,-5.587619948647447e7,-5.828331285511296e6,-1.3886904400000006e8
t1,20603.171893539205,1320.1587360806395,-0.0,0.0,0.0,0.0,0.0,-2199.3980772951872,-781.9325523246606,-18942.0,3802.871535273516,3128.6753557849934,-0.0,0.0,0.0,0.0,0.0,12994.415862101192,-608.9627531597051,-19317.0,11907.053321758953,0.0,-0.0,0.0,0.0,0.0,0.0,22860.32123770587,-1236.3745594648146,-33531.0,27777.95941187929,0.0,-0.0,0.0,0.0,0.0,0.0,-9631.32680334195,-638.6326085373385,-17508.0,12160.689074659284,132.03381238610564,-0.0,0.0,0.0,0.0,0.0,-6743.33569665805,-288.3871903873385,-5261.0,42748.77219401837,297.91853899626125,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622605,-32299.0,23125.125302310047,898.8709735676446,-0.0,0.0,0.0,0.0,0.0,-7891.487767659502,-1067.5085082181884,-15065.0
t2,20465.091430349887,1143.291201729683,-0.0,0.0,0.0,0.0,0.0,-1778.8513714517019,-713.5312606278685,-19116.0,4983.046977718667,2246.9,-0.0,0.0,0.0,0.0,0.0,13731.829752865247,-633.7767305839155,-20328.0,12127.298146727026,0.0,-0.0,0.0,0.0,0.0,0.0,21253.233251405545,-1221.5313981325712,-32159.0,27695.92199451648,0.0,-0.0,0.0,0.0,0.0,0.0,-9028.995677367115,-649.9263171493666,-18017.0,12929.34772163225,0.0,-0.0,0.0,0.0,0.0,0.0,-7345.666822632885,-299.6808989993666,-5284.0,45401.83187342086,190.8588595937872,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622605,-34845.0,23076.776215800073,283.3485174444975,-0.0,0.0,0.0,0.0,0.0,-7442.360377966719,-1038.7643552778502,-14879.0
t3,20307.90732145834,1284.4122307066555,-0.0,0.0,0.0,0.0,0.0,-2238.843700806042,-735.4758513589566,-18618.0,3372.8706265373003,2317.9972989194885,-0.0,0.0,0.0,0.0,0.0,15637.01840321127,-697.8863286680592,-20630.0,12112.142153748066,0.0,-0.0,0.0,0.0,0.0,0.0,19816.87762852089,-1307.0197822689533,-30622.0,27729.17118155176,0.0,-0.0,0.0,0.0,0.0,0.0,-8924.281473071855,-651.8897084799028,-18153.0,13014.971989455642,20.053327802408603,-0.0,0.0,0.0,0.0,0.0,-7450.381026928146,-301.64429032990273,-5283.0,46410.090733014644,64.6,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622605,-35727.0,22607.65446199574,232.87677403470752,-0.0,0.0,0.0,0.0,0.0,-7451.201076073745,-1039.3301599566998,-14350.0
t4,20174.905063047747,1342.2169016345615,-0.0,0.0,0.0,0.0,0.0,-2326.6733779339647,-740.4485867483451,-18450.0,4884.678787192181,3172.788056373829,-0.0,0.0,0.0,0.0,0.0,13740.6051801459,-634.0720237119095,-21164.0,11953.663203627184,0.0,-0.0,0.0,0.0,0.0,0.0,21809.949927549544,-1247.613131176729,-32516.0,28410.87646067452,0.0,-496.3678820526603,0.0,0.0,0.0,0.0,-9056.0902853726,-649.4182932492638,-18209.0,12910.96854482697,23.776544899694272,-0.0,0.0,0.0,0.0,0.0,-7318.5722146274,-299.17287509926376,-5317.0,45797.09073301464,64.6,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622605,-35114.0,22442.438962971817,350.48675341944545,-0.0,0.0,0.0,0.0,0.0,-7460.030474909103,-1039.8952414821626,-14293.0
t5,20080.203081883814,1333.6402572498027,-0.0,0.0,0.0,0.0,0.0,-2146.2801306380243,-745.5632084955964,-18522.0,3371.534859409131,6019.3484351475545,-0.0,0.0,0.0,0.0,0.0,13347.976783611854,-620.8600781685388,-22118.0,11918.979907847695,245.84033671717913,-0.0,0.0,0.0,0.0,0.0,22143.905458392997,-1231.7257029578675,-33077.0,28840.088887515605,0.0,-955.2610699771617,0.0,0.0,0.0,0.0,-8994.250019300329,-650.5777982381188,-18240.0,13023.74486078779,0.0,-0.0,0.0,0.0,0.0,0.0,-7380.4124806996715,-300.33238008811884,-5343.0,45142.090733014644,378.6,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622605,-34773.0,22123.858688777244,694.5775136421126,-0.0,0.0,0.0,0.0,0.0,-7581.750856514453,-1047.685345904905,-14189.0
t6,20240.032462474595,1128.178956937967,-0.0,0.0,0.0,0.0,0.0,-1926.7132932407821,-769.4981261717797,-18672.0,6657.705214088425,0.0,-0.0,0.0,0.0,0.0,0.0,17078.69348094539,-746.3986950338123,-22990.0,13621.857577093459,1419.1596632853175,-0.0,0.0,0.0,0.0,0.0,18503.358834807274,-1361.376075186041,-32183.0,28262.276689556307,0.0,-827.1141604213193,0.0,0.0,0.0,0.0,-8781.597496086619,-654.5650330483759,-17999.0,13273.391692147137,0.0,-83.00707333538048,0.0,0.0,0.0,0.0,-7593.065003913381,-304.3196148983759,-5293.0,45315.69073301464,0.0,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622607,-34568.0,21963.940834610894,989.0554412667916,-0.0,0.0,0.0,0.0,0.0,-7891.487767659502,-1067.5085082181884,-13994.0
t7,21600.724781725443,375.17952352033404,-0.0,0.0,0.0,0.0,0.0,-2431.7633500197535,-714.1409552260257,-18830.0,5680.406399639626,0.0,-148.01759791462405,0.0,0.0,0.0,0.0,18619.870499999997,-798.2593017249999,-23354.0,16324.635326001177,0.0,-1665.0,0.0,0.0,0.0,0.0,16752.017880425108,-1403.6532064262922,-30008.0,27653.728447671976,0.0,-974.4831063465713,0.0,0.0,0.0,0.0,-8588.051317427164,-658.1940238982406,-17433.0,13514.731478558815,0.0,-224.17169023773533,0.0,0.0,0.0,0.0,-7786.611182572836,-307.94860574824065,-5196.0,44840.690733014635,0.0,-0.0,0.0,0.0,0.0,0.0,-9389.188754852375,-1358.5019781622607,-34093.0,22170.008588276352,0.0,-0.0,0.0,0.0,0.0,0.0,-7176.273775552978,-1021.7348127233706,-13972.0
t8,16421.743497975433,0.0,-284.98869936920534,0.0,0.0,0.0,0.0,3031.6040564209743,-280.35885502720356,-18888.0,16325.953831236982,0.0,-2246.9,0.0,0.0,0.0,0.0,9516.242028141976,-466.29585937895683,-23129.0,23930.56580189658,0.0,-1665.0,0.0,0.0,0.0,0.0,8300.8855676896,-382.451369586183,-30184.0,25767.109513008443,0.0,-610.051551547919,0.0,0.0,0.0,0.0,-7625.394614863644,-438.66334659688005,-17093.0,11445.256963970729,0.0,-122.23797102072818,0.0,0.0,0.0,0.0,-5914.1785,-272.84049295,-5136.0,40845.66945098101,0.0,-314.0,0.0,0.0,0.0,0.0,-6348.298885263646,-815.3705657173673,-33368.0,15308.38129989271,0.0,-0.0,0.0,0.0,0.0,0.0,-960.8596521252616,-464.5216477674488,-13883.0
