Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,1,8760,8760,1,995,0
,,,,,,,,2,945,0
,,,,,,,,3,908,0
,,,,,,,,4,886,0
,,,,,,,,5,878,0
,,,,,,,,6,892,0
,,,,,,,,7,921,0
,,,,,,,,8,932,0
,,,,,,,,9,921,0
,,,,,,,,10,909,0
,,,,,,,,11,894,0
,,,,,,,,12,894,0
,,,,,,,,13,884,0
,,,,,,,,14,885,0
,,,,,,,,15,940,0
,,,,,,,,16,970,0
,,,,,,,,17,1066,0
,,,,,,,,18,1208,0
,,,,,,,,19,1233,0
,,,,,,,,20,1213,0
,,,,,,,,21,1185,0
,,,,,,,,22,1146,0
,,,,,,,,23,1073,0
,,,,,,,,24,991,0
,,,,,,,,25,929,0
,,,,,,,,26,879,0
,,,,,,,,27,848,0
,,,,,,,,28,839,0
,,,,,,,,29,856,0
,,,,,,,,30,904,0
,,,,,,,,31,974,0
,,,,,,,,32,1028,0
,,,,,,,,33,1048,0
,,,,,,,,34,1066,0
,,,,,,,,35,1059,0
,,,,,,,,36,1056,0
,,,,,,,,37,1034,0
,,,,,,,,38,1040,0
,,,,,,,,39,1056,0
,,,,,,,,40,1098,0
,,,,,,,,41,1163,0
,,,,,,,,42,1283,0
,,,,,,,,43,1308,0
,,,,,,,,44,1285,0
,,,,,,,,45,1251,0
,,,,,,,,46,1204,0
,,,,,,,,47,1123,0
,,,,,,,,48,1035,0
,,,,,,,,49,970,0
,,,,,,,,50,913,0
,,,,,,,,51,880,0
,,,,,,,,52,868,0
,,,,,,,,53,882,0
,,,,,,,,54,924,0
,,,,,,,,55,988,0
,,,,,,,,56,1043,0
,,,,,,,,57,1052,0
,,,,,,,,58,1033,0
,,,,,,,,59,1011,0
,,,,,,,,60,996,0
,,,,,,,,61,991,0
,,,,,,,,62,993,0
,,,,,,,,63,1021,0
,,,,,,,,64,1068,0
,,,,,,,,65,1160,0
,,,,,,,,66,1292,0
,,,,,,,,67,1319,0
,,,,,,,,68,1294,0
,,,,,,,,69,1260,0
,,,,,,,,70,1211,0
,,,,,,,,71,1127,0
,,,,,,,,72,1036,0
,,,,,,,,73,971,0
,,,,,,,,74,917,0
,,,,,,,,75,887,0
,,,,,,,,76,873,0
,,,,,,,,77,883,0
,,,,,,,,78,921,0
,,,,,,,,79,990,0
,,,,,,,,80,1057,0
,,,,,,,,81,1099,0
,,,,,,,,82,1083,0
,,,,,,,,83,1067,0
,,,,,,,,84,1073,0
,,,,,,,,85,1057,0
,,,,,,,,86,1044,0
,,,,,,,,87,1017,0
,,,,,,,,88,1045,0
,,,,,,,,89,1144,0
,,,,,,,,90,1286,0
,,,,,,,,91,1318,0
,,,,,,,,92,1294,0
,,,,,,,,93,1259,0
,,,,,,,,94,1215,0
,,,,,,,,95,1136,0
,,,,,,,,96,1051,0
,,,,,,,,97,987,0
,,,,,,,,98,935,0
,,,,,,,,99,903,0
,,,,,,,,100,890,0
,,,,,,,,101,898,0
,,,,,,,,102,937,0
,,,,,,,,103,1010,0
,,,,,,,,104,1076,0
,,,,,,,,105,1098,0
,,,,,,,,106,1067,0
,,,,,,,,107,1031,0
,,,,,,,,108,989,0
,,,,,,,,109,976,0
,,,,,,,,110,983,0
,,,,,,,,111,1022,0
,,,,,,,,112,1068,0
,,,,,,,,113,1156,0
,,,,,,,,114,1310,0
,,,,,,,,115,1353,0
,,,,,,,,116,1335,0
,,,,,,,,117,1298,0
,,,,,,,,118,1240,0
,,,,,,,,119,1140,0
,,,,,,,,120,1044,0
,,,,,,,,121,980,0
,,,,,,,,122,933,0
,,,,,,,,123,910,0
,,,,,,,,124,907,0
,,,,,,,,125,937,0
,,,,,,,,126,1015,0
,,,,,,,,127,1141,0
,,,,,,,,128,1250,0
,,,,,,,,129,1251,0
,,,,,,,,130,1218,0
,,,,,,,,131,1175,0
,,,,,,,,132,1119,0
,,,,,,,,133,1108,0
,,,,,,,,134,1114,0
,,,,,,,,135,1094,0
,,,,,,,,136,1123,0
,,,,,,,,137,1215,0
,,,,,,,,138,1362,0
,,,,,,,,139,1408,0
,,,,,,,,140,1388,0
,,,,,,,,141,1350,0
,,,,,,,,142,1285,0
,,,,,,,,143,1186,0
,,,,,,,,144,1085,0
,,,,,,,,145,1017,0
,,,,,,,,146,968,0
,,,,,,,,147,940,0
,,,,,,,,148,931,0
,,,,,,,,149,961,0
,,,,,,,,150,1036,0
,,,,,,,,151,1159,0
,,,,,,,,152,1262,0
,,,,,,,,153,1259,0
,,,,,,,,154,1209,0
,,,,,,,,155,1154,0
,,,,,,,,156,1103,0
,,,,,,,,157,1083,0
,,,,,,,,158,1066,0
,,,,,,,,159,1070,0
,,,,,,,,160,1115,0
,,,,,,,,161,1206,0
,,,,,,,,162,1360,0
,,,,,,,,163,1410,0
,,,,,,,,164,1390,0
,,,,,,,,165,1346,0
,,,,,,,,166,1283,0
,,,,,,,,167,1176,0
,,,,,,,,168,1070,0
,,,,,,,,169,999,0
,,,,,,,,170,946,0
,,,,,,,,171,914,0
,,,,,,,,172,904,0
,,,,,,,,173,930,0
,,,,,,,,174,1003,0
,,,,,,,,175,1117,0
,,,,,,,,176,1216,0
,,,,,,,,177,1215,0
,,,,,,,,178,1190,0
,,,,,,,,179,1173,0
,,,,,,,,180,1153,0
,,,,,,,,181,1144,0
,,,,,,,,182,1110,0
,,,,,,,,183,1085,0
,,,,,,,,184,1105,0
,,,,,,,,185,1211,0
,,,,,,,,186,1343,0
,,,,,,,,187,1382,0
,,,,,,,,188,1362,0
,,,,,,,,189,1323,0
,,,,,,,,190,1264,0
,,,,,,,,191,1165,0
,,,,,,,,192,1069,0
,,,,,,,,193,1004,0
,,,,,,,,194,950,0
,,,,,,,,195,918,0
,,,,,,,,196,901,0
,,,,,,,,197,919,0
,,,,,,,,198,974,0
,,,,,,,,199,1067,0
,,,,,,,,200,1139,0
,,,,,,,,201,1127,0
,,,,,,,,202,1083,0
,,,,,,,,203,1034,0
,,,,,,,,204,996,0
,,,,,,,,205,979,0
,,,,,,,,206,990,0
,,,,,,,,207,1013,0
,,,,,,,,208,1049,0
,,,,,,,,209,1143,0
,,,,,,,,210,1296,0
,,,,,,,,211,1353,0
,,,,,,,,212,1341,0
,,,,,,,,213,1310,0
,,,,,,,,214,1258,0
,,,,,,,,215,1167,0
,,,,,,,,216,1078,0
,,,,,,,,217,1019,0
,,,,,,,,218,966,0
,,,,,,,,219,934,0
,,,,,,,,220,921,0
,,,,,,,,221,938,0
,,,,,,,,222,989,0
,,,,,,,,223,1077,0
,,,,,,,,224,1147,0
,,,,,,,,225,1118,0
,,,,,,,,226,1075,0
,,,,,,,,227,1027,0
,,,,,,,,228,980,0
,,,,,,,,229,955,0
,,,,,,,,230,944,0
,,,,,,,,231,976,0
,,,,,,,,232,1050,0
,,,,,,,,233,1155,0
,,,,,,,,234,1298,0
,,,,,,,,235,1337,0
,,,,,,,,236,1316,0
,,,,,,,,237,1280,0
,,,,,,,,238,1230,0
,,,,,,,,239,1143,0
,,,,,,,,240,1051,0
,,,,,,,,241,986,0
,,,,,,,,242,934,0
,,,,,,,,243,904,0
,,,,,,,,244,893,0
,,,,,,,,245,907,0
,,,,,,,,246,952,0
,,,,,,,,247,1030,0
,,,,,,,,248,1102,0
,,,,,,,,249,1122,0
,,,,,,,,250,1083,0
,,,,,,,,251,1029,0
,,,,,,,,252,986,0
,,,,,,,,253,952,0
,,,,,,,,254,934,0
,,,,,,,,255,967,0
,,,,,,,,256,1023,0
,,,,,,,,257,1130,0
,,,,,,,,258,1279,0
,,,,,,,,259,1314,0
,,,,,,,,260,1293,0
,,,,,,,,261,1260,0
,,,,,,,,262,1215,0
,,,,,,,,263,1135,0
,,,,,,,,264,1051,0
,,,,,,,,265,987,0
,,,,,,,,266,938,0
,,,,,,,,267,907,0
,,,,,,,,268,894,0
,,,,,,,,269,906,0
,,,,,,,,270,947,0
,,,,,,,,271,1019,0
,,,,,,,,272,1086,0
,,,,,,,,273,1108,0
,,,,,,,,274,1105,0
,,,,,,,,275,1084,0
,,,,,,,,276,1022,0
,,,,,,,,277,979,0
,,,,,,,,278,997,0
,,,,,,,,279,1026,0
,,,,,,,,280,1068,0
,,,,,,,,281,1166,0
,,,,,,,,282,1313,0
,,,,,,,,283,1348,0
,,,,,,,,284,1330,0
,,,,,,,,285,1287,0
,,,,,,,,286,1230,0
,,,,,,,,287,1130,0
,,,,,,,,288,1027,0
,,,,,,,,289,961,0
,,,,,,,,290,911,0
,,,,,,,,291,884,0
,,,,,,,,292,882,0
,,,,,,,,293,914,0
,,,,,,,,294,990,0
,,,,,,,,295,1114,0
,,,,,,,,296,1218,0
,,,,,,,,297,1193,0
,,,,,,,,298,1137,0
,,,,,,,,299,1068,0
,,,,,,,,300,1031,0
,,,,,,,,301,1015,0
,,,,,,,,302,1020,0
,,,,,,,,303,1027,0
,,,,,,,,304,1084,0
,,,,,,,,305,1190,0
,,,,,,,,306,1328,0
,,,,,,,,307,1367,0
,,,,,,,,308,1342,0
,,,,,,,,309,1295,0
,,,,,,,,310,1233,0
,,,,,,,,311,1130,0
,,,,,,,,312,1031,0
,,,,,,,,313,970,0
,,,,,,,,314,920,0
,,,,,,,,315,893,0
,,,,,,,,316,884,0
,,,,,,,,317,907,0
,,,,,,,,318,983,0
,,,,,,,,319,1105,0
,,,,,,,,320,1200,0
,,,,,,,,321,1165,0
,,,,,,,,322,1102,0
,,,,,,,,323,1040,0
,,,,,,,,324,993,0
,,,,,,,,325,962,0
,,,,,,,,326,964,0
,,,,,,,,327,996,0
,,,,,,,,328,1051,0
,,,,,,,,329,1149,0
,,,,,,,,330,1291,0
,,,,,,,,331,1347,0
,,,,,,,,332,1330,0
,,,,,,,,333,1296,0
,,,,,,,,334,1239,0
,,,,,,,,335,1143,0
,,,,,,,,336,1048,0
,,,,,,,,337,988,0
,,,,,,,,338,943,0
,,,,,,,,339,917,0
,,,,,,,,340,915,0
,,,,,,,,341,944,0
,,,,,,,,342,1019,0
,,,,,,,,343,1143,0
,,,,,,,,344,1239,0
,,,,,,,,345,1219,0
,,,,,,,,346,1152,0
,,,,,,,,347,1087,0
,,,,,,,,348,1038,0
,,,,,,,,349,1016,0
,,,,,,,,350,1009,0
,,,,,,,,351,1036,0
,,,,,,,,352,1097,0
,,,,,,,,353,1181,0
,,,,,,,,354,1319,0
,,,,,,,,355,1370,0
,,,,,,,,356,1348,0
,,,,,,,,357,1311,0
,,,,,,,,358,1254,0
,,,,,,,,359,1160,0
,,,,,,,,360,1065,0
,,,,,,,,361,1000,0
,,,,,,,,362,946,0
,,,,,,,,363,915,0
,,,,,,,,364,898,0
,,,,,,,,365,912,0
,,,,,,,,366,963,0
,,,,,,,,367,1058,0
,,,,,,,,368,1121,0
,,,,,,,,369,1088,0
,,,,,,,,370,1062,0
,,,,,,,,371,1055,0
,,,,,,,,372,1043,0
,,,,,,,,373,1027,0
,,,,,,,,374,1023,0
,,,,,,,,375,1034,0
,,,,,,,,376,1067,0
,,,,,,,,377,1153,0
,,,,,,,,378,1287,0
,,,,,,,,379,1338,0
,,,,,,,,380,1320,0
,,,,,,,,381,1283,0
,,,,,,,,382,1227,0
,,,,,,,,383,1139,0
,,,,,,,,384,1048,0
,,,,,,,,385,991,0
,,,,,,,,386,940,0
,,,,,,,,387,910,0
,,,,,,,,388,900,0
,,,,,,,,389,914,0
,,,,,,,,390,961,0
,,,,,,,,391,1046,0
,,,,,,,,392,1107,0
,,,,,,,,393,1070,0
,,,,,,,,394,1016,0
,,,,,,,,395,951,0
,,,,,,,,396,903,0
,,,,,,,,397,871,0
,,,,,,,,398,878,0
,,,,,,,,399,918,0
,,,,,,,,400,979,0
,,,,,,,,401,1083,0
,,,,,,,,402,1230,0
,,,,,,,,403,1278,0
,,,,,,,,404,1261,0
,,,,,,,,405,1227,0
,,,,,,,,406,1183,0
,,,,,,,,407,1108,0
,,,,,,,,408,1028,0
,,,,,,,,409,970,0
,,,,,,,,410,919,0
,,,,,,,,411,884,0
,,,,,,,,412,871,0
,,,,,,,,413,879,0
,,,,,,,,414,916,0
,,,,,,,,415,981,0
,,,,,,,,416,1032,0
,,,,,,,,417,1025,0
,,,,,,,,418,990,0
,,,,,,,,419,950,0
,,,,,,,,420,906,0
,,,,,,,,421,902,0
,,,,,,,,422,881,0
,,,,,,,,423,907,0
,,,,,,,,424,973,0
,,,,,,,,425,1077,0
,,,,,,,,426,1221,0
,,,,,,,,427,1268,0
,,,,,,,,428,1243,0
,,,,,,,,429,1204,0
,,,,,,,,430,1161,0
,,,,,,,,431,1088,0
,,,,,,,,432,1006,0
,,,,,,,,433,948,0
,,,,,,,,434,901,0
,,,,,,,,435,873,0
,,,,,,,,436,860,0
,,,,,,,,437,871,0
