Sum Range ID,Index 1,Index 2,MODEL_YEARS,Multiplier
Antelope_Neenach_On_Peak_HSN,System RA,Tehachapi_Solar_78,2035,0.106
Antelope_Neenach_On_Peak_HSN,System RA,Tehachapi_Li_Battery_4hr_78,2035,1.0
Antelope_Neenach_On_Peak_HSN,System RA,Tehachapi_Li_Battery_8hr_78,2035,1.0
Antelope_Neenach_On_Peak_HSN,System RA,Tehachapi_Flow_Battery_78,2035,1.0
Antelope_Neenach_On_Peak_SSN,System RA,Tehachapi_Solar_78,2035,0.427
Antelope_Neenach_On_Peak_SSN,System RA,Tehachapi_Li_Battery_4hr_78,2035,0.5
Antelope_Neenach_On_Peak_SSN,System RA,Tehachapi_Li_Battery_8hr_78,2035,0.5
Antelope_Neenach_On_Peak_SSN,System RA,Tehachapi_Flow_Battery_78,2035,0.5
Antelope_Vincent_HSN,System RA,Tehachapi_Solar_101,2035,0.106
Antelope_Vincent_HSN,System RA,Tehachapi_Solar_13,2035,0.106
Antelope_Vincent_HSN,System RA,Tehachapi_Solar_32,2035,0.106
Antelope_Vincent_HSN,System RA,Tehachapi_Solar_66,2035,0.106
Antelope_Vincent_HSN,System RA,Tehachapi_Solar_78,2035,0.106
Antelope_Vincent_HSN,System RA,Tehachapi_Wind_13,2035,0.665
Antelope_Vincent_HSN,System RA,Tehachapi_Wind_32,2035,0.665
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_4hr_101,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_4hr_13,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_4hr_32,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_4hr_66,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_4hr_78,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_8hr_101,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_8hr_13,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_8hr_32,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_8hr_66,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Li_Battery_8hr_78,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Flow_Battery_101,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Flow_Battery_13,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Flow_Battery_32,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Flow_Battery_66,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Flow_Battery_78,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Pumped_Storage_32,2035,1.0
Antelope_Vincent_HSN,System RA,Tehachapi_Adiabatic_CAES_13,2035,1.0
Antelope_Vincent_SSN,System RA,Tehachapi_Solar_101,2035,0.427
