Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.3777479734483194e8
AZ_naturalgas,4.2211672778393425e7
AZ_uranium,9.886377271965206e8
CA_N_naturalgas,79747.0372026337
CA_N_uranium,9.715100350589892e8
CA_S_naturalgas,24847.460666315645
MT_WY_CO_coal,5.414520625917027e8
MT_WY_CO_naturalgas,1.693219805815263e6
NM_coal,2.3337169236784745e7
NM_naturalgas,206989.43375127757
PNW_coal,0.0
PNW_naturalgas,3.562878486220368e8
PNW_uranium,1.054656695999997e8
UT_NV_coal,2.945584455384397e8
UT_NV_naturalgas,2.719129982491549e8
CA_S_uranium,1.6734501345925112e9
MT_WY_CO_uranium,-2.0456787617195734e-9
NM_uranium,8.999765470623505e-10
UT_NV_uranium,-1.6148835779912367e-8
None,0.0
