Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.47000375060518e8
AZ_naturalgas,3.830522056552154e8
AZ_uranium,3.5769855637977576e8
CA_N_naturalgas,3.60452579275022e7
CA_N_uranium,1.1221582437444e-8
CA_S_naturalgas,2.606437625467423e6
MT_WY_CO_coal,5.1986231608372515e8
MT_WY_CO_naturalgas,41224.169560738614
NM_coal,2.110654319988894e7
NM_naturalgas,1.451460799252958e6
PNW_coal,0.0
PNW_naturalgas,6.7782356893447e8
PNW_uranium,1.0546566959999949e8
UT_NV_coal,2.967207490895127e8
UT_NV_naturalgas,4.852605429563584e8
CA_S_uranium,5.974607679146197e-8
MT_WY_CO_uranium,7.062044082991092e-8
NM_uranium,1.0413969459110995e-8
UT_NV_uranium,-9.321574401001404e-9
None,0.0
