Time_Index,BuyPrice_1,SellPrice_1
1,39.89,38.89
2,40.53,39.53
3,39.93,38.93
4,38.61,37.61
5,38.45,37.45
6,39.67,38.67
7,41.35,40.35
8,40.83,39.83
9,30.04,29.04
10,17.37,16.37
11,15.65,14.65
12,14.75,13.75
13,13.93,12.93
14,13.68,12.68
15,15.46,14.46
16,19.87,18.87
17,26.05,25.05
18,47.64,46.64
19,47.56,46.56
20,46.5,45.5
21,44.82,43.82
22,43.93,42.93
23,42.34,41.34
24,41.37,40.37
25,39.79,38.79
26,39.49,38.49
27,39.11,38.11
28,39.11,38.11
29,39.5,38.5
30,41.11,40.11
31,44.93,43.93
32,45.08,44.08
33,41.13,40.13
34,28.98,27.98
35,27.7,26.7
36,26.95,25.95
37,23.25,22.25
38,26.49,25.49
39,27.51,26.51
40,30.4,29.4
41,42.27,41.27
42,57.68,56.68
43,55.31,54.31
44,53.04,52.04
45,51.34,50.34
46,49.7,48.7
47,47.7,46.7
48,46.47,45.47
49,55.35,54.35
50,40.22,39.22
51,38.54,37.54
52,37.92,36.92
53,38.37,37.37
54,39.97,38.97
55,45.34,44.34
56,45.37,44.37
57,34.5,33.5
58,31.38,30.38
59,30.25,29.25
60,29.28,28.28
61,27.6,26.6
62,28.9,27.9
63,30.34,29.34
64,32.9,31.9
65,45.79,44.79
66,59.33,58.33
67,56.98,55.98
68,54.09,53.09
69,52.99,51.99
70,50.63,49.63
71,48.7,47.7
72,47.03,46.03
73,45.68,44.68
74,44.36,43.36
75,41.73,40.73
76,40.88,39.88
77,40.92,39.92
78,43.11,42.11
79,48.53,47.53
80,48.31,47.31
81,37.95,36.95
82,24.19,23.19
83,23.0,22.0
84,22.36,21.36
85,21.57,20.57
86,21.53,20.53
87,22.69,21.69
88,25.29,24.29
89,40.64,39.64
90,57.71,56.71
91,57.11,56.11
92,53.51,52.51
93,52.21,51.21
94,50.19,49.19
95,48.44,47.44
96,47.14,46.14
97,56.45,55.45
98,45.1,44.1
99,42.59,41.59
100,41.25,40.25
101,41.41,40.41
102,43.55,42.55
103,47.12,46.12
104,49.58,48.58
105,43.52,42.52
106,37.21,36.21
107,35.9,34.9
108,35.29,34.29
109,34.59,33.59
110,35.36,34.36
111,36.31,35.31
112,38.82,37.82
113,44.68,43.68
114,51.32,50.32
115,51.22,50.22
116,48.92,47.92
117,47.23,46.23
118,45.58,44.58
119,44.24,43.24
120,43.04,42.04
121,41.97,40.97
122,38.89,37.89
123,38.32,37.32
124,38.49,37.49
125,39.07,38.07
126,41.29,40.29
127,45.05,44.05
128,45.97,44.97
129,42.3,41.3
130,34.99,33.99
131,31.49,30.49
132,30.41,29.41
133,29.17,28.17
134,29.51,28.51
135,31.13,30.13
136,34.06,33.06
137,42.08,41.08
138,57.66,56.66
139,54.47,53.47
140,52.83,51.83
141,50.84,49.84
142,49.17,48.17
143,47.39,46.39
144,46.53,45.53
145,45.2,44.2
146,42.58,41.58
147,40.56,39.56
148,40.27,39.27
149,40.94,39.94
150,42.43,41.43
151,46.84,45.84
152,48.93,47.93
153,41.74,40.74
154,31.62,30.62
155,30.54,29.54
156,29.81,28.81
157,28.92,27.92
158,29.23,28.23
159,29.92,28.92
160,32.2,31.2
161,41.83,40.83
162,57.48,56.48
163,55.81,54.81
164,53.43,52.43
165,51.14,50.14
166,49.29,48.29
167,47.84,46.84
168,46.44,45.44
169,52.76,51.76
170,44.77,43.77
171,41.35,40.35
172,41.36,40.36
173,42.13,41.13
174,44.24,43.24
175,49.99,48.99
176,52.35,51.35
177,43.09,42.09
178,33.43,32.43
179,31.92,30.92
180,31.46,30.46
181,30.57,29.57
182,30.49,29.49
183,31.41,30.41
184,33.34,32.34
185,39.14,38.14
186,54.9,53.9
187,52.48,51.48
188,51.2,50.2
189,49.41,48.41
190,47.42,46.42
191,45.27,44.27
192,44.22,43.22
193,40.04,39.04
194,39.65,38.65
195,39.02,38.02
196,39.0,38.0
197,39.82,38.82
198,41.82,40.82
199,48.04,47.04
200,49.24,48.24
201,41.3,40.3
202,31.36,30.36
203,29.82,28.82
204,28.85,27.85
205,27.65,26.65
206,27.41,26.41
207,28.52,27.52
208,30.96,29.96
209,42.2,41.2
210,55.78,54.78
211,53.19,52.19
212,51.67,50.67
213,50.04,49.04
214,48.38,47.38
215,46.08,45.08
216,44.9,43.9
217,42.5,41.5
218,38.68,37.68
219,37.93,36.93
220,37.96,36.96
221,38.81,37.81
222,40.9,39.9
223,47.59,46.59
224,48.51,47.51
225,39.43,38.43
226,24.7,23.7
227,22.84,21.84
228,22.19,21.19
229,20.96,19.96
230,20.39,19.39
231,21.72,20.72
232,25.18,24.18
233,35.56,34.56
234,55.44,54.44
235,54.55,53.55
236,52.17,51.17
237,50.75,49.75
238,48.48,47.48
239,46.65,45.65
240,45.3,44.3
241,45.05,44.05
242,41.64,40.64
243,40.17,39.17
244,40.07,39.07
245,41.03,40.03
246,43.43,42.43
247,48.8,47.8
248,50.81,49.81
249,40.87,39.87
250,24.79,23.79
251,23.1,22.1
252,21.87,20.87
253,20.33,19.33
254,20.69,19.69
255,22.13,21.13
256,25.54,24.54
257,36.1,35.1
258,54.73,53.73
259,53.76,52.76
260,52.11,51.11
261,49.86,48.86
262,48.26,47.26
263,46.4,45.4
264,45.11,44.11
265,42.85,41.85
266,41.12,40.12
267,40.26,39.26
268,40.4,39.4
269,41.05,40.05
270,43.46,42.46
271,48.28,47.28
272,49.08,48.08
273,44.34,43.34
274,26.14,25.14
275,24.98,23.98
276,23.63,22.63
277,22.74,21.74
278,22.89,21.89
279,23.73,22.73
280,26.47,25.47
281,38.08,37.08
282,56.22,55.22
283,54.81,53.81
284,52.72,51.72
285,51.24,50.24
286,49.41,48.41
287,47.46,46.46
288,46.73,45.73
289,44.62,43.62
290,40.8,39.8
291,40.34,39.34
292,40.45,39.45
293,40.83,39.83
294,42.6,41.6
295,47.85,46.85
296,48.54,47.54
297,39.83,38.83
298,20.89,19.89
299,19.54,18.54
300,18.65,17.65
301,17.82,16.82
302,18.01,17.01
303,18.8,17.8
304,21.93,20.93
305,33.54,32.54
306,54.27,53.27
307,53.84,52.84
308,51.92,50.92
309,50.23,49.23
310,48.24,47.24
311,46.06,45.06
312,45.03,44.03
313,44.07,43.07
314,41.97,40.97
315,40.73,39.73
316,39.75,38.75
317,40.34,39.34
318,42.0,41.0
319,48.42,47.42
320,48.29,47.29
321,41.68,40.68
322,28.42,27.42
323,26.33,25.33
324,25.12,24.12
325,24.63,23.63
326,24.94,23.94
327,26.09,25.09
328,28.86,27.86
329,41.09,40.09
330,58.97,57.97
331,57.22,56.22
332,55.54,54.54
333,53.23,52.23
334,50.45,49.45
335,48.72,47.72
336,47.66,46.66
337,44.85,43.85
338,43.68,42.68
339,41.9,40.9
340,41.57,40.57
341,42.2,41.2
342,43.7,42.7
343,51.79,50.79
344,52.68,51.68
345,42.58,41.58
346,30.19,29.19
347,28.24,27.24
348,27.64,26.64
349,27.09,26.09
350,27.23,26.23
351,28.13,27.13
352,30.54,29.54
353,42.7,41.7
354,56.89,55.89
355,55.59,54.59
356,54.16,53.16
357,51.91,50.91
358,49.15,48.15
359,47.2,46.2
360,46.01,45.01
361,50.13,49.13
362,42.31,41.31
363,40.05,39.05
364,40.02,39.02
365,40.74,39.74
366,42.21,41.21
367,48.15,47.15
368,50.4,49.4
369,41.1,40.1
370,26.43,25.43
371,24.87,23.87
372,23.99,22.99
373,23.16,22.16
374,23.0,22.0
375,24.35,23.35
376,27.07,26.07
377,38.15,37.15
378,55.5,54.5
379,54.7,53.7
380,52.9,51.9
381,51.22,50.22
382,48.87,47.87
383,47.01,46.01
384,46.27,45.27
385,47.95,46.95
386,43.1,42.1
387,39.85,38.85
388,40.06,39.06
389,40.4,39.4
390,42.47,41.47
391,48.43,47.43
392,48.89,47.89
393,39.91,38.91
394,24.12,23.12
395,22.37,21.37
396,21.4,20.4
397,20.56,19.56
398,20.5,19.5
399,21.97,20.97
400,25.07,24.07
401,38.35,37.35
402,55.04,54.04
403,54.75,53.75
404,52.24,51.24
405,50.51,49.51
406,48.97,47.97
407,46.83,45.83
408,45.76,44.76
409,52.89,51.89
410,44.43,43.43
411,39.76,38.76
412,39.55,38.55
413,39.64,38.64
414,41.81,40.81
415,46.05,45.05
416,46.99,45.99
417,33.16,32.16
418,18.73,17.73
419,17.45,16.45
420,16.46,15.46
421,15.78,14.78
422,15.92,14.92
423,17.24,16.24
424,20.06,19.06
425,30.06,29.06
426,52.25,51.25
427,51.84,50.84
428,49.44,48.44
429,48.19,47.19
430,46.02,45.02
431,45.01,44.01
432,43.91,42.91
433,41.75,40.75
434,40.31,39.31
435,38.13,37.13
436,37.11,36.11
437,37.97,36.97
438,40.24,39.24
439,44.49,43.49
440,44.96,43.96
441,40.88,39.88
442,35.06,34.06
443,33.13,32.13
444,32.08,31.08
445,31.42,30.42
446,31.22,30.22
447,32.66,31.66
448,35.36,34.36
449,38.98,37.98
450,52.26,51.26
451,52.35,51.35
452,50.49,49.49
453,49.42,48.42
454,47.94,46.94
455,47.28,46.28
456,45.82,44.82
457,44.44,43.44
458,41.3,40.3
459,39.72,38.72
460,39.82,38.82
461,39.96,38.96
462,41.65,40.65
463,45.97,44.97
464,46.58,45.58
465,41.96,40.96
466,30.99,29.99
467,28.57,27.57
468,27.84,26.84
469,26.79,25.79
470,26.8,25.8
471,27.8,26.8
472,30.2,29.2
473,39.26,38.26
474,52.09,51.09
475,52.42,51.42
476,50.39,49.39
477,48.96,47.96
478,47.61,46.61
479,46.24,45.24
480,45.34,44.34
481,52.0,51.0
482,45.84,44.84
483,41.93,40.93
484,39.7,38.7
485,39.83,38.83
486,42.07,41.07
487,45.28,44.28
488,45.01,44.01
489,41.32,40.32
490,36.77,35.77
491,35.21,34.21
492,33.9,32.9
493,32.18,31.18
494,32.54,31.54
495,33.92,32.92
496,37.51,36.51
497,44.08,43.08
498,52.83,51.83
499,53.27,52.27
500,50.52,49.52
501,49.13,48.13
502,47.86,46.86
503,46.03,45.03
504,44.52,43.52
505,41.57,40.57
506,40.62,39.62
507,38.67,37.67
508,38.8,37.8
509,39.2,38.2
510,40.76,39.76
511,47.87,46.87
512,48.52,47.52
513,44.58,43.58
514,39.16,38.16
515,38.12,37.12
516,37.34,36.34
517,36.31,35.31
518,36.04,35.04
519,36.88,35.88
520,39.54,38.54
521,44.09,43.09
522,55.88,54.88
523,55.4,54.4
524,52.9,51.9
525,51.34,50.34
526,49.24,48.24
527,47.03,46.03
528,46.1,45.1
529,43.24,42.24
530,40.46,39.46
531,39.41,38.41
532,39.61,38.61
533,40.36,39.36
534,42.47,41.47
535,49.32,48.32
536,50.28,49.28
537,42.31,41.31
538,39.62,38.62
539,38.17,37.17
540,37.3,36.3
541,36.4,35.4
542,36.54,35.54
543,37.44,36.44
544,39.83,38.83
545,44.78,43.78
546,56.68,55.68
547,56.64,55.64
548,54.07,53.07
549,52.79,51.79
550,50.93,49.93
551,48.96,47.96
552,47.5,46.5
553,45.44,44.44
554,41.32,40.32
555,39.67,38.67
556,39.29,38.29
557,39.99,38.99
558,42.2,41.2
559,47.6,46.6
560,47.19,46.19
561,39.4,38.4
562,27.83,26.83
563,25.24,24.24
564,24.37,23.37
565,16.48,15.48
566,19.53,18.53
567,24.54,23.54
568,28.25,27.25
569,39.67,38.67
570,51.37,50.37
571,52.58,51.58
572,49.34,48.34
573,47.86,46.86
574,46.09,45.09
575,44.49,43.49
576,43.31,42.31
577,41.43,40.43
578,39.86,38.86
579,38.74,37.74
580,38.86,37.86
581,38.91,37.91
582,41.65,40.65
583,46.07,45.07
584,47.87,46.87
585,35.34,34.34
586,28.68,27.68
587,26.97,25.97
588,25.69,24.69
589,24.93,23.93
590,24.58,23.58
591,25.98,24.98
592,29.12,28.12
593,33.13,32.13
594,49.98,48.98
595,50.7,49.7
596,48.18,47.18
597,46.7,45.7
598,44.74,43.74
599,42.99,41.99
600,41.79,40.79
601,44.31,43.31
602,40.25,39.25
603,38.66,37.66
604,38.27,37.27
605,38.23,37.23
606,41.02,40.02
607,45.46,44.46
608,46.22,45.22
609,38.94,37.94
610,27.04,26.04
611,25.03,24.03
612,22.71,21.71
613,23.06,22.06
614,22.81,21.81
615,23.94,22.94
616,28.14,27.14
617,35.66,34.66
618,52.97,51.97
619,54.03,53.03
620,51.37,50.37
621,50.03,49.03
622,48.43,47.43
623,46.77,45.77
624,45.12,44.12
625,45.98,44.98
626,43.3,42.3
627,41.01,40.01
628,39.87,38.87
629,40.4,39.4
630,42.66,41.66
631,48.34,47.34
632,48.43,47.43
633,40.1,39.1
634,20.77,19.77
635,17.83,16.83
636,16.22,15.22
637,15.44,14.44
638,15.44,14.44
639,17.07,16.07
640,20.71,19.71
641,29.74,28.74
642,51.79,50.79
643,53.26,52.26
644,50.92,49.92
645,49.73,48.73
646,48.0,47.0
647,46.48,45.48
648,45.25,44.25
649,41.33,40.33
650,40.77,39.77
651,39.43,38.43
652,39.01,38.01
653,39.41,38.41
654,41.38,40.38
655,46.59,45.59
656,46.51,45.51
657,36.48,35.48
658,17.93,16.93
659,16.48,15.48
660,15.35,14.35
661,14.62,13.62
662,14.69,13.69
663,15.91,14.91
664,18.81,17.81
665,28.73,27.73
666,49.97,48.97
667,50.91,49.91
668,48.51,47.51
669,46.98,45.98
670,45.01,44.01
671,43.31,42.31
672,41.87,40.87
673,38.25,37.25
674,36.74,35.74
675,35.94,34.94
676,35.86,34.86
677,36.74,35.74
678,40.32,39.32
679,45.55,44.55
680,45.42,44.42
681,34.25,33.25
682,19.28,18.28
683,17.63,16.63
684,16.9,15.9
685,15.9,14.9
686,15.66,14.66
687,16.68,15.68
688,19.49,18.49
689,29.42,28.42
690,53.15,52.15
691,53.95,52.95
692,54.16,53.16
693,50.17,49.17
694,47.74,46.74
695,46.36,45.36
696,44.96,43.96
697,44.89,43.89
698,41.74,40.74
699,40.71,39.71
700,40.65,39.65
701,41.69,40.69
702,43.88,42.88
703,51.1,50.1
704,51.37,50.37
705,40.33,39.33
706,19.0,18.0
707,17.08,16.08
708,15.86,14.86
709,14.8,13.8
710,14.91,13.91
711,16.03,15.03
712,19.38,18.38
713,26.53,25.53
714,53.07,52.07
715,58.8,57.8
716,50.92,49.92
717,49.32,48.32
718,47.61,46.61
719,45.71,44.71
720,44.31,43.31
721,48.16,47.16
722,41.94,40.94
723,39.5,38.5
724,38.54,37.54
725,38.69,37.69
726,40.91,39.91
727,47.07,46.07
728,47.31,46.31
729,30.36,29.36
730,17.48,16.48
731,16.24,15.24
732,15.34,14.34
733,14.44,13.44
734,14.45,13.45
735,15.71,14.71
736,18.7,17.7
737,24.8,23.8
738,51.43,50.43
739,51.91,50.91
740,49.29,48.29
741,47.37,46.37
742,45.66,44.66
