Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,12,168,744,1,1118.0,0
,,,,,,,672,2,1039.0,0
,,,,,,,744,3,978.0,0
,,,,,,,720,4,944.0,0
,,,,,,,744,5,943.0,0
,,,,,,,720,6,992.0,0
,,,,,,,744,7,1095.0,0
,,,,,,,744,8,1138.0,0
,,,,,,,720,9,1153.0,0
,,,,,,,744,10,1151.0,0
,,,,,,,720,11,1086.0,0
,,,,,,,744,12,1045.0,0
,,,,,,,,13,1023.0,0
,,,,,,,,14,1027.0,0
,,,,,,,,15,1062.0,0
,,,,,,,,16,1087.0,0
,,,,,,,,17,1180.0,0
,,,,,,,,18,1337.0,0
,,,,,,,,19,1405.0,0
,,,,,,,,20,1392.0,0
,,,,,,,,21,1368.0,0
,,,,,,,,22,1353.0,0
,,,,,,,,23,1256.0,0
,,,,,,,,24,1205.0,0
,,,,,,,,25,1167.0,0
,,,,,,,,26,1084.0,0
,,,,,,,,27,1022.0,0
,,,,,,,,28,985.0,0
,,,,,,,,29,997.0,0
,,,,,,,,30,1074.0,0
,,,,,,,,31,1212.0,0
,,,,,,,,32,1290.0,0
,,,,,,,,33,1304.0,0
,,,,,,,,34,1308.0,0
,,,,,,,,35,1281.0,0
,,,,,,,,36,1256.0,0
,,,,,,,,37,1172.0,0
,,,,,,,,38,1206.0,0
,,,,,,,,39,1179.0,0
,,,,,,,,40,1242.0,0
,,,,,,,,41,1258.0,0
,,,,,,,,42,1402.0,0
,,,,,,,,43,1461.0,0
,,,,,,,,44,1440.0,0
,,,,,,,,45,1412.0,0
,,,,,,,,46,1381.0,0
,,,,,,,,47,1276.0,0
,,,,,,,,48,1222.0,0
,,,,,,,,49,1155.0,0
,,,,,,,,50,1071.0,0
,,,,,,,,51,1012.0,0
,,,,,,,,52,979.0,0
,,,,,,,,53,994.0,0
,,,,,,,,54,1070.0,0
,,,,,,,,55,1201.0,0
,,,,,,,,56,1265.0,0
,,,,,,,,57,1264.0,0
,,,,,,,,58,1162.0,0
,,,,,,,,59,1037.0,0
,,,,,,,,60,913.0,0
,,,,,,,,61,961.0,0
,,,,,,,,62,1048.0,0
,,,,,,,,63,1104.0,0
,,,,,,,,64,1138.0,0
,,,,,,,,65,1240.0,0
,,,,,,,,66,1397.0,0
,,,,,,,,67,1461.0,0
,,,,,,,,68,1446.0,0
,,,,,,,,69,1423.0,0
,,,,,,,,70,1404.0,0
,,,,,,,,71,1300.0,0
,,,,,,,,72,1242.0,0
,,,,,,,,73,1177.0,0
,,,,,,,,74,1100.0,0
,,,,,,,,75,1036.0,0
,,,,,,,,76,1007.0,0
,,,,,,,,77,1027.0,0
,,,,,,,,78,1100.0,0
,,,,,,,,79,1240.0,0
,,,,,,,,80,1292.0,0
,,,,,,,,81,1271.0,0
,,,,,,,,82,1145.0,0
,,,,,,,,83,990.0,0
,,,,,,,,84,923.0,0
,,,,,,,,85,896.0,0
,,,,,,,,86,937.0,0
,,,,,,,,87,974.0,0
,,,,,,,,88,1070.0,0
,,,,,,,,89,1238.0,0
,,,,,,,,90,1410.0,0
,,,,,,,,91,1481.0,0
,,,,,,,,92,1476.0,0
,,,,,,,,93,1458.0,0
,,,,,,,,94,1441.0,0
,,,,,,,,95,1341.0,0
,,,,,,,,96,1283.0,0
,,,,,,,,97,1209.0,0
,,,,,,,,98,1122.0,0
,,,,,,,,99,1057.0,0
,,,,,,,,100,1021.0,0
,,,,,,,,101,1032.0,0
,,,,,,,,102,1108.0,0
,,,,,,,,103,1252.0,0
,,,,,,,,104,1313.0,0
,,,,,,,,105,1307.0,0
,,,,,,,,106,1215.0,0
,,,,,,,,107,1185.0,0
,,,,,,,,108,1114.0,0
,,,,,,,,109,1144.0,0
,,,,,,,,110,1118.0,0
,,,,,,,,111,1136.0,0
,,,,,,,,112,1220.0,0
,,,,,,,,113,1239.0,0
,,,,,,,,114,1380.0,0
,,,,,,,,115,1436.0,0
,,,,,,,,116,1421.0,0
,,,,,,,,117,1401.0,0
,,,,,,,,118,1392.0,0
,,,,,,,,119,1312.0,0
,,,,,,,,120,1249.0,0
,,,,,,,,121,1165.0,0
,,,,,,,,122,1097.0,0
,,,,,,,,123,1031.0,0
,,,,,,,,124,980.0,0
,,,,,,,,125,962.0,0
