Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.3291736601437104e8
AZ_naturalgas,1.702637890374092e8
AZ_uranium,3.6041409827719563e8
CA_N_naturalgas,26944.64924488206
CA_N_uranium,6.121845385869213e8
CA_S_naturalgas,17781.457546778103
MT_WY_CO_coal,3.973791596989265e8
MT_WY_CO_naturalgas,527592.617004656
NM_coal,1.8091939114838503e7
NM_naturalgas,120401.79821968151
PNW_coal,0.0
PNW_naturalgas,2.843071777742335e8
PNW_uranium,1.0546566959999949e8
UT_NV_coal,2.4647962973313016e8
UT_NV_naturalgas,1.4639443458762163e8
CA_S_uranium,1.7026642149999685e9
MT_WY_CO_uranium,-2.4087241541588972e-8
NM_uranium,-1.2037159435225972e-9
UT_NV_uranium,-8.268218815011195e-8
None,0.0
