Fuel,AnnualSum
No_fuel,0.0
AZ_coal,0.0
AZ_naturalgas,1.3415974396207756e8
AZ_uranium,3.266936010849548e8
CA_N_naturalgas,4.903290194512639e7
CA_N_uranium,6.993899330828195e-8
CA_S_naturalgas,5.3914917103876315e7
MT_WY_CO_coal,4.346088713944588e8
MT_WY_CO_naturalgas,462007.68950296857
NM_coal,2.0634708311410427e7
NM_naturalgas,250981.15793078157
PNW_coal,0.0
PNW_naturalgas,3.1024952606618273e8
PNW_uranium,1.0315925304857124e8
UT_NV_coal,2.7319698410253423e8
UT_NV_naturalgas,2.4617201143157628e8
CA_S_uranium,8.520393771513648e8
MT_WY_CO_uranium,-7.231073266422422e-8
NM_uranium,6.621748485010793e-9
UT_NV_uranium,-4.710387995363588e-9
None,0.0
