Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_moderate_0,CA_S_nuclear_1,NM_nuclear_1
t1,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961803,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,5.729816621169448e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t2,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961801,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,-9.549694368615746e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t3,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961808,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,-9.549694368615746e-12,0.0,0.0,0.0,7.16227077646181e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3874235921539366e-12,0.0,0.0,0.0,-4.774847184307873e-12,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,-3.8198777474462986e-11,11287.386000000002,10706.856000000002
t4,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,-1.038642949424684e-11,0.0,0.0,4397.794841961799,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,9.549694368615746e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t5,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961812,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,9.549694368615746e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961808,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,5.782041512247815e-12,0.0,0.0,0.0,2.864908310584724e-11,0.0,0.0,0.0,1.3130829756846651e-11,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,1.9099388737231493e-11,11287.386000000002,10706.856000000002
t7,41424.7,23616.192019875933,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,2.708020474528894e-12,0.0,4397.794841961808,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,30400.56707574451,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1340262062731199e-11,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,1.9099388737231493e-11,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t8,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139296869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961809,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7196910562233825e-11,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,1.9099388737231493e-11,51724.43977724777,0.0,0.0,9.549694368615746e-12,11287.386000000002,10706.856000000002
t9,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961808,0.0,0.0,0.0,0.0,8.835699504044442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,-4.297362465877086e-11,0.0,0.0,0.0,3.8198777474462986e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61635.70765113955,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4397.794841961808,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,30576.73202786955,0.0,0.0,0.0,11287.386000000002,7494.799200000001
