Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_moderate_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_moderate_0,CA_S_nuclear_1,NM_nuclear_1
t11,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,-1.9354047253727914e-11,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,2.082788341795094e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,46479.820619321865,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t12,41424.7,11846.288638110243,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,35534.94999807101,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t13,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,-3.8198777474462986e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,36197.90140402047,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t14,41424.7,11846.288638110247,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,1.251998504869789e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t15,41424.7,11846.288638110238,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,15902.666185488382,0.0,0.0,0.0,18169.959779614026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8350655156827997e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t16,41424.7,21738.173943787715,0.0,0.0,19185.732000000004,0.0,17.26906139291702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,21240.9648111559,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t17,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583404,1.0850271792151034e-11,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24454071890068e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t18,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583404,-5.305385760342082e-12,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t19,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583404,0.0,0.0,-7.255046057252911e-12,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,-3.8198777474462986e-11,0.0,0.0,0.0,7.1595849249206356e-12,0.0,0.0,4.4201442506164314e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t20,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583404,0.0,0.0,0.0,0.0,1.200930910272291e-11,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t21,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583404,-1.71339354437805e-11,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,-1.35689219860069e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,8752.459025558395
t22,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9099388737231493e-11,0.0,0.0,0.0,-1.1937117960769683e-12,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t23,41424.7,23692.577276220487,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,6.3788974102862994e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30817.853825569775,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t24,41424.7,23692.57727622048,0.0,0.0,19185.732000000004,0.0,34.53812278583416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1759.117936784723,0.0,0.0,0.0,0.0,3.5342798016177763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,31805.332370976765,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,4.476419235288631e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3130829756846651e-10,0.0,0.0,0.0,0.0,47141.95890858902,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t25,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64445.419358202846,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,-7.667040335945785e-12,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.581135388230905e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50278.67383822235,0.0,0.0,0.0,51724.43977724777,0.0,0.0,9.549694368615746e-11,11287.386000000002,10706.856000000002
t26,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,-2.872016082733353e-12,0.0,0.0,0.0,0.0,0.0,0.0,50299.17851338483,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,8.197890366545835e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50278.67383822235,0.0,0.0,6.923528417246416e-11,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t27,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58069.85290234398,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50278.67383822234,0.0,0.0,7.761036613374017e-11,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t28,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,2.721662895055488e-12,0.0,0.0,0.0,0.0,47699.22131183987,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50278.67383822235,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t29,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45936.42687236944,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,3.342393029015511e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.729816621169448e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50278.67383822235,0.0,0.0,-7.16227077646181e-12,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t30,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43383.28126399075,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961398,0.0,0.0,-1.1459633242338896e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.885692182047933e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48110.30533665485,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t31,41424.7,23981.853464656386,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38174.24530083976,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,23963.292608697426,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,-1.8353318864683388e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33891.73240864546,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t32,41424.7,11990.926732328193,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60395.65735433623,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11981.64630434872,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25139.336919111174,0.0,0.0,0.0,46332.754772037966,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t33,41424.7,11990.926732328193,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11981.64630434872,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25139.336919111174,0.0,0.0,0.0,51724.43977724777,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t34,41424.7,11990.926732328193,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73217.508,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,34397.95100000001,11981.64630434872,0.0,0.0,0.0,18169.95977961402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25139.336919111174,0.0,0.0,0.0,36438.03746072731,0.0,0.0,0.0,11287.386000000002,10706.856000000002
