BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.7721768295175245e8,7.420588428738426e6,-8.749050137684604e6,0.0,0.0,4452.118782423786,0.0,7.552207398904994e6,-4.525137331922252e6,-1.789207434285714e8,1.4861438113542065e8,1.0912595186651811e7,-1.3301248457926136e7,0.0,0.0,11857.449714285713,0.0,4.524977930804681e7,-3.7326370504788584e6,-1.8775472757142854e8,8.533235067689565e7,9.83422875147761e6,-1.1925953841126313e7,0.0,0.0,13888.994062466862,0.0,2.2413514728495649e8,-1.0703131151980087e7,-2.966865307142858e8,2.288609250758458e8,1.5720142465253277e6,-1.9293916631335528e6,0.0,0.0,8850.462549385413,0.0,-6.796631761508808e7,-4.068723792413098e6,-1.564773567142857e8,8.28870914127844e7,357041.042552611,-420048.2851093373,0.0,0.0,1159.1518571428571,0.0,-3.391839027614581e7,-2.0463489030818e6,-4.6860504142857134e7,3.456468965377838e8,494679.6207420213,-614320.8670052643,0.0,0.0,19776.846048478525,0.0,-4.425397542917725e7,-7.325291708391685e6,-2.939677650000001e8,2.794555481364825e8,1.1876823522710928e6,-1.3972733547924948e6,0.0,0.0,4855.822919227524,0.0,-1.3079845067149697e8,-9.57527657109748e6,-1.388770857142858e8
t1,16959.082617282253,1085.3417957593988,-0.0,0.0,0.0,0.0,0.0,1756.1257087167542,-858.5501217584047,-18942.0,4246.302431491837,3314.900966944497,-0.0,0.0,0.0,0.0,0.0,12354.320133454406,-598.5235318907407,-19317.0,2415.0163884598514,0.0,-0.0,0.0,0.0,0.0,0.0,32724.93694684242,-1608.9533353022762,-33531.0,29625.489612611498,0.0,-800.3188045437872,0.0,0.0,0.0,0.0,-10678.345259493399,-638.8255485743133,-17508.0,11530.004304239123,0.0,-0.0,0.0,0.0,0.0,0.0,-5994.654879179506,-274.3494250596157,-5261.0,42178.56505494279,358.2486379572,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-32299.0,37784.28962870225,0.0,-0.0,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-15065.0
t2,17464.26527648804,1084.3058257877806,-0.0,0.0,0.0,0.0,0.0,1440.3771535960877,-872.9482558719071,-19116.0,4221.224158504218,2827.9567026356776,-0.0,0.0,0.0,0.0,0.0,13930.376983763756,-651.5578449036503,-20328.0,2370.7571307749477,0.0,-0.0,0.0,0.0,0.0,0.0,31464.62865165374,-1676.3857824286881,-32159.0,29730.657343717226,0.0,-951.7455096111654,0.0,0.0,0.0,0.0,-10112.476241443315,-649.4355926627524,-18017.0,12260.66240045325,0.0,-131.17903407560556,0.0,0.0,0.0,0.0,-6560.523897229588,-284.9594691480548,-5284.0,44873.48035956632,209.33333333368404,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34845.0,37598.28962870224,0.0,-0.0,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-14879.0
t3,16727.61331460635,1191.9643928538928,-0.0,0.0,0.0,0.0,0.0,1565.6577530754066,-867.2354605356502,-18618.0,4214.084175624456,1747.492297917343,-0.0,0.0,0.0,0.0,0.0,15368.369830659905,-699.9463042017057,-20630.0,2439.706241112214,0.0,-0.0,0.0,0.0,0.0,0.0,29901.35520527827,-1719.0614463904867,-30622.0,29472.827623187084,0.0,-804.5,0.0,0.0,0.0,0.0,-9861.180230315691,-654.1473928713953,-18153.0,12384.491177713913,0.0,-0.0,0.0,0.0,0.0,0.0,-6811.819908357213,-289.67126935669774,-5283.0,45900.213692900004,64.6,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-35727.0,37069.289628702245,0.0,-0.0,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-14350.0
t4,16130.202914089408,1304.2956903977738,-0.0,0.0,0.0,0.0,0.0,1868.9086166686175,-853.4072211557998,-18450.0,4218.428253142923,4297.9173711518615,-0.0,0.0,0.0,0.0,0.0,13277.233957784669,-629.5795820794541,-21164.0,2461.626270328088,0.0,-0.0,0.0,0.0,0.0,0.0,31689.240214560294,-1634.8664848883845,-32516.0,29659.58578732171,0.0,-628.3586776015861,0.0,0.0,0.0,0.0,-10173.944038247451,-648.2830714726747,-18209.0,12296.163048383429,0.0,-196.3,0.0,0.0,0.0,0.0,-6499.056100425452,-283.80694795797723,-5317.0,45287.213692900004,64.6,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-35114.0,37012.28962870225,0.0,-0.0,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-14293.0
t5,16798.860145753806,1272.5505879363027,-0.0,0.0,0.0,0.0,0.0,1328.6330531616113,-878.0437868517192,-18522.0,4254.432662539735,5256.717528073861,-0.0,0.0,0.0,0.0,0.0,13235.008504978943,-628.1586955925414,-22118.0,2130.340933222115,333.0000000022457,-0.0,0.0,0.0,0.0,0.0,32271.741230873027,-1658.0821640973913,-33077.0,29922.600854995362,0.0,-951.7455096111654,0.0,0.0,0.0,0.0,-10080.826316631219,-650.0290287529791,-18240.0,12417.026727279967,0.0,-196.3,0.0,0.0,0.0,0.0,-6592.173822041685,-285.5529052382816,-5343.0,44946.213692900004,64.6,-0.0,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34773.0,36908.28962870225,0.0,-0.0,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-14189.0
t6,16422.272958485763,1015.8515747768375,-0.0,0.0,0.0,0.0,0.0,2077.7591055980192,-843.8836388606189,-18672.0,6787.116162709508,2009.3252045783383,-0.0,0.0,0.0,0.0,0.0,14876.969309372536,-683.4106766603859,-22990.0,3981.519623131109,0.0,-0.0,0.0,0.0,0.0,0.0,29880.654374043024,-1679.1739971741356,-32183.0,28962.763565297144,0.0,-725.7455096111654,0.0,0.0,0.0,0.0,-9578.57175388144,-659.4463018045375,-17999.0,12682.398563081304,0.0,-0.0,0.0,0.0,0.0,0.0,-7094.428384791464,-294.97017828983996,-5293.0,45073.65409093235,0.0,-0.0,0.0,0.0,0.0,0.0,-9178.323451964585,-1327.3306389677616,-34568.0,36479.95512280543,0.0,-0.0,0.0,0.0,0.0,0.0,-20984.059198376093,-1501.8959244293285,-13994.0
t7,16880.243985890727,0.0,-0.0,0.0,0.0,0.0,0.0,2762.419154729494,-812.6631406202237,-18830.0,5156.9488017250005,0.0,-0.0,0.0,0.0,0.0,0.0,19019.870499999997,-822.819301725,-23354.0,6742.2689897142645,0.0,-0.0,0.0,0.0,0.0,0.0,25053.09313428409,-1787.3621239983543,-30008.0,27867.159420612254,0.0,-804.5,0.0,0.0,0.0,0.0,-8958.588431513315,-671.0709890989398,-17433.0,13413.306572743832,0.0,-196.3,0.0,0.0,0.0,0.0,-7714.411707159588,-306.59486558424226,-5196.0,44666.470913861645,0.0,-335.6572209616526,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-34093.0,36798.35319600524,0.0,-107.0635673029968,0.0,0.0,0.0,0.0,-21234.646650340677,-1484.6429783615667,-13972.0
t8,11451.267428078972,0.0,-1395.5548825956869,0.0,0.0,0.0,0.0,9344.794289013582,-512.5068344968693,-18888.0,14011.279027073824,0.0,-2246.9,0.0,0.0,0.0,0.0,11949.523084106353,-584.9021111801787,-23129.0,14108.111357656071,0.0,-2301.185208647167,0.0,0.0,0.0,0.0,19357.371806304127,-980.2979553130347,-30184.0,29370.007406554694,0.0,-578.5,0.0,0.0,0.0,0.0,-11055.62571368355,-642.8816928711472,-17093.0,11076.096629674857,0.0,-44.31663532905259,0.0,0.0,0.0,0.0,-5617.374424989355,-278.40556935644963,-5136.0,43670.413692899994,0.0,-64.6,0.0,0.0,0.0,0.0,-8927.735999999999,-1310.0776928999999,-33368.0,30839.842922556858,0.0,-690.2375754612737,0.0,0.0,0.0,0.0,-15050.95304075116,-1215.6523063444229,-13883.0
