Resource,NQC_derate
Northern_California_Solar_5_Generic,0.0
Northern_California_Solar_68,0.0
Northern_California_Solar_68_Generic,0.0
Northern_California_Solar_70,0.0
Northern_California_Solar_70_Generic,0.0
Northern_California_Solar_73,0.0
Northern_California_Solar_73_Generic,0.0
Northern_California_Solar_76,0.0
Northern_California_Solar_76_Generic,0.0
Northern_California_Solar_80,0.0
Northern_California_Solar_80_Generic,0.0
Northern_California_Solar_82,0.0
Northern_California_Solar_82_Generic,0.0
Northern_California_Solar_83,0.0
Northern_California_Solar_83_Generic,0.0
Northern_California_Solar_84,0.0
Northern_California_Solar_84_Generic,0.0
Northern_California_Solar_85,0.0
Northern_California_Solar_85_Generic,0.0
Northern_California_Solar_92,0.0
Northern_California_Solar_92_Generic,0.0
Northern_California_Solar_94,0.0
Northern_California_Solar_94_Generic,0.0
Northern_California_Solar_96,0.0
Northern_California_Solar_96_Generic,0.0
Northern_California_Wind_159,0.0
Northern_California_Wind_159_Generic,0.0
Northern_California_Wind_26,0.0
Northern_California_Wind_26_Generic,0.0
Northern_California_Wind_35,0.0
Northern_California_Wind_35_Generic,0.0
Northern_California_Wind_5,0.0
Northern_California_Wind_5_Generic,0.0
Northern_California_Wind_76,0.0
Northern_California_Wind_76_Generic,0.0
Northern_California_Wind_83,0.0
Northern_California_Wind_83_Generic,0.0
Northern_Nevada_Geothermal_19,0.9452270667
Northern_Nevada_Geothermal_19_Generic,0.9452270667
Pacific_Northwest_Geothermal_5,0.9452270667
Pacific_Northwest_Geothermal_5_Generic,0.9452270667
Riverside_East_Pumped_Storage_59,0.0
Riverside_East_Pumped_Storage_59_Generic,0.0
Riverside_Flow_Battery_129,0.0
Riverside_Flow_Battery_129_Generic,0.0
Riverside_Flow_Battery_59,0.0
Riverside_Flow_Battery_59_Generic,0.0
Riverside_Flow_Battery_60,0.0
Riverside_Flow_Battery_60_Generic,0.0
Riverside_Flow_Battery_9,0.0
Riverside_Flow_Battery_9_Generic,0.0
Riverside_Li_Battery_4hr_129,0.0
Riverside_Li_Battery_4hr_129_Generic,0.0
Riverside_Li_Battery_4hr_59,0.0
Riverside_Li_Battery_4hr_59_Generic,0.0
Riverside_Li_Battery_4hr_60,0.0
Riverside_Li_Battery_4hr_60_Generic,0.0
Riverside_Li_Battery_4hr_9,0.0
Riverside_Li_Battery_4hr_9_Generic,0.0
Riverside_Li_Battery_8hr_129,0.0
Riverside_Li_Battery_8hr_129_Generic,0.0
Riverside_Li_Battery_8hr_59,0.0
Riverside_Li_Battery_8hr_59_Generic,0.0
Riverside_Li_Battery_8hr_60,0.0
Riverside_Li_Battery_8hr_60_Generic,0.0
Riverside_Li_Battery_8hr_9,0.0
Riverside_Li_Battery_8hr_9_Generic,0.0
Riverside_Solar_129,0.0
Riverside_Solar_129_Generic,0.0
Riverside_Solar_59,0.0
Riverside_Solar_59_Generic,0.0
Riverside_Solar_60,0.0
Riverside_Solar_60_Generic,0.0
Riverside_Solar_9,0.0
Riverside_Solar_9_Generic,0.0
Riverside_West_Pumped_Storage_9,0.0
Riverside_West_Pumped_Storage_9_Generic,0.0
San_Diego_Pumped_Storage_119,0.0
San_Diego_Pumped_Storage_119_Generic,0.0
Solano_Wind_122,0.0
Solano_Wind_122_Generic,0.0
Solano_Wind_126,0.0
Solano_Wind_126_Generic,0.0
Solano_Wind_85,0.0
Solano_Wind_85_Generic,0.0
Solano_Wind_94,0.0
Solano_Wind_94_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_15,0.0
Southern_NV_Eldorado_Flow_Battery_15_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_16,0.0
Southern_NV_Eldorado_Flow_Battery_16_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_19,0.0
Southern_NV_Eldorado_Flow_Battery_19_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_2,0.0
Southern_NV_Eldorado_Flow_Battery_2_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_40,0.0
Southern_NV_Eldorado_Flow_Battery_40_Generic,0.0
Southern_NV_Eldorado_Flow_Battery_42,0.0
Southern_NV_Eldorado_Flow_Battery_42_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_15,0.0
Southern_NV_Eldorado_Li_Battery_4hr_15_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_16,0.0
Southern_NV_Eldorado_Li_Battery_4hr_16_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_19,0.0
Southern_NV_Eldorado_Li_Battery_4hr_19_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_2,0.0
Southern_NV_Eldorado_Li_Battery_4hr_2_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_40,0.0
Southern_NV_Eldorado_Li_Battery_4hr_40_Generic,0.0
Southern_NV_Eldorado_Li_Battery_4hr_42,0.0
Southern_NV_Eldorado_Li_Battery_4hr_42_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_15,0.0
Southern_NV_Eldorado_Li_Battery_8hr_15_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_16,0.0
Southern_NV_Eldorado_Li_Battery_8hr_16_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_19,0.0
Southern_NV_Eldorado_Li_Battery_8hr_19_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_2,0.0
Southern_NV_Eldorado_Li_Battery_8hr_2_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_40,0.0
Southern_NV_Eldorado_Li_Battery_8hr_40_Generic,0.0
Southern_NV_Eldorado_Li_Battery_8hr_42,0.0
Southern_NV_Eldorado_Li_Battery_8hr_42_Generic,0.0
Southern_NV_Eldorado_Solar_15,0.0
Southern_NV_Eldorado_Solar_15_Generic,0.0
Southern_NV_Eldorado_Solar_16,0.0
Southern_NV_Eldorado_Solar_16_Generic,0.0
Southern_NV_Eldorado_Solar_19,0.0
Southern_NV_Eldorado_Solar_19_Generic,0.0
Southern_NV_Eldorado_Solar_2,0.0
Southern_NV_Eldorado_Solar_2_Generic,0.0
Southern_NV_Eldorado_Solar_40,0.0
Southern_NV_Eldorado_Solar_40_Generic,0.0
Southern_NV_Eldorado_Solar_42,0.0
Southern_NV_Eldorado_Solar_42_Generic,0.0
Southern_NV_Eldorado_Wind_15,0.0
Southern_NV_Eldorado_Wind_15_Generic,0.0
Southern_NV_Eldorado_Wind_16,0.0
Southern_NV_Eldorado_Wind_16_Generic,0.0
Southern_NV_Eldorado_Wind_2,0.0
Southern_NV_Eldorado_Wind_2_Generic,0.0
Southern_PGAE_Adiabatic_CAES_12,0.0
Southern_PGAE_Adiabatic_CAES_12_Generic,0.0
Southern_PGAE_Flow_Battery_102,0.0
Southern_PGAE_Flow_Battery_102_Generic,0.0
Southern_PGAE_Flow_Battery_109,0.0
Southern_PGAE_Flow_Battery_109_Generic,0.0
Southern_PGAE_Flow_Battery_111,0.0
Southern_PGAE_Flow_Battery_111_Generic,0.0
Southern_PGAE_Flow_Battery_117,0.0
Southern_PGAE_Flow_Battery_117_Generic,0.0
Southern_PGAE_Flow_Battery_118,0.0
Southern_PGAE_Flow_Battery_118_Generic,0.0
Southern_PGAE_Flow_Battery_12,0.0
Southern_PGAE_Flow_Battery_124,0.0
Southern_PGAE_Flow_Battery_124_Generic,0.0
Southern_PGAE_Flow_Battery_12_Generic,0.0
Southern_PGAE_Flow_Battery_136,0.0
Southern_PGAE_Flow_Battery_136_Generic,0.0
Southern_PGAE_Flow_Battery_139,0.0
Southern_PGAE_Flow_Battery_139_Generic,0.0
Southern_PGAE_Flow_Battery_140,0.0
Southern_PGAE_Flow_Battery_140_Generic,0.0
Southern_PGAE_Flow_Battery_145,0.0
Southern_PGAE_Flow_Battery_145_Generic,0.0
Southern_PGAE_Flow_Battery_147,0.0
Southern_PGAE_Flow_Battery_147_Generic,0.0
Southern_PGAE_Flow_Battery_148,0.0
Southern_PGAE_Flow_Battery_148_Generic,0.0
Southern_PGAE_Flow_Battery_151,0.0
Southern_PGAE_Flow_Battery_151_Generic,0.0
Southern_PGAE_Flow_Battery_152,0.0
Southern_PGAE_Flow_Battery_152_Generic,0.0
Southern_PGAE_Flow_Battery_154,0.0
Southern_PGAE_Flow_Battery_154_Generic,0.0
Southern_PGAE_Flow_Battery_160,0.0
Southern_PGAE_Flow_Battery_160_Generic,0.0
Southern_PGAE_Flow_Battery_161,0.0
Southern_PGAE_Flow_Battery_161_Generic,0.0
Southern_PGAE_Flow_Battery_162,0.0
Southern_PGAE_Flow_Battery_162_Generic,0.0
Southern_PGAE_Flow_Battery_163,0.0
Southern_PGAE_Flow_Battery_163_Generic,0.0
Southern_PGAE_Flow_Battery_164,0.0
Southern_PGAE_Flow_Battery_164_Generic,0.0
Southern_PGAE_Flow_Battery_165,0.0
Southern_PGAE_Flow_Battery_165_Generic,0.0
Southern_PGAE_Flow_Battery_168,0.0
Southern_PGAE_Flow_Battery_168_Generic,0.0
Southern_PGAE_Flow_Battery_169,0.0
Southern_PGAE_Flow_Battery_169_Generic,0.0
Southern_PGAE_Flow_Battery_17,0.0
Southern_PGAE_Flow_Battery_170,0.0
Southern_PGAE_Flow_Battery_170_Generic,0.0
Southern_PGAE_Flow_Battery_173,0.0
Southern_PGAE_Flow_Battery_173_Generic,0.0
Southern_PGAE_Flow_Battery_174,0.0
Southern_PGAE_Flow_Battery_174_Generic,0.0
Southern_PGAE_Flow_Battery_175,0.0
Southern_PGAE_Flow_Battery_175_Generic,0.0
Southern_PGAE_Flow_Battery_176,0.0
Southern_PGAE_Flow_Battery_176_Generic,0.0
Southern_PGAE_Flow_Battery_177,0.0
Southern_PGAE_Flow_Battery_177_Generic,0.0
Southern_PGAE_Flow_Battery_17_Generic,0.0
Southern_PGAE_Flow_Battery_181,0.0
Southern_PGAE_Flow_Battery_181_Generic,0.0
Southern_PGAE_Flow_Battery_22,0.0
Southern_PGAE_Flow_Battery_22_Generic,0.0
Southern_PGAE_Flow_Battery_23,0.0
Southern_PGAE_Flow_Battery_23_Generic,0.0
Southern_PGAE_Flow_Battery_24,0.0
Southern_PGAE_Flow_Battery_24_Generic,0.0
Southern_PGAE_Flow_Battery_27,0.0
Southern_PGAE_Flow_Battery_27_Generic,0.0
Southern_PGAE_Flow_Battery_3,0.0
Southern_PGAE_Flow_Battery_33,0.0
Southern_PGAE_Flow_Battery_33_Generic,0.0
Southern_PGAE_Flow_Battery_34,0.0
Southern_PGAE_Flow_Battery_34_Generic,0.0
Southern_PGAE_Flow_Battery_37,0.0
Southern_PGAE_Flow_Battery_37_Generic,0.0
Southern_PGAE_Flow_Battery_39,0.0
Southern_PGAE_Flow_Battery_39_Generic,0.0
Southern_PGAE_Flow_Battery_3_Generic,0.0
Southern_PGAE_Flow_Battery_43,0.0
Southern_PGAE_Flow_Battery_43_Generic,0.0
Southern_PGAE_Flow_Battery_45,0.0
Southern_PGAE_Flow_Battery_45_Generic,0.0
Southern_PGAE_Flow_Battery_46,0.0
Southern_PGAE_Flow_Battery_46_Generic,0.0
Southern_PGAE_Flow_Battery_47,0.0
Southern_PGAE_Flow_Battery_47_Generic,0.0
Southern_PGAE_Flow_Battery_49,0.0
Southern_PGAE_Flow_Battery_49_Generic,0.0
Southern_PGAE_Flow_Battery_52,0.0
Southern_PGAE_Flow_Battery_52_Generic,0.0
Southern_PGAE_Flow_Battery_54,0.0
Southern_PGAE_Flow_Battery_54_Generic,0.0
Southern_PGAE_Flow_Battery_61,0.0
Southern_PGAE_Flow_Battery_61_Generic,0.0
Southern_PGAE_Flow_Battery_69,0.0
Southern_PGAE_Flow_Battery_69_Generic,0.0
Southern_PGAE_Flow_Battery_72,0.0
Southern_PGAE_Flow_Battery_72_Generic,0.0
Southern_PGAE_Flow_Battery_74,0.0
Southern_PGAE_Flow_Battery_74_Generic,0.0
Southern_PGAE_Flow_Battery_75,0.0
Southern_PGAE_Flow_Battery_75_Generic,0.0
Southern_PGAE_Flow_Battery_79,0.0
Southern_PGAE_Flow_Battery_79_Generic,0.0
Southern_PGAE_Flow_Battery_8,0.0
Southern_PGAE_Flow_Battery_8_Generic,0.0
Southern_PGAE_Flow_Battery_93,0.0
Southern_PGAE_Flow_Battery_93_Generic,0.0
Southern_PGAE_Flow_Battery_95,0.0
Southern_PGAE_Flow_Battery_95_Generic,0.0
Southern_PGAE_Flow_Battery_98,0.0
Southern_PGAE_Flow_Battery_98_Generic,0.0
Southern_PGAE_Flow_Battery_99,0.0
Southern_PGAE_Flow_Battery_99_Generic,0.0
Southern_PGAE_Li_Battery_4hr_102,0.0
Southern_PGAE_Li_Battery_4hr_102_Generic,0.0
Southern_PGAE_Li_Battery_4hr_109,0.0
Southern_PGAE_Li_Battery_4hr_109_Generic,0.0
Southern_PGAE_Li_Battery_4hr_111,0.0
Southern_PGAE_Li_Battery_4hr_111_Generic,0.0
Southern_PGAE_Li_Battery_4hr_117,0.0
Southern_PGAE_Li_Battery_4hr_117_Generic,0.0
Southern_PGAE_Li_Battery_4hr_118,0.0
Southern_PGAE_Li_Battery_4hr_118_Generic,0.0
Southern_PGAE_Li_Battery_4hr_12,0.0
Southern_PGAE_Li_Battery_4hr_124,0.0
Southern_PGAE_Li_Battery_4hr_124_Generic,0.0
Southern_PGAE_Li_Battery_4hr_12_Generic,0.0
Southern_PGAE_Li_Battery_4hr_136,0.0
Southern_PGAE_Li_Battery_4hr_136_Generic,0.0
Southern_PGAE_Li_Battery_4hr_139,0.0
Southern_PGAE_Li_Battery_4hr_139_Generic,0.0
Southern_PGAE_Li_Battery_4hr_140,0.0
Southern_PGAE_Li_Battery_4hr_140_Generic,0.0
Southern_PGAE_Li_Battery_4hr_145,0.0
Southern_PGAE_Li_Battery_4hr_145_Generic,0.0
Southern_PGAE_Li_Battery_4hr_147,0.0
Southern_PGAE_Li_Battery_4hr_147_Generic,0.0
Southern_PGAE_Li_Battery_4hr_148,0.0
Southern_PGAE_Li_Battery_4hr_148_Generic,0.0
Southern_PGAE_Li_Battery_4hr_151,0.0
Southern_PGAE_Li_Battery_4hr_151_Generic,0.0
Southern_PGAE_Li_Battery_4hr_152,0.0
Southern_PGAE_Li_Battery_4hr_152_Generic,0.0
Southern_PGAE_Li_Battery_4hr_154,0.0
Southern_PGAE_Li_Battery_4hr_154_Generic,0.0
Southern_PGAE_Li_Battery_4hr_160,0.0
Southern_PGAE_Li_Battery_4hr_160_Generic,0.0
Southern_PGAE_Li_Battery_4hr_161,0.0
Southern_PGAE_Li_Battery_4hr_161_Generic,0.0
Southern_PGAE_Li_Battery_4hr_162,0.0
Southern_PGAE_Li_Battery_4hr_162_Generic,0.0
Southern_PGAE_Li_Battery_4hr_163,0.0
Southern_PGAE_Li_Battery_4hr_163_Generic,0.0
Southern_PGAE_Li_Battery_4hr_164,0.0
Southern_PGAE_Li_Battery_4hr_164_Generic,0.0
Southern_PGAE_Li_Battery_4hr_165,0.0
Southern_PGAE_Li_Battery_4hr_165_Generic,0.0
Southern_PGAE_Li_Battery_4hr_168,0.0
Southern_PGAE_Li_Battery_4hr_168_Generic,0.0
Southern_PGAE_Li_Battery_4hr_169,0.0
Southern_PGAE_Li_Battery_4hr_169_Generic,0.0
Southern_PGAE_Li_Battery_4hr_17,0.0
Southern_PGAE_Li_Battery_4hr_170,0.0
Southern_PGAE_Li_Battery_4hr_170_Generic,0.0
Southern_PGAE_Li_Battery_4hr_173,0.0
Southern_PGAE_Li_Battery_4hr_173_Generic,0.0
Southern_PGAE_Li_Battery_4hr_174,0.0
Southern_PGAE_Li_Battery_4hr_174_Generic,0.0
Southern_PGAE_Li_Battery_4hr_175,0.0
Southern_PGAE_Li_Battery_4hr_175_Generic,0.0
Southern_PGAE_Li_Battery_4hr_176,0.0
Southern_PGAE_Li_Battery_4hr_176_Generic,0.0
Southern_PGAE_Li_Battery_4hr_177,0.0
Southern_PGAE_Li_Battery_4hr_177_Generic,0.0
Southern_PGAE_Li_Battery_4hr_17_Generic,0.0
Southern_PGAE_Li_Battery_4hr_181,0.0
Southern_PGAE_Li_Battery_4hr_181_Generic,0.0
Southern_PGAE_Li_Battery_4hr_22,0.0
Southern_PGAE_Li_Battery_4hr_22_Generic,0.0
Southern_PGAE_Li_Battery_4hr_23,0.0
Southern_PGAE_Li_Battery_4hr_23_Generic,0.0
Southern_PGAE_Li_Battery_4hr_24,0.0
Southern_PGAE_Li_Battery_4hr_24_Generic,0.0
Southern_PGAE_Li_Battery_4hr_27,0.0
Southern_PGAE_Li_Battery_4hr_27_Generic,0.0
Southern_PGAE_Li_Battery_4hr_3,0.0
Southern_PGAE_Li_Battery_4hr_33,0.0
Southern_PGAE_Li_Battery_4hr_33_Generic,0.0
Southern_PGAE_Li_Battery_4hr_34,0.0
Southern_PGAE_Li_Battery_4hr_34_Generic,0.0
Southern_PGAE_Li_Battery_4hr_37,0.0
Southern_PGAE_Li_Battery_4hr_37_Generic,0.0
Southern_PGAE_Li_Battery_4hr_39,0.0
Southern_PGAE_Li_Battery_4hr_39_Generic,0.0
Southern_PGAE_Li_Battery_4hr_3_Generic,0.0
Southern_PGAE_Li_Battery_4hr_43,0.0
Southern_PGAE_Li_Battery_4hr_43_Generic,0.0
Southern_PGAE_Li_Battery_4hr_45,0.0
Southern_PGAE_Li_Battery_4hr_45_Generic,0.0
Southern_PGAE_Li_Battery_4hr_46,0.0
Southern_PGAE_Li_Battery_4hr_46_Generic,0.0
Southern_PGAE_Li_Battery_4hr_47,0.0
Southern_PGAE_Li_Battery_4hr_47_Generic,0.0
Southern_PGAE_Li_Battery_4hr_49,0.0
Southern_PGAE_Li_Battery_4hr_49_Generic,0.0
Southern_PGAE_Li_Battery_4hr_52,0.0
Southern_PGAE_Li_Battery_4hr_52_Generic,0.0
Southern_PGAE_Li_Battery_4hr_54,0.0
Southern_PGAE_Li_Battery_4hr_54_Generic,0.0
Southern_PGAE_Li_Battery_4hr_61,0.0
Southern_PGAE_Li_Battery_4hr_61_Generic,0.0
Southern_PGAE_Li_Battery_4hr_69,0.0
Southern_PGAE_Li_Battery_4hr_69_Generic,0.0
Southern_PGAE_Li_Battery_4hr_72,0.0
Southern_PGAE_Li_Battery_4hr_72_Generic,0.0
Southern_PGAE_Li_Battery_4hr_74,0.0
Southern_PGAE_Li_Battery_4hr_74_Generic,0.0
Southern_PGAE_Li_Battery_4hr_75,0.0
Southern_PGAE_Li_Battery_4hr_75_Generic,0.0
Southern_PGAE_Li_Battery_4hr_79,0.0
Southern_PGAE_Li_Battery_4hr_79_Generic,0.0
Southern_PGAE_Li_Battery_4hr_8,0.0
Southern_PGAE_Li_Battery_4hr_8_Generic,0.0
Southern_PGAE_Li_Battery_4hr_93,0.0
Southern_PGAE_Li_Battery_4hr_93_Generic,0.0
Southern_PGAE_Li_Battery_4hr_95,0.0
Southern_PGAE_Li_Battery_4hr_95_Generic,0.0
Southern_PGAE_Li_Battery_4hr_98,0.0
Southern_PGAE_Li_Battery_4hr_98_Generic,0.0
Southern_PGAE_Li_Battery_4hr_99,0.0
Southern_PGAE_Li_Battery_4hr_99_Generic,0.0
Southern_PGAE_Li_Battery_8hr_102,0.0
Southern_PGAE_Li_Battery_8hr_102_Generic,0.0
Southern_PGAE_Li_Battery_8hr_109,0.0
Southern_PGAE_Li_Battery_8hr_109_Generic,0.0
Southern_PGAE_Li_Battery_8hr_111,0.0
Southern_PGAE_Li_Battery_8hr_111_Generic,0.0
Southern_PGAE_Li_Battery_8hr_117,0.0
Southern_PGAE_Li_Battery_8hr_117_Generic,0.0
Southern_PGAE_Li_Battery_8hr_118,0.0
Southern_PGAE_Li_Battery_8hr_118_Generic,0.0
Southern_PGAE_Li_Battery_8hr_12,0.0
Southern_PGAE_Li_Battery_8hr_124,0.0
Southern_PGAE_Li_Battery_8hr_124_Generic,0.0
Southern_PGAE_Li_Battery_8hr_12_Generic,0.0
Southern_PGAE_Li_Battery_8hr_136,0.0
Southern_PGAE_Li_Battery_8hr_136_Generic,0.0
Southern_PGAE_Li_Battery_8hr_139,0.0
Southern_PGAE_Li_Battery_8hr_139_Generic,0.0
Southern_PGAE_Li_Battery_8hr_140,0.0
Southern_PGAE_Li_Battery_8hr_140_Generic,0.0
Southern_PGAE_Li_Battery_8hr_145,0.0
Southern_PGAE_Li_Battery_8hr_145_Generic,0.0
Southern_PGAE_Li_Battery_8hr_147,0.0
Southern_PGAE_Li_Battery_8hr_147_Generic,0.0
Southern_PGAE_Li_Battery_8hr_148,0.0
Southern_PGAE_Li_Battery_8hr_148_Generic,0.0
Southern_PGAE_Li_Battery_8hr_151,0.0
Southern_PGAE_Li_Battery_8hr_151_Generic,0.0
Southern_PGAE_Li_Battery_8hr_152,0.0
Southern_PGAE_Li_Battery_8hr_152_Generic,0.0
Southern_PGAE_Li_Battery_8hr_154,0.0
Southern_PGAE_Li_Battery_8hr_154_Generic,0.0
Southern_PGAE_Li_Battery_8hr_160,0.0
Southern_PGAE_Li_Battery_8hr_160_Generic,0.0
Southern_PGAE_Li_Battery_8hr_161,0.0
Southern_PGAE_Li_Battery_8hr_161_Generic,0.0
Southern_PGAE_Li_Battery_8hr_162,0.0
Southern_PGAE_Li_Battery_8hr_162_Generic,0.0
Southern_PGAE_Li_Battery_8hr_163,0.0
Southern_PGAE_Li_Battery_8hr_163_Generic,0.0
Southern_PGAE_Li_Battery_8hr_164,0.0
Southern_PGAE_Li_Battery_8hr_164_Generic,0.0
Southern_PGAE_Li_Battery_8hr_165,0.0
Southern_PGAE_Li_Battery_8hr_165_Generic,0.0
Southern_PGAE_Li_Battery_8hr_168,0.0
Southern_PGAE_Li_Battery_8hr_168_Generic,0.0
Southern_PGAE_Li_Battery_8hr_169,0.0
Southern_PGAE_Li_Battery_8hr_169_Generic,0.0
Southern_PGAE_Li_Battery_8hr_17,0.0
Southern_PGAE_Li_Battery_8hr_170,0.0
Southern_PGAE_Li_Battery_8hr_170_Generic,0.0
Southern_PGAE_Li_Battery_8hr_173,0.0
Southern_PGAE_Li_Battery_8hr_173_Generic,0.0
Southern_PGAE_Li_Battery_8hr_174,0.0
Southern_PGAE_Li_Battery_8hr_174_Generic,0.0
Southern_PGAE_Li_Battery_8hr_175,0.0
Southern_PGAE_Li_Battery_8hr_175_Generic,0.0
Southern_PGAE_Li_Battery_8hr_176,0.0
Southern_PGAE_Li_Battery_8hr_176_Generic,0.0
Southern_PGAE_Li_Battery_8hr_177,0.0
Southern_PGAE_Li_Battery_8hr_177_Generic,0.0
Southern_PGAE_Li_Battery_8hr_17_Generic,0.0
Southern_PGAE_Li_Battery_8hr_181,0.0
Southern_PGAE_Li_Battery_8hr_181_Generic,0.0
Southern_PGAE_Li_Battery_8hr_22,0.0
Southern_PGAE_Li_Battery_8hr_22_Generic,0.0
Southern_PGAE_Li_Battery_8hr_23,0.0
Southern_PGAE_Li_Battery_8hr_23_Generic,0.0
Southern_PGAE_Li_Battery_8hr_24,0.0
Southern_PGAE_Li_Battery_8hr_24_Generic,0.0
Southern_PGAE_Li_Battery_8hr_27,0.0
Southern_PGAE_Li_Battery_8hr_27_Generic,0.0
Southern_PGAE_Li_Battery_8hr_3,0.0
Southern_PGAE_Li_Battery_8hr_33,0.0
Southern_PGAE_Li_Battery_8hr_33_Generic,0.0
Southern_PGAE_Li_Battery_8hr_34,0.0
Southern_PGAE_Li_Battery_8hr_34_Generic,0.0
Southern_PGAE_Li_Battery_8hr_37,0.0
Southern_PGAE_Li_Battery_8hr_37_Generic,0.0
Southern_PGAE_Li_Battery_8hr_39,0.0
Southern_PGAE_Li_Battery_8hr_39_Generic,0.0
Southern_PGAE_Li_Battery_8hr_3_Generic,0.0
Southern_PGAE_Li_Battery_8hr_43,0.0
Southern_PGAE_Li_Battery_8hr_43_Generic,0.0
Southern_PGAE_Li_Battery_8hr_45,0.0
Southern_PGAE_Li_Battery_8hr_45_Generic,0.0
Southern_PGAE_Li_Battery_8hr_46,0.0
Southern_PGAE_Li_Battery_8hr_46_Generic,0.0
Southern_PGAE_Li_Battery_8hr_47,0.0
Southern_PGAE_Li_Battery_8hr_47_Generic,0.0
Southern_PGAE_Li_Battery_8hr_49,0.0
Southern_PGAE_Li_Battery_8hr_49_Generic,0.0
Southern_PGAE_Li_Battery_8hr_52,0.0
Southern_PGAE_Li_Battery_8hr_52_Generic,0.0
Southern_PGAE_Li_Battery_8hr_54,0.0
Southern_PGAE_Li_Battery_8hr_54_Generic,0.0
Southern_PGAE_Li_Battery_8hr_61,0.0
Southern_PGAE_Li_Battery_8hr_61_Generic,0.0
Southern_PGAE_Li_Battery_8hr_69,0.0
Southern_PGAE_Li_Battery_8hr_69_Generic,0.0
Southern_PGAE_Li_Battery_8hr_72,0.0
Southern_PGAE_Li_Battery_8hr_72_Generic,0.0
Southern_PGAE_Li_Battery_8hr_74,0.0
Southern_PGAE_Li_Battery_8hr_74_Generic,0.0
Southern_PGAE_Li_Battery_8hr_75,0.0
Southern_PGAE_Li_Battery_8hr_75_Generic,0.0
Southern_PGAE_Li_Battery_8hr_79,0.0
Southern_PGAE_Li_Battery_8hr_79_Generic,0.0
Southern_PGAE_Li_Battery_8hr_8,0.0
Southern_PGAE_Li_Battery_8hr_8_Generic,0.0
Southern_PGAE_Li_Battery_8hr_93,0.0
Southern_PGAE_Li_Battery_8hr_93_Generic,0.0
Southern_PGAE_Li_Battery_8hr_95,0.0
Southern_PGAE_Li_Battery_8hr_95_Generic,0.0
Southern_PGAE_Li_Battery_8hr_98,0.0
Southern_PGAE_Li_Battery_8hr_98_Generic,0.0
Southern_PGAE_Li_Battery_8hr_99,0.0
Southern_PGAE_Li_Battery_8hr_99_Generic,0.0
Southern_PGAE_Solar_102,0.0
Southern_PGAE_Solar_102_Generic,0.0
Southern_PGAE_Solar_109,0.0
Southern_PGAE_Solar_109_Generic,0.0
Southern_PGAE_Solar_111,0.0
Southern_PGAE_Solar_111_Generic,0.0
Southern_PGAE_Solar_117,0.0
Southern_PGAE_Solar_117_Generic,0.0
Southern_PGAE_Solar_118,0.0
Southern_PGAE_Solar_118_Generic,0.0
Southern_PGAE_Solar_12,0.0
Southern_PGAE_Solar_124,0.0
Southern_PGAE_Solar_124_Generic,0.0
Southern_PGAE_Solar_12_Generic,0.0
Southern_PGAE_Solar_136,0.0
Southern_PGAE_Solar_136_Generic,0.0
Southern_PGAE_Solar_139,0.0
Southern_PGAE_Solar_139_Generic,0.0
Southern_PGAE_Solar_140,0.0
Southern_PGAE_Solar_140_Generic,0.0
Southern_PGAE_Solar_145,0.0
Southern_PGAE_Solar_145_Generic,0.0
Southern_PGAE_Solar_147,0.0
Southern_PGAE_Solar_147_Generic,0.0
Southern_PGAE_Solar_148,0.0
Southern_PGAE_Solar_148_Generic,0.0
Southern_PGAE_Solar_151,0.0
Southern_PGAE_Solar_151_Generic,0.0
Southern_PGAE_Solar_152,0.0
Southern_PGAE_Solar_152_Generic,0.0
Southern_PGAE_Solar_154,0.0
Southern_PGAE_Solar_154_Generic,0.0
Southern_PGAE_Solar_160,0.0
Southern_PGAE_Solar_160_Generic,0.0
Southern_PGAE_Solar_161,0.0
Southern_PGAE_Solar_161_Generic,0.0
Southern_PGAE_Solar_162,0.0
Southern_PGAE_Solar_162_Generic,0.0
Southern_PGAE_Solar_163,0.0
Southern_PGAE_Solar_163_Generic,0.0
Southern_PGAE_Solar_164,0.0
Southern_PGAE_Solar_164_Generic,0.0
Southern_PGAE_Solar_165,0.0
Southern_PGAE_Solar_165_Generic,0.0
Southern_PGAE_Solar_168,0.0
Southern_PGAE_Solar_168_Generic,0.0
Southern_PGAE_Solar_169,0.0
Southern_PGAE_Solar_169_Generic,0.0
Southern_PGAE_Solar_17,0.0
Southern_PGAE_Solar_170,0.0
Southern_PGAE_Solar_170_Generic,0.0
