Resource,Zone,region,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,cluster,Resource_Type,MGA
Antelope_Neenach_Off_Peak_group,0,None,0,0,0.0,15.0,0.0,278100.0,0,0,None,0
Antelope_Neenach_On_Peak_group,0,None,0,0,0.0,2000.0,0.0,4635.0,0,0,None,0
Antelope_Vincent_group,0,None,0,0,0.0,1500.0,0.0,815.76,0,0,None,0
Arizona_Flow_Battery_48,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_48_Generic,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_55,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_55_Generic,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_62,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_62_Generic,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_77,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_77_Generic,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_90,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Flow_Battery_90_Generic,0,None,1,0,0.0,-1,0.0,247322.1085518,0,0,None,0
Arizona_Li_Battery_4hr_48,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_48_Generic,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_55,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_55_Generic,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_62,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_62_Generic,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_77,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_77_Generic,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_90,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_4hr_90_Generic,0,None,1,0,0.0,-1,0.0,105468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_48,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_48_Generic,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_55,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_55_Generic,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_62,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_62_Generic,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_77,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
Arizona_Li_Battery_8hr_77_Generic,0,None,1,0,0.0,-1,0.0,170468.1683876,0,0,None,0
