Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Time_Index
9000.0,1.0,1.0,1.0,9000.0,36.0,24.0,237.7431258183547,2493.68,36551.198,0.0,491.566,3236.18,20383.755,14791.738,1
,,,,,,,255.4695869539338,2340.211,33420.343,0.0,453.031,3098.57,19871.274,14131.986,2
,,,,,,,236.7003928103795,2241.033,31013.046,0.0,440.268,3023.475,19580.146,13755.506,3
,,,,,,,274.23878109748813,2208.512,29895.656,0.0,420.56,3042.74,19811.926,13623.799,4
,,,,,,,350.3582906796807,2237.942,30062.021,0.0,418.946,3171.307,20567.815,13685.397,5
,,,,,,,253.3841209379833,2338.598,31103.399,0.0,422.663,3307.737,21948.467,13984.069,6
,,,,,,,187.69194143554319,2533.19,33739.16,0.0,464.474,3588.067,23462.652,14656.789,7
,,,,,,,228.35852874657758,2738.398,36851.035,0.0,525.554,3902.209,24496.837,15269.937,8
,,,,,,,188.73467444351843,2899.931,38733.761,0.0,585.606,4053.973,25033.378,15917.126,9
,,,,,,,207.50386858707276,3106.484,40848.145,0.0,661.893,4428.27,25233.077,16616.998,10
,,,,,,,202.29020354719654,3295.028,42634.69,0.0,712.409,4591.043,25758.792,17540.165,11
,,,,,,,282.58064516129,3513.004,44225.325,0.0,774.515,4762.071,26114.481,18468.195,12
,,,,,,,152.239019164385,3740.789,45310.16,0.0,823.271,4920.126,26415.634,19617.087,13
,,,,,,,162.66634924413745,3927.721,45586.067,0.0,863.273,5036.111,27143.854,20481.087,14
,,,,,,,291.9652422330672,4066.139,45098.02,0.0,887.773,5128.112,27831.573,21855.705,15
,,,,,,,217.93119866682514,4248.099,43517.262,0.0,914.229,5090.368,28069.368,22533.694,16
,,,,,,,201.24747053922133,4282.905,42745.275,0.0,917.995,4979.887,28107.062,22966.504,17
,,,,,,,316.99083442447295,4070.574,41161.271,0.0,862.637,4724.72,27868.465,22883.022,18
,,,,,,,277.36698012141386,3894.393,39630.75,0.0,818.87,4517.52,27394.08,22264.606,19
,,,,,,,224.1875967146766,3705.042,39508.974,0.0,773.391,4458.544,26703.152,21224.321,20
,,,,,,,200.20473753124608,3498.49,39608.554,0.0,727.373,4190.796,25654.531,20353.027,21
,,,,,,,212.71753362694898,3171.124,38026.637,0.0,673.141,3908.893,24038.09,19365.425,22
,,,,,,,254.42685394595856,2887.433,36621.527,0.0,611.866,3624.238,23954.682,18030.521,23
,,,,,,,333.6745625520768,2601.055,38461.846,0.0,545.261,3365.533,22275.685,16647.798,24
