region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.237466769746073e7,0.0,0.0,0.0,6.187042284895306e7,0.0,0.0,0.0,9.237466769746073e7,1.2167357114248483e8,-2.9298903445024103e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7546975261275792e8,0.0,0.0,0.0,6.718631246641186e6,0.0,0.0,0.0,1.7546975261275792e8,2.1396738045492917e8,-3.849762784217125e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6658512656926483e7,0.0,0.0,0.0,891329.3972784025,0.0,0.0,0.0,2.6658512656926483e7,5.264121191304337e7,-2.598269925611689e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60603412671126e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.60603412671126e8,2.3923919430985802e8,-7.863578163873202e7
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3215492397649205e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3215492397649205e9,1.2939582775574381e9,2.7590962207482338e7
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.905869945496077e7,0.0,0.0,0.0,1.7601351424613584e7,0.0,0.0,0.0,4.905869945496077e7,2.841866724201017e7,2.0640032212950602e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,1.231396947786507e7,2.4618935193100753e8,0.0,0.0,0.0,0.0,3.712480287245057e8,0.0,0.0,0.0,2.5987368357064095e8,0.0,2.117238119783113e8,0.0,3.712480287245057e8,1.5885869476657195e9,-1.2173389189412138e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.601289296780136e8,0.0,0.0,443567.66104628955,6.073501985000114e6,0.0,-5.255229851286459e-11,0.0,0.0,4.506934614970658e6,0.0,0.0,0.0,6.758155706175711e8,0.0,838733.5787026845,0.0,4.506934614970658e6,8.674847329027627e8,-8.62977798287792e8
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.180099639997125e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5298263203547674e8,0.0,0.0,0.0,0.0,1.180099639997125e8,-1.180099639997125e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,5.4994925886641786e-8,1.0548026785057894e-5,0.0,0.0,0.0,0.0,9.889454428581304e-7,0.0,0.0,0.0,5.773447007031127e7,0.0,1.4566528957318209e-6,0.0,9.889454428581304e-7,1.0541994832712895e8,-1.0541994832712796e8
