Zone,1,2,3,4,5,6,7
t1,28.746410683590028,33.68665026233541,31.493343473136775,18.491430995765132,24.674612584927985,21.064547389742398,27.200952609916936
t2,28.746410683590028,33.68665026233541,31.493343473136772,18.491430995765132,19.19810988732303,21.064547389742398,27.200952609916936
t3,28.746410683590028,33.68665026233541,31.493343473136765,18.491430995765132,19.19810988732303,21.064547389742398,27.20095260991693
t4,28.746410683590028,33.68665026233541,31.493343473136775,18.491430995765132,19.19810988732303,21.064547389742398,27.200952609916936
t5,28.746410683590028,33.68665026233541,31.493343473136775,18.491430995765132,19.19810988732303,21.064547389742398,27.200952609916936
t6,28.746410683590028,33.68665026233541,31.493343473136775,18.491430995765132,19.198109887323035,21.064547389742398,27.200952609916936
t7,27.034355823928326,30.08176398297529,28.123168021040172,18.491430995765132,17.810764824141867,21.064547389742398,25.778447735625228
t8,20.258440765510876,23.739972841812055,22.194285063304875,18.491430995765132,17.810764824141867,21.064547389742394,20.34387509635947
t9,20.258440765510876,23.235236815814698,22.19428506330487,18.491430995765132,17.810764824141867,21.064547389742394,20.34387509635947
t10,20.258440765510876,23.235236815814698,22.194285063304875,18.491430995765132,17.810764824141867,21.064547389742394,20.34387509635947
t11,20.258440765510876,23.235236815814698,22.194285063304875,18.491430995765125,17.810764824141867,21.064547389742394,20.34387509635947
t12,20.258440765510876,23.235236815814698,22.194285063304875,18.491430995765125,17.810764824141867,21.064547389742394,20.34387509635947
t13,20.258440765510876,23.235236815814698,22.194285063304875,18.49143099576513,17.810764824141867,21.064547389742394,20.34387509635947
t14,20.258440765510876,23.235236815814694,22.194285063304875,18.491430995765132,17.810764824141874,21.064547389742398,20.343875096359472
t15,22.652538446931423,25.724270901173668,24.817156538255965,21.42390933666503,20.63529917703319,21.064547389742398,22.748069217864714
t16,26.288707690007094,26.925595884442842,28.800788726604587,23.995717629226313,24.005357146432722,21.064547389742394,26.399572991851734
t17,28.746410683590028,33.65699485554706,36.00098590824879,23.995717629226313,24.674612584927985,21.064547389742398,27.200952609916936
t18,28.746410683590028,33.68665026233541,36.03270662147565,23.995717629226316,24.674612584927985,21.064547389742398,27.200952609916936
t19,28.746410683590028,33.68665026233541,36.032706621475654,23.995717629226316,24.674612584927985,21.064547389742398,27.200952609916936
t20,28.746410683590028,33.68665026233541,36.032706621475654,23.995717629226313,24.674612584927985,21.064547389742398,27.20095260991692
t21,28.746410683590028,33.68665026233541,36.032706621475654,23.995717629226316,24.674612584927985,21.064547389742398,27.200952609916936
t22,28.746410683590028,33.68665026233541,36.032706621475654,23.995717629226313,24.674612584927985,21.064547389742398,27.200952609916936
t23,28.746410683590028,33.68665026233541,36.032706621475654,23.995717629226302,24.674612584927985,21.064547389742398,27.200952609916936
t24,28.746410683590028,33.68665026233541,36.03270662147565,23.995717629226302,24.674612584927985,21.064547389742398,27.200952609916936
t25,27.527085943012697,32.25777740081015,30.157503208313152,19.71414914229888,18.988474940741867,22.45740899941753,25.778447735625228
t26,27.527085943012697,32.25777740081015,30.15750320831316,10.906885496230299,10.5054050485163,22.45740899941753,25.778447735625225
t27,27.5270859430127,32.25777740081015,30.15750320831316,10.906885496230299,10.5054050485163,22.45740899941753,25.778447735625225
t28,27.527085943012697,32.25777740081015,30.157503208313162,10.906885496230299,10.505405048516296,22.45740899941753,25.778447735625228
t29,27.527085943012697,32.25777740081015,30.15750320831316,10.906885496230299,10.5054050485163,22.45740899941753,25.778447735625225
t30,27.527085943012697,32.25777740081015,30.15750320831316,10.906885496230299,10.5054050485163,22.45740899941753,25.778447735625225
t31,27.03435582392833,27.044525736101676,25.28368156056872,10.906885496230299,10.5054050485163,22.45740899941753,23.175698526769505
t32,24.81367839074359,25.47251970361265,23.814027393785214,0.0,0.0,21.152036416232193,21.82857422343609
t33,23.3980230653014,25.472519703612658,23.81402739378522,10.906885496230299,10.5054050485163,21.152036416232193,21.828574223436096
t34,23.398023065301395,25.472519703612658,23.81402739378522,10.906885496230299,10.5054050485163,21.064547389742398,21.828574223436096
t35,23.398023065301395,25.472519703612658,23.81402739378522,18.568232897381613,17.884739661895175,21.152036416232193,21.828574223436096
t36,24.81367839074359,25.47251970361265,23.81402739378522,18.568232897381613,17.884739661895175,21.152036416232193,21.82857422343609
t37,24.813678390743597,25.472519703612658,23.81402739378522,18.568232897381613,17.884739661895175,21.15203641623219,21.828574223436096
t38,26.128006933699158,26.82174569019372,25.07540651837537,20.89187139854877,20.850032303046714,23.799013458499783,22.98478805445715
t39,27.03435582392833,31.680368715669882,29.61768907114361,23.72039775779974,24.62690977402139,23.799013458499783,27.148365689074136
t40,27.527085943012697,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.318450878072802
t41,27.527085943012697,32.257777400810156,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.318450878072802
t42,27.527085943012704,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.318450878072788
t43,27.527085943012704,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.318450878072788
t44,27.527085943012697,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.318450878072788
t45,27.527085943012697,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136143,23.799013458499783,27.3184508780728
t46,27.527085943012697,32.25777740081015,30.15750320831316,24.210916007542174,25.13617394413614,22.45740899941753,27.3184508780728
t47,27.527085943012697,32.25777740081015,30.15750320831316,24.210916007542174,25.136173944136136,22.45740899941753,27.3184508780728
t48,27.527085943012697,32.25777740081015,30.157503208313162,24.210916007542174,25.136173944136143,22.45740899941753,26.636329624175083
t49,33.244092459439045,38.9572850779994,36.4208121077006,30.344430198058767,30.356620108839206,29.08339035565449,33.384290159094995
t50,33.244092459439045,38.957285077999416,36.42081210770062,31.51674571809421,30.356620108839206,29.08339035565449,33.384290159095
t51,33.244092459439045,38.95728507799941,36.42081210770059,33.130397238664976,31.91087341392884,29.08339035565449,33.384290159095
t52,33.244092459439045,38.9572850779994,36.4208121077006,33.130397238664976,31.91087341392884,29.08339035565449,33.38429015909499
t53,33.244092459439045,38.9572850779994,36.4208121077006,33.130397238664976,34.39652706944199,29.083390355654494,33.384290159094995
t54,33.244092459439045,38.957285077999416,36.42081210770061,33.130397238664976,31.91087341392884,29.08339035565449,33.384290159094995
t55,33.244092459439045,38.9572850779994,36.4208121077006,33.130397238664976,31.91087341392884,29.08339035565449,33.38429015909499
t56,26.595273967556235,31.165828062405392,29.136649686165967,27.824481133256118,24.28529608707593,24.425612539822364,26.707432127281024
t57,26.595273967556235,31.165828062405396,29.13664968616597,27.82448113325612,24.28529608707593,24.425612539822364,26.707432127281024
t58,26.595273967556235,31.165828062405392,29.136649686165967,27.82448113325612,24.226928752438678,24.425612539822364,26.707432127281024
t59,26.595273967556235,31.165828062405392,29.136649686165967,27.82448113325612,24.226928752438674,24.425612539822364,26.70743212728102
t60,26.595273967556235,31.165828062405392,29.136649686165967,27.82448113325612,24.226928752438674,24.425612539822364,26.707432127281024
t61,26.595273967556235,31.165828062405392,29.13664968616597,27.82448113325612,24.226928752438674,24.425612539822364,26.707432127281024
t62,26.595273967556235,31.165828062405392,29.136649686165967,27.82448113325612,24.226928752438674,24.425612539822364,26.707432127281024
t63,26.595273967556235,31.165828062405392,29.136649686165967,27.82448113325612,24.226928752438674,24.425612539822364,26.70743212728102
t64,26.595273967556235,31.165828062405392,29.13664968616597,27.82448113325612,24.226928752438674,24.425612539822364,26.707432127281024
t65,33.244092459439045,38.957285077999416,36.4208121077006,27.82448113325612,26.80026710381111,24.425612539822364,30.611896338666845
t66,33.244092459439045,38.957285077999416,36.4208121077006,27.82448113325612,26.528636624433194,24.425612539822364,29.24480314101029
t67,33.244092459439045,38.957285077999416,36.420812107700606,27.824481133256125,25.43365678400808,24.425612539822367,28.037712466508225
t68,33.244092459439045,38.957285077999416,36.4208121077006,27.824481133256125,26.800267103811112,24.425612539822367,28.037712466508225
t69,33.24409245943903,38.957285077999416,36.4208121077006,27.824481133256125,26.800267103811112,24.425612539822367,28.037712466508225
t70,33.244092459439045,38.95728507799941,36.420812107700606,27.824481133256125,26.800267103811112,24.425612539822367,26.707432127281024
t71,33.244092459439045,38.9572850779994,36.4208121077006,27.824481133256125,26.800267103811112,24.425612539822367,26.707432127281024
t72,33.24409245943903,38.957285077999416,36.4208121077006,27.82448113325612,26.80026710381111,24.425612539822367,26.70743212728103
t73,29.63270020530469,26.500275641640865,27.04805764722915,0.0,17.71607796473769,24.02094533169025,24.79297282182528
t74,29.63270020530469,26.500275641640865,27.048057647229147,0.0,17.71607796473769,24.02094533169025,24.792972821825273
t75,29.63270020530469,26.500275641640865,27.04805764722915,0.0,22.490278483267275,24.02094533169025,24.792972821825295
t76,29.63270020530469,26.500275641640865,27.04805764722915,0.0,17.71607796473769,24.02094533169025,24.79297282182528
t77,29.63270020530469,26.500275641640865,27.04805764722915,0.0,17.71607796473769,24.02094533169025,24.79297282182528
t78,29.63270020530469,26.500275641640865,27.04805764722915,0.0,17.71607796473769,24.02094533169025,24.79297282182528
t79,26.08963437022404,25.472519703612658,23.81402739378522,0.0,0.0,21.152036416232193,21.828574223436096
t80,8.469069933674728,9.924529362750041,9.27835239171238,0.0,0.0,8.997356934199514,8.504785877022417
t81,8.469069933674728,8.268745651836841,7.730375234027506,0.0,0.0,7.4962603573849735,7.085868626111461
t82,8.469069933674728,8.693936761801414,8.127882542221059,0.0,0.0,7.881729132958193,7.4502344529319044
t83,8.469069933674728,9.924529362750041,9.27835239171238,0.0,0.0,8.997356934199514,8.504785877022417
t84,8.469069933674728,9.924529362750041,9.27835239171238,0.0,0.0,8.997356934199514,8.504785877022417
t85,8.469069933674728,9.924529362750041,9.27835239171238,0.0,0.0,8.997356934199514,8.504785877022417
t86,8.469069933674728,9.924529362750043,9.278352391712383,0.0,0.0,8.997356934199514,8.504785877022417
t87,18.091150076143567,21.200220513316683,19.819893671013958,0.0,0.0,19.21964700492294,18.16744446221834
t88,29.63270020530469,26.500275641640865,27.04805764722915,0.0,0.0,24.024558756149148,24.79297282182528
t89,29.63270020530469,26.50027564164087,27.04805764722915,0.0,0.0,24.02455875614916,24.79297282182528
t90,29.63270020530469,26.500275641640865,27.04805764722915,0.0,0.0,24.02455875614916,24.79297282182528
t91,29.63270020530469,26.500275641640865,27.04805764722915,0.0,0.0,24.02455875614916,24.79297282182528
t92,29.63270020530469,26.500275641640865,27.04805764722915,0.0,0.0,24.02455875614916,24.792972821825284
t93,29.63270020530469,26.500275641640865,27.048057647229147,0.0,0.0,24.02455875614916,24.79297282182528
t94,29.63270020530469,26.500275641640865,27.048057647229154,0.0,0.0,24.024558756149148,24.79297282182528
t95,29.63270020530469,26.500275641640865,27.048057647229147,0.0,0.0,24.024558756149155,24.79297282182528
t96,29.63270020530469,26.500275641640865,27.04805764722915,0.0,0.0,24.024558756149155,24.79297282182528
t97,33.73642980661611,55.37093164984029,51.765781260410364,10.906885496230297,10.505405048516296,39.64108254066334,23.366394071011374
t98,33.73642980661611,55.37093164984029,51.765781260410364,20.15172435598156,19.4099430913442,45.979273989609204,23.366394071011374
t99,33.73642980661611,55.37093164984029,51.76578126041037,21.238729668630455,20.9948350362315,45.979273989609204,23.36639407101137
t100,33.73642980661611,55.37093164984029,51.765781260410364,21.238729668630455,20.9948350362315,50.198051476642625,23.36639407101137
t101,33.73642980661611,55.37093164984029,51.765781260410364,21.238729668630455,21.19619593759237,50.198051476642625,23.36639407101137
t102,33.73642980661611,55.37093164984029,51.765781260410364,21.238729668630455,20.9948350362315,50.198051476642625,23.366394071011374
t103,33.73642980661611,55.37093164984029,51.765781260410364,21.797185419781744,20.9948350362315,50.198051476642625,23.366394071011374
t104,28.675965352463795,44.29674531988057,41.41262500833607,21.797185419781748,20.9948350362315,40.158441181321656,23.366394071011374
t105,28.67596535246379,44.29674531988057,41.41262500833607,25.70720473401094,24.76092725913937,37.33746339946826,23.366394071011374
t106,27.564951738592864,32.302150655845516,30.19898736155983,25.70720473401094,24.76092725913937,29.284409221838978,23.366394071011374
t107,27.56495173859286,32.302150655845516,30.198987361559826,25.707204734010947,24.76092725913937,29.284409221838974,23.366394071011374
t108,28.67596535246379,44.29674531988058,41.41262500833609,28.360894353265305,26.185265472988274,40.15844118132167,25.778447735625225
