Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.4878399681686616e8
AZ_naturalgas,2.2392623898470365e7
AZ_uranium,1.317762112593793e9
CA_N_naturalgas,95654.57692391549
CA_N_uranium,9.092074707099811e8
CA_S_naturalgas,16533.836460942948
MT_WY_CO_coal,5.374669964102392e8
MT_WY_CO_naturalgas,2.3610629821610204e6
NM_coal,2.4662259278269865e7
NM_naturalgas,203699.41225321402
PNW_coal,0.0
PNW_naturalgas,3.482418670970136e8
PNW_uranium,1.0546566959999952e8
UT_NV_coal,2.9322019384659886e8
UT_NV_naturalgas,2.628553068835912e8
CA_S_uranium,1.6698998476028292e9
MT_WY_CO_uranium,-2.4722430972802384e-8
NM_uranium,1.3424698436237392e-9
UT_NV_uranium,-8.917055889987564e-9
None,0.0
