Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.588941316039974e8
AZ_naturalgas,4.137245602413356e8
AZ_uranium,3.604189595627304e8
CA_N_naturalgas,97035.26479075976
CA_N_uranium,9.499246560154517e8
CA_S_naturalgas,22604.619783611808
MT_WY_CO_coal,5.41459561667043e8
MT_WY_CO_naturalgas,1.1093047412979966e6
NM_coal,2.529405575696683e7
NM_naturalgas,138371.8467443359
PNW_coal,0.0
PNW_naturalgas,3.192650790470826e8
PNW_uranium,1.0546566959999964e8
UT_NV_coal,2.950638264061596e8
UT_NV_naturalgas,2.1046781015800437e8
CA_S_uranium,1.6456102747676497e9
MT_WY_CO_uranium,-3.990855319846442e-8
NM_uranium,-5.503110981021443e-9
UT_NV_uranium,2.0080270408950887e-8
None,0.0
