BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.57672787590628e8,5.631123061126173e6,-6.634502979878041e6,0.0,0.0,3081.6531567815755,0.0,5.720719520358037e6,-962891.273962299,-1.6143031757142845e8,1.5311474630580422e8,6.324950493498833e6,-7.78279791575905e6,0.0,0.0,12830.298844926596,0.0,3.814564309739483e7,-2.0420629940694568e6,-1.8777330928571424e8,2.360154097434705e8,1.1469241937586853e7,-1.3797447188552333e7,0.0,0.0,19522.27729440929,0.0,6.7317311021272e7,-4.3142745053571295e6,-2.967097632857144e8,2.213020972395765e8,2.5191818791853692e6,-3.039333948272431e6,0.0,0.0,3667.2417747845325,0.0,-6.06133025615332e7,-3.665873707873918e6,-1.5650643614285713e8,5.382374871155449e7,1.3683240023473764e6,-1.6097929429927303e6,0.0,0.0,1620.963408917893,0.0,-6.117590703228243e6,-610376.1739469285,-4.685593385714286e7,3.0167081054661405e8,864489.1152651228,-1.0477262607428863e6,0.0,0.0,6880.964212206322,0.0,-2.248141569998551e6,-5.202404366778387e6,-2.940439084285715e8,1.8657647596480232e8,6.300495625011643e6,-7.412347789778408e6,0.0,0.0,1891.6285790690072,0.0,-4.220463880426485e7,-4.416957767207019e6,-1.3884491885714293e8
t1,15602.271786392357,3112.4982136076414,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17094.0,12907.96176048803,16.785093643864002,-0.0,0.0,0.0,0.0,0.0,6708.953748919239,-316.7006030511324,-19317.0,19679.821868120373,0.0,-0.0,0.0,0.0,0.0,0.0,14619.63475108076,-768.4566192011324,-33531.0,28390.709338390734,0.0,-176.45375171108913,0.0,0.0,0.0,0.0,-10167.813183352557,-538.4424033270838,-17508.0,5672.053858948422,89.94674337657716,-0.0,0.0,0.0,0.0,0.0,-390.2180000000001,-110.782602325,-5261.0,38009.635300974536,0.0,-0.0,0.0,0.0,0.0,0.0,-4783.546816647445,-927.0884843270837,-32299.0,19653.564900474397,760.2589466006037,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-15065.0
t2,16015.064247956787,2857.7057520432118,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17252.0,12287.18286536084,0.0,-0.0,0.0,0.0,0.0,0.0,8414.9236239863,-374.106489347139,-20328.0,20071.19762948344,0.0,-0.0,0.0,0.0,0.0,0.0,12913.6648760137,-825.862505497139,-32159.0,29653.727409068728,0.0,-0.0,0.0,0.0,0.0,0.0,-11021.365038378886,-615.3623706898418,-18017.0,6238.461430260662,-1.975381061129156e-12,-0.0,0.0,0.0,0.0,0.0,-852.3436845204185,-102.11774574024216,-5284.0,39325.54258537531,0.0,-0.0,0.0,0.0,0.0,0.0,-3467.869277100697,-1012.6733082745995,-34845.0,19650.282290487172,577.5415565878263,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14879.0
t3,15996.480937246855,2426.2890627531433,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16802.0,12007.777737741148,0.0,-0.0,0.0,0.0,0.0,0.0,9016.5742967443,-394.3520344854457,-20630.0,19730.680816287,0.0,-0.0,0.0,0.0,0.0,0.0,11711.295992166048,-819.9768084530458,-30622.0,28438.060203268316,0.0,-578.5,0.0,0.0,0.0,0.0,-9203.176152545788,-503.3840507225253,-18153.0,6370.870464792499,-8.385126839129952e-13,-0.0,0.0,0.0,0.0,0.0,-988.3019362726092,-99.56852851988857,-5283.0,41780.34411670925,0.0,-0.0,0.0,0.0,0.0,0.0,-5150.0999111816045,-903.2442055276366,-35727.0,19064.63482053159,7.33957327135613,-0.0,0.0,0.0,0.0,0.0,-3936.2922889103465,-785.6821048925999,-14350.0
t4,15979.664985918334,2292.105014081664,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16651.0,12764.162574880324,870.6433041720393,-0.0,0.0,0.0,0.0,0.0,7885.48500061845,-356.29087967081085,-21164.0,19880.94339643926,0.0,-0.0,0.0,0.0,0.0,0.0,13443.103499381552,-808.0468958208107,-32516.0,30599.305536879234,0.0,-546.6712482876883,0.0,0.0,0.0,0.0,-11206.559462568386,-637.0748260231572,-18209.0,6476.306545304773,0.0,-0.0,0.0,0.0,0.0,0.0,-1061.1030374316151,-98.20350787315722,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,18848.405848775674,793.4179982993292,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14293.0
t5,15971.302078703824,2364.4679212961746,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16715.0,14739.199464286557,683.4977691597918,-0.0,0.0,0.0,0.0,0.0,7022.556088325814,-327.25332177216364,-22118.0,19549.97692624798,0.0,-0.0,0.0,0.0,0.0,0.0,14306.032411674187,-779.0093379221637,-33077.0,30421.50682954176,0.0,-578.5,0.0,0.0,0.0,0.0,-10972.98407657822,-630.0227529635397,-18240.0,6674.862553734811,0.0,-0.0,0.0,0.0,0.0,0.0,-1236.9562944303798,-94.90625930443039,-5343.0,38939.18280597552,0.0,-0.0,0.0,0.0,0.0,0.0,-3131.6376289914033,-1034.5451769841093,-34773.0,18334.298219710017,1203.5256273649857,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14189.0
t6,17331.670532720986,1140.0994672790166,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16851.0,13247.987099094376,519.247799865796,-0.0,0.0,0.0,0.0,0.0,9638.029089294589,-415.2639882547629,-22990.0,21359.460593699347,0.0,-0.0,0.0,0.0,0.0,0.0,11690.559410705413,-867.0200044047629,-32183.0,29799.23512068578,0.0,-578.5,0.0,0.0,0.0,0.0,-10598.1456616896,-623.5894589961789,-17999.0,7005.281202846528,0.0,-0.0,0.0,0.0,0.0,0.0,-1624.6440897034677,-87.63711314305999,-5293.0,38722.16927778508,0.0,-0.0,0.0,0.0,0.0,0.0,-3118.7882486069348,-1035.381029178119,-34568.0,18125.944719499254,1216.8791275757458,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-13994.0
t7,17859.246492589675,0.0,-0.0,0.0,0.0,0.0,0.0,-728.3822614667899,-137.86423112288563,-16993.0,14378.408896378509,0.0,-0.0,0.0,0.0,0.0,0.0,9382.248060248865,-406.6569566273743,-23354.0,24520.503673636438,0.0,-955.2688541600546,0.0,0.0,0.0,0.0,7088.339724956499,-645.5745444328878,-30008.0,29552.757011514674,0.0,-1036.187100414673,0.0,0.0,0.0,0.0,-10460.484,-623.0859111,-17433.0,8034.174695225442,-3.410605131648484e-13,-946.7816022754405,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5196.0,38205.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-34093.0,15004.5082113462,0.0,-0.0,0.0,0.0,0.0,0.0,-400.6275237385739,-631.8806876076278,-13972.0
t8,19754.27557005515,0.0,-3807.0655700551524,0.0,0.0,0.0,0.0,1150.0,-52.21,-17045.0,18235.630354025096,0.0,-2246.9,0.0,0.0,0.0,0.0,7483.017494049674,-342.7478480747715,-23129.0,31970.804338835733,0.0,-4188.180671567401,0.0,0.0,0.0,0.0,2680.544650589627,-279.1683178579561,-30184.0,26819.196377352564,0.0,-1825.8693368375455,0.0,0.0,0.0,0.0,-7474.17812645853,-426.1489140564858,-17093.0,7938.102866553556,1.1368683772161603e-13,-967.4612038456905,0.0,0.0,0.0,0.0,-1749.3426475239394,-85.29901518392614,-5136.0,36356.12591790662,0.0,-0.0,0.0,0.0,0.0,0.0,-2389.6739101815438,-598.4520077250693,-33368.0,14884.676979172316,0.0,-945.6197606663553,0.0,0.0,0.0,0.0,299.6325395247127,-355.689758030675,-13883.0
