Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_advanced_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_advanced_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_advanced_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_advanced_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_advanced_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_advanced_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_advanced_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_advanced_0,CA_S_nuclear_1,NM_nuclear_1
t1,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.08311240153,0.0,0.0,0.0,60769.408372687925,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,-4.774847184307873e-12,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,-1.6711965145077556e-11,29850.78370556385,0.0,0.0,-3.8198777474462986e-11,11287.386000000002,10706.856000000002
t2,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.08311240153,0.0,0.0,0.0,60769.40837268788,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,9.549694368615746e-12,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,-1.6711965145077556e-11,29850.78370556385,0.0,0.0,-3.8198777474462986e-11,11287.386000000002,10706.856000000002
t3,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.08311240153,0.0,0.0,0.0,60769.40837268788,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,9.549694368615746e-12,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,-1.6711965145077556e-11,29850.78370556385,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t4,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.08311240153,0.0,0.0,0.0,60769.40837268788,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,-1.6711965145077556e-11,29850.78370556385,0.0,0.0,1.9099388737231493e-11,11287.386000000002,10706.856000000002
t5,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.08311240153,0.0,0.0,0.0,60769.40837268788,0.0,0.0,4.488356353249401e-10,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,0.0,29850.78370556385,1.1841621017083525e-11,0.0,0.0,11287.386000000002,10706.856000000002
t6,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,57149.083112401546,0.0,0.0,0.0,60769.40837268788,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99636.63503023573,0.0,0.0,0.0,29850.78370556385,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t7,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,60769.40837268788,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74840.08784970641,0.0,0.0,0.0,29850.78370556385,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t8,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,49600.67008928484,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,30384.70418634394,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,30384.70418634394,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t11,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,30384.70418634394,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t12,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,30384.70418634394,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t13,40969.9,0.0,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12039.46,0.0,35341.698,28574.541556200766,0.0,0.0,0.0,30384.70418634394,0.0,0.0,0.0,0.0,0.0,0.0,108438.88767299449,0.0,0.0,0.0,187855.05419722144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49818.317515117866,0.0,0.0,0.0,14925.391852781924,0.0,0.0,0.0,11287.386000000002,10706.856000000002
