Fuel,AnnualSum
No_fuel,0.0
AZ_coal,3.3407132765354353e8
AZ_naturalgas,2.695806067786159e8
AZ_uranium,3.5309573643890876e8
CA_N_naturalgas,7.2426364171835e7
CA_N_uranium,-6.928749656159535e-9
CA_S_naturalgas,5.98043864448548e7
MT_WY_CO_coal,4.847053428325911e8
MT_WY_CO_naturalgas,489229.8094396442
NM_coal,2.0639665695246525e7
NM_naturalgas,136823.8379440442
PNW_coal,0.0
PNW_naturalgas,2.908326922253483e8
PNW_uranium,1.0289271565661053e8
UT_NV_coal,2.793660940220667e8
UT_NV_naturalgas,2.4037565396592504e8
CA_S_uranium,8.392616305587301e8
MT_WY_CO_uranium,4.857172141992105e-9
NM_uranium,-5.387619612440275e-9
UT_NV_uranium,-9.49054386940873e-8
None,0.0
