region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Inv_cost_charge_MW,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Fixed_OM_cost_charge_MW,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,CO2SequestrationCost,EnergyRevenue,SubsidyRevenue,OperatingReserveRevenue,OperatingRegulationRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
AZ,AZ_conventional_hydroelectric_1,1,1,1,0.0,0.0,0.0,1.2167357114248483e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100905236766672e7,0.0,0.0,0.0,6.771074180828074e7,0.0,0.0,0.0,8.100905236766672e7,1.2167357114248483e8,-4.066451877481811e7
CA_N,CA_N_conventional_hydroelectric_1,2,1,2,0.0,0.0,0.0,2.1396738045492917e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4320857629936495e8,0.0,0.0,0.0,6.357314334261578e7,0.0,0.0,0.0,2.4320857629936495e8,2.1396738045492917e8,2.924119584443578e7
CA_S,CA_S_conventional_hydroelectric_1,3,1,3,0.0,0.0,0.0,5.264121191304337e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.943639932667738e7,0.0,0.0,0.0,1.026476155183469e7,0.0,0.0,0.0,3.943639932667738e7,5.264121191304337e7,-1.320481258636599e7
MT_WY_CO,MT_WY_CO_conventional_hydroelectric_1,4,1,4,0.0,0.0,0.0,2.3923919430985802e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1071330635987979e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1071330635987979e8,2.3923919430985802e8,-1.2852588794997823e8
PNW,PNW_conventional_hydroelectric_1,6,1,5,0.0,0.0,0.0,1.2939582775574381e9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.915248745764375e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.915248745764375e8,1.2939582775574381e9,-3.0243340298100066e8
UT_NV,UT_NV_conventional_hydroelectric_1,7,1,6,0.0,0.0,0.0,2.841866724201017e7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.450777682590218e7,0.0,0.0,0.0,1.7246913977655496e7,0.0,0.0,0.0,4.450777682590218e7,2.841866724201017e7,1.608910958389201e7
AZ,AZ_conventional_steam_coal_1,1,1,7,0.0,0.0,0.0,1.1183598142785356e9,0.0,0.0,2.874221650285701e7,5.746341719149758e8,0.0,0.0,0.0,0.0,6.775558095805804e8,0.0,0.0,0.0,2.1545666453072816e8,0.0,0.0,0.0,6.775558095805804e8,1.7217362026963682e9,-1.0441803931157879e9
AZ,AZ_natural_gas_fired_combined_cycle_1,1,1,8,0.0,0.0,0.0,8.601289296780136e8,0.0,0.0,2.4202219673273236e7,3.241458900849435e8,0.0,3.423506429277687e7,0.0,0.0,2.1535458917613032e8,0.0,0.0,0.0,5.603067101006092e8,0.0,0.0,0.0,2.1535458917613032e8,1.242712103729007e9,-1.0273575145528767e9
AZ,AZ_natural_gas_fired_combustion_turbine_1,1,1,9,0.0,0.0,0.0,1.180099639997125e8,0.0,0.0,1.439174671499391e-10,1.7983280875861446e-9,0.0,-9.676373987791263e-12,0.0,0.0,7.465198055875405e-10,0.0,0.0,0.0,1.2683518845237666e8,0.0,0.0,0.0,7.465198055875405e-10,1.180099639997125e8,-1.180099639997125e8
AZ,AZ_natural_gas_steam_turbine_1,1,1,10,0.0,0.0,0.0,1.0541994832711688e8,0.0,0.0,4.4234817713524026e-11,8.29886813075323e-9,0.0,-1.6103902973035084e-11,0.0,0.0,2.1940927786316317e-9,0.0,0.0,0.0,4.786662573479502e7,0.0,0.0,0.0,2.1940927786316317e-9,1.0541994832711689e8,-1.0541994832711689e8
AZ,AZ_nuclear_1,1,1,11,0.0,0.0,0.0,1.2355678209959517e9,0.0,0.0,1.2600513792000045e6,1.2356378837279764e8,0.0,0.0,0.0,0.0,3.3361651804113483e8,0.0,0.0,0.0,1.0427192983700834e8,0.0,0.0,0.0,3.3361651804113483e8,1.3603916607479494e9,-1.0267751427068145e9
AZ,AZ_other_peaker_1,1,1,12,0.0,0.0,0.0,7.232684428177545e6,0.0,0.0,-2.204841699235008e-9,-6.044631540602757e-8,0.0,1.0800980427510306e-7,0.0,0.0,-9.076513130584e-9,0.0,0.0,0.0,1.0346467795406999e7,-0.0,0.0,0.0,-9.076513130584e-9,7.2326844281775905e6,-7.2326844281776e6
CA_N,CA_N_natural_gas_fired_combined_cycle_1,2,1,13,0.0,0.0,0.0,8.304885861899866e8,0.0,0.0,8065.860899999842,873274.8474003909,0.0,49735.42561633696,0.0,0.0,524065.97209677857,0.0,0.0,0.0,6.382061138610452e8,0.0,0.0,0.0,524065.97209677857,8.314196623239034e8,-8.308955963518066e8
CA_N,CA_N_natural_gas_fired_combustion_turbine_1,2,1,14,0.0,0.0,0.0,1.3849020270018008e8,0.0,0.0,1.2049278146670467e-10,9.766552544273769e-9,0.0,-6.28804768677496e-9,0.0,0.0,2.6601905506248765e-9,0.0,0.0,0.0,2.7430211380418086e8,0.0,0.0,0.0,2.6601905506248765e-9,1.3849020270018008e8,-1.3849020270018008e8
CA_N,CA_N_nuclear_1,2,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA_N,CA_N_other_peaker_1,2,1,16,0.0,0.0,0.0,2.2632797913306925e7,0.0,0.0,1.3632838350271678e-13,2.3520966715295806e-11,0.0,-1.205981854062495e-11,0.0,0.0,9.596054743633997e-12,0.0,0.0,0.0,3.513566121504746e7,0.0,0.0,0.0,9.596054743633997e-12,2.2632797913306925e7,-2.2632797913306925e7
CA_S,CA_S_natural_gas_fired_combined_cycle_1,3,1,17,0.0,0.0,0.0,9.08853896306034e8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.041707930211992e8,0.0,0.0,0.0,0.0,9.08853896306034e8,-9.08853896306034e8
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,3,1,18,0.0,0.0,0.0,1.921500723066462e8,0.0,0.0,-2.733376861994787e-9,-2.76775295528101e-7,0.0,1.0670743493045893e-7,0.0,0.0,-5.7665575837252935e-8,0.0,0.0,0.0,5.0774898056046665e8,-0.0,0.0,0.0,-5.7665575837252935e-8,1.9215007230664605e8,-1.921500723066461e8
CA_S,CA_S_natural_gas_steam_turbine_1,3,1,19,0.0,0.0,0.0,7.764169713249359e7,0.0,0.0,28098.60527517153,1.2774337789426602e7,0.0,15334.129299509716,0.0,0.0,7.231157148064948e6,0.0,0.0,0.0,3.3045669512797587e7,0.0,0.0,0.0,7.231157148064948e6,9.045946765649487e7,-8.322831050842993e7
