Constraint,CapRes_1,CapRes_2,CapRes_3,CapRes_4
t1,0.0,32.340612119759754,1.870198819441464,13.288362832570858
t2,0.0,32.340612119759754,1.8701988194414625,13.28836283257086
t3,0.0,32.340612119759754,1.870198819441464,13.288362832570858
t4,0.0,32.340612119759754,1.8701988194414625,13.288362832570858
t5,0.0,19.052249287188896,1.8701988194414485,0.0
t6,0.0,0.0,1.8701988194414485,0.0
t7,0.0,0.0,0.0,0.0
t8,0.0,0.0,0.0,-0.0
t9,0.0,0.0,0.0,-0.0
t10,0.0,0.0,0.0,0.0
t11,0.0,0.0,0.0,-0.0
t12,0.0,0.0,0.0,0.0
t13,-0.0,0.0,0.0,0.0
t14,0.0,0.0,0.0,0.0
t15,0.0,0.0,0.0,0.0
t16,0.0,22.565925392465694,0.0,13.942978673444602
t17,0.0,50.40709521512505,0.0,27.08447412744789
t18,0.0,49.9537333297651,0.002362127387063317,41.33078661074401
t19,0.0,49.787854184677265,0.0,41.3072143111789
t20,0.0,45.73213910940759,0.49857005546249716,45.17670203079437
t21,0.0,45.73213910940759,0.49857005546249406,41.2150374637869
t22,0.0,45.7321391094076,0.49857005546249716,41.2150374637869
t23,0.0,45.73213910940759,0.49857005546249716,41.215037463786885
t24,0.0,45.73213910940759,1.870198819441464,41.2150374637869
t25,0.0,45.361458695130345,2.8010369645812268,26.30920940794145
t26,0.0,41.52411085597368,2.8010369645812268,11.20619694438902
t27,0.0,40.47830612679788,2.8010369645812268,10.16039221521322
t28,0.0,40.47830612679788,2.8010369645812268,10.16039221521322
t29,0.0,35.79115972611068,2.8010369645812268,5.473245814526011
t30,0.0,13.633606870287872,2.8010369645812268,0.0
t31,0.0,-0.0,0.0,0.0
t32,0.0,0.0,0.0,0.0
t33,0.0,0.0,0.0,0.0
t34,0.0,0.0,0.0,0.0
t35,0.0,22.227207325160272,0.0,28.925077674447245
t36,0.0,22.498959803219368,0.0,13.126669382668327
t37,0.0,22.498959803219368,0.0,13.126669382668327
t38,0.0,48.13044956178857,19.07478409866047,38.77967108505006
t39,0.0,60.49291118289876,8.028170280797005,51.14213270616025
t40,0.0,60.52147572471135,5.084129812446993,53.524947678392664
t41,0.0,58.78039871261743,4.921865016639772,46.324937448042
t42,0.0,56.3201442871114,2.8010369645812268,44.204109395983465
t43,0.0,56.3201442871114,2.8010369645812268,44.204109395983465
t44,0.0,54.647372235981976,2.8010369645812268,43.96639968345455
t45,0.0,54.647372235981976,2.8010369645812268,43.96639968345455
t46,0.0,51.930973300668036,2.8010369645812268,41.250000748140614
t47,0.0,51.93097330066804,2.8010369645812268,41.250000748140614
t48,0.0,51.93097330066804,2.8010369645812268,44.204109395983465
t49,0.0,74.0169807873539,36.09107695335061,67.44322740201507
t50,0.0,74.0169807873539,36.09107695335074,68.13324445693151
t51,0.0,74.0169807873539,36.09107695335061,68.13324445693151
t52,0.0,74.0169807873539,36.09107695335061,72.43882699367194
t53,0.0,74.0169807873539,36.09107695335086,17.57214888813436
t54,0.0,74.0169807873539,36.09107695335061,72.43882699367194
t55,0.0,74.0169807873539,33.538259554867246,65.80086429895736
t56,0.0,61.5638196638186,29.69290474425351,52.21304118708009
t57,0.0,49.36001584880059,14.227349550583714,33.932236536973306
t58,0.0,49.36001584880059,14.227349550583696,53.605220302962756
t59,0.0,48.6053863259373,0.0,39.37787075237906
t60,0.0,49.360015848800586,0.0,39.37787075237906
t61,0.0,49.36001584880059,0.0,45.90728811844021
t62,0.0,50.148774966912704,0.0,45.90728811844022
t63,0.0,50.148774966912704,0.0,39.37787075237906
t64,0.0,50.148774966912704,0.0,39.37787075237906
t65,0.0,50.148774966912704,0.0,19.70488698638958
t66,0.0,49.36001584880059,0.0,19.70488698638958
t67,0.0,31.337332788654155,0.0,19.704886986389578
t68,0.0,31.33733278865416,0.0,19.704886986389585
t69,0.0,31.337332788654155,0.0,19.70488698638958
t70,0.0,28.770608116873046,0.0,19.704886986389578
t71,0.0,28.770608116873046,0.0,22.886871786450644
t72,0.0,32.03853010724968,0.0,27.384284152216292
t73,0.0,0.0,0.0,0.0
t74,0.0,0.0,0.0,0.0
t75,0.0,0.0,0.0,0.0
t76,0.0,0.0,0.0,0.0
t77,0.0,0.0,0.0,0.0
t78,0.0,0.0,0.0,0.0
t79,0.0,0.0,0.0,0.0
t80,0.0,0.0,0.0,0.0
