Fuel,AnnualSum
No_fuel,0.0
AZ_coal,27934.776329543536
AZ_naturalgas,9.606731379881214e7
AZ_uranium,3.408815947249778e8
CA_N_naturalgas,3.64114116057404e7
CA_N_uranium,7.504539789753133e7
CA_S_naturalgas,2.4999569714436578e6
MT_WY_CO_coal,3.838984184366753e8
MT_WY_CO_naturalgas,34957.85073350631
NM_coal,1.7216673652781345e7
NM_naturalgas,4.311951238901363e6
PNW_coal,0.0
PNW_naturalgas,2.5632665413531762e8
PNW_uranium,1.0090720416408291e8
UT_NV_coal,2.4274166219089225e8
UT_NV_naturalgas,3.296346876523614e8
CA_S_uranium,1.349359675989592e9
MT_WY_CO_uranium,3.6027656601374744e-8
NM_uranium,7.075543898672048e-9
UT_NV_uranium,5.166139157997131e-8
None,0.0
