Resource,AZ_conventional_steam_coal_1,AZ_natural_gas_fired_combined_cycle_1,AZ_natural_gas_fired_combustion_turbine_1,AZ_natural_gas_steam_turbine_1,AZ_nuclear_1,AZ_other_peaker_1,CA_N_natural_gas_fired_combined_cycle_1,CA_N_natural_gas_fired_combustion_turbine_1,CA_N_nuclear_1,CA_N_other_peaker_1,CA_S_natural_gas_fired_combined_cycle_1,CA_S_natural_gas_fired_combustion_turbine_1,CA_S_natural_gas_steam_turbine_1,CA_S_other_peaker_1,MT_WY_CO_conventional_steam_coal_1,MT_WY_CO_natural_gas_fired_combined_cycle_1,MT_WY_CO_natural_gas_fired_combustion_turbine_1,MT_WY_CO_natural_gas_steam_turbine_1,MT_WY_CO_other_peaker_1,NM_conventional_steam_coal_1,NM_natural_gas_fired_combined_cycle_1,NM_natural_gas_fired_combustion_turbine_1,NM_natural_gas_steam_turbine_1,NM_other_peaker_1,PNW_conventional_steam_coal_1,PNW_natural_gas_fired_combined_cycle_1,PNW_natural_gas_fired_combustion_turbine_1,PNW_nuclear_1,PNW_other_peaker_1,UT_NV_conventional_steam_coal_1,UT_NV_natural_gas_fired_combined_cycle_1,UT_NV_natural_gas_fired_combustion_turbine_1,UT_NV_natural_gas_steam_turbine_1,UT_NV_other_peaker_1,AZ_naturalgas_2on1_combined_cycle_fframe_moderate_0,AZ_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,AZ_naturalgas_combustion_turbine_fframe_moderate_0,AZ_nuclear_nuclear__large_conservative_0,CA_N_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_N_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_N_naturalgas_combustion_turbine_fframe_moderate_0,CA_N_nuclear_nuclear__large_conservative_0,CA_S_naturalgas_2on1_combined_cycle_fframe_moderate_0,CA_S_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,CA_S_naturalgas_combustion_turbine_fframe_moderate_0,CA_S_nuclear_nuclear__large_conservative_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_moderate_0,MT_WY_CO_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,MT_WY_CO_naturalgas_combustion_turbine_fframe_moderate_0,MT_WY_CO_nuclear_nuclear__large_conservative_0,NM_naturalgas_2on1_combined_cycle_fframe_moderate_0,NM_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,NM_naturalgas_combustion_turbine_fframe_moderate_0,NM_nuclear_nuclear__large_conservative_0,PNW_naturalgas_2on1_combined_cycle_fframe_moderate_0,PNW_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,PNW_naturalgas_combustion_turbine_fframe_moderate_0,PNW_nuclear_nuclear__large_conservative_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_moderate_0,UT_NV_naturalgas_2on1_combined_cycle_fframe_95_ccs_conservative_0,UT_NV_naturalgas_combustion_turbine_fframe_moderate_0,UT_NV_nuclear_nuclear__large_conservative_0,CA_S_nuclear_1,NM_nuclear_1
t1,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,21096.16146076162,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,1137.4292658931931,0.0,0.0,0.0,0.0,13292.102626538404,0.0,12039.46,0.0,35341.698,52385.34020158752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.684786058031023e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,5.968558980384842e-11,104036.40073044163,0.0,0.0,-9.549694368615746e-12,11287.386000000002,10706.856000000002
t2,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,11753.302825690453,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,243.6607042737257,0.0,0.0,0.0,0.0,13292.102626538404,0.0,12039.46,0.0,35341.698,52385.34020158752,0.0,0.0,0.0,0.0,0.0,0.0,7.639755494892597e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,5.968558980384842e-11,104036.40073044163,0.0,0.0,-9.549694368615746e-12,11287.386000000002,10706.856000000002
t3,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,3644.0074399491023,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,105.38190893259542,0.0,0.0,0.0,0.0,13292.102626538404,0.0,12039.46,0.0,35341.698,52385.34020158752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,2.148681232938543e-11,104036.40073044163,0.0,0.0,-9.549694368615746e-12,11287.386000000002,10706.856000000002
t4,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,7288.014879898206,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,105.38190893259542,0.0,0.0,0.0,0.0,13292.102626538404,0.0,12039.46,0.0,35341.698,52385.34020158752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.058620106661692e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,5.968558980384842e-11,104036.40073044163,0.0,0.0,-2.0054358174093068e-10,11287.386000000002,10706.856000000002
t5,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,7288.0148798982045,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,13292.102626538404,0.0,12039.46,0.0,35341.698,52385.34020158751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.3874235921539366e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,2.3874235921539366e-12,104036.40073044163,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t6,0.0,75127.026,13709.072440706006,0.0,19185.732000000004,1954.68,16642.69503370163,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,3.066816134378314e-11,35341.698,52385.34020158752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,0.0,104036.40073044163,0.0,0.0,-9.549694368615746e-12,11287.386000000002,10706.856000000002
t7,0.0,69752.29468534098,13709.072440706006,0.0,19185.732000000004,1954.68,0.0,0.0,0.0,0.0,0.0,0.0,2874.621,0.0,29045.626800000002,0.0,0.0,0.0,0.0,1224.608,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,-5.537306909294177e-12,35341.698,51400.25133023525,0.0,0.0,0.0,0.0,0.0,0.0,-5.013589543523267e-11,0.0,0.0,0.0,2.0889956431346945e-12,0.0,0.0,0.0,2.0889956431346945e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95313.65921802177,0.0,0.0,0.0,104036.40073044163,0.0,0.0,0.0,11287.386000000002,7494.799200000001
t8,0.0,3295.960026241478,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72307.29469726913,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,-5.537306909294177e-12,35341.698,26192.67010079376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67298.44764096709,0.0,0.0,0.0,74812.65500146775,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t9,0.0,3295.960026241478,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,-5.537306909294177e-12,35341.698,26192.67010079376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69042.39528046062,0.0,0.0,0.0,52018.200365220815,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t10,0.0,3295.960026241478,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,-5.537306909294177e-12,35341.698,26192.67010079376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47656.829609010885,0.0,0.0,0.0,52018.200365220815,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t11,0.0,3295.960026241478,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,0.0,35341.698,26192.67010079376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47656.829609010885,0.0,0.0,0.0,52018.200365220815,0.0,0.0,0.0,11287.386000000002,10706.856000000002
t12,0.0,3295.960026241478,0.0,0.0,19185.732000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72614.067,0.0,0.0,0.0,0.0,3061.52,0.0,0.0,0.0,0.0,0.0,6646.051313269202,0.0,12039.46,0.0,35341.698,26192.67010079376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47656.829609010885,0.0,0.0,0.0,61528.621478997804,0.0,0.0,0.0,11287.386000000002,10706.856000000002
