Fuel,AnnualSum
No_fuel,0.0
AZ_coal,9.189246673354681e7
AZ_naturalgas,1.24810244583712e8
AZ_uranium,3.338373837062172e8
CA_N_naturalgas,3.305837778683726e7
CA_N_uranium,-4.2316797764779556e-8
CA_S_naturalgas,1.2450214726387095e7
MT_WY_CO_coal,4.168346742346445e8
MT_WY_CO_naturalgas,1.038513337294132e-11
NM_coal,1.884952028297475e7
NM_naturalgas,1.2995989474307061e6
PNW_coal,0.0
PNW_naturalgas,3.027029690388128e8
PNW_uranium,9.891534339857125e7
UT_NV_coal,2.789309771321939e8
UT_NV_naturalgas,5.404611120297592e8
CA_S_uranium,-5.922030279650119e-8
MT_WY_CO_uranium,9.236622151106016e-8
NM_uranium,-7.884706880368412e-9
UT_NV_uranium,-2.2765588783008964e-9
None,0.0
