Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2
5000,1,1,1,5000,1,8760,8760,1,84,0
,,,,,,,,2,79,0
,,,,,,,,3,74,0
,,,,,,,,4,72,0
,,,,,,,,5,72,0
,,,,,,,,6,76,0
,,,,,,,,7,84,0
,,,,,,,,8,90,0
,,,,,,,,9,97,0
,,,,,,,,10,102,0
,,,,,,,,11,106,0
,,,,,,,,12,105,0
,,,,,,,,13,104,0
,,,,,,,,14,102,0
,,,,,,,,15,99,0
,,,,,,,,16,96,0
,,,,,,,,17,95,0
,,,,,,,,18,103,0
,,,,,,,,19,108,0
,,,,,,,,20,108,0
,,,,,,,,21,106,0
,,,,,,,,22,103,0
,,,,,,,,23,96,0
,,,,,,,,24,91,0
,,,,,,,,25,88,0
,,,,,,,,26,82,0
,,,,,,,,27,78,0
,,,,,,,,28,76,0
,,,,,,,,29,77,0
,,,,,,,,30,83,0
,,,,,,,,31,93,0
,,,,,,,,32,100,0
,,,,,,,,33,106,0
,,,,,,,,34,109,0
,,,,,,,,35,111,0
,,,,,,,,36,110,0
,,,,,,,,37,109,0
,,,,,,,,38,108,0
,,,,,,,,39,104,0
,,,,,,,,40,101,0
,,,,,,,,41,99,0
,,,,,,,,42,108,0
,,,,,,,,43,113,0
,,,,,,,,44,111,0
,,,,,,,,45,109,0
,,,,,,,,46,105,0
,,,,,,,,47,97,0
,,,,,,,,48,92,0
,,,,,,,,49,87,0
,,,,,,,,50,81,0
,,,,,,,,51,77,0
,,,,,,,,52,75,0
,,,,,,,,53,76,0
,,,,,,,,54,82,0
,,,,,,,,55,92,0
,,,,,,,,56,100,0
,,,,,,,,57,106,0
,,,,,,,,58,109,0
,,,,,,,,59,110,0
,,,,,,,,60,110,0
,,,,,,,,61,109,0
,,,,,,,,62,107,0
,,,,,,,,63,104,0
,,,,,,,,64,101,0
,,,,,,,,65,99,0
,,,,,,,,66,108,0
,,,,,,,,67,113,0
,,,,,,,,68,112,0
,,,,,,,,69,110,0
,,,,,,,,70,107,0
,,,,,,,,71,99,0
,,,,,,,,72,94,0
,,,,,,,,73,89,0
,,,,,,,,74,84,0
,,,,,,,,75,79,0
,,,,,,,,76,77,0
,,,,,,,,77,79,0
,,,,,,,,78,85,0
,,,,,,,,79,95,0
,,,,,,,,80,102,0
