BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7
AnnualSum,1.6382220839806837e8,7.188003908522127e6,-8.47447793022902e6,0.0,0.0,4102.773440766968,0.0,295739.5987244494,-1.4108571770980102e6,-1.6142471957142845e8,1.9282588522393376e8,9.159193543362526e6,-1.1258608988254264e7,0.0,0.0,7846.129122914951,0.0,-171489.25296163477,-2.786689655203272e6,-1.877761369999999e8,1.74988179328935e8,1.2177636616029536e7,-1.466885864939381e7,0.0,0.0,9707.326084828914,0.0,1.3029127503897427e8,-6.080651232058545e6,-2.9671728842857146e8,2.1988948073101896e8,2.3469502945094355e6,-2.82715809363306e6,0.0,0.0,3233.638377461522,0.0,-5.937157395392373e7,-3.5380499020633344e6,-1.565028827142857e8,5.402614172376269e7,1.5661048591853566e6,-1.842476303841945e6,0.0,0.0,1623.274783221541,0.0,-6.248036181023033e6,-648921.2300091169,-4.6854436142857134e7,3.096901071669119e8,637956.1997213879,-781843.7679561826,0.0,0.0,6578.584688529382,0.0,-9.985957835964048e6,-5.520873061687249e6,-2.940459672857143e8,2.0025797723748696e8,6.84806955173364e6,-8.056552409073033e6,0.0,0.0,1522.0736512327449,0.0,-5.480995741382633e7,-5.411003897115468e6,-1.388300551428572e8
t1,15530.073567435371,3184.696432564624,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17094.0,11920.996489731942,0.0,-0.0,0.0,0.0,521.559,0.0,7207.935861404313,-333.49135113625516,-19317.0,17321.85261465328,1968.4051140372922,-0.0,0.0,0.0,905.337,0.0,14120.652638595688,-785.2473672862551,-33531.0,28774.092361182553,0.0,-796.590629375838,0.0,0.0,0.0,0.0,-9945.519530591722,-523.9822012149915,-17508.0,5697.8640426878865,64.13655963711301,-0.0,0.0,0.0,0.0,0.0,-390.2180000000001,-110.782602325,-5261.0,38217.46875162328,0.0,-0.0,0.0,0.0,0.0,0.0,-5005.840469408279,-912.6282822149915,-32299.0,20297.735224116877,116.08862295812378,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-15065.0
t2,15942.86602899981,2929.9039710001884,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17252.0,11047.77032623489,571.1,-0.0,0.0,0.0,548.856,0.0,8538.539849086885,-378.26617532177374,-20328.0,17682.00752815031,1648.6730124083551,-0.0,0.0,0.0,868.293,0.0,12790.048650913115,-830.0221914717738,-32159.0,28120.33523655401,0.0,-578.5,0.0,0.0,0.0,0.0,-9037.28526211467,-487.5499744393396,-18017.0,6264.9953033291185,0.0,-0.0,0.0,0.0,0.0,0.0,-879.3845742717134,-101.61072905740538,-5284.0,41155.27609232056,0.0,-0.0,0.0,0.0,0.0,0.0,-5424.908163613618,-885.3679287069342,-34845.0,20227.823847074997,0.0,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14879.0
t3,15924.28271828985,2498.487281710148,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16802.0,10747.847720258611,571.1,-0.0,0.0,0.0,557.01,0.0,9152.984518178086,-398.9422384366926,-20630.0,17373.85139227563,1096.4488804891462,-0.0,0.0,0.0,826.794,0.0,12175.603981821914,-850.6982545866927,-30622.0,28056.87839451986,0.0,-578.5,0.0,0.0,0.0,0.0,-8844.101913645874,-481.27648087397944,-18153.0,6397.36653316821,0.0,-0.0,0.0,0.0,0.0,0.0,-1015.3042989484941,-99.06223421971573,-5283.0,42090.8147173849,0.0,-0.0,0.0,0.0,0.0,0.0,-5482.171787405632,-881.6429299792636,-35727.0,19698.823847075,0.0,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14350.0
t4,15907.46676696133,2364.30323303867,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16651.0,13054.981351987999,0.0,-0.0,0.0,0.0,571.428,0.0,7894.1739094655195,-356.58326145351475,-21164.0,17370.34775239723,1641.6449346718075,-0.0,0.0,0.0,877.932,0.0,13434.414590534481,-808.3392776035148,-32516.0,30604.511985018413,0.0,-578.5,0.0,0.0,0.0,0.0,-11180.427140042613,-636.584844975799,-18209.0,6501.948886783187,0.0,-0.0,0.0,0.0,0.0,0.0,-1087.2353599573876,-97.71352682579898,-5317.0,39226.21550147501,0.0,-0.0,0.0,0.0,0.0,0.0,-3073.915500000001,-1038.300001475,-35114.0,19465.063583250438,176.76026382456166,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14293.0
t5,15899.103859746778,2436.6661402532213,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16715.0,12505.927454816303,2657.0893321972744,-0.0,0.0,0.0,597.186,0.0,6673.298000089435,-315.5007871030095,-22118.0,17521.364082707874,774.5232206345663,-0.0,0.0,0.0,893.0790000000001,0.0,14655.290499910567,-767.2568032530095,-33077.0,30021.58331575348,0.0,-1236.551327444835,0.0,0.0,0.0,0.0,-9978.506243782058,-566.5257445265869,-18240.0,6700.1625820920835,0.0,-0.0,0.0,0.0,0.0,0.0,-1262.739762819957,-94.4228192721258,-5343.0,39844.86360197746,0.0,-0.0,0.0,0.0,0.0,0.0,-4100.331993397986,-971.531608579461,-34773.0,18945.633151734117,592.1906953408825,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-14189.0
t6,16409.8490419981,2061.9209580019,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16851.0,12611.92395138858,2182.0919637604275,-0.0,0.0,0.0,620.73,0.0,7933.148853159817,-357.89476830882785,-22990.0,18728.27013761864,0.0,-0.0,0.0,0.0,868.941,0.0,13395.439646840183,-809.6507844588277,-32183.0,29412.811519104078,0.0,-1287.6630175834982,0.0,0.0,0.0,0.0,-9568.365698392208,-557.7828031283727,-17999.0,7030.3005504324055,0.0,-0.0,0.0,0.0,0.0,0.0,-1650.1415139948085,-87.15903643759734,-5293.0,39661.12323762878,0.0,-0.0,0.0,0.0,0.0,0.0,-4123.0707876129845,-970.0524500157753,-34568.0,18732.01591996579,610.8079271092057,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-13994.0
t7,18516.470000000005,97.3,-0.0,0.0,0.0,0.0,0.0,-1450.0,-170.77,-16993.0,13508.942713137983,0.0,-0.0,0.0,0.0,630.558,0.0,9629.47544498579,-414.9761581237718,-23354.0,18825.498932976407,0.0,-0.0,0.0,0.0,350.12018628315366,0.0,11699.113055014212,-866.7321742737718,-30008.0,29196.28413880932,0.0,-1825.8693368375516,0.0,0.0,0.0,0.0,-9384.332543140476,-553.082258831288,-17433.0,8059.559455554778,0.0,-972.1663626047779,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5196.0,39211.363306065825,0.0,-0.0,0.0,0.0,0.0,0.0,-4150.066956859525,-968.2963492062879,-34093.0,19320.823847074997,0.0,-0.0,0.0,0.0,0.0,0.0,-4537.0105,-811.8133470749999,-13972.0
t8,18837.997890922874,0.0,-172.22789092287707,0.0,0.0,0.0,0.0,-1450.0,-170.77,-17045.0,15401.858397815296,0.0,-2246.9,0.0,0.0,0.0,0.0,10415.466354410619,-441.42475222591736,-23129.0,23607.928352781542,0.0,-1665.0,0.0,0.0,0.0,0.0,9053.352433101132,-812.2807858826786,-30184.0,26526.336913733412,0.0,-1825.8693368375516,0.0,0.0,0.0,0.0,-7196.691375987848,-410.77620090800957,-17093.0,7959.101022558445,0.0,-931.7079296084448,0.0,0.0,0.0,0.0,-1807.1785,-84.21459295,-5136.0,38212.7180920675,0.0,-0.0,0.0,0.0,0.0,0.0,-4168.104977426886,-676.613114640614,-33368.0,19311.380122036386,0.0,-0.0,0.0,0.0,0.0,0.0,-4846.843934097018,-581.5361879393656,-13883.0
