Line,New_Trans_Capacity,Cost_Trans_Capacity
1,2300.0,1.37979621832075e9
2,0.0,0.0
3,0.0,0.0
4,163.71745829776938,1.705490814890059e8
5,0.0,0.0
6,0.0,0.0
7,4117.796222168421,2.8511323040890217e9
8,0.0,0.0
9,5261.0,5.732857939320713e9
10,1179.7406355596806,1.4359849449133027e9
11,1417.0,5.668118054455383e8
12,0.0,0.0
13,0.0,0.0
14,657.0,6.9416932051582e8
15,0.0,0.0
