Fuel,AnnualSum
No_fuel,0.0
AZ_coal,1.1117204269630378e8
AZ_naturalgas,9.010264759986807e7
AZ_uranium,3.4025793308253324e8
CA_N_naturalgas,3.5774836008807495e7
CA_N_uranium,6.2279154835800014e7
CA_S_naturalgas,5.198280677842818e6
MT_WY_CO_coal,3.830178158191892e8
MT_WY_CO_naturalgas,32121.21231156794
NM_coal,1.9139227483335845e7
NM_naturalgas,1.5623417414592332e6
PNW_coal,0.0
PNW_naturalgas,2.4985963271529993e8
PNW_uranium,1.0058954685045253e8
UT_NV_coal,2.717169775614601e8
UT_NV_naturalgas,3.439441035689707e8
CA_S_uranium,1.1014938294005473e9
MT_WY_CO_uranium,-1.9547489507221185e-7
NM_uranium,-6.290624188221017e-9
UT_NV_uranium,-5.187975054221639e-8
None,0.0
