Zone,1,2,3,4,5,6,7,Total
CO2_Price_1,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0
CO2_Price_2,21.555764476472277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AnnualSum,1.5400000000000076e7,1.760830058101583e6,549721.7991039164,3.858837154754814e7,1.8754719925011997e6,1.6188372244070532e7,5.400972449136725e7,1.283724921326927e8
t1,7007.59331097095,1066.9745375944447,152.52739026,2774.438271936,372.4277010315827,5871.258433360748,11698.316752990038,28943.536398143766
t2,7007.59331097095,1066.974537594415,152.52739026,2774.438271936,325.5550060352311,5850.653461502903,11698.316752990038,28876.058731289537
t3,7007.59331097095,1066.974537594415,152.52739026,2774.438271936,318.1891670584289,5850.653461502903,11698.316752990038,28868.692892312734
t4,7007.59331097095,1066.974537594415,152.52739026,2774.438271936,321.19295867806954,5850.653461502903,11698.316752990038,28871.696683932376
t5,7007.59331097095,1066.974537594415,152.52739026,2774.438271936,308.99569821761554,5850.653461502903,11698.316752990038,28859.49942347192
t6,7007.59331097095,1066.9745375944153,152.52739026000012,2774.438271936,292.4363904,5850.653461502903,11698.316752990038,28842.94011565431
t7,7007.59331097095,208.0846285636914,152.52739026,2774.438271936,116.97455615999999,5358.820542828902,11354.7366079065,26973.175308626043
t8,1578.3033613174123,0.0,0.0,6794.2454935154055,292.4363904,2887.465094962661,7537.07787297502,19089.5282131705
t9,1578.3033613174123,0.0,1.1909871489024227e-12,6936.095679839999,292.4363904,2887.465094962661,7537.07787297502,19231.378399495094
t10,1578.3033613174123,0.0,-7.147556620642112e-13,6936.095679839999,292.4363904,2887.4650949626616,7537.07787297502,19231.378399495094
t11,1578.3033613174123,0.0,0.0,6936.095679839999,292.4363904,2887.4650949626616,7537.07787297502,19231.378399495094
t12,1578.3033613174123,0.0,0.0,6936.095679839999,292.4363904,2887.4650949626616,7537.07787297502,19231.378399495094
t13,1578.3033613174123,0.0,0.0,6936.095679839999,292.4363904,2887.4650949626616,7537.07787297502,19231.378399495094
t14,1578.3033613174123,0.0,0.0,6936.095679839999,292.4363904,2887.4650949626616,8051.136135586521,19745.436662106593
t15,1591.2287834348244,0.0,0.0,6936.095679839999,442.9618166455575,4142.794074047679,10156.98058025004,23270.0609342181
t16,7227.160955533793,5.1446573081648287e-14,0.0,6936.095679839999,642.4549300130501,4891.68695141145,10156.98058025004,29854.37909704833
t17,7136.9414214532835,771.1626243339878,2345.6148957191567,6936.095679839999,596.6389402673242,4803.737453943287,11698.316752990038,34288.507768547075
t18,7007.59331097095,1188.1167731702985,1630.5855767252035,6936.095679839999,596.6389402673242,4807.5986263817485,11698.316752990038,33864.94566034556
t19,7007.59331097095,1066.974537594415,1630.5855767252058,6936.095679839999,596.6389402673242,5012.146088751352,11698.316752990038,33948.350887139284
t20,7007.59331097095,1066.974537594415,1630.5855767252058,6936.095679839999,589.7495126120346,5211.221518317937,11698.316752990038,34140.53688905058
t21,7007.59331097095,1066.974537594415,1630.5855767252035,6936.095679839999,596.6389402673242,5255.712534554898,11698.316752990038,34191.91733294283
t22,7007.59331097095,1066.974537594415,1630.5855767252035,6936.095679839999,596.6389402673242,5394.954330138303,11698.316752990038,34331.15912852623
t23,7007.59331097095,1066.974537594415,1630.5855767252035,6936.095679839999,596.6389402673242,5416.551280181062,11698.316752990038,34352.75607856899
t24,7007.59331097095,1066.974537594415,1630.5855767252035,6936.095679839999,596.6389402673242,5272.42862081804,11698.316752990038,34208.63341920597
t25,7225.0625366165295,1654.5160384533292,916.0274572478288,2774.438271936,327.41891930077696,7481.966435436798,10798.569695579978,31177.999354571242
t26,7225.0625366165295,1654.5160384533292,916.0274572478288,2774.438271936,336.84400625315135,7481.966435436798,10858.978232425701,31247.83297836934
t27,7225.0625366165295,1654.5160384533287,916.0274572478287,2774.438271936,354.3950412547678,7670.296807014271,10858.978232425701,31453.714384948427
t28,7225.0625366165295,1654.5160384533292,152.52739026,2774.438271936,352.4766671369666,7699.522341988118,10858.978232425701,30717.52147881665
t29,7225.0625366165295,1654.5160384533292,152.52739026,2774.438271936,312.54527296139446,7917.587520525144,10858.978232425701,30895.6552631781
