Period_Index,Rep_Period,Rep_Period_Index
1957,2035,24
1958,2035,24
1959,2035,24
1960,2035,24
1961,2035,24
1962,2035,24
1963,844,6
1964,844,6
1965,2035,24
1966,2035,24
1967,2035,24
1968,844,6
1969,844,6
1970,844,6
1971,844,6
1972,844,6
1973,2035,24
1974,2035,24
1975,2035,24
1976,2035,24
1977,2035,24
1978,2035,24
1979,844,6
1980,2035,24
1981,844,6
1982,844,6
1983,2035,24
1984,2035,24
1985,844,6
1986,844,6
1987,2035,24
1988,2035,24
1989,2035,24
1990,2035,24
1991,2035,24
1992,2035,24
1993,2035,24
1994,2035,24
1995,844,6
1996,2035,24
1997,2035,24
1998,2035,24
1999,844,6
2000,844,6
2001,2035,24
2002,2035,24
2003,2035,24
2004,2035,24
2005,2035,24
2006,2035,24
2007,2035,24
2008,2035,24
2009,2035,24
2010,2035,24
2011,2035,24
2012,2035,24
2013,2035,24
2014,2035,24
2015,2035,24
2016,2035,24
2017,2035,24
2018,2035,24
2019,2035,24
2020,2035,24
2021,2035,24
2022,2035,24
2023,2035,24
2024,2035,24
2025,2035,24
2026,2035,24
2027,2035,24
2028,2035,24
2029,2035,24
2030,2035,24
2031,2035,24
2032,2035,24
2033,2035,24
2034,2035,24
2035,2035,24
2036,2035,24
2037,2035,24
2038,2035,24
2039,2035,24
2040,2035,24
2041,2035,24
2042,2035,24
2043,2035,24
2044,2035,24
2045,2035,24
2046,2035,24
2047,2035,24
2048,2035,24
2049,2035,24
2050,2035,24
2051,2035,24
2052,2035,24
2053,2035,24
2054,2035,24
2055,2035,24
2056,2035,24
2057,2035,24
2058,2035,24
2059,2035,24
2060,2035,24
2061,2035,24
2062,2035,24
2063,2035,24
2064,2035,24
2065,2035,24
2066,2035,24
2067,2035,24
2068,2035,24
2069,2035,24
2070,2035,24
2071,2035,24
2072,2035,24
2073,2035,24
2074,2035,24
2075,2035,24
2076,2035,24
2077,2035,24
2078,2035,24
2079,2035,24
2080,2035,24
2081,2035,24
2082,2035,24
2083,2035,24
2084,2035,24
2085,2035,24
2086,2035,24
2087,2035,24
2088,2035,24
2089,2035,24
2090,2035,24
2091,2035,24
2092,2035,24
2093,2035,24
2094,2035,24
2095,764,5
2096,764,5
2097,2035,24
2098,764,5
2099,2035,24
2100,764,5
2101,2035,24
2102,844,6
2103,2035,24
2104,2035,24
2105,764,5
2106,764,5
2107,764,5
2108,764,5
2109,764,5
2110,764,5
2111,764,5
2112,764,5
2113,764,5
2114,764,5
2115,1039,8
2116,764,5
2117,764,5
2118,1039,8
2119,1039,8
2120,844,6
2121,844,6
2122,844,6
2123,844,6
2124,764,5
2125,764,5
2126,764,5
2127,764,5
2128,764,5
2129,764,5
2130,1039,8
2131,764,5
2132,764,5
2133,764,5
2134,764,5
2135,764,5
2136,764,5
2137,764,5
2138,844,6
2139,844,6
2140,844,6
2141,764,5
2142,764,5
2143,764,5
2144,764,5
2145,764,5
2146,764,5
2147,1039,8
2148,1039,8
2149,1039,8
2150,1039,8
2151,1039,8
2152,764,5
2153,764,5
2154,764,5
2155,764,5
2156,764,5
2157,764,5
2158,1039,8
2159,1039,8
2160,1039,8
2161,1039,8
2162,1039,8
2163,1818,23
2164,1818,23
2165,1818,23
2166,1818,23
2167,1818,23
2168,1818,23
2169,1818,23
2170,1818,23
2171,1818,23
2172,1818,23
2173,1818,23
2174,1818,23
2175,1818,23
2176,1818,23
2177,1039,8
2178,1818,23
2179,1818,23
2180,1818,23
2181,1818,23
2182,1818,23
2183,1818,23
2184,1818,23
2185,1818,23
2186,1818,23
2187,1818,23
2188,1818,23
2189,1818,23
2190,764,5
2191,764,5
2192,764,5
2193,764,5
2194,764,5
2195,764,5
2196,764,5
2197,764,5
2198,764,5
2199,1039,8
2200,844,6
2201,844,6
2202,764,5
2203,764,5
2204,764,5
2205,764,5
2206,764,5
2207,764,5
2208,764,5
2209,764,5
2210,764,5
2211,764,5
2212,764,5
2213,764,5
2214,764,5
2215,764,5
2216,764,5
2217,844,6
2218,844,6
2219,844,6
2220,1039,8
2221,764,5
2222,764,5
2223,764,5
2224,764,5
2225,764,5
2226,764,5
2227,764,5
2228,764,5
2229,844,6
2230,844,6
2231,1039,8
2232,764,5
2233,764,5
2234,764,5
2235,764,5
2236,764,5
2237,764,5
2238,1039,8
2239,764,5
2240,844,6
2241,844,6
2242,764,5
2243,1039,8
2244,1039,8
2245,844,6
2246,1039,8
2247,844,6
2248,764,5
2249,764,5
2250,764,5
2251,764,5
2252,844,6
2253,764,5
2254,1039,8
2255,844,6
2256,764,5
2257,844,6
2258,844,6
2259,764,5
2260,764,5
2261,764,5
2262,764,5
2263,764,5
2264,764,5
2265,1039,8
2266,844,6
2267,764,5
2268,764,5
2269,1039,8
2270,844,6
2271,844,6
2272,764,5
2273,764,5
2274,764,5
2275,2035,24
2276,2035,24
2277,764,5
2278,764,5
2279,2035,24
2280,2035,24
2281,2035,24
2282,2035,24
2283,764,5
2284,1039,8
2285,844,6
2286,1039,8
2287,1039,8
2288,844,6
2289,844,6
2290,1039,8
2291,1039,8
2292,2035,24
2293,844,6
2294,844,6
2295,844,6
2296,844,6
2297,844,6
2298,764,5
2299,1039,8
2300,1039,8
2301,2035,24
2302,844,6
2303,2035,24
2304,2035,24
2305,2035,24
2306,2035,24
2307,2035,24
2308,2035,24
2309,1039,8
2310,844,6
2311,844,6
2312,844,6
2313,2035,24
2314,1039,8
2315,844,6
2316,2035,24
2317,2035,24
2318,2035,24
2319,2035,24
2320,2035,24
2321,2035,24
2322,2035,24
2323,2035,24
2324,2035,24
2325,844,6
2326,844,6
2327,844,6
2328,844,6
2329,844,6
2330,764,5
2331,1039,8
2332,844,6
2333,844,6
2334,2035,24
2335,2035,24
2336,844,6
2337,2035,24
2338,844,6
2339,844,6
2340,844,6
2341,2035,24
2342,2035,24
2343,2035,24
2344,2035,24
2345,2035,24
2346,2035,24
2347,2035,24
2348,2035,24
2349,2035,24
2350,2035,24
2351,844,6
2352,2035,24
2353,2035,24
2354,844,6
2355,2035,24
2356,2035,24
2357,2035,24
2358,2035,24
2359,2035,24
2360,844,6
2361,2035,24
2362,2035,24
2363,2035,24
2364,2035,24
2365,844,6
2366,2035,24
2367,2035,24
2368,2035,24
2369,2035,24
2370,2035,24
2371,2035,24
2372,2035,24
2373,2035,24
2374,2035,24
2375,2035,24
2376,2035,24
2377,2035,24
2378,2035,24
2379,2035,24
2380,2035,24
2381,2035,24
2382,2035,24
2383,2035,24
2384,2035,24
2385,2035,24
2386,2035,24
2387,2035,24
2388,2035,24
2389,2035,24
2390,2035,24
2391,2035,24
2392,2035,24
2393,2035,24
2394,2035,24
2395,2035,24
2396,2035,24
2397,2035,24
2398,2035,24
2399,2035,24
2400,2035,24
2401,2035,24
2402,2035,24
2403,2035,24
2404,2035,24
2405,2035,24
2406,2035,24
2407,2035,24
2408,2035,24
2409,2035,24
2410,2035,24
2411,2035,24
2412,2035,24
2413,2035,24
2414,2035,24
2415,2035,24
2416,2035,24
2417,2035,24
2418,2035,24
2419,2035,24
2420,2035,24
2421,2035,24
2422,2035,24
2423,2035,24
2424,2035,24
2425,2035,24
2426,2035,24
2427,2035,24
2428,2035,24
2429,2035,24
2430,2035,24
2431,2035,24
2432,2035,24
2433,2035,24
2434,2035,24
2435,2035,24
2436,2035,24
2437,2035,24
2438,2035,24
2439,2035,24
2440,2035,24
2441,764,5
2442,2035,24
2443,764,5
2444,2035,24
2445,764,5
2446,764,5
2447,764,5
2448,2035,24
2449,2035,24
2450,844,6
2451,764,5
2452,764,5
2453,2035,24
2454,844,6
2455,844,6
2456,764,5
2457,2035,24
2458,844,6
2459,844,6
2460,764,5
2461,1039,8
2462,1039,8
2463,1039,8
2464,2035,24
2465,2035,24
2466,844,6
2467,844,6
2468,764,5
2469,764,5
2470,1039,8
2471,844,6
2472,844,6
2473,844,6
2474,764,5
2475,764,5
2476,844,6
2477,764,5
2478,764,5
2479,764,5
2480,764,5
2481,764,5
2482,764,5
2483,764,5
2484,764,5
2485,764,5
2486,764,5
2487,764,5
2488,2488,25
2489,764,5
2490,1039,8
2491,844,6
2492,764,5
2493,764,5
2494,764,5
2495,764,5
2496,1039,8
2497,1039,8
2498,764,5
2499,764,5
2500,764,5
2501,1039,8
2502,764,5
2503,764,5
2504,764,5
2505,764,5
2506,764,5
2507,764,5
2508,764,5
2509,844,6
2510,844,6
2511,764,5
2512,1039,8
2513,1039,8
2514,1039,8
2515,1039,8
2516,844,6
2517,1818,23
2518,764,5
2519,764,5
2520,764,5
2521,764,5
2522,764,5
2523,764,5
2524,764,5
2525,1818,23
2526,1039,8
2527,1818,23
2528,1818,23
2529,1818,23
2530,1818,23
2531,1818,23
2532,1818,23
2533,1818,23
2534,1818,23
2535,1818,23
2536,1818,23
2537,1818,23
2538,1818,23
2539,1818,23
2540,1818,23
2541,1818,23
2542,1818,23
2543,1818,23
2544,1818,23
2545,1818,23
2546,1818,23
2547,1818,23
2548,1818,23
2549,1818,23
2550,1818,23
2551,1818,23
2552,1818,23
2553,1818,23
2554,1818,23
2555,1818,23
