Resource,NQC_derate
Greater_Imperial_Flow_Battery_133,0.0
Greater_Imperial_Flow_Battery_20,0.0
Greater_Imperial_Flow_Battery_63,0.0
Greater_Imperial_Geothermal_20,0.9452270667
Greater_Imperial_Geothermal_63,0.9452270667
Greater_Imperial_Li_Battery_4hr_107,0.0
Greater_Imperial_Li_Battery_4hr_108,0.0
Greater_Imperial_Li_Battery_4hr_133,0.0
Greater_Imperial_Li_Battery_4hr_20,0.0
Greater_Imperial_Li_Battery_4hr_63,0.0
Greater_Imperial_Li_Battery_8hr_107,0.0
Greater_Imperial_Li_Battery_8hr_108,0.0
Greater_Imperial_Li_Battery_8hr_133,0.0
Greater_Imperial_Li_Battery_8hr_20,0.0
Greater_Imperial_Li_Battery_8hr_63,0.0
Greater_Imperial_Solar_107,0.0
Greater_Imperial_Solar_108,0.0
Greater_Imperial_Solar_133,0.0
Greater_Imperial_Solar_20,0.0
Greater_Imperial_Solar_63,0.0
Greater_Imperial_Wind_108,0.0
Greater_Kramer_Flow_Battery_103,0.0
Greater_Kramer_Flow_Battery_123,0.0
Greater_Kramer_Flow_Battery_156,0.0
Greater_Kramer_Flow_Battery_86,0.0
Greater_Kramer_Li_Battery_4hr_103,0.0
Greater_Kramer_Li_Battery_4hr_123,0.0
Greater_Kramer_Li_Battery_4hr_156,0.0
Greater_Kramer_Li_Battery_4hr_86,0.0
Greater_Kramer_Li_Battery_8hr_103,0.0
Greater_Kramer_Li_Battery_8hr_123,0.0
Greater_Kramer_Li_Battery_8hr_156,0.0
Greater_Kramer_Li_Battery_8hr_86,0.0
Greater_Kramer_Solar_103,0.0
Greater_Kramer_Solar_123,0.0
Greater_Kramer_Solar_156,0.0
Greater_Kramer_Solar_86,0.0
Greater_LA_Flow_Battery_18,0.0
Greater_LA_Flow_Battery_30,0.0
Greater_LA_Flow_Battery_4,0.0
Greater_LA_Flow_Battery_58,0.0
Greater_LA_Li_Battery_4hr_18,0.0
Greater_LA_Li_Battery_4hr_30,0.0
Greater_LA_Li_Battery_4hr_4,0.0
Greater_LA_Li_Battery_4hr_58,0.0
Greater_LA_Li_Battery_8hr_18,0.0
Greater_LA_Li_Battery_8hr_30,0.0
Greater_LA_Li_Battery_8hr_4,0.0
Greater_LA_Li_Battery_8hr_58,0.0
Greater_LA_Solar_18,0.0
Greater_LA_Solar_30,0.0
Greater_LA_Solar_4,0.0
Greater_LA_Solar_58,0.0
Humboldt_Bay_Offshore_Wind_Asset,0.0
Idaho_Wind_19,0.0
Inyokern_North_Kramer_Geothermal_156,0.9452270667
Inyokern_North_Kramer_Geothermal_9,0.9452270667
Morro_Bay_Offshore_Wind_Asset,0.0
New_Mexico_Wind_55,0.0
Northern_California_Biomass_5,0.8673152353
Northern_California_Flow_Battery_100,0.0
Northern_California_Flow_Battery_112,0.0
Northern_California_Flow_Battery_113,0.0
Northern_California_Flow_Battery_114,0.0
Northern_California_Flow_Battery_116,0.0
Northern_California_Flow_Battery_121,0.0
Northern_California_Flow_Battery_122,0.0
Northern_California_Flow_Battery_126,0.0
Northern_California_Flow_Battery_127,0.0
Northern_California_Flow_Battery_130,0.0
Northern_California_Flow_Battery_132,0.0
Northern_California_Flow_Battery_135,0.0
Northern_California_Flow_Battery_138,0.0
Northern_California_Flow_Battery_141,0.0
Northern_California_Flow_Battery_144,0.0
Northern_California_Flow_Battery_149,0.0
Northern_California_Flow_Battery_150,0.0
Northern_California_Flow_Battery_155,0.0
Northern_California_Flow_Battery_157,0.0
Northern_California_Flow_Battery_158,0.0
Northern_California_Flow_Battery_159,0.0
Northern_California_Flow_Battery_166,0.0
Northern_California_Flow_Battery_172,0.0
Northern_California_Flow_Battery_178,0.0
Northern_California_Flow_Battery_179,0.0
Northern_California_Flow_Battery_180,0.0
Northern_California_Flow_Battery_25,0.0
Northern_California_Flow_Battery_26,0.0
Northern_California_Flow_Battery_29,0.0
Northern_California_Flow_Battery_31,0.0
Northern_California_Flow_Battery_35,0.0
Northern_California_Flow_Battery_38,0.0
Northern_California_Flow_Battery_41,0.0
Northern_California_Flow_Battery_44,0.0
Northern_California_Flow_Battery_5,0.0
Northern_California_Flow_Battery_51,0.0
Northern_California_Flow_Battery_57,0.0
Northern_California_Flow_Battery_68,0.0
Northern_California_Flow_Battery_70,0.0
Northern_California_Flow_Battery_73,0.0
Northern_California_Flow_Battery_76,0.0
Northern_California_Flow_Battery_80,0.0
Northern_California_Flow_Battery_82,0.0
Northern_California_Flow_Battery_83,0.0
Northern_California_Flow_Battery_84,0.0
Northern_California_Flow_Battery_85,0.0
Northern_California_Flow_Battery_92,0.0
Northern_California_Flow_Battery_94,0.0
Northern_California_Flow_Battery_96,0.0
Northern_California_Geothermal_100,0.9452270667
Northern_California_Geothermal_35,0.9452270667
Northern_California_Geothermal_5,0.9452270667
Northern_California_Geothermal_70,0.9452270667
Northern_California_Li_Battery_4hr_100,0.0
Northern_California_Li_Battery_4hr_112,0.0
Northern_California_Li_Battery_4hr_113,0.0
Northern_California_Li_Battery_4hr_114,0.0
Northern_California_Li_Battery_4hr_116,0.0
Northern_California_Li_Battery_4hr_121,0.0
Northern_California_Li_Battery_4hr_122,0.0
Northern_California_Li_Battery_4hr_126,0.0
Northern_California_Li_Battery_4hr_127,0.0
Northern_California_Li_Battery_4hr_130,0.0
Northern_California_Li_Battery_4hr_132,0.0
Northern_California_Li_Battery_4hr_135,0.0
Northern_California_Li_Battery_4hr_138,0.0
Northern_California_Li_Battery_4hr_141,0.0
Northern_California_Li_Battery_4hr_144,0.0
Northern_California_Li_Battery_4hr_149,0.0
Northern_California_Li_Battery_4hr_150,0.0
Northern_California_Li_Battery_4hr_155,0.0
Northern_California_Li_Battery_4hr_157,0.0
Northern_California_Li_Battery_4hr_158,0.0
Northern_California_Li_Battery_4hr_159,0.0
Northern_California_Li_Battery_4hr_166,0.0
Northern_California_Li_Battery_4hr_172,0.0
Northern_California_Li_Battery_4hr_178,0.0
Northern_California_Li_Battery_4hr_179,0.0
Northern_California_Li_Battery_4hr_180,0.0
Northern_California_Li_Battery_4hr_25,0.0
Northern_California_Li_Battery_4hr_26,0.0
Northern_California_Li_Battery_4hr_29,0.0
Northern_California_Li_Battery_4hr_31,0.0
Northern_California_Li_Battery_4hr_35,0.0
Northern_California_Li_Battery_4hr_38,0.0
Northern_California_Li_Battery_4hr_41,0.0
Northern_California_Li_Battery_4hr_44,0.0
Northern_California_Li_Battery_4hr_5,0.0
Northern_California_Li_Battery_4hr_51,0.0
Northern_California_Li_Battery_4hr_57,0.0
Northern_California_Li_Battery_4hr_68,0.0
Northern_California_Li_Battery_4hr_70,0.0
Northern_California_Li_Battery_4hr_73,0.0
Northern_California_Li_Battery_4hr_76,0.0
Northern_California_Li_Battery_4hr_80,0.0
Northern_California_Li_Battery_4hr_82,0.0
Northern_California_Li_Battery_4hr_83,0.0
Northern_California_Li_Battery_4hr_84,0.0
Northern_California_Li_Battery_4hr_85,0.0
Northern_California_Li_Battery_4hr_92,0.0
Northern_California_Li_Battery_4hr_94,0.0
Northern_California_Li_Battery_4hr_96,0.0
Northern_California_Li_Battery_8hr_100,0.0
Northern_California_Li_Battery_8hr_112,0.0
Northern_California_Li_Battery_8hr_113,0.0
Northern_California_Li_Battery_8hr_114,0.0
Northern_California_Li_Battery_8hr_116,0.0
Northern_California_Li_Battery_8hr_121,0.0
Northern_California_Li_Battery_8hr_122,0.0
Northern_California_Li_Battery_8hr_126,0.0
Northern_California_Li_Battery_8hr_127,0.0
Northern_California_Li_Battery_8hr_130,0.0
Northern_California_Li_Battery_8hr_132,0.0
Northern_California_Li_Battery_8hr_135,0.0
Northern_California_Li_Battery_8hr_138,0.0
Northern_California_Li_Battery_8hr_141,0.0
Northern_California_Li_Battery_8hr_144,0.0
Northern_California_Li_Battery_8hr_149,0.0
Northern_California_Li_Battery_8hr_150,0.0
Northern_California_Li_Battery_8hr_155,0.0
Northern_California_Li_Battery_8hr_157,0.0
Northern_California_Li_Battery_8hr_158,0.0
Northern_California_Li_Battery_8hr_159,0.0
Northern_California_Li_Battery_8hr_166,0.0
Northern_California_Li_Battery_8hr_172,0.0
Northern_California_Li_Battery_8hr_178,0.0
Northern_California_Li_Battery_8hr_179,0.0
Northern_California_Li_Battery_8hr_180,0.0
Northern_California_Li_Battery_8hr_25,0.0
Northern_California_Li_Battery_8hr_26,0.0
Northern_California_Li_Battery_8hr_29,0.0
Northern_California_Li_Battery_8hr_31,0.0
Northern_California_Li_Battery_8hr_35,0.0
Northern_California_Li_Battery_8hr_38,0.0
Northern_California_Li_Battery_8hr_41,0.0
Northern_California_Li_Battery_8hr_44,0.0
Northern_California_Li_Battery_8hr_5,0.0
Northern_California_Li_Battery_8hr_51,0.0
Northern_California_Li_Battery_8hr_57,0.0
Northern_California_Li_Battery_8hr_68,0.0
Northern_California_Li_Battery_8hr_70,0.0
Northern_California_Li_Battery_8hr_73,0.0
Northern_California_Li_Battery_8hr_76,0.0
Northern_California_Li_Battery_8hr_80,0.0
Northern_California_Li_Battery_8hr_82,0.0
Northern_California_Li_Battery_8hr_83,0.0
Northern_California_Li_Battery_8hr_84,0.0
Northern_California_Li_Battery_8hr_85,0.0
Northern_California_Li_Battery_8hr_92,0.0
Northern_California_Li_Battery_8hr_94,0.0
Northern_California_Li_Battery_8hr_96,0.0
Northern_California_Pumped_Storage_5,0.0
Northern_California_Solar_100,0.0
Northern_California_Solar_112,0.0
Northern_California_Solar_113,0.0
Northern_California_Solar_114,0.0
Northern_California_Solar_116,0.0
Northern_California_Solar_121,0.0
Northern_California_Solar_122,0.0
Northern_California_Solar_126,0.0
Northern_California_Solar_127,0.0
Northern_California_Solar_130,0.0
Northern_California_Solar_132,0.0
Northern_California_Solar_135,0.0
Northern_California_Solar_138,0.0
Northern_California_Solar_141,0.0
Northern_California_Solar_144,0.0
Northern_California_Solar_149,0.0
Northern_California_Solar_150,0.0
Northern_California_Solar_155,0.0
Northern_California_Solar_157,0.0
Northern_California_Solar_158,0.0
Northern_California_Solar_159,0.0
Northern_California_Solar_166,0.0
Northern_California_Solar_172,0.0
Northern_California_Solar_178,0.0
Northern_California_Solar_179,0.0
Northern_California_Solar_180,0.0
Northern_California_Solar_25,0.0
Northern_California_Solar_26,0.0
Northern_California_Solar_29,0.0
Northern_California_Solar_31,0.0
Northern_California_Solar_35,0.0
Northern_California_Solar_38,0.0
Northern_California_Solar_41,0.0
Northern_California_Solar_44,0.0
Northern_California_Solar_5,0.0
Northern_California_Solar_51,0.0
Northern_California_Solar_57,0.0
Northern_California_Solar_68,0.0
Northern_California_Solar_70,0.0
Northern_California_Solar_73,0.0
Northern_California_Solar_76,0.0
Northern_California_Solar_80,0.0
Northern_California_Solar_82,0.0
Northern_California_Solar_83,0.0
Northern_California_Solar_84,0.0
Northern_California_Solar_85,0.0
Northern_California_Solar_92,0.0
Northern_California_Solar_94,0.0
Northern_California_Solar_96,0.0
Northern_California_Wind_159,0.0
Northern_California_Wind_26,0.0
Northern_California_Wind_35,0.0
Northern_California_Wind_5,0.0
Northern_California_Wind_76,0.0
Northern_California_Wind_83,0.0
Northern_Nevada_Geothermal_19,0.9452270667
Pacific_Northwest_Geothermal_5,0.9452270667
Riverside_East_Pumped_Storage_59,0.0
Riverside_Flow_Battery_129,0.0
Riverside_Flow_Battery_59,0.0
Riverside_Flow_Battery_60,0.0
Riverside_Flow_Battery_9,0.0
Riverside_Li_Battery_4hr_129,0.0
Riverside_Li_Battery_4hr_59,0.0
Riverside_Li_Battery_4hr_60,0.0
Riverside_Li_Battery_4hr_9,0.0
Riverside_Li_Battery_8hr_129,0.0
Riverside_Li_Battery_8hr_59,0.0
Riverside_Li_Battery_8hr_60,0.0
Riverside_Li_Battery_8hr_9,0.0
Riverside_Solar_129,0.0
Riverside_Solar_59,0.0
Riverside_Solar_60,0.0
Riverside_Solar_9,0.0
Riverside_West_Pumped_Storage_9,0.0
San_Diego_Pumped_Storage_119,0.0
Solano_Wind_122,0.0
Solano_Wind_126,0.0
Solano_Wind_85,0.0
Solano_Wind_94,0.0
Southern_NV_Eldorado_Flow_Battery_15,0.0
Southern_NV_Eldorado_Flow_Battery_16,0.0
Southern_NV_Eldorado_Flow_Battery_19,0.0
Southern_NV_Eldorado_Flow_Battery_2,0.0
Southern_NV_Eldorado_Flow_Battery_40,0.0
Southern_NV_Eldorado_Flow_Battery_42,0.0
Southern_NV_Eldorado_Li_Battery_4hr_15,0.0
Southern_NV_Eldorado_Li_Battery_4hr_16,0.0
Southern_NV_Eldorado_Li_Battery_4hr_19,0.0
Southern_NV_Eldorado_Li_Battery_4hr_2,0.0
Southern_NV_Eldorado_Li_Battery_4hr_40,0.0
Southern_NV_Eldorado_Li_Battery_4hr_42,0.0
Southern_NV_Eldorado_Li_Battery_8hr_15,0.0
Southern_NV_Eldorado_Li_Battery_8hr_16,0.0
Southern_NV_Eldorado_Li_Battery_8hr_19,0.0
Southern_NV_Eldorado_Li_Battery_8hr_2,0.0
Southern_NV_Eldorado_Li_Battery_8hr_40,0.0
Southern_NV_Eldorado_Li_Battery_8hr_42,0.0
Southern_NV_Eldorado_Solar_15,0.0
Southern_NV_Eldorado_Solar_16,0.0
Southern_NV_Eldorado_Solar_19,0.0
Southern_NV_Eldorado_Solar_2,0.0
Southern_NV_Eldorado_Solar_40,0.0
Southern_NV_Eldorado_Solar_42,0.0
Southern_NV_Eldorado_Wind_15,0.0
Southern_NV_Eldorado_Wind_16,0.0
Southern_NV_Eldorado_Wind_2,0.0
Southern_PGAE_Adiabatic_CAES_12,0.0
Southern_PGAE_Flow_Battery_102,0.0
Southern_PGAE_Flow_Battery_109,0.0
Southern_PGAE_Flow_Battery_111,0.0
Southern_PGAE_Flow_Battery_117,0.0
Southern_PGAE_Flow_Battery_118,0.0
Southern_PGAE_Flow_Battery_12,0.0
Southern_PGAE_Flow_Battery_124,0.0
Southern_PGAE_Flow_Battery_136,0.0
Southern_PGAE_Flow_Battery_139,0.0
Southern_PGAE_Flow_Battery_140,0.0
Southern_PGAE_Flow_Battery_145,0.0
Southern_PGAE_Flow_Battery_147,0.0
Southern_PGAE_Flow_Battery_148,0.0
Southern_PGAE_Flow_Battery_151,0.0
Southern_PGAE_Flow_Battery_152,0.0
Southern_PGAE_Flow_Battery_154,0.0
Southern_PGAE_Flow_Battery_160,0.0
Southern_PGAE_Flow_Battery_161,0.0
Southern_PGAE_Flow_Battery_162,0.0
Southern_PGAE_Flow_Battery_163,0.0
Southern_PGAE_Flow_Battery_164,0.0
Southern_PGAE_Flow_Battery_165,0.0
Southern_PGAE_Flow_Battery_168,0.0
Southern_PGAE_Flow_Battery_169,0.0
Southern_PGAE_Flow_Battery_17,0.0
Southern_PGAE_Flow_Battery_170,0.0
Southern_PGAE_Flow_Battery_173,0.0
Southern_PGAE_Flow_Battery_174,0.0
Southern_PGAE_Flow_Battery_175,0.0
Southern_PGAE_Flow_Battery_176,0.0
Southern_PGAE_Flow_Battery_177,0.0
Southern_PGAE_Flow_Battery_181,0.0
Southern_PGAE_Flow_Battery_22,0.0
Southern_PGAE_Flow_Battery_23,0.0
Southern_PGAE_Flow_Battery_24,0.0
Southern_PGAE_Flow_Battery_27,0.0
Southern_PGAE_Flow_Battery_3,0.0
Southern_PGAE_Flow_Battery_33,0.0
Southern_PGAE_Flow_Battery_34,0.0
Southern_PGAE_Flow_Battery_37,0.0
Southern_PGAE_Flow_Battery_39,0.0
Southern_PGAE_Flow_Battery_43,0.0
Southern_PGAE_Flow_Battery_45,0.0
Southern_PGAE_Flow_Battery_46,0.0
Southern_PGAE_Flow_Battery_47,0.0
Southern_PGAE_Flow_Battery_49,0.0
Southern_PGAE_Flow_Battery_52,0.0
Southern_PGAE_Flow_Battery_54,0.0
Southern_PGAE_Flow_Battery_61,0.0
Southern_PGAE_Flow_Battery_69,0.0
Southern_PGAE_Flow_Battery_72,0.0
Southern_PGAE_Flow_Battery_74,0.0
Southern_PGAE_Flow_Battery_75,0.0
Southern_PGAE_Flow_Battery_79,0.0
Southern_PGAE_Flow_Battery_8,0.0
Southern_PGAE_Flow_Battery_93,0.0
Southern_PGAE_Flow_Battery_95,0.0
Southern_PGAE_Flow_Battery_98,0.0
Southern_PGAE_Flow_Battery_99,0.0
Southern_PGAE_Li_Battery_4hr_102,0.0
Southern_PGAE_Li_Battery_4hr_109,0.0
Southern_PGAE_Li_Battery_4hr_111,0.0
Southern_PGAE_Li_Battery_4hr_117,0.0
Southern_PGAE_Li_Battery_4hr_118,0.0
Southern_PGAE_Li_Battery_4hr_12,0.0
Southern_PGAE_Li_Battery_4hr_124,0.0
Southern_PGAE_Li_Battery_4hr_136,0.0
Southern_PGAE_Li_Battery_4hr_139,0.0
Southern_PGAE_Li_Battery_4hr_140,0.0
Southern_PGAE_Li_Battery_4hr_145,0.0
Southern_PGAE_Li_Battery_4hr_147,0.0
Southern_PGAE_Li_Battery_4hr_148,0.0
Southern_PGAE_Li_Battery_4hr_151,0.0
Southern_PGAE_Li_Battery_4hr_152,0.0
Southern_PGAE_Li_Battery_4hr_154,0.0
Southern_PGAE_Li_Battery_4hr_160,0.0
Southern_PGAE_Li_Battery_4hr_161,0.0
Southern_PGAE_Li_Battery_4hr_162,0.0
Southern_PGAE_Li_Battery_4hr_163,0.0
Southern_PGAE_Li_Battery_4hr_164,0.0
Southern_PGAE_Li_Battery_4hr_165,0.0
Southern_PGAE_Li_Battery_4hr_168,0.0
Southern_PGAE_Li_Battery_4hr_169,0.0
Southern_PGAE_Li_Battery_4hr_17,0.0
Southern_PGAE_Li_Battery_4hr_170,0.0
Southern_PGAE_Li_Battery_4hr_173,0.0
Southern_PGAE_Li_Battery_4hr_174,0.0
Southern_PGAE_Li_Battery_4hr_175,0.0
Southern_PGAE_Li_Battery_4hr_176,0.0
Southern_PGAE_Li_Battery_4hr_177,0.0
Southern_PGAE_Li_Battery_4hr_181,0.0
Southern_PGAE_Li_Battery_4hr_22,0.0
Southern_PGAE_Li_Battery_4hr_23,0.0
Southern_PGAE_Li_Battery_4hr_24,0.0
Southern_PGAE_Li_Battery_4hr_27,0.0
Southern_PGAE_Li_Battery_4hr_3,0.0
Southern_PGAE_Li_Battery_4hr_33,0.0
Southern_PGAE_Li_Battery_4hr_34,0.0
Southern_PGAE_Li_Battery_4hr_37,0.0
Southern_PGAE_Li_Battery_4hr_39,0.0
Southern_PGAE_Li_Battery_4hr_43,0.0
Southern_PGAE_Li_Battery_4hr_45,0.0
Southern_PGAE_Li_Battery_4hr_46,0.0
Southern_PGAE_Li_Battery_4hr_47,0.0
Southern_PGAE_Li_Battery_4hr_49,0.0
Southern_PGAE_Li_Battery_4hr_52,0.0
Southern_PGAE_Li_Battery_4hr_54,0.0
Southern_PGAE_Li_Battery_4hr_61,0.0
Southern_PGAE_Li_Battery_4hr_69,0.0
Southern_PGAE_Li_Battery_4hr_72,0.0
Southern_PGAE_Li_Battery_4hr_74,0.0
Southern_PGAE_Li_Battery_4hr_75,0.0
Southern_PGAE_Li_Battery_4hr_79,0.0
Southern_PGAE_Li_Battery_4hr_8,0.0
Southern_PGAE_Li_Battery_4hr_93,0.0
Southern_PGAE_Li_Battery_4hr_95,0.0
Southern_PGAE_Li_Battery_4hr_98,0.0
Southern_PGAE_Li_Battery_4hr_99,0.0
Southern_PGAE_Li_Battery_8hr_102,0.0
Southern_PGAE_Li_Battery_8hr_109,0.0
Southern_PGAE_Li_Battery_8hr_111,0.0
Southern_PGAE_Li_Battery_8hr_117,0.0
Southern_PGAE_Li_Battery_8hr_118,0.0
Southern_PGAE_Li_Battery_8hr_12,0.0
Southern_PGAE_Li_Battery_8hr_124,0.0
Southern_PGAE_Li_Battery_8hr_136,0.0
Southern_PGAE_Li_Battery_8hr_139,0.0
Southern_PGAE_Li_Battery_8hr_140,0.0
Southern_PGAE_Li_Battery_8hr_145,0.0
Southern_PGAE_Li_Battery_8hr_147,0.0
Southern_PGAE_Li_Battery_8hr_148,0.0
Southern_PGAE_Li_Battery_8hr_151,0.0
Southern_PGAE_Li_Battery_8hr_152,0.0
Southern_PGAE_Li_Battery_8hr_154,0.0
Southern_PGAE_Li_Battery_8hr_160,0.0
Southern_PGAE_Li_Battery_8hr_161,0.0
Southern_PGAE_Li_Battery_8hr_162,0.0
Southern_PGAE_Li_Battery_8hr_163,0.0
Southern_PGAE_Li_Battery_8hr_164,0.0
Southern_PGAE_Li_Battery_8hr_165,0.0
Southern_PGAE_Li_Battery_8hr_168,0.0
Southern_PGAE_Li_Battery_8hr_169,0.0
Southern_PGAE_Li_Battery_8hr_17,0.0
Southern_PGAE_Li_Battery_8hr_170,0.0
Southern_PGAE_Li_Battery_8hr_173,0.0
Southern_PGAE_Li_Battery_8hr_174,0.0
Southern_PGAE_Li_Battery_8hr_175,0.0
Southern_PGAE_Li_Battery_8hr_176,0.0
Southern_PGAE_Li_Battery_8hr_177,0.0
Southern_PGAE_Li_Battery_8hr_181,0.0
Southern_PGAE_Li_Battery_8hr_22,0.0
Southern_PGAE_Li_Battery_8hr_23,0.0
Southern_PGAE_Li_Battery_8hr_24,0.0
Southern_PGAE_Li_Battery_8hr_27,0.0
Southern_PGAE_Li_Battery_8hr_3,0.0
Southern_PGAE_Li_Battery_8hr_33,0.0
Southern_PGAE_Li_Battery_8hr_34,0.0
Southern_PGAE_Li_Battery_8hr_37,0.0
Southern_PGAE_Li_Battery_8hr_39,0.0
Southern_PGAE_Li_Battery_8hr_43,0.0
Southern_PGAE_Li_Battery_8hr_45,0.0
Southern_PGAE_Li_Battery_8hr_46,0.0
Southern_PGAE_Li_Battery_8hr_47,0.0
Southern_PGAE_Li_Battery_8hr_49,0.0
Southern_PGAE_Li_Battery_8hr_52,0.0
Southern_PGAE_Li_Battery_8hr_54,0.0
Southern_PGAE_Li_Battery_8hr_61,0.0
Southern_PGAE_Li_Battery_8hr_69,0.0
Southern_PGAE_Li_Battery_8hr_72,0.0
Southern_PGAE_Li_Battery_8hr_74,0.0
Southern_PGAE_Li_Battery_8hr_75,0.0
Southern_PGAE_Li_Battery_8hr_79,0.0
Southern_PGAE_Li_Battery_8hr_8,0.0
Southern_PGAE_Li_Battery_8hr_93,0.0
Southern_PGAE_Li_Battery_8hr_95,0.0
Southern_PGAE_Li_Battery_8hr_98,0.0
Southern_PGAE_Li_Battery_8hr_99,0.0
Southern_PGAE_Solar_102,0.0
Southern_PGAE_Solar_109,0.0
Southern_PGAE_Solar_111,0.0
Southern_PGAE_Solar_117,0.0
Southern_PGAE_Solar_118,0.0
Southern_PGAE_Solar_12,0.0
Southern_PGAE_Solar_124,0.0
Southern_PGAE_Solar_136,0.0
Southern_PGAE_Solar_139,0.0
Southern_PGAE_Solar_140,0.0
Southern_PGAE_Solar_145,0.0
Southern_PGAE_Solar_147,0.0
Southern_PGAE_Solar_148,0.0
Southern_PGAE_Solar_151,0.0
Southern_PGAE_Solar_152,0.0
Southern_PGAE_Solar_154,0.0
Southern_PGAE_Solar_160,0.0
Southern_PGAE_Solar_161,0.0
Southern_PGAE_Solar_162,0.0
Southern_PGAE_Solar_163,0.0
Southern_PGAE_Solar_164,0.0
Southern_PGAE_Solar_165,0.0
Southern_PGAE_Solar_168,0.0
Southern_PGAE_Solar_169,0.0
Southern_PGAE_Solar_17,0.0
Southern_PGAE_Solar_170,0.0
Southern_PGAE_Solar_173,0.0
Southern_PGAE_Solar_174,0.0
Southern_PGAE_Solar_175,0.0
Southern_PGAE_Solar_176,0.0
Southern_PGAE_Solar_177,0.0
Southern_PGAE_Solar_181,0.0
Southern_PGAE_Solar_22,0.0
Southern_PGAE_Solar_23,0.0
Southern_PGAE_Solar_24,0.0
Southern_PGAE_Solar_27,0.0
Southern_PGAE_Solar_3,0.0
Southern_PGAE_Solar_33,0.0
Southern_PGAE_Solar_34,0.0
Southern_PGAE_Solar_37,0.0
Southern_PGAE_Solar_39,0.0
Southern_PGAE_Solar_43,0.0
Southern_PGAE_Solar_45,0.0
Southern_PGAE_Solar_46,0.0
Southern_PGAE_Solar_47,0.0
Southern_PGAE_Solar_49,0.0
Southern_PGAE_Solar_52,0.0
Southern_PGAE_Solar_54,0.0
Southern_PGAE_Solar_61,0.0
Southern_PGAE_Solar_69,0.0
Southern_PGAE_Solar_72,0.0
Southern_PGAE_Solar_74,0.0
Southern_PGAE_Solar_75,0.0
Southern_PGAE_Solar_79,0.0
Southern_PGAE_Solar_8,0.0
Southern_PGAE_Solar_93,0.0
Southern_PGAE_Solar_95,0.0
Southern_PGAE_Solar_98,0.0
Southern_PGAE_Solar_99,0.0
Tehachapi_Adiabatic_CAES_13,0.0
Tehachapi_Flow_Battery_101,0.0
Tehachapi_Flow_Battery_125,0.0
Tehachapi_Flow_Battery_13,0.0
Tehachapi_Flow_Battery_28,0.0
Tehachapi_Flow_Battery_32,0.0
Tehachapi_Flow_Battery_66,0.0
Tehachapi_Flow_Battery_78,0.0
Tehachapi_Li_Battery_4hr_101,0.0
Tehachapi_Li_Battery_4hr_125,0.0
Tehachapi_Li_Battery_4hr_13,0.0
Tehachapi_Li_Battery_4hr_28,0.0
Tehachapi_Li_Battery_4hr_32,0.0
Tehachapi_Li_Battery_4hr_66,0.0
Tehachapi_Li_Battery_4hr_78,0.0
Tehachapi_Li_Battery_8hr_101,0.0
