Resource,NQC_derate
Tehachapi_Li_Battery_8hr_125,0.0
Tehachapi_Li_Battery_8hr_13,0.0
Tehachapi_Li_Battery_8hr_28,0.0
Tehachapi_Li_Battery_8hr_32,0.0
Tehachapi_Li_Battery_8hr_66,0.0
Tehachapi_Li_Battery_8hr_78,0.0
Tehachapi_Pumped_Storage_32,0.0
Tehachapi_Solar_101,0.0
Tehachapi_Solar_125,0.0
Tehachapi_Solar_13,0.0
Tehachapi_Solar_28,0.0
Tehachapi_Solar_32,0.0
Tehachapi_Solar_66,0.0
Tehachapi_Solar_78,0.0
Tehachapi_Wind_13,0.0
Tehachapi_Wind_18,0.0
Tehachapi_Wind_32,0.0
Wyoming_Wind_19,0.0
