Resource,Zone,region,New_Build,Can_Retire,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,cluster,Resource_Type,MGA
Lugo_Victorville_group,0,None,1,0,0,6800,0,29514.044117600002,0,0,None,0
Manning_115_group,0,None,1,0,0,3160,0,10854.11392,0,0,None,0
Manning_500_group,0,None,1,0,0,4931,0,0,0,0,None,0
Midway_Q2011_group,0,None,1,0,0,234,0,39615.38462,0,0,None,0
Midway_TB_3_group,0,None,1,0,0,784,0,17735.96939,0,0,None,0
Midway_Taft_group,0,None,1,0,0,206,0,279000,0,0,None,0
Moorpark_Pardee_group,0,None,1,0,0,900,0,61800,0,0,None,0
Morro_Bay_Offshore_500_group,0,None,1,0,0,4875,0,3904.492308,0,0,None,0
Morro_Bay_Offshore_Wind_Asset,0,None,1,0,0,4875,0,319630.8261,0,0,None,0
Moss_Landing_Las_Aguillas_group,0,None,1,0,0,1760,0,2117.352273,0,0,None,0
New_Mexico_Wind_55,0,None,1,0,0,6000,0,170616.8966,0,0,None,0
Newark_Los_Esteros_group,0,None,1,0,0,348,0,0,0,0,None,0
North_Magunden_group,0,None,1,0,0,500,0,232306.19999999998,0,0,None,0
Northern_California_Biomass_5,0,None,1,0,0,637.4440394,0,521585.33756949997,0,0,None,0
Northern_California_Flow_Battery_100,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_112,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_113,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_114,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_116,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_121,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_122,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_126,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_127,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_130,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_132,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_135,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_138,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_141,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_144,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_149,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_150,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_155,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_157,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_158,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_159,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_166,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_172,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_178,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_179,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_180,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_25,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_26,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_29,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_31,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_35,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_38,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_41,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_44,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_5,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_51,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_57,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_68,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_70,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_73,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_76,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_80,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_82,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_83,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_84,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_85,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_92,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_94,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Flow_Battery_96,0,None,1,0,0,99999,0,247877.892,0,0,None,0
Northern_California_Geothermal_100,0,None,1,0,0,9,0,485679.0989,0,0,None,0
Northern_California_Geothermal_35,0,None,1,0,0,22.7,0,483193.0844,0,0,None,0
Northern_California_Geothermal_5,0,None,1,0,0,538.9,0,488907.52,0,0,None,0
Northern_California_Geothermal_70,0,None,1,0,0,277.7,0,476458.4704,0,0,None,0
Northern_California_Li_Battery_4hr_100,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_112,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_113,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_114,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_116,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_121,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_122,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_126,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_127,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_130,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_132,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_135,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_138,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_141,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_144,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_149,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_150,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_155,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_157,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_158,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_159,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_166,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_172,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_178,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_179,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_180,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_25,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_26,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_29,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_31,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_35,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_38,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_41,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_44,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_5,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_51,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_57,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_68,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_70,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_73,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_76,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_80,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_82,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_83,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_84,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_85,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_92,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_94,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_4hr_96,0,None,1,0,0,99999,0,122603.4726,0,0,None,0
Northern_California_Li_Battery_8hr_100,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_112,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_113,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_114,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_116,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_121,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_122,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_126,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_127,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_130,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_132,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_135,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_138,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_141,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_144,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_149,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_150,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_155,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_157,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_158,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_159,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_166,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_172,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_178,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_179,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_180,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_25,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_26,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_29,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_31,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_35,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_38,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_41,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_44,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_5,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_51,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_57,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_68,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_70,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_73,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_76,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_80,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_82,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_83,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_84,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_85,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_92,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_94,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Li_Battery_8hr_96,0,None,1,0,0,99999,0,202043.4726,0,0,None,0
Northern_California_Pumped_Storage_5,0,None,1,0,0,393,0,226259.6426,0,0,None,0
Northern_California_Solar_100,0,None,1,0,0,5980.130579,0,80481.94682160001,0,0,None,0
Northern_California_Solar_112,0,None,1,0,0,263.0597008,0,72425.15649,0,0,None,0
Northern_California_Solar_113,0,None,1,0,0,289.3656748,0,74762.67587600001,0,0,None,0
Northern_California_Solar_114,0,None,1,0,0,1417.444017,0,75834.35475,0,0,None,0
Northern_California_Solar_116,0,None,1,0,0,629.6641721,0,74835.05493,0,0,None,0
Northern_California_Solar_121,0,None,1,0,0,19.58955396,0,71673.54681,0,0,None,0
Northern_California_Solar_122,0,None,1,0,0,1022.854478,0,75002.08114,0,0,None,0
Northern_California_Solar_126,0,None,1,0,0,1670.429105,0,74570.01149,0,0,None,0
Northern_California_Solar_127,0,None,1,0,0,4045.242541,0,80678.37032,0,0,None,0
Northern_California_Solar_130,0,None,1,0,0,2650.186577,0,81407.86599790001,0,0,None,0
