Costs,TotalCosts_p1,TotalCosts_p2,TotalCosts_p3,TotalCosts_p4,TotalCosts_p5,TotalCosts_p6,TotalCosts_p7,TotalCosts_p8,TotalCosts_p9,TotalCosts_p10,TotalCosts_p11,TotalCosts_p12,TotalCosts_p13,TotalCosts_p14,TotalCosts_p15,TotalCosts_p16,TotalCosts_p17
cFix,9.224705062773558e10,2.404797230600841e11,2.2838033741153748e11,2.410304773359138e11,2.2858051603961105e11,2.6496665928130453e11,2.3928930847791437e11,2.6937044948637762e11,2.4038922049883295e11,2.4718459272181946e11,2.3340872988261884e11,2.4746279637588852e11,2.335831108692235e11,2.6759594717372794e11,2.4349493436737027e11,2.7693859176323254e11,2.4594015355938022e11
cVar,2.9224837031205835e9,4.732282900758579e9,3.83831008079844e9,4.771390533468181e9,3.8317292042339525e9,7.637337921070027e9,5.767291695604555e9,7.440943235857378e9,5.695500449466035e9,4.978641323016756e9,3.9808487016291976e9,4.985963900490242e9,3.9621848918727627e9,7.369719262174245e9,5.973171654772428e9,7.697993677428007e9,5.835980139324061e9
cFuel,8.171313439176203e9,6.155794844832045e9,6.426474841162083e9,6.208653377532387e9,6.50323499837715e9,7.920143583974866e9,9.57404742533383e9,7.623792123995284e9,9.621365189633963e9,6.320734345670533e9,6.661982378694545e9,6.384339627840118e9,6.730504930914325e9,7.687504342087205e9,9.917120042465061e9,7.7356183533539295e9,9.877432789082836e9
cNSE,1.0864046069496365e8,1.0525329670445883e9,1.1198811659766316e9,1.0270056361137186e9,1.1224038074333012e9,4.588551821624055e8,8.40298057308989e8,4.655657984188813e8,8.715713841263609e8,1.1157880564115193e9,1.1794859827232382e9,1.1142518890004747e9,1.1808019638953142e9,6.035820560111732e8,8.778727472970074e8,5.1096318532353806e8,9.582300278424076e8
cStart,12512.345268346045,1.2683559720238667e9,1.5148978200812066e9,1.449265964342256e9,1.510184112313955e9,4.7678194484394217e8,6.589566890886619e8,3.9716559886080706e8,6.551183459465078e8,1.5612506813818696e9,1.6011842801964242e9,1.66762852978787e9,1.5904008256247926e9,2.474901534114134e8,6.788323053101518e8,4.0937525615462506e8,7.01584473178726e8
cUnmetRsv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cNetworkExp,0.0,1.3491599083953375e10,2.4164933465793556e10,1.3047661822311779e10,2.4164933465793556e10,3.405953219912331e9,2.080981685939867e10,3.725537926040038e9,2.080981685939867e10,1.214352498088568e10,2.4155168401133514e10,1.1975922231680054e10,2.4164933465793556e10,4.0780634696077185e9,2.080981685939867e10,2.9486731763422456e9,2.080981685939867e10
cUnmetPolicyPenalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cCO2,-1.6653525293132756e-10,7.049965074540352e-10,-2.0722702900404083e-10,7.556307495371323e-10,-1.3339860063887902e-12,-5.64165587737807e-12,1.5005311803984084e-10,6.457324648303522e-11,2.2461113904520806e-11,3.105292552870714e-11,-1.3334750317032432e-10,-1.183952160102492e-9,1.9750177869667824e-10,4.562330666513775e-10,1.5721997358289102e-11,1.0885989008267666e-9,-1.7530334755446555e-10
