Resource,Zone,Num_VRE_Bins,New_Build,Can_Retire,Existing_Cap_MW,Min_Cap_MW,Max_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,region,cluster
Customer_PV,2,1,0,0,30853.0296888463,0,-1,0.0,0.0,0,CAISO,1
